日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
114/07/01,"6,415,082,209","421,991,169,974","2,419,634","22,553.72",297.7
114/07/02,"5,101,662,453","304,435,099,272","1,886,936","22,577.74",24.02
114/07/03,"6,029,111,627","383,825,214,993","2,297,217","22,712.97",135.23
114/07/04,"5,632,671,624","331,133,814,557","2,299,611","22,547.50",-165.47
114/07/07,"4,962,856,527","269,071,472,316","1,893,701","22,428.72",-118.78
114/07/08,"5,407,011,400","282,705,631,857","1,893,276","22,362.27",-66.45
114/07/09,"5,646,619,850","322,528,415,208","1,950,287","22,527.01",164.74
114/07/10,"5,553,213,493","327,393,549,950","2,052,227","22,693.25",166.24
114/07/11,"7,092,180,625","337,982,404,672","2,082,425","22,751.03",57.78
114/07/14,"4,853,105,700","281,512,623,505","1,961,983","22,614.97",-136.06
114/07/15,"5,429,807,871","319,870,598,000","2,057,874","22,835.94",220.97
114/07/16,"6,375,009,305","391,295,025,263","2,411,559","23,042.90",206.96
114/07/17,"5,826,064,387","343,559,779,087","2,169,033","23,113.28",70.38
114/07/18,"6,130,525,974","381,297,826,285","2,310,585","23,383.13",269.85
114/07/21,"5,279,612,934","316,345,580,296","2,190,361","23,340.56",-42.57
114/07/22,"6,889,507,061","449,009,636,028","3,001,519","22,987.92",-352.64
114/07/23,"6,238,239,859","360,908,872,117","2,365,878","23,318.67",330.75
114/07/24,"6,322,628,546","348,331,144,582","2,411,078","23,373.73",55.06
114/07/25,"5,964,609,783","302,559,239,716","2,167,929","23,364.38",-9.35
114/07/28,"5,994,460,798","323,398,574,763","2,298,780","23,412.98",48.6
114/07/29,"6,685,041,420","390,574,563,588","2,733,427","23,201.52",-211.46
114/07/30,"6,095,108,673","336,226,659,269","2,365,399","23,461.72",260.2
114/07/31,"7,079,439,551","412,096,428,336","2,784,711","23,542.52",80.8
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
