日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
113/01/02,"6,411,778,806","301,290,668,897","2,267,660","17,853.76",-77.05
113/01/03,"6,563,816,690","310,243,953,968","2,537,201","17,559.31",-294.45
113/01/04,"6,326,304,020","282,564,085,824","2,208,801","17,549.65",-9.66
113/01/05,"6,072,525,649","269,883,354,782","2,096,774","17,519.14",-30.51
113/01/08,"6,306,940,236","262,720,464,831","2,094,010","17,572.66",53.52
113/01/09,"6,232,655,765","299,756,126,103","2,252,519","17,535.49",-37.17
113/01/10,"5,764,346,997","258,068,344,349","2,140,223","17,465.63",-69.86
113/01/11,"6,087,970,482","307,662,933,016","2,049,791","17,545.32",79.69
113/01/12,"5,783,781,997","283,832,519,401","1,972,538","17,512.83",-32.49
113/01/15,"5,999,846,290","290,072,856,217","2,020,826","17,546.82",33.99
113/01/16,"7,003,194,663","315,174,625,367","2,514,210","17,346.87",-199.95
113/01/17,"8,135,054,516","391,777,975,501","3,190,920","17,161.79",-185.08
113/01/18,"6,362,222,591","280,724,326,868","2,125,164","17,227.79",66.0
113/01/19,"7,366,926,213","438,685,377,608","2,351,431","17,681.52",453.73
113/01/22,"7,440,321,165","412,915,752,080","2,399,177","17,815.10",133.58
113/01/23,"6,799,686,562","313,984,912,388","2,077,605","17,874.59",59.49
113/01/24,"6,085,817,090","271,791,200,561","1,954,561","17,875.83",1.24
113/01/25,"6,194,925,527","305,139,066,005","2,002,195","18,002.62",126.79
113/01/26,"5,484,262,792","260,448,297,651","1,852,244","17,995.03",-7.59
113/01/29,"5,297,437,572","230,462,809,896","1,597,134","18,119.63",124.6
113/01/30,"5,885,319,302","296,795,331,175","1,944,604","18,034.63",-85.0
113/01/31,"5,498,408,501","278,056,673,466","1,848,632","17,889.56",-145.07
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
