日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
111/07/01,"7,861,837,121","308,665,002,335","2,761,795","14,343.08",-482.65
111/07/04,"6,167,448,274","238,191,511,144","1,943,498","14,217.06",-126.02
111/07/05,"6,676,755,962","262,237,727,002","2,097,796","14,349.20",132.14
111/07/06,"6,793,881,345","250,758,305,334","2,286,931","13,985.51",-363.69
111/07/07,"6,800,402,191","260,359,618,880","2,022,628","14,336.27",350.76
111/07/08,"6,789,256,964","260,925,588,941","2,155,077","14,464.53",128.26
111/07/11,"4,871,146,221","175,278,139,586","1,613,327","14,340.53",-124.0
111/07/12,"5,639,956,155","202,693,684,476","1,989,341","13,950.62",-389.91
111/07/13,"6,240,209,128","225,480,595,929","1,819,060","14,324.68",374.06
111/07/14,"5,721,487,714","212,187,428,593","1,733,688","14,438.52",113.84
111/07/15,"6,094,100,181","231,695,665,364","1,966,021","14,550.62",112.1
111/07/18,"5,970,251,616","229,912,658,965","1,843,069","14,719.64",169.02
111/07/19,"5,373,185,815","199,312,047,106","1,759,773","14,694.08",-25.56
111/07/20,"6,463,082,377","259,238,995,676","2,157,602","14,733.22",39.14
111/07/21,"6,132,744,354","238,836,209,104","1,946,578","14,937.70",204.48
111/07/22,"6,457,471,200","265,624,599,587","2,173,955","14,949.36",11.66
111/07/25,"4,852,828,144","185,501,283,129","1,608,376","14,936.33",-13.03
111/07/26,"4,795,254,868","186,890,035,657","1,678,776","14,806.78",-129.55
111/07/27,"4,778,872,650","187,827,260,491","1,539,188","14,921.59",114.81
111/07/28,"5,458,751,096","222,604,365,000","1,841,876","14,891.90",-29.69
111/07/29,"5,863,987,672","227,413,747,711","1,793,324","15,000.07",108.17
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
