日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
111/12/01,"7,511,123,218","296,286,243,410","2,249,418","15,012.80",133.25
111/12/02,"5,601,577,102","227,146,810,178","1,871,483","14,970.68",-42.12
111/12/05,"6,107,215,551","246,151,762,401","1,995,445","14,980.74",10.06
111/12/06,"6,452,710,144","249,329,308,298","2,099,349","14,728.88",-251.86
111/12/07,"6,813,484,879","250,578,751,782","1,996,002","14,630.01",-98.87
111/12/08,"5,406,640,541","183,857,857,009","1,622,084","14,553.04",-76.97
111/12/09,"5,485,304,299","197,445,555,934","1,562,330","14,705.43",152.39
111/12/12,"4,583,948,318","156,933,675,410","1,451,236","14,612.59",-92.84
111/12/13,"4,995,730,697","192,965,013,996","1,662,387","14,522.96",-89.63
111/12/14,"5,425,439,738","193,245,957,755","1,521,702","14,739.36",216.4
111/12/15,"5,242,285,071","195,885,001,803","1,622,039","14,734.13",-5.23
111/12/16,"7,782,196,095","303,102,754,966","2,372,789","14,528.55",-205.58
111/12/19,"5,688,846,840","210,179,975,828","1,778,446","14,433.32",-95.23
111/12/20,"7,111,544,460","267,416,823,575","2,270,612","14,170.03",-263.29
111/12/21,"5,608,140,502","224,180,282,078","1,729,120","14,234.40",64.37
111/12/22,"5,575,432,793","214,352,643,024","1,691,200","14,442.94",208.54
111/12/23,"4,245,235,909","152,610,855,623","1,393,207","14,271.63",-171.31
111/12/26,"3,106,471,398","113,509,673,862","1,090,485","14,285.13",13.5
111/12/27,"3,659,061,689","126,379,644,515","1,180,439","14,328.43",43.3
111/12/28,"4,430,499,324","165,984,570,710","1,499,748","14,173.10",-155.33
111/12/29,"4,180,927,034","144,398,149,842","1,358,630","14,085.02",-88.08
111/12/30,"3,496,035,561","137,452,072,148","1,163,957","14,137.69",52.67
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
