Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00673R""",期元大S&P原油反1,"1,124,000",0,"1,124,000","18,587,000","3,788,014","14,798,986","19,711,000","3,788,014","15,922,986"
"=""04739U""",信邦凱基51售01  ,0,0,0,"11,705,000","531,000","11,174,000","11,705,000","531,000","11,174,000"
"=""00680L""",元大美債20正2   ,0,0,0,"8,858,041","3,104,777","5,753,264","8,858,041","3,104,777","5,753,264"
"=""00891 """,中信關鍵半導體  ,"210,000","250,000","-40,000","5,716,408","1,866,795","3,849,613","5,926,408","2,116,795","3,809,613"
"=""00632R""",元大台灣50反1   ,0,"1,500,000","-1,500,000","22,962,000","17,848,000","5,114,000","22,962,000","19,348,000","3,614,000"
"=""061865""",緯穎群益48購06  ,0,0,0,"3,575,000","236,000","3,339,000","3,575,000","236,000","3,339,000"
"=""07142U""",美費半元富55售02,0,0,0,"3,170,000",0,"3,170,000","3,170,000",0,"3,170,000"
"=""048293""",美債2X元大46購02,0,0,0,"2,566,000",0,"2,566,000","2,566,000",0,"2,566,000"
"=""055437""",台積電群益54購01,0,0,0,"2,425,000","1,000","2,424,000","2,425,000","1,000","2,424,000"
"=""00881 """,國泰台灣科技龍頭,"10,000","384,000","-374,000","5,316,494","2,611,977","2,704,517","5,326,494","2,995,977","2,330,517"
2890  ,永豐金          ,"30,075","78,000","-47,925","2,261,000","22,000","2,239,000","2,291,075","100,000","2,191,075"
"=""07490U""",元石油元大31售02,0,0,0,"2,227,000","75,000","2,152,000","2,227,000","75,000","2,152,000"
1314  ,中石化          ,"1,289,000","589,000","700,000","1,448,000",0,"1,448,000","2,737,000","589,000","2,148,000"
2409  ,友達            ,"45,000","87,337","-42,337","2,216,000","303,000","1,913,000","2,261,000","390,337","1,870,663"
"=""051085""",定穎控永豐46購01,0,0,0,"2,097,000","330,000","1,767,000","2,097,000","330,000","1,767,000"
"=""052247""",長榮國泰46購01  ,0,0,0,"1,910,000","195,000","1,715,000","1,910,000","195,000","1,715,000"
"=""061879""",海悅元大46購01  ,0,0,0,"1,722,000","19,000","1,703,000","1,722,000","19,000","1,703,000"
2891  ,中信金          ,"100,000","150,998","-50,998","1,765,000","39,665","1,725,335","1,865,000","190,663","1,674,337"
2885  ,元大金          ,"38,000",464,"37,536","1,684,000","53,000","1,631,000","1,722,000","53,464","1,668,536"
"=""054706""",長榮航凱基46購01,0,0,0,"1,667,000",0,"1,667,000","1,667,000",0,"1,667,000"
"=""00892 """,富邦台灣半導體  ,0,0,0,"4,250,228","2,606,067","1,644,161","4,250,228","2,606,067","1,644,161"
"=""048462""",新光金國泰44購01,0,0,0,"1,648,000","4,000","1,644,000","1,648,000","4,000","1,644,000"
"=""00923 """,群益台ESG低碳50 ,0,0,0,"3,574,389","1,974,129","1,600,260","3,574,389","1,974,129","1,600,260"
"=""056564""",鴻準元大4B購01  ,0,0,0,"1,600,000",0,"1,600,000","1,600,000",0,"1,600,000"
"=""047082""",臺股指元富43購08,0,0,0,"1,579,000",0,"1,579,000","1,579,000",0,"1,579,000"
"=""049180""",中環國票43購01  ,0,0,0,"1,598,000","20,000","1,578,000","1,598,000","20,000","1,578,000"
2303  ,聯電            ,"457,871","518,930","-61,059","2,010,199","409,000","1,601,199","2,468,070","927,930","1,540,140"
"=""048149""",材料元大43購16  ,0,0,0,"1,534,000",0,"1,534,000","1,534,000",0,"1,534,000"
"=""051622""",台積電元富49購04,0,0,0,"1,485,000",0,"1,485,000","1,485,000",0,"1,485,000"
"=""057731""",嘉澤元大45購07  ,0,0,0,"1,556,000","142,000","1,414,000","1,556,000","142,000","1,414,000"
"=""048402""",台積電台新42購10,0,0,0,"1,400,000",0,"1,400,000","1,400,000",0,"1,400,000"
"=""052010""",采鈺元富49購01  ,0,0,0,"1,400,000",0,"1,400,000","1,400,000",0,"1,400,000"
"=""045157""",世芯群益55購07  ,0,0,0,"1,380,000",0,"1,380,000","1,380,000",0,"1,380,000"
"=""057988""",新光鋼富邦45購01,0,0,0,"1,373,000",0,"1,373,000","1,373,000",0,"1,373,000"
"=""054434""",中砂群益44購01  ,0,0,0,"1,370,000","25,000","1,345,000","1,370,000","25,000","1,345,000"
"=""058037""",鴻準國泰47購02  ,0,0,0,"1,377,000","41,000","1,336,000","1,377,000","41,000","1,336,000"
"=""060532""",緯穎凱基46購05  ,0,0,0,"1,390,000","61,000","1,329,000","1,390,000","61,000","1,329,000"
"=""047378""",正文凱基43購02  ,0,0,0,"1,326,000",0,"1,326,000","1,326,000",0,"1,326,000"
"=""042319""",至上凱基54購07  ,0,0,0,"1,308,000","10,000","1,298,000","1,308,000","10,000","1,298,000"
"=""067893""",T50正2元大4C購02,0,0,0,"1,278,000",0,"1,278,000","1,278,000",0,"1,278,000"
"=""051256""",臺股指法興43購15,0,0,0,"1,330,000","60,000","1,270,000","1,330,000","60,000","1,270,000"
"=""061212""",台積電元大46購17,0,0,0,"1,220,000","5,000","1,215,000","1,220,000","5,000","1,215,000"
4960  ,誠美材          ,"2,000","14,000","-12,000","1,200,000",0,"1,200,000","1,202,000","14,000","1,188,000"
"=""046650""",智原群益42購07  ,0,0,0,"1,181,000",0,"1,181,000","1,181,000",0,"1,181,000"
"=""058039""",廣宇台新45購01  ,0,0,0,"1,202,000","22,000","1,180,000","1,202,000","22,000","1,180,000"
"=""085441""",廣宇永豐4C購02  ,0,0,0,"1,215,000","45,000","1,170,000","1,215,000","45,000","1,170,000"
"=""043360""",鴻海元大55購18  ,0,0,0,"1,162,000",0,"1,162,000","1,162,000",0,"1,162,000"
"=""049594""",元債2X國泰45購02,0,0,0,"1,153,000",0,"1,153,000","1,153,000",0,"1,153,000"
2324  ,仁寶            ,"41,000","147,066","-106,066","1,596,000","337,000","1,259,000","1,637,000","484,066","1,152,934"
"=""061922""",長榮航富邦46購03,0,0,0,"1,150,000",0,"1,150,000","1,150,000",0,"1,150,000"
"=""061952""",洋基永豐47購01  ,0,0,0,"1,151,000","23,000","1,128,000","1,151,000","23,000","1,128,000"
"=""053822""",嘉澤國票46購01  ,0,0,0,"1,164,000","46,000","1,118,000","1,164,000","46,000","1,118,000"
"=""049563""",陽明富邦45購01  ,0,0,0,"1,098,000",0,"1,098,000","1,098,000",0,"1,098,000"
"=""00706L""",期元大S&P日圓正2,0,0,0,"1,099,000","7,000","1,092,000","1,099,000","7,000","1,092,000"
"=""052753""",中502X凱基44購02,0,0,0,"1,090,000",0,"1,090,000","1,090,000",0,"1,090,000"
