證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數.1,賣出股數.1,買賣超股數.1,買進股數.2,賣出股數.2,買賣超股數.2,Unnamed: 11
"=""00936 """,台新永續高息中小,"931,000",0,"931,000","3,931,676","794,000","3,137,676","4,862,676","794,000","4,068,676",
"=""031598""",鴻海永豐52購08  ,0,0,0,"4,032,000","102,000","3,930,000","4,032,000","102,000","3,930,000",
"=""00915 """,凱基優選高股息30,0,0,0,"4,214,870","577,236","3,637,634","4,214,870","577,236","3,637,634",
"=""00918 """,大華優利高填息30,"434,000",0,"434,000","3,933,000","809,946","3,123,054","4,367,000","809,946","3,557,054",
"=""06500U""",台積電凱基55售21,0,0,0,"3,549,000","76,000","3,473,000","3,549,000","76,000","3,473,000",
2303  ,聯電            ,"982,000","445,000","537,000","3,641,562","722,000","2,919,562","4,623,562","1,167,000","3,456,562",
"=""081927""",微星凱基4B購01  ,0,0,0,"3,452,000",0,"3,452,000","3,452,000",0,"3,452,000",
"=""040731""",康舒凱基54購04  ,0,0,0,"3,408,000","175,000","3,233,000","3,408,000","175,000","3,233,000",
"=""044775""",欣興統一57購01  ,0,0,0,"4,889,000","1,953,000","2,936,000","4,889,000","1,953,000","2,936,000",
"=""00984A""",主動安聯台灣高息,0,0,0,"4,408,374","1,579,191","2,829,183","4,408,374","1,579,191","2,829,183",
"=""00981T""",平衡凱基雙核收息,0,0,0,"3,979,000","1,269,038","2,709,962","3,979,000","1,269,038","2,709,962",
"=""00951 """,台新日本半導體  ,"4,000",0,"4,000","3,203,000","578,202","2,624,798","3,207,000","578,202","2,628,798",
"=""009802""",富邦旗艦50      ,0,0,0,"4,334,000","1,929,317","2,404,683","4,334,000","1,929,317","2,404,683",
"=""073366""",華城元大51購03  ,0,0,0,"2,449,000","47,000","2,402,000","2,449,000","47,000","2,402,000",
"=""00983A""",主動中信ARK創新 ,0,0,0,"3,298,125","937,221","2,360,904","3,298,125","937,221","2,360,904",
"=""06045U""",力積電國票53售03,0,0,0,"2,518,000","253,000","2,265,000","2,518,000","253,000","2,265,000",
3706  ,神達            ,"689,000","282,706","406,294","2,363,668","670,473","1,693,195","3,052,668","953,179","2,099,489",
3037  ,欣興            ,"1,466,000","284,590","1,181,410","1,912,865","1,009,307","903,558","3,378,865","1,293,897","2,084,968",
8112  ,至上            ,"1,867,873","210,000","1,657,873","444,270","36,100","408,170","2,312,143","246,100","2,066,043",
"=""030171""",華城凱基52購02  ,0,0,0,"2,103,000","48,000","2,055,000","2,103,000","48,000","2,055,000",
"=""040692""",康舒元大54購06  ,0,0,0,"2,359,000","356,000","2,003,000","2,359,000","356,000","2,003,000",
"=""035147""",中興電元大54購02,0,0,0,"2,016,000","19,000","1,997,000","2,016,000","19,000","1,997,000",
"=""032643""",矽力元大53購03  ,0,0,0,"1,970,000",0,"1,970,000","1,970,000",0,"1,970,000",
"=""034669""",瀚宇博永豐53購01,0,0,0,"3,555,000","1,597,000","1,958,000","3,555,000","1,597,000","1,958,000",
"=""00941 """,中信上游半導體  ,0,0,0,"1,932,000","12,367","1,919,633","1,932,000","12,367","1,919,633",
2337  ,旺宏            ,"2,254,000","1,570,807","683,193","1,789,452","578,716","1,210,736","4,043,452","2,149,523","1,893,929",
"=""00676R""",富邦臺灣加權反1 ,0,0,0,"2,110,370","219,400","1,890,970","2,110,370","219,400","1,890,970",
"=""00757 """,統一FANG+       ,"56,000",0,"56,000","2,249,000","425,423","1,823,577","2,305,000","425,423","1,879,577",
"=""05020U""",臺股指凱基52售15,0,0,0,"1,849,000",0,"1,849,000","1,849,000",0,"1,849,000",
"=""031768""",創意元大52購02  ,0,0,0,"1,780,000","39,000","1,741,000","1,780,000","39,000","1,741,000",
2408  ,南亞科          ,"1,587,909","542,172","1,045,737","1,124,935","451,033","673,902","2,712,844","993,205","1,719,639",
"=""052122""",創意統一59購01  ,0,0,0,"2,170,000","469,000","1,701,000","2,170,000","469,000","1,701,000",
"=""039583""",鴻海永豐54購06  ,0,0,0,"1,737,000","75,000","1,662,000","1,737,000","75,000","1,662,000",
"=""087778""",台表科國票53購01,0,0,0,"1,726,000","64,000","1,662,000","1,726,000","64,000","1,662,000",
"=""06009U""",力積電中信53售04,0,0,0,"1,920,000","275,000","1,645,000","1,920,000","275,000","1,645,000",
"=""042867""",鴻海統一51購02  ,0,0,0,"2,011,000","372,000","1,639,000","2,011,000","372,000","1,639,000",
"=""00946 """,群益科技高息成長,0,0,0,"2,608,412","978,256","1,630,156","2,608,412","978,256","1,630,156",
"=""05888U""",台灣50元富53售13,0,0,0,"1,668,000","54,000","1,614,000","1,668,000","54,000","1,614,000",
"=""082577""",精成科富邦52購01,0,0,0,"1,692,000","119,000","1,573,000","1,692,000","119,000","1,573,000",
"=""037168""",創意元大54購13  ,0,0,0,"1,581,000","53,000","1,528,000","1,581,000","53,000","1,528,000",
"=""087272""",偉訓元大51購02  ,0,0,0,"1,531,000","5,000","1,526,000","1,531,000","5,000","1,526,000",
"=""086358""",聯發科凱基52購06,0,0,0,"1,497,000",0,"1,497,000","1,497,000",0,"1,497,000",
"=""00927 """,群益半導體收益  ,0,0,0,"3,340,026","1,878,646","1,461,380","3,340,026","1,878,646","1,461,380",
"=""086112""",富世達元大51購02,0,0,0,"1,450,000",0,"1,450,000","1,450,000",0,"1,450,000",
"=""032545""",健鼎富邦52購01  ,0,0,0,"1,453,000","7,000","1,446,000","1,453,000","7,000","1,446,000",
"=""048254""",精銳統一54購01  ,0,0,0,"1,495,000","65,000","1,430,000","1,495,000","65,000","1,430,000",
"=""00662 """,富邦NASDAQ      ,0,0,0,"2,621,000","1,235,234","1,385,766","2,621,000","1,235,234","1,385,766",
"=""030583""",長榮統一57購01  ,0,0,0,"1,604,000","220,000","1,384,000","1,604,000","220,000","1,384,000",
"=""033207""",神達富邦53購03  ,0,0,0,"1,561,000","203,000","1,358,000","1,561,000","203,000","1,358,000",
"=""034326""",jpp富邦56購01   ,0,0,0,"1,501,000","149,000","1,352,000","1,501,000","149,000","1,352,000",
1802  ,台玻            ,"1,562,085","900,831","661,254","1,175,993","494,168","681,825","2,738,078","1,394,999","1,343,079",
"=""00680L""",元大美債20正2   ,"20,000",0,"20,000","3,156,399","1,865,462","1,290,937","3,176,399","1,865,462","1,310,937",
"=""00934 """,中信成長高股息  ,0,0,0,"2,090,050","789,252","1,300,798","2,090,050","789,252","1,300,798",
"=""073718""",創意國票4B購02  ,0,0,0,"1,286,000",0,"1,286,000","1,286,000",0,"1,286,000",
"=""087917""",京鼎國票52購01  ,0,0,0,"1,335,000","56,000","1,279,000","1,335,000","56,000","1,279,000",
"=""06374U""",臺股指富邦54售10,0,0,0,"1,537,000","266,000","1,271,000","1,537,000","266,000","1,271,000",
"=""032522""",漢唐凱基54購02  ,0,0,0,"1,360,000","91,000","1,269,000","1,360,000","91,000","1,269,000",
"=""037022""",光寶科統一5B購01,0,0,0,"1,328,000","62,000","1,266,000","1,328,000","62,000","1,266,000",
"=""03709U""",SGBR2X國票52售02,0,0,0,"1,266,000",0,"1,266,000","1,266,000",0,"1,266,000",
"=""077533""",晶碩國票51購01  ,0,0,0,"1,464,000","200,000","1,264,000","1,464,000","200,000","1,264,000",
"=""00738U""",期元大道瓊白銀  ,0,0,0,"1,868,057","607,789","1,260,268","1,868,057","607,789","1,260,268",
"=""086826""",台表科元富51購02,0,0,0,"1,241,000",0,"1,241,000","1,241,000",0,"1,241,000",
"=""085437""",AES中信4C購02   ,0,0,0,"1,237,000","16,000","1,221,000","1,237,000","16,000","1,221,000",
"=""06315U""",台灣50元富54售05,0,0,0,"1,484,000","265,000","1,219,000","1,484,000","265,000","1,219,000",
"=""073833""",華城元大52購01  ,0,0,0,"1,600,000","384,000","1,216,000","1,600,000","384,000","1,216,000",
"=""06527U""",康舒元富54售05  ,0,0,0,"1,242,000","27,000","1,215,000","1,242,000","27,000","1,215,000",
"=""036046""",智原富邦54購01  ,0,0,0,"1,434,000","227,000","1,207,000","1,434,000","227,000","1,207,000",
"=""041377""",創意凱基54購12  ,0,0,0,"1,275,000","71,000","1,204,000","1,275,000","71,000","1,204,000",
"=""040745""",香港2X群益54購01,0,0,0,"1,285,000","100,000","1,185,000","1,285,000","100,000","1,185,000",
"=""089823""",精成科元大51購14,0,0,0,"1,392,000","210,000","1,182,000","1,392,000","210,000","1,182,000",
"=""034262""",啟�痐舅j53購04  ,0,0,0,"1,199,000","32,000","1,167,000","1,199,000","32,000","1,167,000",
"=""030588""",智原統一57購01  ,0,0,0,"1,171,000","13,000","1,158,000","1,171,000","13,000","1,158,000",
"=""082390""",精成科統一56購01,0,0,0,"1,195,000","54,000","1,141,000","1,195,000","54,000","1,141,000",
"=""033603""",美時統一55購01  ,0,0,0,"1,134,000",0,"1,134,000","1,134,000",0,"1,134,000",
"=""077520""",揚明光國票51購01,0,0,0,"1,133,000",0,"1,133,000","1,133,000",0,"1,133,000",
"=""030877""",定穎控群益53購01,0,0,0,"1,221,000","92,000","1,129,000","1,221,000","92,000","1,129,000",
"=""038153""",世芯元富53購12  ,0,0,0,"1,130,000","2,000","1,128,000","1,130,000","2,000","1,128,000",
"=""00688L""",國泰20年美債正2 ,0,0,0,"2,995,000","1,868,702","1,126,298","2,995,000","1,868,702","1,126,298",
"=""030175""",金像電凱基52購03,0,0,0,"1,214,000","94,000","1,120,000","1,214,000","94,000","1,120,000",
"=""030004""",欣興凱基54購02  ,0,0,0,"1,146,000","33,000","1,113,000","1,146,000","33,000","1,113,000",
"=""038191""",瀚宇博國票54購02,0,0,0,"1,115,000","10,000","1,105,000","1,115,000","10,000","1,105,000",
"=""080814""",泰金寶凱基4C購01,0,0,0,"1,102,000",0,"1,102,000","1,102,000",0,"1,102,000",
"=""040796""",元金2X國票57購01,0,0,0,"1,244,000","150,000","1,094,000","1,244,000","150,000","1,094,000",
"=""084506""",喬山統一56購01  ,0,0,0,"1,322,000","235,000","1,087,000","1,322,000","235,000","1,087,000",
"=""036842""",光寶科統一58購03,0,0,0,"1,201,000","122,000","1,079,000","1,201,000","122,000","1,079,000",
"=""088507""",欣興元大51購10  ,0,0,0,"1,512,000","445,000","1,067,000","1,512,000","445,000","1,067,000",
"=""030759""",牧德統一57購01  ,0,0,0,"1,723,000","662,000","1,061,000","1,723,000","662,000","1,061,000",
"=""036104""",台表科永豐53購01,0,0,0,"1,056,000","4,000","1,052,000","1,056,000","4,000","1,052,000",
"=""06011U""",力積電凱基53售04,0,0,0,"1,345,000","308,000","1,037,000","1,345,000","308,000","1,037,000",
"=""032799""",聯茂群益54購03  ,0,0,0,"2,646,000","1,614,000","1,032,000","2,646,000","1,614,000","1,032,000",
"=""032936""",神達元富52購06  ,0,0,0,"1,054,000","24,000","1,030,000","1,054,000","24,000","1,030,000",
"=""037814""",創意群益53購04  ,0,0,0,"1,047,000","18,000","1,029,000","1,047,000","18,000","1,029,000",
"=""030808""",立積凱基52購02  ,0,0,0,"1,012,000","5,000","1,007,000","1,012,000","5,000","1,007,000",
"=""070514""",中租統一52購01  ,0,0,0,"1,007,000",0,"1,007,000","1,007,000",0,"1,007,000",
"=""030420""",金像電永豐52購08,0,0,0,"1,015,000","14,000","1,001,000","1,015,000","14,000","1,001,000",
"=""034379""",台表科群益53購01,0,0,0,"1,192,000","191,000","1,001,000","1,192,000","191,000","1,001,000",
"=""036206""",定穎控凱基53購04,0,0,0,"999,000",0,"999,000","999,000",0,"999,000",
"=""088434""",世芯第一57購05  ,0,0,0,"1,036,000","37,000","999,000","1,036,000","37,000","999,000",
"=""088369""",台泥元大51購05  ,0,0,0,"1,398,000","400,000","998,000","1,398,000","400,000","998,000",
"=""037555""",臺指反元大58購01,0,0,0,"1,497,000","500,000","997,000","1,497,000","500,000","997,000",
"=""034238""",佳能元大56購02  ,0,0,0,"999,000","7,000","992,000","999,000","7,000","992,000",
"=""039478""",康舒統一6A購01  ,0,0,0,"1,069,000","77,000","992,000","1,069,000","77,000","992,000",
"=""080511""",迅得統一58購01  ,0,0,0,"1,075,000","83,000","992,000","1,075,000","83,000","992,000",
"=""088225""",FB越南元富57購01,0,0,0,"997,000","10,000","987,000","997,000","10,000","987,000",
"=""082691""",友訊凱基51購01  ,0,0,0,"1,003,000","20,000","983,000","1,003,000","20,000","983,000",
"=""04760U""",鴻海元大51售37  ,0,0,0,"992,000","14,000","978,000","992,000","14,000","978,000",
"=""00983D""",主動富邦複合收益,0,0,0,"2,362,000","1,388,129","973,871","2,362,000","1,388,129","973,871",
"=""03697B""",臺股指元大5A熊02,0,0,0,"1,688,000","715,000","973,000","1,688,000","715,000","973,000",
"=""086668""",新日興統一57購03,0,0,0,"1,206,000","239,000","967,000","1,206,000","239,000","967,000",
"=""085991""",新唐永豐53購01  ,0,0,0,"948,000","5,000","943,000","948,000","5,000","943,000",
"=""039022""",創意統一5A購02  ,0,0,0,"951,000","10,000","941,000","951,000","10,000","941,000",
"=""00961 """,FT臺灣永續高息  ,0,0,0,"1,523,284","586,000","937,284","1,523,284","586,000","937,284",
"=""086214""",創意統一57購02  ,0,0,0,"1,513,000","578,000","935,000","1,513,000","578,000","935,000",
"=""033300""",立積元大53購04  ,0,0,0,"950,000","16,000","934,000","950,000","16,000","934,000",
"=""039282""",鴻海群益58購02  ,0,0,0,"1,041,000","108,000","933,000","1,041,000","108,000","933,000",
2498  ,宏達電          ,"312,136","72,000","240,136","721,801","38,318","683,483","1,033,937","110,318","923,619",
"=""030190""",元債2X元大56購02,0,0,0,"925,000","2,000","923,000","925,000","2,000","923,000",
"=""032142""",保瑞元大53購01  ,0,0,0,"1,167,000","245,000","922,000","1,167,000","245,000","922,000",
1609  ,大亞            ,"160,000","74,000","86,000","878,638","65,051","813,587","1,038,638","139,051","899,587",
"=""081498""",志強統一55購02  ,0,0,0,"899,000",0,"899,000","899,000",0,"899,000",
"=""031594""",香港2X永豐53購02,0,0,0,"900,000","10,000","890,000","900,000","10,000","890,000",
"=""033005""",宇隆元大53購02  ,0,0,0,"885,000",0,"885,000","885,000",0,"885,000",
"=""032033""",聯茂群益54購02  ,0,0,0,"2,476,000","1,605,000","871,000","2,476,000","1,605,000","871,000",
"=""035836""",創意元大54購08  ,0,0,0,"928,000","65,000","863,000","928,000","65,000","863,000",
"=""031170""",建準凱基52購01  ,0,0,0,"1,384,000","532,000","852,000","1,384,000","532,000","852,000",
"=""081128""",采鈺統一57購01  ,0,0,0,"1,231,000","382,000","849,000","1,231,000","382,000","849,000",
"=""085844""",偉訓國票52購01  ,0,0,0,"1,050,000","204,000","846,000","1,050,000","204,000","846,000",
"=""037000""",創意元大55購02  ,0,0,0,"969,000","126,000","843,000","969,000","126,000","843,000",
"=""053355""",華城統一4C購01  ,0,0,0,"897,000","60,000","837,000","897,000","60,000","837,000",
"=""033743""",裕民國泰53購01  ,0,0,0,"906,000","74,000","832,000","906,000","74,000","832,000",
"=""036458""",鴻海永豐53購06  ,0,0,0,"887,000","59,000","828,000","887,000","59,000","828,000",
"=""038963""",中砂富邦56購01  ,0,0,0,"836,000","10,000","826,000","836,000","10,000","826,000",
"=""041631""",康舒第一54購01  ,0,0,0,"819,000","3,000","816,000","819,000","3,000","816,000",
"=""038533""",jpp統一61購01   ,0,0,0,"920,000","109,000","811,000","920,000","109,000","811,000",
"=""032880""",鴻海凱基53購15  ,0,0,0,"920,000","110,000","810,000","920,000","110,000","810,000",
"=""071019""",慧洋統一4C購02  ,0,0,0,"1,108,000","299,000","809,000","1,108,000","299,000","809,000",
"=""066781""",緯穎元大4B購01  ,0,0,0,"808,000","4,000","804,000","808,000","4,000","804,000",
"=""085571""",精銳元大4C購08  ,0,0,0,"795,000",0,"795,000","795,000",0,"795,000",
2312  ,金寶            ,"109,000","323,000","-214,000","1,123,228","114,239","1,008,989","1,232,228","437,239","794,989",
"=""031290""",奇鋐統一57購03  ,0,0,0,"1,087,000","300,000","787,000","1,087,000","300,000","787,000",
"=""045292""",聯發科統一57購04,0,0,0,"865,000","78,000","787,000","865,000","78,000","787,000",
"=""037586""",創意元大54購17  ,0,0,0,"1,272,000","488,000","784,000","1,272,000","488,000","784,000",
2330  ,台積電          ,"215,000","555,000","-340,000","1,343,550","220,332","1,123,218","1,558,550","775,332","783,218",
"=""076632""",長虹統一53購01  ,0,0,0,"780,000",0,"780,000","780,000",0,"780,000",
"=""083078""",美時統一5C購01  ,0,0,0,"869,000","90,000","779,000","869,000","90,000","779,000",
1503  ,士電            ,"633,299","362,974","270,325","768,182","261,543","506,639","1,401,481","624,517","776,964",
"=""00982D""",主動富邦動態入息,0,0,0,"1,536,000","760,000","776,000","1,536,000","760,000","776,000",
"=""065290""",士電統一55購01  ,0,0,0,"821,000","50,000","771,000","821,000","50,000","771,000",
"=""071901""",華城統一55購02  ,0,0,0,"945,000","177,000","768,000","945,000","177,000","768,000",
"=""087108""",智原元大57購01  ,0,0,0,"775,000","10,000","765,000","775,000","10,000","765,000",
"=""030590""",欣興統一58購01  ,0,0,0,"1,234,000","470,000","764,000","1,234,000","470,000","764,000",
"=""059057""",康舒統一53購01  ,0,0,0,"912,000","148,000","764,000","912,000","148,000","764,000",
"=""031683""",京鼎元富52購01  ,0,0,0,"1,040,000","278,000","762,000","1,040,000","278,000","762,000",
"=""03693B""",臺股指凱基53熊28,0,0,0,"1,127,000","367,000","760,000","1,127,000","367,000","760,000",
"=""087461""",智邦中信52購01  ,0,0,0,"1,131,000","377,000","754,000","1,131,000","377,000","754,000",
"=""039799""",第一銅永豐54購01,0,0,0,"750,000",0,"750,000","750,000",0,"750,000",
"=""030857""",AES元大56購05   ,0,0,0,"746,000",0,"746,000","746,000",0,"746,000",
"=""030655""",AES元大52購03   ,0,0,0,"941,000","196,000","745,000","941,000","196,000","745,000",
"=""030250""",同欣電統一5B購01,0,0,0,"1,004,000","265,000","739,000","1,004,000","265,000","739,000",
"=""070623""",華城富邦4B購01  ,0,0,0,"800,000","61,000","739,000","800,000","61,000","739,000",
"=""083344""",亞光統一54購03  ,0,0,0,"788,000","55,000","733,000","788,000","55,000","733,000",
"=""030657""",AES元大56購04   ,0,0,0,"796,000","65,000","731,000","796,000","65,000","731,000",
"=""030592""",緯創統一5A購01  ,0,0,0,"1,362,000","635,000","727,000","1,362,000","635,000","727,000",
"=""086333""",華擎兆豐53購01  ,0,0,0,"725,000",0,"725,000","725,000",0,"725,000",
"=""089262""",智原元大51購15  ,0,0,0,"720,000",0,"720,000","720,000",0,"720,000",
2421  ,建準            ,"386,786","127,304","259,482","589,413","129,042","460,371","976,199","256,346","719,853",
"=""00904 """,新光臺灣半導體30,0,0,0,"2,466,573","1,747,291","719,282","2,466,573","1,747,291","719,282",
"=""071316""",美時統一52購01  ,0,0,0,"738,000","22,000","716,000","738,000","22,000","716,000",
"=""031298""",智原統一58購02  ,0,0,0,"856,000","142,000","714,000","856,000","142,000","714,000",
"=""032749""",昇貿元大54購01  ,0,0,0,"952,000","239,000","713,000","952,000","239,000","713,000",
"=""082615""",士電統一53購01  ,0,0,0,"806,000","93,000","713,000","806,000","93,000","713,000",
"=""084016""",聯發科統一56購05,0,0,0,"732,000","20,000","712,000","732,000","20,000","712,000",
3481  ,群創            ,"330,000","273,931","56,069","947,536","293,370","654,166","1,277,536","567,301","710,235",
"=""030087""",欣興統一56購03  ,0,0,0,"1,647,000","937,000","710,000","1,647,000","937,000","710,000",
"=""073756""",愛普統一59購01  ,0,0,0,"1,295,000","585,000","710,000","1,295,000","585,000","710,000",
"=""038449""",鴻海群益56購03  ,0,0,0,"730,000","21,000","709,000","730,000","21,000","709,000",
"=""088762""",台虹統一57購01  ,0,0,0,"873,000","165,000","708,000","873,000","165,000","708,000",
"=""00671R""",富邦NASDAQ反1   ,0,0,0,"1,532,716","825,000","707,716","1,532,716","825,000","707,716",
"=""040136""",道瓊銀凱基5A購02,0,0,0,"710,000","5,000","705,000","710,000","5,000","705,000",
"=""083195""",創意統一56購02  ,0,0,0,"786,000","84,000","702,000","786,000","84,000","702,000",
"=""031807""",智邦兆豐54購03  ,0,0,0,"772,000","72,000","700,000","772,000","72,000","700,000",
"=""073223""",毅嘉國票4B購01  ,0,0,0,"700,000",0,"700,000","700,000",0,"700,000",
"=""031519""",華城凱基52購04  ,0,0,0,"742,000","45,000","697,000","742,000","45,000","697,000",
"=""034432""",智邦元大53購05  ,0,0,0,"708,000","11,000","697,000","708,000","11,000","697,000",
"=""083933""",建漢國票51購01  ,0,0,0,"736,000","40,000","696,000","736,000","40,000","696,000",
"=""035604""",創意元大57購01  ,0,0,0,"737,000","43,000","694,000","737,000","43,000","694,000",
"=""030572""",仁寶統一57購01  ,0,0,0,"783,000","93,000","690,000","783,000","93,000","690,000",
"=""030223""",AES元大52購01   ,0,0,0,"776,000","87,000","689,000","776,000","87,000","689,000",
"=""030579""",台光電統一58購02,0,0,0,"1,526,000","837,000","689,000","1,526,000","837,000","689,000",
"=""037556""",臺指反元大59購01,0,0,0,"699,000","11,000","688,000","699,000","11,000","688,000",
"=""036690""",T50反1元富53購04,0,0,0,"978,000","296,000","682,000","978,000","296,000","682,000",
"=""030656""",AES元大54購02   ,0,0,0,"681,000",0,"681,000","681,000",0,"681,000",
"=""035789""",萬海元富53購01  ,0,0,0,"842,000","162,000","680,000","842,000","162,000","680,000",
"=""037546""",jpp國票54購04   ,0,0,0,"795,000","118,000","677,000","795,000","118,000","677,000",
2327  ,國巨*           ,"411,000","421,100","-10,100","1,247,113","561,640","685,473","1,658,113","982,740","675,373",
"=""040507""",神達群益54購11  ,0,0,0,"1,632,000","958,000","674,000","1,632,000","958,000","674,000",
"=""036128""",緯穎富邦59購01  ,0,0,0,"932,000","260,000","672,000","932,000","260,000","672,000",
"=""00902 """,中信電池及儲能  ,0,0,0,"2,159,493","1,487,913","671,580","2,159,493","1,487,913","671,580",
"=""037572""",友達元大54購02  ,0,0,0,"679,000","10,000","669,000","679,000","10,000","669,000",
"=""089772""",中興電富邦55購01,0,0,0,"1,032,000","366,000","666,000","1,032,000","366,000","666,000",
"=""038243""",中興電元大53購02,0,0,0,"753,000","90,000","663,000","753,000","90,000","663,000",
"=""032145""",AES元大54購05   ,0,0,0,"837,000","176,000","661,000","837,000","176,000","661,000",
"=""066435""",日月光統一61購01,0,0,0,"976,000","316,000","660,000","976,000","316,000","660,000",
"=""034248""",新日興元大53購02,0,0,0,"666,000","10,000","656,000","666,000","10,000","656,000",
"=""032230""",中砂富邦54購04  ,0,0,0,"665,000","10,000","655,000","665,000","10,000","655,000",
"=""034888""",精成科元大59購01,0,0,0,"678,000","25,000","653,000","678,000","25,000","653,000",
"=""030112""",華城國泰53購01  ,0,0,0,"1,128,000","481,000","647,000","1,128,000","481,000","647,000",
"=""037874""",光寶科元大53購03,0,0,0,"734,000","90,000","644,000","734,000","90,000","644,000",
"=""031071""",視陽中信52購01  ,0,0,0,"953,000","310,000","643,000","953,000","310,000","643,000",
"=""030611""",AES統一58購01   ,0,0,0,"1,099,000","457,000","642,000","1,099,000","457,000","642,000",
"=""032979""",中航群益52購01  ,0,0,0,"654,000","12,000","642,000","654,000","12,000","642,000",
"=""034287""",碩天群益53購01  ,0,0,0,"807,000","169,000","638,000","807,000","169,000","638,000",
"=""035335""",京元電統一65購01,0,0,0,"1,235,000","598,000","637,000","1,235,000","598,000","637,000",
"=""085329""",聯發科第一56購05,0,0,0,"697,000","61,000","636,000","697,000","61,000","636,000",
"=""039111""",康普元富54購01  ,0,0,0,"635,000",0,"635,000","635,000",0,"635,000",
"=""030690""",AES兆豐54購02   ,0,0,0,"775,000","142,000","633,000","775,000","142,000","633,000",
"=""055568""",聯發科元富5A購01,0,0,0,"744,000","113,000","631,000","744,000","113,000","631,000",
"=""036024""",南寶元大54購03  ,0,0,0,"629,000",0,"629,000","629,000",0,"629,000",
"=""051415""",達興統一53購02  ,0,0,0,"629,000",0,"629,000","629,000",0,"629,000",
"=""070674""",華新統一4C購01  ,0,0,0,"786,000","161,000","625,000","786,000","161,000","625,000",
"=""033142""",鴻海統一55購01  ,0,0,0,"644,000","20,000","624,000","644,000","20,000","624,000",
2329  ,華泰            ,"163,504","47,000","116,504","578,694","73,123","505,571","742,198","120,123","622,075",
"=""073192""",文曄統一52購02  ,0,0,0,"628,000","7,000","621,000","628,000","7,000","621,000",
"=""036204""",定穎控凱基53購02,0,0,0,"620,000",0,"620,000","620,000",0,"620,000",
"=""031769""",創意元大52購03  ,0,0,0,"677,000","62,000","615,000","677,000","62,000","615,000",
"=""033221""",統一富邦52購01  ,0,0,0,"680,000","68,000","612,000","680,000","68,000","612,000",
"=""034171""",大亞富邦54購01  ,0,0,0,"611,000","1,000","610,000","611,000","1,000","610,000",
"=""040685""",昇貿元大5A購02  ,0,0,0,"1,098,000","494,000","604,000","1,098,000","494,000","604,000",
"=""083191""",聯發科統一56購03,0,0,0,"692,000","88,000","604,000","692,000","88,000","604,000",
"=""039266""",旭隼凱基54購01  ,0,0,0,"605,000","2,000","603,000","605,000","2,000","603,000",
"=""00909 """,國泰數位支付服務,"2,000",0,"2,000","1,745,000","1,145,732","599,268","1,747,000","1,145,732","601,268",
"=""035520""",富世達凱基55購02,0,0,0,"600,000",0,"600,000","600,000",0,"600,000",
"=""05821U""",台灣50元富53售09,0,0,0,"700,000","100,000","600,000","700,000","100,000","600,000",
"=""081159""",智原國票4C購02  ,0,0,0,"599,000",0,"599,000","599,000",0,"599,000",
"=""05060U""",T50正2元富52售03,0,0,0,"598,000",0,"598,000","598,000",0,"598,000",
"=""05989U""",T50正2元富53售04,0,0,0,"598,000",0,"598,000","598,000",0,"598,000",
"=""032282""",金像電元大53購03,0,0,0,"917,000","320,000","597,000","917,000","320,000","597,000",
"=""089905""",台光電國票62購01,0,0,0,"899,000","307,000","592,000","899,000","307,000","592,000",
