Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00981A""",主動統一台股增長,0,0,0,"27,431,000","9,491,457","17,939,543","27,431,000","9,491,457","17,939,543"
"=""00680L""",元大美債20正2   ,0,0,0,"17,397,343","5,994,273","11,403,070","17,397,343","5,994,273","11,403,070"
"=""00688L""",國泰20年美債正2 ,0,0,0,"13,203,164","3,161,286","10,041,878","13,203,164","3,161,286","10,041,878"
"=""00706L""",期元大S&P日圓正2,"1,000,000",0,"1,000,000","9,000,996","3,447,724","5,553,272","10,000,996","3,447,724","6,553,272"
"=""071100""",T50反1元大48購09,0,0,0,"4,078,000","87,000","3,991,000","4,078,000","87,000","3,991,000"
"=""00929 """,復華台灣科技優息,"5,000","2,000","3,000","5,371,626","1,614,770","3,756,856","5,376,626","1,616,770","3,759,856"
"=""00952 """,凱基台灣AI50    ,0,0,0,"3,999,362","755,707","3,243,655","3,999,362","755,707","3,243,655"
"=""080411""",緯創統一48購01  ,0,0,0,"3,065,000",0,"3,065,000","3,065,000",0,"3,065,000"
"=""065878""",滬深2X凱基47購04,0,0,0,"2,795,000",0,"2,795,000","2,795,000",0,"2,795,000"
"=""065931""",世芯元富47購09  ,0,0,0,"2,887,000","258,000","2,629,000","2,887,000","258,000","2,629,000"
"=""00664R""",國泰臺灣加權反1 ,"1,000,000",0,"1,000,000","7,492,000","5,873,733","1,618,267","8,492,000","5,873,733","2,618,267"
"=""07694P""",台灣50元富49售21,0,0,0,"2,217,000","27,000","2,190,000","2,217,000","27,000","2,190,000"
"=""053703""",上証2X富邦4A購01,0,0,0,"2,001,000",0,"2,001,000","2,001,000",0,"2,001,000"
"=""067656""",欣興永豐47購04  ,0,0,0,"1,996,000",0,"1,996,000","1,996,000",0,"1,996,000"
"=""00893 """,國泰智能電動車  ,0,"10,000","-10,000","3,276,000","1,365,791","1,910,209","3,276,000","1,375,791","1,900,209"
"=""07051P""",精銳凱基48售03  ,0,0,0,"1,651,000",0,"1,651,000","1,651,000",0,"1,651,000"
"=""00941 """,中信上游半導體  ,0,0,0,"2,390,000","828,255","1,561,745","2,390,000","828,255","1,561,745"
"=""07328P""",台灣50元大49售09,0,0,0,"1,564,000","6,000","1,558,000","1,564,000","6,000","1,558,000"
"=""08343P""",臺股指群益55售09,0,0,0,"1,608,000","64,000","1,544,000","1,608,000","64,000","1,544,000"
"=""00940 """,元大台灣價值高息,0,"15,000","-15,000","8,957,000","7,419,366","1,537,634","8,957,000","7,434,366","1,522,634"
"=""066557""",健策凱基48購01  ,0,0,0,"1,506,000",0,"1,506,000","1,506,000",0,"1,506,000"
"=""076492""",昇陽半群益4B購01,0,0,0,"1,500,000","10,000","1,490,000","1,500,000","10,000","1,490,000"
"=""00673R""",期元大S&P原油反1,0,0,0,"4,306,000","2,816,538","1,489,462","4,306,000","2,816,538","1,489,462"
"=""07452P""",臺股指元大48售33,0,0,0,"1,416,000","2,000","1,414,000","1,416,000","2,000","1,414,000"
"=""063938""",志聖國票47購02  ,0,0,0,"1,409,000","12,000","1,397,000","1,409,000","12,000","1,397,000"
"=""050932""",T50反1富邦4C購01,0,0,0,"1,371,000",0,"1,371,000","1,371,000",0,"1,371,000"
"=""07279P""",台灣50群益48售06,0,0,0,"1,375,000","56,000","1,319,000","1,375,000","56,000","1,319,000"
"=""07865P""",萬海元大49售07  ,0,0,0,"1,477,000","178,000","1,299,000","1,477,000","178,000","1,299,000"
3481  ,群創            ,0,"1,937,000","-1,937,000","3,876,611","653,976","3,222,635","3,876,611","2,590,976","1,285,635"
"=""074685""",材料群益51購02  ,0,0,0,"1,293,000","27,000","1,266,000","1,293,000","27,000","1,266,000"
"=""075482""",大同富邦49購03  ,0,0,0,"1,330,000","98,000","1,232,000","1,330,000","98,000","1,232,000"
"=""072650""",台灣50元富49購02,0,0,0,"2,770,000","1,546,000","1,224,000","2,770,000","1,546,000","1,224,000"
"=""064587""",T50反1中信4C購02,0,0,0,"1,592,000","373,000","1,219,000","1,592,000","373,000","1,219,000"
"=""066370""",洋基元富51購01  ,0,0,0,"1,228,000","10,000","1,218,000","1,228,000","10,000","1,218,000"
"=""07647P""",材料元富49售06  ,0,0,0,"1,210,000",0,"1,210,000","1,210,000",0,"1,210,000"
"=""078915""",T50反1元大4A購05,0,0,0,"1,188,000",0,"1,188,000","1,188,000",0,"1,188,000"
"=""07561P""",材料群益49售04  ,0,0,0,"1,150,000",0,"1,150,000","1,150,000",0,"1,150,000"
"=""068216""",上銀群益48購05  ,0,0,0,"1,148,000",0,"1,148,000","1,148,000",0,"1,148,000"
"=""049664""",元債2X元大4C購02,0,0,0,"1,143,000",0,"1,143,000","1,143,000",0,"1,143,000"
"=""080460""",達興群益4B購02  ,0,0,0,"1,334,000","223,000","1,111,000","1,334,000","223,000","1,111,000"
"=""040004""",聯鈞台新54購01  ,0,0,0,"1,099,000",0,"1,099,000","1,099,000",0,"1,099,000"
"=""077653""",定穎控群益4A購02,0,0,0,"1,098,000","3,000","1,095,000","1,098,000","3,000","1,095,000"
"=""076070""",全訊統一53購02  ,0,0,0,"1,135,000","47,000","1,088,000","1,135,000","47,000","1,088,000"
"=""050101""",亞光元富47購01  ,0,0,0,"1,094,000","20,000","1,074,000","1,094,000","20,000","1,074,000"
"=""063969""",美時富邦48購02  ,0,0,0,"1,648,000","580,000","1,068,000","1,648,000","580,000","1,068,000"
"=""072516""",華泰群益48購01  ,0,0,0,"1,056,000",0,"1,056,000","1,056,000",0,"1,056,000"
"=""068878""",昇陽半永豐4A購01,0,0,0,"1,047,000",0,"1,047,000","1,047,000",0,"1,047,000"
"=""076221""",健策元大49購01  ,0,0,0,"1,023,000",0,"1,023,000","1,023,000",0,"1,023,000"
"=""08492P""",元金2X元大4C售02,0,0,0,"1,048,000","27,000","1,021,000","1,048,000","27,000","1,021,000"
"=""05745P""",緯穎群益48售01  ,0,0,0,"1,065,000","50,000","1,015,000","1,065,000","50,000","1,015,000"
"=""063777""",鈞興元富4C購01  ,0,0,0,"1,012,000","5,000","1,007,000","1,012,000","5,000","1,007,000"
"=""067358""",穎崴元大47購01  ,0,0,0,"999,000",0,"999,000","999,000",0,"999,000"
"=""072164""",滬深2X國票4A購01,0,0,0,"998,000",0,"998,000","998,000",0,"998,000"
"=""056159""",元黃金凱基49購01,0,0,0,"993,000","5,000","988,000","993,000","5,000","988,000"
"=""070825""",慧洋國票48購02  ,0,0,0,"978,000",0,"978,000","978,000",0,"978,000"
"=""069727""",T50反1富邦4A購02,0,0,0,"978,000","5,000","973,000","978,000","5,000","973,000"
"=""069713""",材料富邦4B購01  ,0,0,0,"972,000",0,"972,000","972,000",0,"972,000"
"=""046972""",南電元富48購01  ,0,0,0,"1,497,000","529,000","968,000","1,497,000","529,000","968,000"
"=""06761P""",台灣50元大49售08,0,0,0,"996,000","30,000","966,000","996,000","30,000","966,000"
"=""080049""",迅得凱基4C購01  ,0,0,0,"1,025,000","82,000","943,000","1,025,000","82,000","943,000"
"=""077741""",采鈺中信4A購01  ,0,0,0,"923,000",0,"923,000","923,000",0,"923,000"
"=""03972C""",元債2X凱基58牛01,0,0,0,"968,000","47,000","921,000","968,000","47,000","921,000"
"=""073811""",華泰元富49購01  ,0,0,0,"909,000","5,000","904,000","909,000","5,000","904,000"
"=""052818""",台汽電群益47購01,0,0,0,"902,000","10,000","892,000","902,000","10,000","892,000"
2258  ,鴻華先進-創     ,"895,000",0,"895,000","26,406","32,326","-5,920","921,406","32,326","889,080"
"=""06760P""",台灣50元大49售07,0,0,0,"907,000","18,000","889,000","907,000","18,000","889,000"
"=""057782""",崇越群益47購01  ,0,0,0,"888,000",0,"888,000","888,000",0,"888,000"
"=""081000""",健策元大4B購03  ,0,0,0,"892,000","6,000","886,000","892,000","6,000","886,000"
"=""044775""",欣興統一57購01  ,0,0,0,"1,363,000","482,000","881,000","1,363,000","482,000","881,000"
"=""060327""",元日2X元大56購01,0,0,0,"1,392,000","549,000","843,000","1,392,000","549,000","843,000"
"=""063213""",T50反1元大49購05,0,0,0,"1,068,000","227,000","841,000","1,068,000","227,000","841,000"
"=""00662 """,富邦NASDAQ      ,0,0,0,"1,339,000","498,552","840,448","1,339,000","498,552","840,448"
"=""060194""",祥碩元大4B購03  ,0,0,0,"879,000","40,000","839,000","879,000","40,000","839,000"
"=""064150""",群創富邦48購01  ,0,0,0,"848,000","10,000","838,000","848,000","10,000","838,000"
"=""05640P""",臺股指元大48售12,0,0,0,"825,000",0,"825,000","825,000",0,"825,000"
"=""056831""",南電統一4B購01  ,0,0,0,"875,000","50,000","825,000","875,000","50,000","825,000"
"=""079897""",迅得國票4C購03  ,0,0,0,"846,000","22,000","824,000","846,000","22,000","824,000"
"=""079273""",鈞興元富4A購02  ,0,0,0,"817,000","1,000","816,000","817,000","1,000","816,000"
"=""034751""",陽明凱基48購01  ,0,0,0,"814,000","5,000","809,000","814,000","5,000","809,000"
"=""07545P""",南亞科統一49售01,0,0,0,"809,000","6,000","803,000","809,000","6,000","803,000"
"=""079706""",昇陽半元大4A購02,0,0,0,"800,000",0,"800,000","800,000",0,"800,000"
"=""073360""",材料群益49購03  ,0,0,0,"788,000","4,000","784,000","788,000","4,000","784,000"
"=""069729""",元債2X富邦52購01,0,0,0,"780,000",0,"780,000","780,000",0,"780,000"
"=""074958""",T50正2元大4A購03,0,0,0,"879,000","100,000","779,000","879,000","100,000","779,000"
"=""00936 """,台新永續高息中小,0,0,0,"1,479,050","706,935","772,115","1,479,050","706,935","772,115"
"=""058266""",元債2X元大51購01,0,0,0,"878,000","110,000","768,000","878,000","110,000","768,000"
"=""079479""",元黃金元富4A購01,0,0,0,"821,000","54,000","767,000","821,000","54,000","767,000"
"=""075463""",緯穎元大49購07  ,0,0,0,"765,000",0,"765,000","765,000",0,"765,000"
2885  ,元大金          ,"671,000","258,997","412,003","374,000","23,000","351,000","1,045,000","281,997","763,003"
"=""077925""",采鈺元大4A購01  ,0,0,0,"750,000",0,"750,000","750,000",0,"750,000"
"=""00946 """,群益科技高息成長,0,0,0,"1,997,000","1,247,284","749,716","1,997,000","1,247,284","749,716"
"=""07823P""",元金2X國票4B售01,0,0,0,"800,000","51,000","749,000","800,000","51,000","749,000"
"=""057525""",台玻元大4A購01  ,0,0,0,"787,000","40,000","747,000","787,000","40,000","747,000"
"=""052512""",士紙統一54購01  ,0,0,0,"1,042,000","300,000","742,000","1,042,000","300,000","742,000"
"=""067187""",元債2X富邦4B購03,0,0,0,"793,000","55,000","738,000","793,000","55,000","738,000"
"=""064661""",元債2X元大4A購02,0,0,0,"944,000","217,000","727,000","944,000","217,000","727,000"
"=""078615""",盟立群益4A購01  ,0,0,0,"795,000","69,000","726,000","795,000","69,000","726,000"
"=""075914""",台塑凱基4A購03  ,0,0,0,"720,000",0,"720,000","720,000",0,"720,000"
"=""080226""",貿聯元富4B購03  ,0,0,0,"717,000",0,"717,000","717,000",0,"717,000"
"=""061780""",陽明國票47購02  ,0,0,0,"816,000","100,000","716,000","816,000","100,000","716,000"
"=""075852""",緯穎元大4B購05  ,0,0,0,"719,000","6,000","713,000","719,000","6,000","713,000"
"=""077198""",直得國票4B購01  ,0,0,0,"711,000","1,000","710,000","711,000","1,000","710,000"
"=""03663B""",臺股指元大48熊02,0,0,0,"859,000","153,000","706,000","859,000","153,000","706,000"
"=""061867""",世紀鋼群益46購02,0,0,0,"705,000",0,"705,000","705,000",0,"705,000"
"=""077944""",佳必琪永豐4B購01,0,0,0,"703,000",0,"703,000","703,000",0,"703,000"
"=""053735""",南電統一4A購01  ,0,0,0,"700,000",0,"700,000","700,000",0,"700,000"
