Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00878 """,國泰永續高股息  ,"10,000","60,000","-50,000","21,687,993","6,784,343","14,903,650","21,697,993","6,844,343","14,853,650"
"=""030740""",大同凱基4C購04  ,0,0,0,"4,095,000",0,"4,095,000","4,095,000",0,"4,095,000"
"=""00891 """,中信關鍵半導體  ,0,0,0,"4,345,046","270,237","4,074,809","4,345,046","270,237","4,074,809"
"=""00642U""",期元大S&P石油   ,0,0,0,"4,288,000","295,000","3,993,000","4,288,000","295,000","3,993,000"
"=""00715L""",期街口布蘭特正2 ,0,0,0,"12,137,838","8,704,000","3,433,838","12,137,838","8,704,000","3,433,838"
"=""00900 """,富邦特選高股息30,"20,000",0,"20,000","3,432,002","241,733","3,190,269","3,452,002","241,733","3,210,269"
"=""040751""",台積電群益54購32,0,0,0,"2,654,000","50,000","2,604,000","2,654,000","50,000","2,604,000"
2382  ,廣達            ,"417,000","189,000","228,000","2,407,000","36,000","2,371,000","2,824,000","225,000","2,599,000"
3481  ,群創            ,"1,807,000","528,000","1,279,000","1,721,056","418,000","1,303,056","3,528,056","946,000","2,582,056"
"=""0056  """,元大高股息      ,"36,771","16,000","20,771","2,850,998","335,987","2,515,011","2,887,769","351,987","2,535,782"
"=""00881 """,國泰台灣科技龍頭,"10,000",0,"10,000","3,545,259","1,125,895","2,419,364","3,555,259","1,125,895","2,429,364"
2344  ,華邦電          ,"2,485,998","553,421","1,932,577","692,750","270,298","422,452","3,178,748","823,719","2,355,029"
"=""0050  """,元大台灣50      ,"221,000","104,000","117,000","2,641,582","435,841","2,205,741","2,862,582","539,841","2,322,741"
"=""00882 """,中信中國高股息  ,0,0,0,"3,957,657","1,719,560","2,238,097","3,957,657","1,719,560","2,238,097"
"=""031235""",聯發科元大52購09,0,0,0,"2,177,000","11,000","2,166,000","2,177,000","11,000","2,166,000"
"=""00923 """,群益台ESG低碳50 ,0,0,0,"3,855,000","1,822,139","2,032,861","3,855,000","1,822,139","2,032,861"
"=""085482""",漢唐富邦53購01  ,0,0,0,"2,019,000","45,000","1,974,000","2,019,000","45,000","1,974,000"
"=""030312""",世芯永豐52購06  ,0,0,0,"2,109,000","221,000","1,888,000","2,109,000","221,000","1,888,000"
"=""00892 """,富邦台灣半導體  ,0,0,0,"2,517,000","711,066","1,805,934","2,517,000","711,066","1,805,934"
"=""05346P""",台灣50元大46售07,0,0,0,"1,800,000","12,000","1,788,000","1,800,000","12,000","1,788,000"
"=""03137P""",聯發科凱基3C售21,0,0,0,"1,756,000",0,"1,756,000","1,756,000",0,"1,756,000"
"=""04588U""",臺股指國票52售05,0,0,0,"1,875,000","204,000","1,671,000","1,875,000","204,000","1,671,000"
"=""030627""",光寶科元大52購03,0,0,0,"2,105,000","515,000","1,590,000","2,105,000","515,000","1,590,000"
"=""03685U""",台積電中信4C售09,0,0,0,"1,793,000","207,000","1,586,000","1,793,000","207,000","1,586,000"
2303  ,聯電            ,"2,093,000","551,373","1,541,627","181,468","142,030","39,438","2,274,468","693,403","1,581,065"
"=""071772""",大立光元大51購07,0,0,0,"1,541,000",0,"1,541,000","1,541,000",0,"1,541,000"
"=""04319P""",臺股指凱基43售81,0,0,0,"1,666,000","203,000","1,463,000","1,666,000","203,000","1,463,000"
"=""036934""",南亞科永豐55購01,0,0,0,"1,466,000","10,000","1,456,000","1,466,000","10,000","1,456,000"
"=""031216""",A50正2元大52購01,0,0,0,"1,455,000",0,"1,455,000","1,455,000",0,"1,455,000"
"=""084199""",SGBR2X元富4C購05,0,0,0,"1,403,000","14,000","1,389,000","1,403,000","14,000","1,389,000"
"=""00830 """,國泰費城半導體  ,0,0,0,"1,598,000","305,072","1,292,928","1,598,000","305,072","1,292,928"
"=""038460""",新興群益53購01  ,0,0,0,"1,582,000","337,000","1,245,000","1,582,000","337,000","1,245,000"
"=""039294""",宏達電群益54購05,0,0,0,"2,347,000","1,107,000","1,240,000","2,347,000","1,107,000","1,240,000"
"=""037634""",昇陽半群益53購01,0,0,0,"2,275,000","1,068,000","1,207,000","2,275,000","1,068,000","1,207,000"
"=""04168P""",矽統永豐43售01  ,0,0,0,"1,184,000",0,"1,184,000","1,184,000",0,"1,184,000"
"=""089761""",昇貿群益51購01  ,0,0,0,"1,205,000","23,000","1,182,000","1,205,000","23,000","1,182,000"
"=""076731""",材料元大4C購05  ,0,0,0,"1,169,000",0,"1,169,000","1,169,000",0,"1,169,000"
"=""036294""",光寶科中信53購01,0,0,0,"1,155,000","5,000","1,150,000","1,155,000","5,000","1,150,000"
"=""00922 """,國泰台灣領袖50  ,0,0,0,"1,492,153","348,414","1,143,739","1,492,153","348,414","1,143,739"
"=""040320""",技嘉群益54購06  ,0,0,0,"1,407,000","292,000","1,115,000","1,407,000","292,000","1,115,000"
2409  ,友達            ,"1,041,000","80,000","961,000","491,001","345,000","146,001","1,532,001","425,000","1,107,001"
"=""089762""",聯鈞群益54購01  ,0,0,0,"1,089,000",0,"1,089,000","1,089,000",0,"1,089,000"
"=""00896 """,中信綠能及電動車,0,0,0,"1,740,230","654,000","1,086,230","1,740,230","654,000","1,086,230"
"=""034014""",緯創元大53購01  ,0,0,0,"1,423,000","347,000","1,076,000","1,423,000","347,000","1,076,000"
"=""037899""",貿聯元大53購02  ,0,0,0,"1,115,000","52,000","1,063,000","1,115,000","52,000","1,063,000"
"=""036057""",世紀鋼富邦55購02,0,0,0,"1,053,000","4,000","1,049,000","1,053,000","4,000","1,049,000"
"=""035233""",群創富邦53購02  ,0,0,0,"1,297,000","250,000","1,047,000","1,297,000","250,000","1,047,000"
"=""020022""",元大電動車N     ,0,0,0,"1,044,000","30,000","1,014,000","1,044,000","30,000","1,014,000"
"=""020031""",統一IC設計臺灣N ,0,0,0,"1,013,000",0,"1,013,000","1,013,000",0,"1,013,000"
"=""087951""",世芯兆豐53購02  ,0,0,0,"1,073,000","68,000","1,005,000","1,073,000","68,000","1,005,000"
