Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00715L""",期街口布蘭特正2 ,0,0,0,"54,391,288","3,774,000","50,617,288","54,391,288","3,774,000","50,617,288"
"=""00878 """,國泰永續高股息  ,"10,000","358,000","-348,000","35,444,000","3,856,842","31,587,158","35,454,000","4,214,842","31,239,158"
"=""0056  """,元大高股息      ,"305,000","92,407","212,593","11,332,000","1,100,992","10,231,008","11,637,000","1,193,399","10,443,601"
"=""00881 """,國泰台灣科技龍頭,0,0,0,"10,044,000","1,145,542","8,898,458","10,044,000","1,145,542","8,898,458"
"=""00893 """,國泰智能電動車  ,0,0,0,"8,056,383","171,278","7,885,105","8,056,383","171,278","7,885,105"
"=""00900 """,富邦特選高股息30,0,0,0,"8,805,779","1,367,354","7,438,425","8,805,779","1,367,354","7,438,425"
"=""00891 """,中信關鍵半導體  ,0,0,0,"7,512,824","729,408","6,783,416","7,512,824","729,408","6,783,416"
"=""00642U""",期元大S&P石油   ,0,0,0,"6,924,000","863,000","6,061,000","6,924,000","863,000","6,061,000"
"=""045686""",華邦電國票43購01,0,0,0,"4,064,000","160,000","3,904,000","4,064,000","160,000","3,904,000"
"=""078715""",材料永豐53購01  ,0,0,0,"3,493,000",0,"3,493,000","3,493,000",0,"3,493,000"
2603  ,長榮            ,"1,967,000","116,000","1,851,000","1,665,636","130,000","1,535,636","3,632,636","246,000","3,386,636"
"=""0050  """,元大台灣50      ,"185,450","210,000","-24,550","3,525,105","474,999","3,050,106","3,710,555","684,999","3,025,556"
"=""00713 """,元大台灣高息低波,"126,000",0,"126,000","4,488,000","1,651,243","2,836,757","4,614,000","1,651,243","2,962,757"
"=""00892 """,富邦台灣半導體  ,0,0,0,"4,047,287","1,192,447","2,854,840","4,047,287","1,192,447","2,854,840"
"=""047221""",勤誠富邦42購01  ,0,0,0,"2,986,000","152,000","2,834,000","2,986,000","152,000","2,834,000"
"=""048454""",臺股指元大42購26,0,0,0,"2,514,000","15,000","2,499,000","2,514,000","15,000","2,499,000"
"=""042505""",力成凱基54購06  ,0,0,0,"2,363,000","9,000","2,354,000","2,363,000","9,000","2,354,000"
"=""046938""",立隆電國票43購01,0,0,0,"2,294,000",0,"2,294,000","2,294,000",0,"2,294,000"
"=""00895 """,富邦未來車      ,0,0,0,"2,331,646","139,035","2,192,611","2,331,646","139,035","2,192,611"
"=""04953U""",微星凱基52售02  ,0,0,0,"2,196,000","199,000","1,997,000","2,196,000","199,000","1,997,000"
"=""044745""",創見元大55購06  ,0,0,0,"2,187,000","218,000","1,969,000","2,187,000","218,000","1,969,000"
2323  ,中環            ,"2,313,576","356,000","1,957,576",0,0,0,"2,313,576","356,000","1,957,576"
"=""048228""",世芯元富42購09  ,0,0,0,"1,982,000","79,000","1,903,000","1,982,000","79,000","1,903,000"
"=""048578""",美債2X永豐46購01,0,0,0,"1,893,000","6,000","1,887,000","1,893,000","6,000","1,887,000"
"=""00876 """,元大全球5G      ,0,0,0,"2,110,887","227,000","1,883,887","2,110,887","227,000","1,883,887"
"=""045129""",世芯元大55購07  ,0,0,0,"1,912,000","100,000","1,812,000","1,912,000","100,000","1,812,000"
"=""04116U""",台積電國票51售10,0,0,0,"1,801,000",0,"1,801,000","1,801,000",0,"1,801,000"
"=""046347""",臻鼎元大43購08  ,0,0,0,"1,801,000","70,000","1,731,000","1,801,000","70,000","1,731,000"
"=""045347""",聯發科凱基55購10,0,0,0,"1,660,000","26,000","1,634,000","1,660,000","26,000","1,634,000"
"=""032284""",京元電元大54購05,0,0,0,"1,497,000",0,"1,497,000","1,497,000",0,"1,497,000"
2609  ,陽明            ,"1,597,000","235,325","1,361,675","196,000","74,000","122,000","1,793,000","309,325","1,483,675"
"=""040365""",鴻海統一49購07  ,0,0,0,"1,454,000","2,000","1,452,000","1,454,000","2,000","1,452,000"
"=""041995""",致茂元大54購07  ,0,0,0,"1,484,000","65,000","1,419,000","1,484,000","65,000","1,419,000"
"=""044631""",長榮永豐55購02  ,0,0,0,"1,422,000","3,000","1,419,000","1,422,000","3,000","1,419,000"
"=""036067""",所羅門群益53購02,0,0,0,"2,374,000","963,000","1,411,000","2,374,000","963,000","1,411,000"
"=""030194""",南亞元大52購02  ,0,0,0,"1,400,000",0,"1,400,000","1,400,000",0,"1,400,000"
"=""045708""",台積電統一52購02,0,0,0,"1,435,000","51,000","1,384,000","1,435,000","51,000","1,384,000"
"=""041644""",力成兆豐55購01  ,0,0,0,"1,355,000","26,000","1,329,000","1,355,000","26,000","1,329,000"
"=""032757""",神達元大54購07  ,0,0,0,"1,300,000",0,"1,300,000","1,300,000",0,"1,300,000"
"=""041238""",鴻海國泰55購04  ,0,0,0,"1,293,000",0,"1,293,000","1,293,000",0,"1,293,000"
"=""047236""",富邦金永豐44購01,0,0,0,"1,290,000",0,"1,290,000","1,290,000",0,"1,290,000"
