Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00715L""",期街口布蘭特正2 ,0,0,0,"55,653,871","1,027,050","54,626,821","55,653,871","1,027,050","54,626,821"
"=""00637L""",元大滬深300正2  ,"1,038,000","1,067,000","-29,000","45,603,970","23,698,430","21,905,540","46,641,970","24,765,430","21,876,540"
"=""00753L""",中信中國50正2   ,0,0,0,"16,350,726","3,023,080","13,327,646","16,350,726","3,023,080","13,327,646"
"=""00665L""",富邦�琤肭磪囓�2 ,"866,000",0,"866,000","17,043,270","6,392,468","10,650,802","17,909,270","6,392,468","11,516,802"
"=""00632R""",元大台灣50反1   ,"4,708,000","1,869,000","2,839,000","14,055,014","9,069,453","4,985,561","18,763,014","10,938,453","7,824,561"
"=""00878 """,國泰永續高股息  ,"30,000","10,000","20,000","14,417,068","7,703,150","6,713,918","14,447,068","7,713,150","6,733,918"
"=""00713 """,元大台灣高息低波,0,0,0,"7,508,000","1,075,000","6,433,000","7,508,000","1,075,000","6,433,000"
"=""0050  """,元大台灣50      ,"5,952,000","743,081","5,208,919","5,412,000","4,251,287","1,160,713","11,364,000","4,994,368","6,369,632"
"=""00646 """,元大S&P500      ,0,0,0,"5,880,000",0,"5,880,000","5,880,000",0,"5,880,000"
"=""00915 """,凱基優選高股息30,0,0,0,"8,824,164","3,071,233","5,752,931","8,824,164","3,071,233","5,752,931"
"=""05305U""",T50正2中信62售01,0,0,0,"5,419,000","18,000","5,401,000","5,419,000","18,000","5,401,000"
"=""00642U""",期元大S&P石油   ,0,0,0,"5,063,644","163,000","4,900,644","5,063,644","163,000","4,900,644"
"=""071741""",穎崴統一52購01  ,0,0,0,"5,756,000","1,850,000","3,906,000","5,756,000","1,850,000","3,906,000"
"=""009802""",富邦旗艦50      ,0,0,0,"5,460,000","1,665,726","3,794,274","5,460,000","1,665,726","3,794,274"
"=""054276""",宏達電元大49購01,0,0,0,"4,011,000","284,000","3,727,000","4,011,000","284,000","3,727,000"
"=""00650L""",復華香港正2     ,0,0,0,"5,594,681","2,343,818","3,250,863","5,594,681","2,343,818","3,250,863"
"=""006208""",富邦台50        ,0,0,0,"4,609,860","1,433,202","3,176,658","4,609,860","1,433,202","3,176,658"
"=""060395""",臺股指元大4A購05,0,0,0,"3,064,000","6,000","3,058,000","3,064,000","6,000","3,058,000"
"=""00633L""",富邦上証正2     ,"284,000",0,"284,000","5,164,196","2,463,340","2,700,856","5,448,196","2,463,340","2,984,856"
"=""072543""",滬深2X凱基51購02,0,0,0,"3,323,000","406,000","2,917,000","3,323,000","406,000","2,917,000"
"=""00662 """,富邦NASDAQ      ,0,0,0,"3,061,000","155,000","2,906,000","3,061,000","155,000","2,906,000"
2809  ,京城銀          ,"2,934,000","91,000","2,843,000",0,0,0,"2,934,000","91,000","2,843,000"
"=""064826""",愛普元大4B購02  ,0,0,0,"2,650,000",0,"2,650,000","2,650,000",0,"2,650,000"
"=""00639 """,富邦深100       ,"23,000","70,000","-47,000","4,151,384","1,595,087","2,556,297","4,174,384","1,665,087","2,509,297"
"=""00885 """,富邦越南        ,"70,000",0,"70,000","2,424,000","49,000","2,375,000","2,494,000","49,000","2,445,000"
"=""032411""",臺指反群益58購02,0,0,0,"2,468,000","50,000","2,418,000","2,468,000","50,000","2,418,000"
"=""00923 """,群益台ESG低碳50 ,0,0,0,"3,874,089","1,466,325","2,407,764","3,874,089","1,466,325","2,407,764"
"=""076304""",晶碩凱基4B購01  ,0,0,0,"2,376,000",0,"2,376,000","2,376,000",0,"2,376,000"
"=""03923U""",台灣50元富4C售13,0,0,0,"2,301,000",0,"2,301,000","2,301,000",0,"2,301,000"
"=""00752 """,中信中國50      ,"100,000",0,"100,000","3,116,091","945,657","2,170,434","3,216,091","945,657","2,270,434"
"=""00953B""",群益優選非投等債,0,0,0,"7,854,000","5,621,000","2,233,000","7,854,000","5,621,000","2,233,000"
"=""04921U""",臺股指凱基52售11,0,0,0,"2,209,000","120,000","2,089,000","2,209,000","120,000","2,089,000"
"=""00961 """,FT臺灣永續高息  ,0,0,0,"4,895,000","2,838,607","2,056,393","4,895,000","2,838,607","2,056,393"
"=""086901""",宏達電統一61購01,0,0,0,"2,820,000","773,000","2,047,000","2,820,000","773,000","2,047,000"
"=""062805""",智邦元大4B購02  ,0,0,0,"2,079,000","75,000","2,004,000","2,079,000","75,000","2,004,000"
"=""030661""",滬深2X群益52購04,0,0,0,"1,996,000","1,000","1,995,000","1,996,000","1,000","1,995,000"
"=""060326""",元日2X元大53購01,0,0,0,"1,996,000","18,000","1,978,000","1,996,000","18,000","1,978,000"
"=""064827""",台塑統一51購01  ,0,0,0,"1,965,000","2,000","1,963,000","1,965,000","2,000","1,963,000"
