Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00673R""",期元大S&P原油反1,0,0,0,"77,944,000","2,253,000","75,691,000","77,944,000","2,253,000","75,691,000"
"=""074025""",欣興元富4C購01  ,0,0,0,"10,092,000","2,111,000","7,981,000","10,092,000","2,111,000","7,981,000"
"=""059880""",川湖群益45購06  ,0,0,0,"7,470,000",0,"7,470,000","7,470,000",0,"7,470,000"
"=""069941""",鉅祥兆豐4A購01  ,0,0,0,"6,086,000","1,000","6,085,000","6,086,000","1,000","6,085,000"
"=""086901""",宏達電統一61購01,0,0,0,"4,491,000","259,000","4,232,000","4,491,000","259,000","4,232,000"
"=""07819P""",台灣50台新49售03,0,0,0,"4,024,000","132,000","3,892,000","4,024,000","132,000","3,892,000"
"=""075342""",台積電凱基56購11,0,0,0,"2,989,000",0,"2,989,000","2,989,000",0,"2,989,000"
"=""08444P""",台積電凱基4A售54,0,0,0,"2,544,000",0,"2,544,000","2,544,000",0,"2,544,000"
"=""073498""",奇鋐富邦4B購03  ,0,0,0,"2,750,000","268,000","2,482,000","2,750,000","268,000","2,482,000"
"=""079948""",保瑞永豐51購01  ,0,0,0,"2,398,000",0,"2,398,000","2,398,000",0,"2,398,000"
"=""07862P""",台積電元大49售32,0,0,0,"2,361,000","28,000","2,333,000","2,361,000","28,000","2,333,000"
2201  ,裕隆            ,"1,546,000","732,000","814,000","1,653,000","156,176","1,496,824","3,199,000","888,176","2,310,824"
"=""00881 """,國泰台灣科技龍頭,0,0,0,"3,226,000","993,334","2,232,666","3,226,000","993,334","2,232,666"
"=""076437""",漢翔統一53購03  ,0,0,0,"2,200,000",0,"2,200,000","2,200,000",0,"2,200,000"
"=""083189""",南亞科統一59購02,0,0,0,"2,613,000","433,000","2,180,000","2,613,000","433,000","2,180,000"
"=""076560""",強茂國票4A購01  ,0,0,0,"2,000,000",0,"2,000,000","2,000,000",0,"2,000,000"
"=""088944""",力智群益52購02  ,0,0,0,"1,691,000","5,000","1,686,000","1,691,000","5,000","1,686,000"
"=""087442""",創見群益52購01  ,0,0,0,"1,710,000","35,000","1,675,000","1,710,000","35,000","1,675,000"
"=""085227""",皇昌元大4C購03  ,0,0,0,"1,547,000","10,000","1,537,000","1,547,000","10,000","1,537,000"
"=""03323P""",美時元富41售03  ,0,0,0,"1,560,000","41,000","1,519,000","1,560,000","41,000","1,519,000"
"=""068607""",智邦元大49購02  ,0,0,0,"1,497,000",0,"1,497,000","1,497,000",0,"1,497,000"
"=""078025""",世紀鋼凱基4B購04,0,0,0,"2,196,000","699,000","1,497,000","2,196,000","699,000","1,497,000"
"=""085151""",新日興群益54購03,0,0,0,"1,791,000","313,000","1,478,000","1,791,000","313,000","1,478,000"
"=""083678""",欣興永豐4C購03  ,0,0,0,"2,119,000","643,000","1,476,000","2,119,000","643,000","1,476,000"
"=""07354P""",南亞科凱基48售03,0,0,0,"1,497,000","25,000","1,472,000","1,497,000","25,000","1,472,000"
"=""08212P""",臺股指元大4A售42,0,0,0,"1,388,000","11,000","1,377,000","1,388,000","11,000","1,377,000"
"=""07417P""",上銀元富48售13  ,0,0,0,"1,371,000","1,000","1,370,000","1,371,000","1,000","1,370,000"
"=""066999""",致茂凱基4A購02  ,0,0,0,"1,360,000",0,"1,360,000","1,360,000",0,"1,360,000"
"=""03093P""",台積電群益3C售35,0,0,0,"1,521,000","296,000","1,225,000","1,521,000","296,000","1,225,000"
"=""086092""",德律元大51購02  ,0,0,0,"1,223,000","3,000","1,220,000","1,223,000","3,000","1,220,000"
"=""079923""",華通中信4B購01  ,0,0,0,"1,378,000","166,000","1,212,000","1,378,000","166,000","1,212,000"
"=""073669""",群創元大4C購01  ,0,0,0,"3,378,000","2,213,000","1,165,000","3,378,000","2,213,000","1,165,000"
"=""079587""",友達凱基4A購02  ,0,0,0,"1,159,000",0,"1,159,000","1,159,000",0,"1,159,000"
"=""083073""",台達電兆豐4C購01,0,0,0,"1,178,000","30,000","1,148,000","1,178,000","30,000","1,148,000"
"=""067933""",海悅富邦49購01  ,0,0,0,"1,288,000","165,000","1,123,000","1,288,000","165,000","1,123,000"
