Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00632R""",元大台灣50反1   ,"6,047,000","2,914,000","3,133,000","58,934,000","8,810,455","50,123,545","64,981,000","11,724,455","53,256,545"
"=""06217P""",臺股指法興46售17,0,0,0,"4,646,000","50,000","4,596,000","4,646,000","50,000","4,596,000"
"=""077505""",緯穎元富4A購04  ,0,0,0,"4,293,000",0,"4,293,000","4,293,000",0,"4,293,000"
"=""00671R""",富邦NASDAQ反1   ,0,"390,000","-390,000","10,471,000","5,866,200","4,604,800","10,471,000","6,256,200","4,214,800"
"=""07625P""",臺股指元大49售38,0,0,0,"4,013,000","183,000","3,830,000","4,013,000","183,000","3,830,000"
"=""075098""",玉晶光國票49購04,0,0,0,"3,000,000",0,"3,000,000","3,000,000",0,"3,000,000"
"=""063541""",欣興國泰48購02  ,0,0,0,"3,335,000","526,000","2,809,000","3,335,000","526,000","2,809,000"
"=""081735""",世芯元富55購02  ,0,0,0,"2,792,000",0,"2,792,000","2,792,000",0,"2,792,000"
"=""00637L""",元大滬深300正2  ,0,"500,000","-500,000","27,547,170","24,303,222","3,243,948","27,547,170","24,803,222","2,743,948"
"=""04631P""",欣巴巴國票44售04,0,0,0,"3,015,000","300,000","2,715,000","3,015,000","300,000","2,715,000"
"=""06204P""",景碩群益46售08  ,0,0,0,"3,131,000","555,000","2,576,000","3,131,000","555,000","2,576,000"
"=""065545""",陽明國泰48購03  ,0,0,0,"2,597,000","26,000","2,571,000","2,597,000","26,000","2,571,000"
"=""070747""",華新群益4A購02  ,0,0,0,"2,494,000",0,"2,494,000","2,494,000",0,"2,494,000"
"=""05311P""",台積電富邦47售02,0,0,0,"2,445,000","37,000","2,408,000","2,445,000","37,000","2,408,000"
"=""073631""",華邦電元大49購04,0,0,0,"2,200,000","1,000","2,199,000","2,200,000","1,000","2,199,000"
"=""058171""",臺股指群益48購09,0,0,0,"2,120,000",0,"2,120,000","2,120,000",0,"2,120,000"
"=""00717 """,富邦美國特別股  ,0,0,0,"2,328,000","218,067","2,109,933","2,328,000","218,067","2,109,933"
"=""00715L""",期街口布蘭特正2 ,0,0,0,"3,842,000","1,810,000","2,032,000","3,842,000","1,810,000","2,032,000"
"=""08310P""",喬山國票4B售02  ,0,0,0,"2,047,000","15,000","2,032,000","2,047,000","15,000","2,032,000"
"=""085120""",T50反1元富51購01,0,0,0,"2,030,000","163,000","1,867,000","2,030,000","163,000","1,867,000"
"=""00648R""",元大S&P500反1   ,0,0,0,"2,197,000","449,000","1,748,000","2,197,000","449,000","1,748,000"
"=""078941""",材料元大4A購09  ,0,0,0,"1,759,000","75,000","1,684,000","1,759,000","75,000","1,684,000"
"=""05837P""",台灣50元富46售12,0,0,0,"1,685,000","21,000","1,664,000","1,685,000","21,000","1,664,000"
"=""08613P""",陽明元大4A售11  ,0,0,0,"1,681,000","20,000","1,661,000","1,681,000","20,000","1,661,000"
2409  ,友達            ,"1,165,000","560,037","604,963","1,635,683","638,000","997,683","2,800,683","1,198,037","1,602,646"
"=""073909""",智原群益49購02  ,0,0,0,"1,601,000","50,000","1,551,000","1,601,000","50,000","1,551,000"
"=""06076P""",神達元富46售06  ,0,0,0,"1,509,000","3,000","1,506,000","1,509,000","3,000","1,506,000"
"=""060405""",台積電永豐4C購04,0,0,0,"1,501,000",0,"1,501,000","1,501,000",0,"1,501,000"
"=""073781""",奇鋐凱基4A購02  ,0,0,0,"1,498,000","20,000","1,478,000","1,498,000","20,000","1,478,000"
"=""06458P""",臺股指中信49售12,0,0,0,"1,509,000","34,000","1,475,000","1,509,000","34,000","1,475,000"
"=""070292""",智邦國票49購01  ,0,0,0,"1,490,000","25,000","1,465,000","1,490,000","25,000","1,465,000"
"=""05675P""",聯發科永豐47售03,0,0,0,"1,955,000","502,000","1,453,000","1,955,000","502,000","1,453,000"
"=""00686R""",群益臺灣加權反1 ,0,0,0,"1,986,000","538,000","1,448,000","1,986,000","538,000","1,448,000"
"=""073669""",群創元大4C購01  ,0,0,0,"1,385,000","1,000","1,384,000","1,385,000","1,000","1,384,000"
"=""078054""",ITH群益4A購01   ,0,0,0,"1,495,000","120,000","1,375,000","1,495,000","120,000","1,375,000"
"=""079749""",健策中信4A購01  ,0,0,0,"1,350,000","26,000","1,324,000","1,350,000","26,000","1,324,000"
"=""075772""",富世達群益49購03,0,0,0,"1,426,000","183,000","1,243,000","1,426,000","183,000","1,243,000"
"=""07742P""",華邦電凱基49售07,0,0,0,"1,237,000",0,"1,237,000","1,237,000",0,"1,237,000"
"=""063030""",臺股指群益46購18,0,0,0,"1,400,000","178,000","1,222,000","1,400,000","178,000","1,222,000"
"=""073495""",台積電富邦4B購06,0,0,0,"1,812,000","615,000","1,197,000","1,812,000","615,000","1,197,000"
2303  ,聯電            ,"516,000","82,246","433,754","801,200","45,000","756,200","1,317,200","127,246","1,189,954"
"=""077697""",大銀凱基4B購01  ,0,0,0,"1,207,000","30,000","1,177,000","1,207,000","30,000","1,177,000"
"=""08564P""",台灣50國票4B售05,0,0,0,"1,104,000",0,"1,104,000","1,104,000",0,"1,104,000"
"=""06491P""",大立光統一47售06,0,0,0,"1,097,000","3,000","1,094,000","1,097,000","3,000","1,094,000"
"=""07184P""",新日興元富48售03,0,0,0,"1,088,000",0,"1,088,000","1,088,000",0,"1,088,000"
"=""076685""",信邦群益4A購03  ,0,0,0,"3,799,000","2,740,000","1,059,000","3,799,000","2,740,000","1,059,000"
2888  ,新光金          ,"1,375,000","126,000","1,249,000","158,458","362,000","-203,542","1,533,458","488,000","1,045,458"
"=""079121""",友達國票4A購01  ,0,0,0,"999,000",0,"999,000","999,000",0,"999,000"
"=""067779""",科妍國票4A購01  ,0,0,0,"998,000",0,"998,000","998,000",0,"998,000"
"=""072260""",創意元大48購09  ,0,0,0,"998,000",0,"998,000","998,000",0,"998,000"
"=""079270""",美費半元富4A購02,0,0,0,"998,000",0,"998,000","998,000",0,"998,000"
"=""00905 """,FT臺灣Smart     ,0,0,0,"1,979,032","983,315","995,717","1,979,032","983,315","995,717"
"=""00642U""",期元大S&P石油   ,0,0,0,"1,543,000","578,000","965,000","1,543,000","578,000","965,000"
"=""07977P""",台積電富邦49售13,0,0,0,"1,072,000","120,000","952,000","1,072,000","120,000","952,000"
"=""06533P""",世芯元大47售13  ,0,0,0,"949,000",0,"949,000","949,000",0,"949,000"
