Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00680L""",元大美債20正2   ,0,0,0,"22,823,815","3,886,000","18,937,815","22,823,815","3,886,000","18,937,815"
"=""00981A""",主動統一台股增長,"1,734,000","950,000","784,000","42,181,885","30,541,997","11,639,888","43,915,885","31,491,997","12,423,888"
"=""00982A""",主動群益台灣強棒,"32,000",0,"32,000","34,529,146","22,705,106","11,824,040","34,561,146","22,705,106","11,856,040"
"=""00688L""",國泰20年美債正2 ,"1,000,000",0,"1,000,000","14,421,992","5,277,000","9,144,992","15,421,992","5,277,000","10,144,992"
"=""00637L""",元大滬深300正2  ,"255,000","16,000","239,000","16,881,545","7,799,575","9,081,970","17,136,545","7,815,575","9,320,970"
"=""00940 """,元大台灣價值高息,0,0,0,"9,714,000","1,760,430","7,953,570","9,714,000","1,760,430","7,953,570"
2344  ,華邦電          ,"4,641,325","753,000","3,888,325","4,905,235","939,896","3,965,339","9,546,560","1,692,896","7,853,664"
"=""00929 """,復華台灣科技優息,0,0,0,"7,982,294","229,998","7,752,296","7,982,294","229,998","7,752,296"
"=""00882 """,中信中國高股息  ,0,0,0,"7,904,000","306,950","7,597,050","7,904,000","306,950","7,597,050"
"=""00891 """,中信關鍵半導體  ,0,0,0,"6,576,602","87,827","6,488,775","6,576,602","87,827","6,488,775"
"=""009802""",富邦旗艦50      ,0,0,0,"6,611,000","518,071","6,092,929","6,611,000","518,071","6,092,929"
"=""00927 """,群益半導體收益  ,0,0,0,"6,929,933","902,000","6,027,933","6,929,933","902,000","6,027,933"
"=""00946 """,群益科技高息成長,0,0,0,"6,004,996","610,214","5,394,782","6,004,996","610,214","5,394,782"
"=""0050  """,元大台灣50      ,"491,000","438,000","53,000","11,338,781","6,236,838","5,101,943","11,829,781","6,674,838","5,154,943"
"=""00673R""",期元大S&P原油反1,0,0,0,"4,734,000","108,000","4,626,000","4,734,000","108,000","4,626,000"
"=""060590""",長榮元大4B購01  ,0,0,0,"4,045,000",0,"4,045,000","4,045,000",0,"4,045,000"
"=""0056  """,元大高股息      ,0,0,0,"4,290,466","941,546","3,348,920","4,290,466","941,546","3,348,920"
"=""00663L""",國泰臺灣加權正2 ,0,"1,000","-1,000","3,565,262","247,334","3,317,928","3,565,262","248,334","3,316,928"
"=""006208""",富邦台50        ,0,0,0,"4,599,839","1,291,090","3,308,749","4,599,839","1,291,090","3,308,749"
"=""030151""",聯發科統一54購01,0,0,0,"3,265,000",0,"3,265,000","3,265,000",0,"3,265,000"
2408  ,南亞科          ,"2,203,000","786,000","1,417,000","2,113,887","347,601","1,766,286","4,316,887","1,133,601","3,183,286"
"=""00939 """,統一台灣高息動能,0,0,0,"3,189,329","53,120","3,136,209","3,189,329","53,120","3,136,209"
