Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""074025""",欣興元富4C購01  ,0,0,0,"30,045,000","1,664,000","28,381,000","30,045,000","1,664,000","28,381,000"
"=""00632R""",元大台灣50反1   ,"3,596,000","6,148,000","-2,552,000","49,019,000","22,698,998","26,320,002","52,615,000","28,846,998","23,768,002"
"=""00671R""",富邦NASDAQ反1   ,0,0,0,"12,251,000","4,002,000","8,249,000","12,251,000","4,002,000","8,249,000"
"=""00919 """,群益台灣精選高息,0,0,0,"5,213,806","754,922","4,458,884","5,213,806","754,922","4,458,884"
"=""085448""",台亞國票51購01  ,0,0,0,"4,361,000","410,000","3,951,000","4,361,000","410,000","3,951,000"
"=""075440""",全新元大49購04  ,0,0,0,"3,141,000","1,000","3,140,000","3,141,000","1,000","3,140,000"
2618  ,長榮航          ,"4,069,000","2,722,000","1,347,000","2,405,714","644,119","1,761,595","6,474,714","3,366,119","3,108,595"
"=""085853""",力智國票52購01  ,0,0,0,"4,980,000","1,893,000","3,087,000","4,980,000","1,893,000","3,087,000"
"=""085447""",華通國票51購03  ,0,0,0,"3,328,000","432,000","2,896,000","3,328,000","432,000","2,896,000"
"=""00664R""",國泰臺灣加權反1 ,0,0,0,"3,283,000","514,380","2,768,620","3,283,000","514,380","2,768,620"
"=""078715""",材料永豐53購01  ,0,0,0,"3,164,000","400,000","2,764,000","3,164,000","400,000","2,764,000"
"=""00676R""",富邦臺灣加權反1 ,0,0,0,"3,826,000","1,083,646","2,742,354","3,826,000","1,083,646","2,742,354"
"=""082940""",技嘉群益4C購02  ,0,0,0,"2,886,000","212,000","2,674,000","2,886,000","212,000","2,674,000"
"=""00631L""",元大台灣50正2   ,"1,000","3,000","-2,000","4,270,412","1,596,313","2,674,099","4,271,412","1,599,313","2,672,099"
"=""074817""",富華新元大49購03,0,0,0,"2,645,000","15,000","2,630,000","2,645,000","15,000","2,630,000"
"=""00648R""",元大S&P500反1   ,0,0,0,"3,213,000","590,000","2,623,000","3,213,000","590,000","2,623,000"
"=""03825C""",臺股指元大26牛04,0,0,0,"3,179,000","570,000","2,609,000","3,179,000","570,000","2,609,000"
"=""084077""",欣興國泰51購03  ,0,0,0,"2,538,000",0,"2,538,000","2,538,000",0,"2,538,000"
"=""080916""",義隆統一44購01  ,0,0,0,"2,498,000",0,"2,498,000","2,498,000",0,"2,498,000"
"=""077444""",喬山群益4A購01  ,0,0,0,"2,495,000","1,000","2,494,000","2,495,000","1,000","2,494,000"
"=""086036""",華碩國泰52購01  ,0,0,0,"2,362,000","165,000","2,197,000","2,362,000","165,000","2,197,000"
"=""00674R""",期元大S&P黃金反1,0,0,0,"2,518,000","335,000","2,183,000","2,518,000","335,000","2,183,000"
"=""084493""",元油反國票52購01,0,0,0,"2,172,000","30,000","2,142,000","2,172,000","30,000","2,142,000"
"=""082375""",精成科凱基4C購02,0,0,0,"2,099,000","70,000","2,029,000","2,099,000","70,000","2,029,000"
"=""084834""",洋基國票51購03  ,0,0,0,"1,996,000",0,"1,996,000","1,996,000",0,"1,996,000"
"=""078145""",滬深2X國票57購01,0,0,0,"1,986,000",0,"1,986,000","1,986,000",0,"1,986,000"
"=""087131""",聯發科凱基54購04,0,0,0,"2,245,000","274,000","1,971,000","2,245,000","274,000","1,971,000"
"=""088611""",連加凱基51購05  ,0,0,0,"2,094,000","147,000","1,947,000","2,094,000","147,000","1,947,000"
"=""00893 """,國泰智能電動車  ,"150,000",0,"150,000","3,253,000","1,467,866","1,785,134","3,403,000","1,467,866","1,935,134"
"=""080573""",緯穎國泰4C購04  ,0,0,0,"3,406,000","1,487,000","1,919,000","3,406,000","1,487,000","1,919,000"
"=""079691""",聯發科元大4A購26,0,0,0,"1,931,000","31,000","1,900,000","1,931,000","31,000","1,900,000"
