Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00940 """,元大台灣價值高息,0,0,0,"34,045,933","3,210,000","30,835,933","34,045,933","3,210,000","30,835,933"
"=""00715L""",期街口布蘭特正2 ,0,0,0,"32,322,575","1,933,717","30,388,858","32,322,575","1,933,717","30,388,858"
"=""00665L""",富邦�琤肭磪囓�2 ,0,0,0,"26,122,126","4,067,128","22,054,998","26,122,126","4,067,128","22,054,998"
"=""00637L""",元大滬深300正2  ,"649,000",0,"649,000","40,249,628","20,306,210","19,943,418","40,898,628","20,306,210","20,592,418"
"=""00753L""",中信中國50正2   ,0,0,0,"17,000,024","2,508,663","14,491,361","17,000,024","2,508,663","14,491,361"
"=""00929 """,復華台灣科技優息,0,0,0,"12,316,098","979,645","11,336,453","12,316,098","979,645","11,336,453"
"=""00946 """,群益科技高息成長,0,0,0,"10,209,961","1,653,000","8,556,961","10,209,961","1,653,000","8,556,961"
"=""0050  """,元大台灣50      ,"3,614,839","227,445","3,387,394","10,853,999","7,596,801","3,257,198","14,468,838","7,824,246","6,644,592"
"=""009802""",富邦旗艦50      ,0,0,0,"9,106,056","2,751,090","6,354,966","9,106,056","2,751,090","6,354,966"
"=""00650L""",復華香港正2     ,0,0,0,"6,925,957","1,448,799","5,477,158","6,925,957","1,448,799","5,477,158"
"=""00918 """,大華優利高填息30,0,0,0,"6,085,639","1,051,348","5,034,291","6,085,639","1,051,348","5,034,291"
"=""00939 """,統一台灣高息動能,0,0,0,"5,774,123","876,000","4,898,123","5,774,123","876,000","4,898,123"
"=""00934 """,中信成長高股息  ,0,0,0,"5,428,301","641,044","4,787,257","5,428,301","641,044","4,787,257"
"=""051699""",臺股指富邦4C購01,0,0,0,"4,766,000","9,000","4,757,000","4,766,000","9,000","4,757,000"
2002  ,中鋼            ,"3,296,000","32,000","3,264,000","196,628","82,000","114,628","3,492,628","114,000","3,378,628"
"=""00663L""",國泰臺灣加權正2 ,0,0,0,"5,094,677","1,819,232","3,275,445","5,094,677","1,819,232","3,275,445"
"=""00885 """,富邦越南        ,0,0,0,"6,139,975","2,901,391","3,238,584","6,139,975","2,901,391","3,238,584"
"=""00706L""",期元大S&P日圓正2,0,0,0,"4,686,200","1,548,000","3,138,200","4,686,200","1,548,000","3,138,200"
"=""086901""",宏達電統一61購01,0,0,0,"3,209,000","136,000","3,073,000","3,209,000","136,000","3,073,000"
1802  ,台玻            ,"1,407,000","161,000","1,246,000","1,979,701","158,000","1,821,701","3,386,701","319,000","3,067,701"
"=""04469U""",台灣50群益51售04,0,0,0,"2,965,000","47,000","2,918,000","2,965,000","47,000","2,918,000"
"=""075889""",雲豹國票4B購01  ,0,0,0,"2,876,000","145,000","2,731,000","2,876,000","145,000","2,731,000"
"=""060395""",臺股指元大4A購05,0,0,0,"2,563,000","2,000","2,561,000","2,563,000","2,000","2,561,000"
"=""082632""",嘉澤統一53購01  ,0,0,0,"3,547,000","998,000","2,549,000","3,547,000","998,000","2,549,000"
"=""060704""",奇鋐統一4B購02  ,0,0,0,"2,500,000",0,"2,500,000","2,500,000",0,"2,500,000"
"=""085414""",臺股指元大53購03,0,0,0,"2,458,000","12,000","2,446,000","2,458,000","12,000","2,446,000"
"=""081268""",群創國票4C購01  ,0,0,0,"2,445,000",0,"2,445,000","2,445,000",0,"2,445,000"
"=""086783""",亞翔永豐53購01  ,0,0,0,"2,344,000","7,000","2,337,000","2,344,000","7,000","2,337,000"
"=""064672""",台積電元大4A購06,0,0,0,"2,359,000","106,000","2,253,000","2,359,000","106,000","2,253,000"
"=""00830 """,國泰費城半導體  ,0,0,0,"4,399,289","2,206,000","2,193,289","4,399,289","2,206,000","2,193,289"
"=""046897""",中砂統一52購01  ,0,0,0,"2,149,000","94,000","2,055,000","2,149,000","94,000","2,055,000"
"=""00642U""",期元大S&P石油   ,0,0,0,"2,707,389","658,404","2,048,985","2,707,389","658,404","2,048,985"
3706  ,神達            ,"1,696,000","803,958","892,042","1,535,223","390,214","1,145,009","3,231,223","1,194,172","2,037,051"
"=""048376""",台積電元富4B購02,0,0,0,"2,077,000","51,000","2,026,000","2,077,000","51,000","2,026,000"
"=""00927 """,群益半導體收益  ,0,0,0,"2,451,814","443,000","2,008,814","2,451,814","443,000","2,008,814"
2354  ,鴻準            ,"2,630,000","1,121,000","1,509,000","860,153","422,088","438,065","3,490,153","1,543,088","1,947,065"
"=""00983A""",主動中信ARK創新 ,"5,000",0,"5,000","2,701,514","759,933","1,941,581","2,706,514","759,933","1,946,581"
"=""00915 """,凱基優選高股息30,0,0,0,"3,238,414","1,302,578","1,935,836","3,238,414","1,302,578","1,935,836"
"=""085412""",臺股指元大51購12,0,0,0,"1,928,000",0,"1,928,000","1,928,000",0,"1,928,000"
"=""08390P""",萬海凱基4B售01  ,0,0,0,"1,898,000",0,"1,898,000","1,898,000",0,"1,898,000"
"=""069761""",神達國票49購03  ,0,0,0,"2,107,000","217,000","1,890,000","2,107,000","217,000","1,890,000"
"=""030145""",鴻海統一54購02  ,0,0,0,"2,102,000","248,000","1,854,000","2,102,000","248,000","1,854,000"
"=""04936U""",楠梓電元富52售02,0,0,0,"2,014,000","189,000","1,825,000","2,014,000","189,000","1,825,000"
"=""00909 """,國泰數位支付服務,"1,000",0,"1,000","2,099,730","287,000","1,812,730","2,100,730","287,000","1,813,730"
"=""05138U""",台灣50元富52售04,0,0,0,"2,166,000","364,000","1,802,000","2,166,000","364,000","1,802,000"
"=""00962 """,台新AI優息動能  ,0,0,0,"1,908,000","109,250","1,798,750","1,908,000","109,250","1,798,750"
"=""068165""",創意統一52購03  ,0,0,0,"2,005,000","209,000","1,796,000","2,005,000","209,000","1,796,000"
"=""00680L""",元大美債20正2   ,0,"1,000,000","-1,000,000","7,794,641","5,035,530","2,759,111","7,794,641","6,035,530","1,759,111"
"=""074251""",大成鋼統一53購03,0,0,0,"1,757,000",0,"1,757,000","1,757,000",0,"1,757,000"
"=""082198""",雲豹國票4C購04  ,0,0,0,"1,715,000","46,000","1,669,000","1,715,000","46,000","1,669,000"
"=""00671R""",富邦NASDAQ反1   ,0,0,0,"7,781,000","6,186,481","1,594,519","7,781,000","6,186,481","1,594,519"
"=""006208""",富邦台50        ,"30,000",0,"30,000","3,260,934","1,707,748","1,553,186","3,290,934","1,707,748","1,583,186"
"=""03679B""",臺股指凱基55熊07,0,0,0,"2,201,000","642,000","1,559,000","2,201,000","642,000","1,559,000"
"=""031594""",香港2X永豐53購02,0,0,0,"1,549,000","5,000","1,544,000","1,549,000","5,000","1,544,000"
"=""00738U""",期元大道瓊白銀  ,0,0,0,"1,727,235","196,000","1,531,235","1,727,235","196,000","1,531,235"
"=""087817""",泓德群益51購01  ,0,0,0,"1,534,000","56,000","1,478,000","1,534,000","56,000","1,478,000"
1303  ,南亞            ,"754,010","866,920","-112,910","1,832,832","248,912","1,583,920","2,586,842","1,115,832","1,471,010"
"=""00770 """,國泰北美科技    ,0,0,0,"1,544,160","76,558","1,467,602","1,544,160","76,558","1,467,602"
"=""05203U""",楠梓電國票53售03,0,0,0,"1,551,000","87,000","1,464,000","1,551,000","87,000","1,464,000"
"=""00923 """,群益台ESG低碳50 ,0,0,0,"2,228,603","767,933","1,460,670","2,228,603","767,933","1,460,670"
"=""082415""",群創國票53購01  ,0,0,0,"1,497,000","60,000","1,437,000","1,497,000","60,000","1,437,000"
"=""00938 """,凱基優選30      ,0,0,0,"2,093,765","731,223","1,362,542","2,093,765","731,223","1,362,542"
"=""00984A""",主動安聯台灣高息,0,0,0,"3,635,000","2,279,033","1,355,967","3,635,000","2,279,033","1,355,967"
"=""088586""",聯茂統一59購01  ,0,0,0,"1,353,000",0,"1,353,000","1,353,000",0,"1,353,000"
"=""00633L""",富邦上証正2     ,"270,000",0,"270,000","6,093,908","5,016,862","1,077,046","6,363,908","5,016,862","1,347,046"
"=""058778""",聯發科元大4A購01,0,0,0,"1,331,000",0,"1,331,000","1,331,000",0,"1,331,000"
"=""00708L""",期元大S&P黃金正2,0,0,0,"1,526,843","202,000","1,324,843","1,526,843","202,000","1,324,843"
"=""050932""",T50反1富邦4C購01,0,0,0,"1,316,000",0,"1,316,000","1,316,000",0,"1,316,000"
4958  ,臻鼎-KY         ,"866,900","365,242","501,658","867,162","65,549","801,613","1,734,062","430,791","1,303,271"
"=""059016""",臺股指富邦52購01,0,0,0,"1,521,000","232,000","1,289,000","1,521,000","232,000","1,289,000"
"=""053049""",定穎控元大4A購01,0,0,0,"1,323,000","37,000","1,286,000","1,323,000","37,000","1,286,000"
"=""00891 """,中信關鍵半導體  ,0,0,0,"2,875,206","1,600,373","1,274,833","2,875,206","1,600,373","1,274,833"
"=""086900""",宏達電統一57購03,0,0,0,"1,307,000","40,000","1,267,000","1,307,000","40,000","1,267,000"
"=""052515""",宏達電統一54購01,0,0,0,"1,263,000",0,"1,263,000","1,263,000",0,"1,263,000"
"=""00655L""",國泰中國A50正2  ,"348,000",0,"348,000","2,946,670","2,036,555","910,115","3,294,670","2,036,555","1,258,115"
"=""082022""",雲豹統一56購02  ,0,0,0,"1,258,000","4,000","1,254,000","1,258,000","4,000","1,254,000"
