Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00632R""",元大台灣50反1   ,0,"450,000","-450,000","72,786,300","14,176,000","58,610,300","72,786,300","14,626,000","58,160,300"
"=""082643""",鴻海永豐4C購07  ,0,0,0,"8,591,000",0,"8,591,000","8,591,000",0,"8,591,000"
"=""00715L""",期街口布蘭特正2 ,0,0,0,"6,937,000","408,000","6,529,000","6,937,000","408,000","6,529,000"
"=""038156""",上証2X永豐56購01,0,0,0,"4,684,000","490,000","4,194,000","4,684,000","490,000","4,194,000"
"=""00676R""",富邦臺灣加權反1 ,0,0,0,"4,742,000","1,317,000","3,425,000","4,742,000","1,317,000","3,425,000"
"=""00642U""",期元大S&P石油   ,0,0,0,"3,435,000","20,000","3,415,000","3,435,000","20,000","3,415,000"
"=""034255""",神達元大53購09  ,0,0,0,"3,187,000","301,000","2,886,000","3,187,000","301,000","2,886,000"
"=""06361P""",台塑中信46售05  ,0,0,0,"3,270,000","413,000","2,857,000","3,270,000","413,000","2,857,000"
"=""085681""",京鼎國票51購01  ,0,0,0,"2,744,000","20,000","2,724,000","2,744,000","20,000","2,724,000"
"=""031927""",鴻海群益52購08  ,0,0,0,"2,640,000","18,000","2,622,000","2,640,000","18,000","2,622,000"
"=""032972""",台積電群益54購22,0,0,0,"2,658,000","142,000","2,516,000","2,658,000","142,000","2,516,000"
"=""030699""",定穎控富邦54購01,0,0,0,"2,518,000","10,000","2,508,000","2,518,000","10,000","2,508,000"
2356  ,英業達          ,0,"380,000","-380,000","2,898,000","35,000","2,863,000","2,898,000","415,000","2,483,000"
"=""033139""",美時統一51購01  ,0,0,0,"3,736,000","1,458,000","2,278,000","3,736,000","1,458,000","2,278,000"
2344  ,華邦電          ,"1,400,017","1,391,572","8,445","4,260,000","2,067,000","2,193,000","5,660,017","3,458,572","2,201,445"
"=""035017""",世紀鋼永豐55購02,0,0,0,"2,198,000","22,000","2,176,000","2,198,000","22,000","2,176,000"
"=""03754C""",T50反1元大0A牛11,0,0,0,"2,314,000","147,000","2,167,000","2,314,000","147,000","2,167,000"
2401  ,凌陽            ,"389,432","437,959","-48,527","2,501,000","296,000","2,205,000","2,890,432","733,959","2,156,473"
"=""07300P""",揚明光國票49售02,0,0,0,"2,233,000","104,000","2,129,000","2,233,000","104,000","2,129,000"
"=""06186P""",電子類國票46售05,0,0,0,"2,011,000",0,"2,011,000","2,011,000",0,"2,011,000"
"=""067654""",虹堡統一43購01  ,0,0,0,"1,996,000",0,"1,996,000","1,996,000",0,"1,996,000"
"=""030314""",上品永豐52購01  ,0,0,0,"1,914,000","12,000","1,902,000","1,914,000","12,000","1,902,000"
"=""036647""",群光永豐54購01  ,0,0,0,"1,996,000","128,000","1,868,000","1,996,000","128,000","1,868,000"
"=""07296P""",奇鋐元富48售05  ,0,0,0,"1,858,000","27,000","1,831,000","1,858,000","27,000","1,831,000"
2882  ,國泰金          ,"1,718,000","83,735","1,634,265","264,000","122,000","142,000","1,982,000","205,735","1,776,265"
"=""086739""",友達元大52購01  ,0,0,0,"1,796,000","52,000","1,744,000","1,796,000","52,000","1,744,000"
"=""030283""",長榮國票53購01  ,0,0,0,"1,729,000","15,000","1,714,000","1,729,000","15,000","1,714,000"
"=""033697""",臺股指凱基54購14,0,0,0,"1,922,000","217,000","1,705,000","1,922,000","217,000","1,705,000"
"=""033250""",上証2X國票58購01,0,0,0,"2,309,000","621,000","1,688,000","2,309,000","621,000","1,688,000"
"=""033140""",台達電元大54購06,0,0,0,"2,122,000","460,000","1,662,000","2,122,000","460,000","1,662,000"
"=""085946""",世芯元大4C購15  ,0,0,0,"1,662,000","80,000","1,582,000","1,662,000","80,000","1,582,000"
"=""032399""",緯創凱基53購02  ,0,0,0,"1,632,000","133,000","1,499,000","1,632,000","133,000","1,499,000"
"=""032205""",宏致國票56購01  ,0,0,0,"1,606,000","121,000","1,485,000","1,606,000","121,000","1,485,000"
"=""033402""",群創國票54購01  ,0,0,0,"1,485,000","70,000","1,415,000","1,485,000","70,000","1,415,000"
"=""031135""",中砂兆豐54購01  ,0,0,0,"1,462,000","80,000","1,382,000","1,462,000","80,000","1,382,000"
"=""033487""",長榮太元大53購05,0,0,0,"1,382,000","4,000","1,378,000","1,382,000","4,000","1,378,000"
"=""032365""",台達電富邦54購02,0,0,0,"1,700,000","339,000","1,361,000","1,700,000","339,000","1,361,000"
"=""00664R""",國泰臺灣加權反1 ,0,0,0,"3,366,021","2,016,000","1,350,021","3,366,021","2,016,000","1,350,021"
"=""087903""",世芯元富57購02  ,0,0,0,"1,347,000","1,000","1,346,000","1,347,000","1,000","1,346,000"
"=""037310""",南寶元大54購05  ,0,0,0,"1,315,000","26,000","1,289,000","1,315,000","26,000","1,289,000"
2393  ,億光            ,"78,348","106,095","-27,747","1,579,000","264,338","1,314,662","1,657,348","370,433","1,286,915"
"=""087122""",鴻海凱基54購08  ,0,0,0,"1,455,000","180,000","1,275,000","1,455,000","180,000","1,275,000"
"=""086540""",豐達科元大51購01,0,0,0,"1,272,000",0,"1,272,000","1,272,000",0,"1,272,000"
"=""035725""",南亞科凱基54購04,0,0,0,"1,369,000","119,000","1,250,000","1,369,000","119,000","1,250,000"
"=""037478""",台亞元富53購04  ,0,0,0,"1,232,000","1,000","1,231,000","1,232,000","1,000","1,231,000"
"=""030437""",鴻海統一46購14  ,0,0,0,"1,248,000","20,000","1,228,000","1,248,000","20,000","1,228,000"
8110  ,華東            ,0,"1,000","-1,000","1,288,000","61,000","1,227,000","1,288,000","62,000","1,226,000"
"=""06768P""",台灣50元富47售14,0,0,0,"1,238,000","22,000","1,216,000","1,238,000","22,000","1,216,000"
"=""033543""",華新統一58購03  ,0,0,0,"1,405,000","221,000","1,184,000","1,405,000","221,000","1,184,000"
"=""032688""",毅嘉中信53購01  ,0,0,0,"1,425,000","247,000","1,178,000","1,425,000","247,000","1,178,000"
"=""031569""",緯創群益52購02  ,0,0,0,"1,597,000","443,000","1,154,000","1,597,000","443,000","1,154,000"
"=""06606P""",精成科元大47售05,0,0,0,"1,497,000","359,000","1,138,000","1,497,000","359,000","1,138,000"
"=""031856""",T50反1國票53購03,0,0,0,"1,282,000","150,000","1,132,000","1,282,000","150,000","1,132,000"
"=""020022""",元大電動車N     ,0,0,0,"2,188,000","1,062,000","1,126,000","2,188,000","1,062,000","1,126,000"
"=""033820""",鴻海永豐47購03  ,0,0,0,"1,195,000","70,000","1,125,000","1,195,000","70,000","1,125,000"
"=""030244""",台玻統一58購01  ,0,0,0,"1,120,000","3,000","1,117,000","1,120,000","3,000","1,117,000"
"=""05493P""",長榮航統一49售02,0,0,0,"1,116,000",0,"1,116,000","1,116,000",0,"1,116,000"
"=""033263""",富世達國票56購01,0,0,0,"1,225,000","110,000","1,115,000","1,225,000","110,000","1,115,000"
"=""082919""",德律永豐52購01  ,0,0,0,"1,112,000",0,"1,112,000","1,112,000",0,"1,112,000"
"=""05845P""",智邦統一4A售02  ,0,0,0,"1,753,000","642,000","1,111,000","1,753,000","642,000","1,111,000"
