Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00715L""",期街口布蘭特正2 ,0,0,0,"37,134,482","2,829,699","34,304,783","37,134,482","2,829,699","34,304,783"
"=""00915 """,凱基優選高股息30,0,0,0,"24,698,531","2,777,000","21,921,531","24,698,531","2,777,000","21,921,531"
"=""00982A""",主動群益台灣強棒,0,0,0,"21,909,450","6,615,040","15,294,410","21,909,450","6,615,040","15,294,410"
"=""00680L""",元大美債20正2   ,0,0,0,"17,388,000","2,847,991","14,540,009","17,388,000","2,847,991","14,540,009"
"=""00665L""",富邦�琤肭磪囓�2 ,0,0,0,"15,114,145","3,880,851","11,233,294","15,114,145","3,880,851","11,233,294"
"=""00645 """,富邦日本        ,0,0,0,"10,126,711","49,000","10,077,711","10,126,711","49,000","10,077,711"
"=""00878 """,國泰永續高股息  ,"321,000",0,"321,000","14,296,521","4,957,931","9,338,590","14,617,521","4,957,931","9,659,590"
"=""00929 """,復華台灣科技優息,0,"55,000","-55,000","9,713,418","398,406","9,315,012","9,713,418","453,406","9,260,012"
"=""00981A""",主動統一台股增長,0,0,0,"12,199,000","4,152,228","8,046,772","12,199,000","4,152,228","8,046,772"
"=""00940 """,元大台灣價值高息,0,0,0,"8,776,000","2,420,876","6,355,124","8,776,000","2,420,876","6,355,124"
2408  ,南亞科          ,"4,944,073","2,555,350","2,388,723","5,992,518","2,603,549","3,388,969","10,936,591","5,158,899","5,777,692"
"=""00671R""",富邦NASDAQ反1   ,0,0,0,"6,073,000","682,057","5,390,943","6,073,000","682,057","5,390,943"
"=""00637L""",元大滬深300正2  ,"15,000","15,000",0,"11,259,684","6,119,086","5,140,598","11,274,684","6,134,086","5,140,598"
"=""00939 """,統一台灣高息動能,0,0,0,"5,180,857","305,000","4,875,857","5,180,857","305,000","4,875,857"
"=""00907 """,永豐優息存股    ,0,0,0,"5,704,789","1,061,000","4,643,789","5,704,789","1,061,000","4,643,789"
"=""07010P""",精銳元大48售01  ,0,0,0,"4,428,000",0,"4,428,000","4,428,000",0,"4,428,000"
"=""057078""",萬海元大49購04  ,0,0,0,"4,110,000","10,000","4,100,000","4,110,000","10,000","4,100,000"
"=""00753L""",中信中國50正2   ,0,0,0,"7,103,305","3,356,078","3,747,227","7,103,305","3,356,078","3,747,227"
"=""00934 """,中信成長高股息  ,0,0,0,"3,561,014","203,804","3,357,210","3,561,014","203,804","3,357,210"
"=""009808""",華南永昌優選50  ,0,0,0,"3,360,667","46,000","3,314,667","3,360,667","46,000","3,314,667"
"=""07869P""",臺股指元大49售52,0,0,0,"3,531,000","306,000","3,225,000","3,531,000","306,000","3,225,000"
2344  ,華邦電          ,"180,000","309,000","-129,000","3,475,051","355,068","3,119,983","3,655,051","664,068","2,990,983"
"=""08741P""",精銳元大4B售04  ,0,0,0,"2,926,000",0,"2,926,000","2,926,000",0,"2,926,000"
"=""053576""",矽力元大4A購01  ,0,0,0,"3,199,000","280,000","2,919,000","3,199,000","280,000","2,919,000"
"=""0050  """,元大台灣50      ,"244,000","160,000","84,000","3,039,656","232,000","2,807,656","3,283,656","392,000","2,891,656"
"=""00686R""",群益臺灣加權反1 ,0,0,0,"3,858,999","1,049,831","2,809,168","3,858,999","1,049,831","2,809,168"
"=""00650L""",復華香港正2     ,0,0,0,"4,907,591","2,110,071","2,797,520","4,907,591","2,110,071","2,797,520"
"=""00642U""",期元大S&P石油   ,0,0,0,"2,831,132","58,050","2,773,082","2,831,132","58,050","2,773,082"
"=""030439""",台積電統一54購01,0,0,0,"2,772,000",0,"2,772,000","2,772,000",0,"2,772,000"
