Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00929 """,復華台灣科技優息,0,0,0,"68,529,950","3,575,287","64,954,663","68,529,950","3,575,287","64,954,663"
"=""00940 """,元大台灣價值高息,0,0,0,"55,444,492","5,007,000","50,437,492","55,444,492","5,007,000","50,437,492"
"=""00878 """,國泰永續高股息  ,0,0,0,"29,574,074","5,718,000","23,856,074","29,574,074","5,718,000","23,856,074"
"=""0056  """,元大高股息      ,"11,000",0,"11,000","24,328,672","2,170,506","22,158,166","24,339,672","2,170,506","22,169,166"
"=""00982A""",主動群益台灣強棒,"134,000",0,"134,000","24,855,671","5,398,520","19,457,151","24,989,671","5,398,520","19,591,151"
"=""00981A""",主動統一台股增長,"353,000","1,286,000","-933,000","24,986,598","5,672,160","19,314,438","25,339,598","6,958,160","18,381,438"
2344  ,華邦電          ,"7,922,126","1,883,142","6,038,984","13,662,349","1,952,407","11,709,942","21,584,475","3,835,549","17,748,926"
"=""00673R""",期元大S&P原油反1,0,0,0,"13,737,843","1,678,000","12,059,843","13,737,843","1,678,000","12,059,843"
"=""00939 """,統一台灣高息動能,0,0,0,"12,732,518","2,682,000","10,050,518","12,732,518","2,682,000","10,050,518"
"=""00830 """,國泰費城半導體  ,0,"4,000","-4,000","9,150,905","591,000","8,559,905","9,150,905","595,000","8,555,905"
"=""00919 """,群益台灣精選高息,"2,670,000","439,910","2,230,090","14,869,079","8,581,841","6,287,238","17,539,079","9,021,751","8,517,328"
6770  ,力積電          ,"1,950,710","793,295","1,157,415","7,857,553","2,095,240","5,762,313","9,808,263","2,888,535","6,919,728"
"=""03665B""",臺股指元大4A熊02,0,0,0,"7,000,000","84,000","6,916,000","7,000,000","84,000","6,916,000"
2408  ,南亞科          ,"3,262,000","904,000","2,358,000","4,131,035","167,349","3,963,686","7,393,035","1,071,349","6,321,686"
"=""051699""",臺股指富邦4C購01,0,0,0,"6,015,000","430,000","5,585,000","6,015,000","430,000","5,585,000"
"=""00752 """,中信中國50      ,0,0,0,"6,262,001","849,668","5,412,333","6,262,001","849,668","5,412,333"
