Unnamed: 0,Unnamed: 1,自營商(自行買賣),Unnamed: 3,Unnamed: 4,自營商(避險),Unnamed: 6,Unnamed: 7,自營商,Unnamed: 9,Unnamed: 10
證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
"=""00715L""",期街口布蘭特正2 ,0,0,0,"16,448,000","6,723,000","9,725,000","16,448,000","6,723,000","9,725,000"
2883B ,凱基金乙特      ,"7,093,000",0,"7,093,000",0,0,0,"7,093,000",0,"7,093,000"
2317  ,鴻海            ,"2,622,989","713,000","1,909,989","3,938,000","85,000","3,853,000","6,560,989","798,000","5,762,989"
"=""00637L""",元大滬深300正2  ,0,0,0,"20,752,509","15,996,464","4,756,045","20,752,509","15,996,464","4,756,045"
"=""043868""",聯發科凱基56購07,0,0,0,"4,599,000","138,000","4,461,000","4,599,000","138,000","4,461,000"
"=""03763C""",T50反1元大13牛03,0,0,0,"4,429,000","190,000","4,239,000","4,429,000","190,000","4,239,000"
"=""00881 """,國泰台灣科技龍頭,0,0,0,"12,044,908","7,925,516","4,119,392","12,044,908","7,925,516","4,119,392"
"=""044695""",緯穎元富56購03  ,0,0,0,"3,992,000",0,"3,992,000","3,992,000",0,"3,992,000"
"=""085038""",T50反1元大53購01,0,0,0,"3,800,000",0,"3,800,000","3,800,000",0,"3,800,000"
"=""00885 """,富邦越南        ,0,0,0,"4,428,503","793,615","3,634,888","4,428,503","793,615","3,634,888"
2323  ,中環            ,"5,417,989","1,759,000","3,658,989","66,172","115,008","-48,836","5,484,161","1,874,008","3,610,153"
"=""049427""",聯發科元富57購04,0,0,0,"4,183,000","604,000","3,579,000","4,183,000","604,000","3,579,000"
"=""00642U""",期元大S&P石油   ,0,0,0,"3,817,000","294,000","3,523,000","3,817,000","294,000","3,523,000"
"=""054917""",訊芯群益44購07  ,0,0,0,"3,531,000","16,000","3,515,000","3,531,000","16,000","3,515,000"
"=""057677""",立積統一46購02  ,0,0,0,"3,876,000","372,000","3,504,000","3,876,000","372,000","3,504,000"
"=""00692 """,富邦公司治理    ,0,0,0,"4,412,721","1,230,433","3,182,288","4,412,721","1,230,433","3,182,288"
2618  ,長榮航          ,"2,668,326","1,081,000","1,587,326","1,672,785","315,059","1,357,726","4,341,111","1,396,059","2,945,052"
