排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,2344,華邦電,"437,429,618","136,149",41.1,44.0,41.1,44.0,+,4.0,44.0,0.0,
2,6770,力積電,"292,728,145","94,120",28.5,30.25,28.45,28.8,+,1.0,28.8,28.85,
3,1605,華新,"157,697,133","56,778",27.45,29.85,27.45,29.85,+,2.7,29.85,0.0,
4,2317,鴻海,"154,273,795","118,148",215.0,225.5,211.5,223.0,+,16.5,223.0,223.5,
5,2408,南亞科,"139,293,308","43,086",89.2,94.9,89.2,94.9,+,8.6,94.9,0.0,
6,2887,台新新光金,"133,412,754","27,401",19.9,19.9,19.4,19.65,-,0.15,19.65,19.7,
7,2481,強茂,"130,071,605","97,795",86.8,92.4,85.0,85.7,+,0.9,85.7,85.8,
8,"=""0050""",元大台灣50,"115,801,585","69,793",62.1,63.0,62.1,63.0,+,1.2,62.95,63.0,
9,3189,景碩,"94,624,983","48,901",140.0,147.5,140.0,147.5,+,13.0,147.5,0.0,
10,2337,旺宏,"83,479,419","29,205",26.15,27.8,26.15,27.0,+,1.1,27.0,27.05,
11,"=""00632R""",元大台灣50反1,"81,112,104","14,982",17.48,17.49,17.28,17.28,-,0.31,17.28,17.29,
12,"=""00919""",群益台灣精選高息,"74,084,304","21,914",21.25,21.43,21.25,21.35,+,0.14,21.34,21.35,
13,8046,南電,"72,921,350","55,032",286.5,299.0,280.0,281.5,,0.0,281.5,282.0,
14,2883,凱基金,"69,159,245","12,664",15.85,16.05,15.75,15.8,,0.0,15.75,15.8,
15,3037,欣興,"66,717,955","43,552",160.0,168.0,160.0,165.5,+,7.0,165.0,165.5,
16,1504,東元,"63,279,152","36,407",108.0,114.5,108.0,111.0,+,3.0,110.5,111.0,
17,3231,緯創,"58,307,371","33,544",139.0,141.5,137.5,139.5,+,1.5,139.0,139.5,
18,"=""00637L""",元大滬深300正2,"57,505,023","7,605",19.14,19.68,19.07,19.4,+,0.51,19.4,19.41,
19,8110,華東,"56,394,232","23,053",22.0,23.8,22.0,23.8,+,2.15,23.8,0.0,
20,3481,群創,"55,496,907","12,226",14.75,14.8,14.4,14.55,-,0.05,14.55,14.6,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
