排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,2603,長榮,"534,170,709","151,367",45.0,45.5,43.15,45.5,+,0.75,45.45,45.5,
2,2014,中鴻,"237,957,278","56,416",16.8,18.15,16.75,17.8,+,1.3,17.8,17.85,
3,2317,鴻海,"234,178,116","114,366",101.0,105.0,101.0,104.0,+,4.1,103.5,104.0,
4,"=""00677U""",期富邦VIX,"232,103,646","12,190",4.07,4.12,4.0,4.03,+,0.07,4.03,4.04,
5,3481,群創,"213,500,774","37,280",14.5,14.5,13.9,14.0,-,0.35,13.95,14.0,
6,2303,聯電,"203,151,626","68,714",44.9,46.35,44.55,46.35,+,0.8,46.35,46.4,
7,2002,中鋼,"184,376,509","54,718",25.15,26.4,25.1,26.0,+,1.05,25.95,26.0,
8,2344,華邦電,"146,312,854","46,010",28.2,28.85,28.1,28.45,+,0.45,28.4,28.45,
9,1314,中石化,"132,523,650","22,986",11.55,12.1,11.5,11.6,+,0.05,11.6,11.65,
10,2409,友達,"106,369,666","21,857",14.2,14.2,13.8,14.0,-,0.2,13.95,14.0,
11,"=""00632R""",元大台灣50反1,"105,677,827","7,782",6.89,6.92,6.87,6.87,-,0.02,6.87,6.88,
12,2615,萬海,"90,161,460","36,911",57.3,57.3,53.8,54.6,-,2.5,54.6,54.7,
13,1447,力鵬,"84,666,776","18,345",10.05,10.65,9.97,10.15,+,0.25,10.1,10.15,
14,3037,欣興,"81,051,713","43,186",91.3,94.3,88.5,94.3,+,3.8,94.2,94.3,
15,2610,華航,"75,172,652","18,688",11.65,11.7,11.15,11.35,-,0.35,11.3,11.35,
16,1802,台玻,"65,157,850","20,751",21.3,21.65,20.05,20.6,-,0.85,20.6,20.65,
17,"=""00637L""",元大滬深300正2,"63,437,219","6,431",28.35,28.98,28.12,28.97,+,0.46,28.96,28.97,
18,"=""00715L""",期街口布蘭特正2,"58,670,798","3,376",4.5,4.56,4.47,4.52,-,0.14,4.51,4.52,
19,2393,億光,"57,612,739","27,602",47.2,49.9,46.85,48.7,+,2.3,48.65,48.7,
20,2023,燁輝,"52,642,570","12,591",13.85,14.6,13.8,14.0,+,0.15,14.0,14.05,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
