排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,6770,力積電,"617,710,393","210,987",36.9,37.75,34.8,35.65,-,0.85,35.65,35.7,
2,1802,台玻,"493,442,937","175,832",35.85,38.35,35.25,36.05,+,0.8,36.05,36.1,
3,2408,南亞科,"363,056,591","210,417",164.5,178.5,156.5,163.5,+,0.5,163.0,163.5,
4,1605,華新,"343,584,104","94,638",31.7,34.45,31.45,34.45,+,3.1,34.45,0.0,
5,1303,南亞,"336,947,705","134,589",51.6,54.7,50.7,53.8,+,4.0,53.7,53.8,
6,2337,旺宏,"273,309,933","107,163",40.65,41.25,38.0,38.9,-,1.75,38.85,38.9,
7,"=""00715L""",期街口布蘭特正2,"163,609,354","15,327",10.18,10.19,10.09,10.16,-,0.69,10.15,10.16,
8,1314,中石化,"120,785,920","25,534",8.5,9.22,8.48,8.88,+,0.38,8.88,8.89,
9,8110,華東,"113,491,538","51,924",40.6,42.1,40.55,42.1,+,3.8,42.1,0.0,
10,1326,台化,"101,051,526","40,806",32.5,35.6,32.4,35.6,+,3.2,35.6,0.0,
11,"=""00919""",群益台灣精選高息,"94,113,927","23,830",21.7,21.85,21.7,21.75,+,0.09,21.75,21.76,
12,2317,鴻海,"90,541,908","67,939",256.0,256.0,247.0,252.0,+,1.0,252.0,252.5,
13,2327,國巨*,"88,111,153","74,064",232.0,244.5,229.0,243.5,+,13.0,243.0,243.5,
14,1301,台塑,"87,838,792","57,223",41.4,44.1,41.1,42.65,+,1.3,42.6,42.65,
15,3715,定穎投控,"87,822,267","59,644",122.0,130.5,121.5,130.5,+,11.5,130.5,0.0,
16,3231,緯創,"85,473,273","46,629",142.0,148.0,141.5,144.0,+,5.0,144.0,144.5,
17,8112,至上,"82,808,036","61,590",80.5,84.7,79.1,80.0,-,1.0,80.0,80.1,
18,"=""0050""",元大台灣50,"80,483,242","89,344",62.8,62.95,62.6,62.9,-,0.3,62.85,62.9,
19,8021,尖點,"71,465,068","49,058",135.5,140.5,133.0,136.5,+,4.0,136.5,137.0,
20,2618,長榮航,"70,968,791","33,586",36.5,36.5,35.1,35.1,-,1.4,35.1,35.15,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
