排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,1605,華新,"342,138,559","122,962",34.1,35.35,32.7,32.8,-,1.65,32.8,32.85,
2,6770,力積電,"248,325,964","87,058",33.8,35.3,33.0,34.15,-,1.5,34.1,34.15,
3,1303,南亞,"235,389,305","111,229",52.1,57.1,52.1,55.6,+,1.8,55.6,55.7,
4,"=""0050""",元大台灣50,"223,192,943","277,389",61.65,61.9,61.4,61.7,-,1.2,61.65,61.7,
5,2408,南亞科,"219,349,095","130,949",156.0,162.0,150.5,158.5,-,5.0,158.0,158.5,
6,1802,台玻,"204,536,573","86,146",35.5,37.05,34.85,35.0,-,1.05,35.0,35.05,
7,"=""00982A""",主動群益台灣強棒,"183,584,959","52,545",14.14,14.23,14.05,14.05,-,0.34,14.05,14.06,
8,8150,南茂,"159,200,250","69,649",43.5,48.1,43.0,47.95,+,3.95,47.9,47.95,
9,2337,旺宏,"137,714,501","53,914",37.0,38.5,36.35,38.05,-,0.85,38.0,38.05,
10,"=""00981A""",主動統一台股增長,"129,824,633","35,909",15.46,15.65,15.35,15.5,-,0.35,15.49,15.5,
11,"=""00715L""",期街口布蘭特正2,"115,771,518","9,715",10.36,10.73,10.34,10.45,+,0.29,10.45,10.46,
12,2317,鴻海,"112,889,692","136,154",246.5,247.0,241.0,241.0,-,11.0,241.0,241.5,
13,"=""0056""",元大高股息,"104,947,248","86,127",36.16,36.31,36.02,36.13,-,0.38,36.12,36.13,
14,"=""00878""",國泰永續高股息,"104,250,029","56,108",21.21,21.37,21.19,21.27,-,0.14,21.27,21.28,
15,1326,台化,"80,191,561","27,985",35.4,35.95,33.7,34.0,-,1.6,34.0,34.05,
16,"=""00988A""",主動統一全球創新,"78,913,321","20,452",9.88,9.88,9.76,9.81,-,0.33,9.8,9.81,
17,3715,定穎投控,"76,665,602","48,350",123.0,130.5,120.5,120.5,-,10.0,120.0,120.5,
18,1504,東元,"72,776,258","53,519",104.0,105.0,99.5,99.8,-,10.7,99.8,99.9,
19,1314,中石化,"70,996,511","17,195",8.83,9.14,8.75,8.91,+,0.03,8.91,8.93,
20,2492,華新科,"70,282,671","45,142",129.5,134.5,124.0,124.5,-,6.0,124.0,124.5,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
