排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,6770,力積電,"235,952,795","87,177",31.85,32.45,30.1,30.1,-,1.4,30.1,30.15,
2,2408,南亞科,"169,158,183","92,239",136.0,145.5,135.0,137.0,+,4.5,137.0,137.5,
3,2337,旺宏,"153,507,978","61,772",31.25,32.35,30.8,30.95,-,0.25,30.95,31.0,
4,"=""0050""",元大台灣50,"140,157,410","154,188",64.45,64.8,63.9,64.15,-,0.6,64.15,64.2,
5,3706,神達,"122,646,583","87,470",102.5,109.0,102.0,107.0,+,7.0,106.5,107.0,
6,2317,鴻海,"97,190,219","112,031",255.0,256.5,250.0,251.5,-,6.0,251.5,252.0,
7,2303,聯電,"96,761,572","46,154",47.0,48.5,46.8,47.6,+,1.2,47.6,47.65,
8,"=""00981A""",主動統一台股增長,"94,899,700","18,515",15.86,15.94,15.76,15.88,+,0.15,15.87,15.88,
9,"=""00715L""",期街口布蘭特正2,"93,270,148","6,588",10.86,10.89,10.81,10.83,+,0.38,10.82,10.83,
10,3037,欣興,"90,228,850","52,710",168.0,179.5,167.0,178.5,+,15.0,178.0,178.5,
11,2409,友達,"81,186,499","16,601",12.15,12.3,11.9,11.9,-,0.25,11.9,11.95,
12,3231,緯創,"81,148,260","62,162",150.0,150.0,142.5,143.5,-,7.0,143.5,144.0,
13,2327,國巨*,"72,740,906","85,242",255.0,262.0,251.0,254.0,+,5.0,254.0,254.5,
14,2344,華邦電,"68,487,857","36,197",55.5,57.5,55.1,56.6,+,2.4,56.5,56.6,
15,1802,台玻,"62,607,937","29,313",28.4,29.4,28.4,29.0,+,1.0,28.95,29.0,
16,2884,玉山金,"60,324,410","19,874",29.6,30.35,29.5,30.15,+,0.4,30.1,30.15,
17,"=""00878""",國泰永續高股息,"58,562,209","32,104",21.7,21.77,21.67,21.69,-,0.03,21.69,21.7,
18,1605,華新,"58,382,180","23,835",30.05,30.05,29.1,29.1,-,0.8,29.1,29.15,
19,6282,康舒,"57,876,104","35,363",43.45,43.65,41.2,41.3,-,2.3,41.3,41.35,
20,"=""00919""",群益台灣精選高息,"56,095,062","19,185",21.57,21.7,21.53,21.59,+,0.02,21.59,21.6,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
