排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,6770,力積電,"265,534,847","84,378",35.85,36.65,34.2,35.0,+,0.85,34.95,35.0,
2,2337,旺宏,"236,260,222","89,299",40.6,40.9,37.35,38.75,+,0.7,38.7,38.75,
3,1303,南亞,"216,309,874","104,919",57.4,59.7,56.4,56.5,+,0.9,56.5,56.6,
4,1605,華新,"202,911,908","80,932",33.0,33.95,31.15,31.25,-,1.55,31.2,31.25,
5,2408,南亞科,"188,655,297","100,173",170.0,172.5,164.0,166.5,+,8.0,166.0,166.5,
6,1802,台玻,"184,286,964","72,439",36.5,37.1,32.0,32.35,-,2.65,32.35,32.4,
7,"=""00878""",國泰永續高股息,"165,361,288","85,548",21.26,21.27,21.1,21.11,-,0.16,21.1,21.11,
8,"=""0056""",元大高股息,"115,542,299","101,367",36.1,36.1,35.74,35.79,-,0.34,35.78,35.79,
9,8150,南茂,"115,289,759","55,688",50.5,51.4,46.0,46.05,-,1.9,46.05,46.1,
10,"=""0050""",元大台灣50,"91,925,734","85,395",62.0,62.2,61.8,61.9,+,0.2,61.85,61.9,
11,2317,鴻海,"84,874,596","85,770",241.0,242.0,235.0,236.0,-,5.0,236.0,236.5,
12,"=""00982A""",主動群益台灣強棒,"79,577,073","18,359",14.19,14.23,14.08,14.09,+,0.04,14.08,14.09,
13,"=""00981A""",主動統一台股增長,"66,988,420","12,493",15.7,15.81,15.6,15.65,+,0.15,15.64,15.65,
14,3715,定穎投控,"65,390,261","41,864",124.5,126.5,118.5,120.5,,0.0,120.0,120.5,
15,"=""00632R""",元大台灣50反1,"62,081,266","9,709",17.31,17.43,17.29,17.42,-,0.04,17.42,17.43,
16,"=""00953B""",群益優選非投等債,"57,539,458","6,354",9.45,9.56,9.4,9.54,-,0.03,9.54,9.55,
17,2409,友達,"56,681,819","11,933",11.95,12.05,11.55,11.55,-,0.15,11.55,11.6,
18,"=""00637L""",元大滬深300正2,"52,887,677","6,395",20.14,20.3,19.99,20.02,-,0.68,20.02,20.04,
19,3231,緯創,"51,212,235","31,860",142.5,143.0,137.0,138.0,-,2.5,138.0,138.5,
20,"=""00919""",群益台灣精選高息,"50,826,503","26,182",21.58,21.58,21.45,21.46,-,0.12,21.45,21.46,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
