排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,6770,力積電,"407,145,447","150,176",32.9,34.1,32.4,33.05,+,0.8,33.0,33.05,
2,2337,旺宏,"239,789,434","84,368",35.9,36.1,34.65,34.65,-,3.85,0.0,34.65,
3,2408,南亞科,"174,638,893","100,437",134.5,139.0,130.5,134.5,+,1.5,134.0,134.5,
4,"=""00940""",元大台灣價值高息,"154,039,097","19,208",9.69,9.78,9.69,9.77,+,0.09,9.76,9.77,
5,3706,神達,"148,501,579","119,172",97.2,100.5,94.8,98.5,+,3.3,98.5,98.6,
6,2609,陽明,"119,154,156","67,107",57.0,61.3,57.0,60.0,+,3.5,60.0,60.1,
7,2317,鴻海,"108,445,874","120,853",262.5,265.0,256.5,262.0,+,2.0,262.0,262.5,
8,2884,玉山金,"106,585,922","51,997",30.2,30.2,29.8,29.8,-,0.4,29.8,29.85,
9,2301,光寶科,"106,013,672","95,285",185.0,186.0,175.5,181.0,-,14.0,180.5,181.0,
10,"=""00919""",群益台灣精選高息,"101,547,968","25,950",21.67,21.69,21.55,21.68,+,0.13,21.67,21.68,
11,1605,華新,"98,812,423","36,280",30.7,31.45,30.2,30.6,+,0.2,30.6,30.65,
12,"=""0050""",元大台灣50,"95,106,510","77,635",64.6,64.8,64.0,64.4,,0.0,64.4,64.45,
13,2515,中工,"91,090,076","25,069",14.75,15.55,14.6,15.25,+,0.5,15.25,15.3,
14,2327,國巨*,"84,014,804","91,090",248.5,259.0,243.0,249.0,+,1.5,248.5,249.0,
15,6282,康舒,"82,915,884","46,008",46.9,47.55,45.1,46.3,-,0.55,46.25,46.3,
16,"=""00981A""",主動統一台股增長,"82,045,169","19,073",15.41,15.55,15.22,15.45,+,0.13,15.44,15.45,
17,3062,建漢,"79,269,730","23,326",28.45,29.4,27.85,29.4,+,2.65,29.35,29.4,
18,3231,緯創,"76,208,641","52,121",154.0,156.5,151.0,155.0,+,2.5,154.5,155.0,
19,2344,華邦電,"74,032,183","38,697",55.7,57.0,53.4,55.2,+,1.2,55.2,55.3,
20,2615,萬海,"63,516,127","38,471",80.5,87.4,80.5,87.4,+,7.9,87.4,0.0,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
