排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,6770,力積電,"467,809,288","176,953",34.8,37.0,34.55,35.9,+,0.9,35.9,35.95,
2,2344,華邦電,"466,709,594","189,370",66.5,66.7,59.6,61.4,-,4.8,61.3,61.4,
3,"=""0050""",元大台灣50,"264,956,405","354,183",61.3,61.3,60.3,60.45,-,1.45,60.45,60.5,
4,1303,南亞,"237,895,796","129,361",56.2,60.8,55.7,57.3,+,0.8,57.3,57.4,
5,"=""00878""",國泰永續高股息,"209,712,770","134,066",20.56,20.59,20.34,20.35,X,0.0,20.35,20.36,
6,2408,南亞科,"192,854,043","102,353",165.0,168.0,156.0,160.5,-,6.0,160.5,161.0,
7,"=""0056""",元大高股息,"190,794,150","162,725",35.34,35.43,34.92,35.0,-,0.79,35.0,35.01,
8,"=""00981A""",主動統一台股增長,"158,577,804","46,674",15.49,15.55,15.03,15.03,-,0.62,15.03,15.04,
9,"=""00982A""",主動群益台灣強棒,"151,665,250","54,020",13.56,13.63,13.17,13.17,X,0.0,13.16,13.17,
10,2337,旺宏,"144,025,046","59,531",38.5,39.35,36.6,37.65,-,1.1,37.6,37.65,
11,"=""00919""",群益台灣精選高息,"122,259,445","56,892",21.38,21.44,21.23,21.24,-,0.22,21.24,21.25,
12,1605,華新,"121,045,447","46,429",30.8,31.55,30.05,30.35,-,0.9,30.3,30.35,
13,1802,台玻,"93,060,804","39,169",32.05,32.4,30.5,30.8,-,1.55,30.8,30.85,
14,"=""00632R""",元大台灣50反1,"89,995,543","14,962",17.6,17.83,17.52,17.78,+,0.36,17.78,17.79,
15,"=""00900""",富邦特選高股息30,"89,678,057","27,498",13.25,13.26,13.0,13.0,X,0.0,13.0,13.01,
16,2317,鴻海,"77,859,170","92,234",231.5,237.0,230.0,230.0,-,6.0,230.0,230.5,
17,2887,台新新光金,"77,446,994","17,552",18.7,18.7,18.4,18.5,-,0.35,18.45,18.5,
18,2881,富邦金,"62,152,476","97,783",91.2,92.8,89.5,89.5,-,2.3,89.5,89.6,
19,2327,國巨*,"61,201,688","60,838",227.0,240.0,227.0,229.0,+,2.5,229.0,229.5,
20,"=""00940""",元大台灣價值高息,"56,771,958","12,701",9.25,9.25,9.11,9.12,-,0.19,9.11,9.12,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
