排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,"=""00715L""",期街口布蘭特正2,"226,831,361","17,100",10.36,10.65,10.32,10.64,+,0.69,10.64,10.65,
2,6770,力積電,"186,811,585","64,504",27.4,28.9,27.35,28.65,+,0.65,28.65,28.7,
3,"=""0050""",元大台灣50,"166,688,171","93,117",62.1,62.4,61.75,62.35,-,0.35,62.35,62.4,
4,2337,旺宏,"159,473,944","56,771",27.6,30.45,27.5,30.15,+,2.25,30.1,30.15,
5,6282,康舒,"139,567,151","60,481",43.2,44.0,41.05,41.25,-,1.65,41.25,41.3,
6,2327,國巨*,"136,153,709","100,168",207.5,228.5,207.0,226.0,+,18.0,226.0,226.5,
7,2408,南亞科,"109,837,450","53,814",108.5,111.0,106.0,109.5,-,0.5,109.0,109.5,
8,"=""0056""",元大高股息,"103,297,727","64,603",36.88,36.91,36.75,36.81,X,0.0,36.81,36.82,
9,2887,台新新光金,"97,381,850","15,574",19.7,19.8,19.4,19.5,-,0.25,19.45,19.5,
10,1303,南亞,"89,186,133","44,452",42.3,44.4,42.0,43.4,+,1.05,43.4,43.45,
11,2312,金寶,"86,018,930","36,270",23.4,23.75,22.4,22.6,-,1.2,22.6,22.65,
12,2324,仁寶,"83,660,961","42,235",35.4,35.45,34.55,35.0,-,0.95,34.95,35.0,
13,2481,強茂,"83,277,492","58,142",99.7,103.0,97.3,98.0,+,0.2,97.9,98.0,
14,2492,華新科,"76,856,836","47,374",113.5,126.5,112.5,123.0,+,8.0,122.5,123.0,
15,1605,華新,"62,715,818","25,293",30.0,30.0,29.15,29.5,-,0.7,29.45,29.5,
16,8112,至上,"61,451,347","42,738",59.0,64.8,58.8,63.5,+,4.0,63.4,63.5,
17,2867,三商壽,"58,589,417","11,634",6.84,6.84,6.5,6.72,+,0.35,6.71,6.72,
18,3231,緯創,"53,128,868","35,360",142.0,148.0,141.5,143.0,-,0.5,142.5,143.0,
19,2375,凱美,"51,430,053","32,181",97.1,106.0,96.7,98.6,+,1.0,98.6,98.8,
20,2317,鴻海,"50,955,830","52,881",240.0,240.5,238.0,239.0,-,3.5,239.0,239.5,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
