排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,9105,泰金寶-DR,"192,778,808","33,793",9.85,10.05,9.7,9.82,+,0.18,9.81,9.82,
2,"=""00637L""",元大滬深300正2,"116,642,608","12,731",15.73,15.81,15.58,15.62,-,0.32,15.62,15.63,
3,6191,精成科,"86,397,690","45,670",64.5,69.5,62.3,69.5,+,6.3,69.4,69.5,
4,"=""00929""",復華台灣科技優息,"77,227,072","11,644",18.02,18.08,18.0,18.01,,0.0,18.01,18.02,
5,3706,神達,"72,302,386","41,403",71.5,71.9,67.0,67.1,-,3.7,67.1,67.2,
6,2888,新光金,"64,651,403","3,655",11.9,11.9,11.8,11.9,+,0.05,11.85,11.9,
7,2883,凱基金,"64,642,368","10,445",17.0,17.35,16.95,17.3,+,0.45,17.25,17.3,
8,"=""00673R""",期元大S&P原油反1,"63,668,892","3,797",7.1,7.1,7.06,7.1,-,0.11,7.09,7.1,
9,2618,長榮航,"62,728,486","26,251",46.25,47.3,46.05,47.0,+,0.65,46.95,47.0,
10,"=""0056""",元大高股息,"53,340,553","24,760",36.87,36.91,36.68,36.78,+,0.08,36.77,36.78,
11,2317,鴻海,"48,659,205","52,820",183.0,184.0,180.5,181.0,-,1.5,181.0,181.5,
12,3694,海華,"48,014,564","24,934",63.7,63.7,60.0,62.5,+,0.6,62.4,62.5,
13,"=""00940""",元大台灣價值高息,"47,798,052","8,400",9.4,9.46,9.4,9.41,+,0.01,9.41,9.42,
14,2609,陽明,"44,889,744","31,513",77.7,78.5,76.7,77.4,+,0.8,77.4,77.5,
15,"=""00665L""",富邦�琤肭磪囓�2,"44,410,625","3,256",8.02,8.25,8.0,8.09,,0.0,8.09,8.1,
16,"=""00953B""",群益優選非投等債,"43,134,077","2,419",10.35,10.37,10.35,10.36,+,0.02,10.36,10.37,
17,2303,聯電,"42,529,890","21,116",43.95,44.15,43.1,43.1,-,0.6,43.1,43.15,
18,"=""00715L""",期街口布蘭特正2,"41,312,685","4,323",14.35,14.43,14.34,14.39,+,0.5,14.38,14.39,
19,1316,上曜,"38,629,987","15,952",16.25,17.3,15.35,15.55,-,0.75,15.55,15.6,
20,2356,英業達,"38,185,191","19,562",51.3,52.5,50.6,52.0,+,1.3,51.9,52.0,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
