排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價,Unnamed: 13
1,2337,旺宏,"258,364,871","87,768",33.1,33.4,31.2,31.2,-,3.45,31.2,31.25,
2,6770,力積電,"197,455,702","84,549",32.95,33.0,31.5,31.5,-,1.55,31.5,31.55,
3,3706,神達,"132,888,139","119,759",99.7,101.0,97.2,100.0,+,1.5,99.9,100.0,
4,2408,南亞科,"124,717,002","67,474",133.5,134.0,127.5,132.5,-,2.0,132.5,133.0,
5,2409,友達,"104,470,504","21,702",12.55,12.65,12.15,12.15,-,0.65,12.15,12.2,
6,1802,台玻,"97,458,832","39,518",27.9,29.85,27.85,28.0,,0.0,28.0,28.05,
7,2884,玉山金,"95,362,223","39,925",29.7,29.9,29.55,29.75,-,0.05,29.75,29.8,
8,"=""00981A""",主動統一台股增長,"90,881,315","17,322",15.54,15.79,15.53,15.73,+,0.28,15.73,15.74,
9,6282,康舒,"84,360,327","50,227",46.8,47.5,43.1,43.6,-,2.7,43.6,43.7,
10,"=""00637L""",元大滬深300正2,"74,000,199","9,610",20.78,20.8,20.04,20.04,-,0.83,20.04,20.05,
11,1504,東元,"70,734,341","43,515",117.0,121.5,114.5,116.5,,0.0,116.5,117.0,
12,3062,建漢,"66,832,087","26,765",28.2,28.25,26.5,26.65,-,2.75,26.6,26.65,
13,2317,鴻海,"63,119,828","80,469",261.0,262.0,257.0,257.5,-,4.5,257.5,258.0,
14,"=""0056""",元大高股息,"62,935,805","19,366",37.41,37.6,37.36,37.46,+,0.06,37.45,37.46,
15,2449,京元電子,"61,053,840","49,736",204.5,219.0,204.0,217.0,+,14.0,216.5,217.0,
16,"=""00940""",元大台灣價值高息,"60,727,355","7,728",9.77,9.8,9.75,9.77,,0.0,9.76,9.77,
17,2887,台新新光金,"59,598,693","11,903",19.0,19.0,18.7,18.7,-,0.2,18.7,18.75,
18,3231,緯創,"59,059,543","50,193",155.5,155.5,149.0,150.5,-,4.5,150.0,150.5,
19,2344,華邦電,"57,761,731","29,710",55.2,55.2,53.5,54.2,-,1.0,54.2,54.3,
20,1605,華新,"56,093,257","24,235",30.6,30.8,29.8,29.9,-,0.7,29.9,29.95,
說明:,,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,,
