證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數.1,賣出股數.1,買賣超股數.1,買進股數.2,賣出股數.2,買賣超股數.2,Unnamed: 11
"=""00881 """,國泰台灣科技龍頭,"330,000","55,000","275,000","23,982,562","4,973,791","19,008,771","24,312,562","5,028,791","19,283,771",
"=""00985B""",群益ESG投等債0-5,0,0,0,"9,185,000","296,027","8,888,973","9,185,000","296,027","8,888,973",
"=""054746""",臺股指富邦51購01,0,0,0,"5,997,000","306,000","5,691,000","5,997,000","306,000","5,691,000",
"=""00673R""",期元大S&P原油反1,0,0,0,"5,682,112","161,000","5,521,112","5,682,112","161,000","5,521,112",
"=""00940 """,元大台灣價值高息,0,"40,000","-40,000","8,271,100","2,982,699","5,288,401","8,271,100","3,022,699","5,248,401",
"=""00922 """,國泰台灣領袖50  ,"15,000",0,"15,000","5,235,620","434,209","4,801,411","5,250,620","434,209","4,816,411",
"=""00663L""",國泰臺灣加權正2 ,0,0,0,"5,561,568","1,507,600","4,053,968","5,561,568","1,507,600","4,053,968",
"=""00662 """,富邦NASDAQ      ,0,0,0,"4,301,000","348,296","3,952,704","4,301,000","348,296","3,952,704",
"=""00919 """,群益台灣精選高息,0,"13,000","-13,000","10,694,976","6,921,645","3,773,331","10,694,976","6,934,645","3,760,331",
"=""00713 """,元大台灣高息低波,0,0,0,"3,784,857","329,940","3,454,917","3,784,857","329,940","3,454,917",
"=""00671R""",富邦NASDAQ反1   ,0,0,0,"8,289,000","5,129,999","3,159,001","8,289,000","5,129,999","3,159,001",
"=""00637L""",元大滬深300正2  ,0,0,0,"21,872,365","18,775,127","3,097,238","21,872,365","18,775,127","3,097,238",
2337  ,旺宏            ,"2,088,095","1,254,950","833,145","3,017,359","765,119","2,252,240","5,105,454","2,020,069","3,085,385",
"=""00882 """,中信中國高股息  ,0,0,0,"7,282,616","4,272,518","3,010,098","7,282,616","4,272,518","3,010,098",
"=""088984""",臺股指中信52購02,0,0,0,"3,344,000","471,000","2,873,000","3,344,000","471,000","2,873,000",
"=""039860""",華邦電國泰55購05,0,0,0,"2,679,000","8,000","2,671,000","2,679,000","8,000","2,671,000",
"=""074171""",臺股指元大54購01,0,0,0,"3,558,000","941,000","2,617,000","3,558,000","941,000","2,617,000",
"=""030216""",材料元大52購04  ,0,0,0,"2,573,000",0,"2,573,000","2,573,000",0,"2,573,000",
"=""00680L""",元大美債20正2   ,"170,000",0,"170,000","5,982,776","3,588,085","2,394,691","6,152,776","3,588,085","2,564,691",
"=""00918 """,大華優利高填息30,0,0,0,"3,478,475","976,295","2,502,180","3,478,475","976,295","2,502,180",
"=""00982A""",主動群益台灣強棒,"39,000","198,000","-159,000","13,036,690","10,433,763","2,602,927","13,075,690","10,631,763","2,443,927",
2867  ,三商壽          ,"2,424,000",0,"2,424,000",0,0,0,"2,424,000",0,"2,424,000",
"=""038995""",華邦電統一58購03,0,0,0,"2,355,000","31,000","2,324,000","2,355,000","31,000","2,324,000",
"=""085564""",玉晶光元大4C購05,0,0,0,"2,454,000","200,000","2,254,000","2,454,000","200,000","2,254,000",
"=""05724U""",京元電凱基53售08,0,0,0,"2,457,000","265,000","2,192,000","2,457,000","265,000","2,192,000",
"=""040334""",臺股指中信59購04,0,0,0,"2,186,000","71,000","2,115,000","2,186,000","71,000","2,115,000",
2317  ,鴻海            ,"711,000","169,000","542,000","1,821,200","251,328","1,569,872","2,532,200","420,328","2,111,872",
"=""006208""",富邦台50        ,0,"21,000","-21,000","2,281,772","182,744","2,099,028","2,281,772","203,744","2,078,028",
"=""08203P""",世芯群益54售02  ,0,0,0,"2,013,000",0,"2,013,000","2,013,000",0,"2,013,000",
"=""081523""",S&P反1國票55購01,0,0,0,"1,989,000",0,"1,989,000","1,989,000",0,"1,989,000",
"=""039539""",緯創群益54購05  ,0,0,0,"2,000,000","24,000","1,976,000","2,000,000","24,000","1,976,000",
"=""066752""",台積電元大51購02,0,0,0,"3,045,000","1,134,000","1,911,000","3,045,000","1,134,000","1,911,000",
"=""00891 """,中信關鍵半導體  ,0,0,0,"3,702,040","1,795,024","1,907,016","3,702,040","1,795,024","1,907,016",
"=""039998""",國泰金富邦54購01,0,0,0,"1,996,000","150,000","1,846,000","1,996,000","150,000","1,846,000",
"=""009805""",新光美國電力基建,"340,000","20,000","320,000","3,765,000","2,272,591","1,492,409","4,105,000","2,292,591","1,812,409",
"=""04583U""",台達電國票51售03,0,0,0,"1,802,000",0,"1,802,000","1,802,000",0,"1,802,000",
"=""072455""",臺股指凱基51購05,0,0,0,"1,955,000","155,000","1,800,000","1,955,000","155,000","1,800,000",
"=""009811""",統一美國50      ,0,0,0,"4,509,000","2,715,636","1,793,364","4,509,000","2,715,636","1,793,364",
"=""00939 """,統一台灣高息動能,0,0,0,"2,191,000","436,784","1,754,216","2,191,000","436,784","1,754,216",
"=""085372""",中砂元大56購03  ,0,0,0,"1,800,000","56,000","1,744,000","1,800,000","56,000","1,744,000",
"=""00646 """,元大S&P500      ,0,0,0,"1,961,000","222,874","1,738,126","1,961,000","222,874","1,738,126",
"=""071814""",創意國票4B購01  ,0,0,0,"1,748,000","15,000","1,733,000","1,748,000","15,000","1,733,000",
"=""085215""",中砂元大56購02  ,0,0,0,"1,779,000","75,000","1,704,000","1,779,000","75,000","1,704,000",
3037  ,欣興            ,"834,000","504,000","330,000","1,510,714","136,723","1,373,991","2,344,714","640,723","1,703,991",
"=""042221""",祥碩元大54購10  ,0,0,0,"1,688,000","23,000","1,665,000","1,688,000","23,000","1,665,000",
"=""00946 """,群益科技高息成長,0,0,0,"2,172,947","522,812","1,650,135","2,172,947","522,812","1,650,135",
"=""00830 """,國泰費城半導體  ,"12,000","30,000","-18,000","4,215,684","2,554,000","1,661,684","4,227,684","2,584,000","1,643,684",
"=""009802""",富邦旗艦50      ,0,0,0,"2,452,838","816,542","1,636,296","2,452,838","816,542","1,636,296",
"=""040506""",世芯群益54購10  ,0,0,0,"1,620,000","36,000","1,584,000","1,620,000","36,000","1,584,000",
"=""05005U""",神達中信56售02  ,0,0,0,"1,985,000","409,000","1,576,000","1,985,000","409,000","1,576,000",
"=""038967""",興勤富邦54購01  ,0,0,0,"1,578,000","13,000","1,565,000","1,578,000","13,000","1,565,000",
"=""080894""",緯創元大51購02  ,0,0,0,"1,560,000","1,000","1,559,000","1,560,000","1,000","1,559,000",
"=""045065""",金寶國泰56購01  ,0,0,0,"1,498,000","2,000","1,496,000","1,498,000","2,000","1,496,000",
