證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數.1,賣出股數.1,買賣超股數.1,買進股數.2,賣出股數.2,買賣超股數.2,Unnamed: 11
"=""0056  """,元大高股息      ,"100,000","10,000","90,000","17,226,980","115,290","17,111,690","17,326,980","125,290","17,201,690",
2303  ,聯電            ,"9,846,622","3,792,000","6,054,622","7,896,092","1,087,000","6,809,092","17,742,714","4,879,000","12,863,714",
2603  ,長榮            ,"8,182,000","4,691,000","3,491,000","7,470,638","1,420,021","6,050,617","15,652,638","6,111,021","9,541,617",
"=""00664R""",國泰臺灣加權反1 ,0,0,0,"8,585,000","1,317,000","7,268,000","8,585,000","1,317,000","7,268,000",
2409  ,友達            ,"2,379,000","376,000","2,003,000","4,264,000","1,000","4,263,000","6,643,000","377,000","6,266,000",
3481  ,群創            ,"4,513,000","1,162,000","3,351,000","2,614,000","197,000","2,417,000","7,127,000","1,359,000","5,768,000",
2609  ,陽明            ,"2,400,000","620,000","1,780,000","3,836,000","80,000","3,756,000","6,236,000","700,000","5,536,000",
2885  ,元大金          ,"4,363,000","650,000","3,713,000","299,000","226,000","73,000","4,662,000","876,000","3,786,000",
"=""065780""",微星統一3B購01  ,0,0,0,"3,744,000","81,000","3,663,000","3,744,000","81,000","3,663,000",
"=""00752 """,中信中國50      ,0,0,0,"3,686,015","736,065","2,949,950","3,686,015","736,065","2,949,950",
6116  ,彩晶            ,"545,000","229,565","315,435","2,601,000","8,000","2,593,000","3,146,000","237,565","2,908,435",
"=""077105""",台玻元大49購07  ,0,0,0,"2,930,000","49,000","2,881,000","2,930,000","49,000","2,881,000",
"=""077221""",台灣50凱基4A購10,0,0,0,"4,446,000","1,948,000","2,498,000","4,446,000","1,948,000","2,498,000",
"=""069414""",鼎基統一52購02  ,0,0,0,"3,496,000","1,106,000","2,390,000","3,496,000","1,106,000","2,390,000",
2328  ,廣宇            ,"1,772,762","268,779","1,503,983","865,100",0,"865,100","2,637,862","268,779","2,369,083",
"=""00642U""",期元大S&P石油   ,0,0,0,"5,602,000","3,284,000","2,318,000","5,602,000","3,284,000","2,318,000",
"=""00878 """,國泰永續高股息  ,0,0,0,"2,627,000","367,682","2,259,318","2,627,000","367,682","2,259,318",
"=""04814P""",萬海凱基44售03  ,0,0,0,"2,050,000","9,000","2,041,000","2,050,000","9,000","2,041,000",
"=""05492P""",緯穎元富46售03  ,0,0,0,"2,173,000","133,000","2,040,000","2,173,000","133,000","2,040,000",
"=""074873""",台達電永豐4B購01,0,0,0,"1,939,000","30,000","1,909,000","1,939,000","30,000","1,909,000",
"=""076285""",大成鋼凱基4B購03,0,0,0,"2,186,000","314,000","1,872,000","2,186,000","314,000","1,872,000",
"=""078868""",技嘉富邦4B購01  ,0,0,0,"1,823,000",0,"1,823,000","1,823,000",0,"1,823,000",
"=""080054""",華城元富4B購02  ,0,0,0,"1,702,000",0,"1,702,000","1,702,000",0,"1,702,000",
"=""073726""",台塑永豐49購04  ,0,0,0,"2,051,000","378,000","1,673,000","2,051,000","378,000","1,673,000",
3037  ,欣興            ,"1,261,325","341,000","920,325","720,000","126,000","594,000","1,981,325","467,000","1,514,325",
"=""05697P""",南亞科元大45售02,0,0,0,"2,175,000","698,000","1,477,000","2,175,000","698,000","1,477,000",
"=""076561""",強茂國票4C購01  ,0,0,0,"1,623,000","153,000","1,470,000","1,623,000","153,000","1,470,000",
"=""066627""",矽力富邦4A購01  ,0,0,0,"1,850,000","474,000","1,376,000","1,850,000","474,000","1,376,000",
"=""068656""",達興統一53購04  ,0,0,0,"1,376,000","20,000","1,356,000","1,376,000","20,000","1,356,000",
"=""077035""",南亞科群益4C購03,0,0,0,"1,450,000","158,000","1,292,000","1,450,000","158,000","1,292,000",
"=""067014""",鈺邦凱基49購01  ,0,0,0,"1,550,000","312,000","1,238,000","1,550,000","312,000","1,238,000",
"=""080681""",聯鈞國票4C購03  ,0,0,0,"1,225,000","2,000","1,223,000","1,225,000","2,000","1,223,000",
"=""071175""",大銀永豐4A購01  ,0,0,0,"1,545,000","333,000","1,212,000","1,545,000","333,000","1,212,000",
"=""078025""",世紀鋼凱基4B購04,0,0,0,"1,321,000","117,000","1,204,000","1,321,000","117,000","1,204,000",
"=""076845""",昇陽半統一53購01,0,0,0,"1,547,000","349,000","1,198,000","1,547,000","349,000","1,198,000",
"=""075069""",南亞科元富4C購02,0,0,0,"1,195,000",0,"1,195,000","1,195,000",0,"1,195,000",
"=""00662 """,富邦NASDAQ      ,0,0,0,"1,208,984","43,000","1,165,984","1,208,984","43,000","1,165,984",
"=""068048""",汎銓元大47購02  ,0,0,0,"1,160,000",0,"1,160,000","1,160,000",0,"1,160,000",
"=""081000""",健策元大4B購03  ,0,0,0,"1,751,000","624,000","1,127,000","1,751,000","624,000","1,127,000",
"=""076235""",上銀永豐49購03  ,0,0,0,"1,340,000","230,000","1,110,000","1,340,000","230,000","1,110,000",
