證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數.1,賣出股數.1,買賣超股數.1,買進股數.2,賣出股數.2,買賣超股數.2,Unnamed: 11
"=""069820""",精銳永豐4B購01  ,0,0,0,"1,208,000","1,000","1,207,000","1,208,000","1,000","1,207,000",
"=""070079""",國巨凱基4B購01  ,0,0,0,"1,317,000","132,000","1,185,000","1,317,000","132,000","1,185,000",
"=""04539P""",臺股指元富43售24,0,0,0,"1,539,000","361,000","1,178,000","1,539,000","361,000","1,178,000",
6116  ,彩晶            ,0,"35,000","-35,000","1,387,000","186,000","1,201,000","1,387,000","221,000","1,166,000",
"=""069158""",大成鋼統一52購04,0,0,0,"1,481,000","328,000","1,153,000","1,481,000","328,000","1,153,000",
"=""04931P""",台積電國票45售02,0,0,0,"1,550,000","401,000","1,149,000","1,550,000","401,000","1,149,000",
"=""05544P""",臺股指元富45售06,0,0,0,"1,350,000","207,000","1,143,000","1,350,000","207,000","1,143,000",
"=""03972P""",臺股指凱基43售73,0,0,0,"1,181,000","48,000","1,133,000","1,181,000","48,000","1,133,000",
"=""059257""",威強電凱基47購01,0,0,0,"1,158,000","30,000","1,128,000","1,158,000","30,000","1,128,000",
"=""04553P""",臺股指法興43售24,0,0,0,"1,206,000","84,000","1,122,000","1,206,000","84,000","1,122,000",
"=""064826""",愛普元大4B購02  ,0,0,0,"1,104,000",0,"1,104,000","1,104,000",0,"1,104,000",
"=""069348""",新日興凱基48購01,0,0,0,"1,421,000","321,000","1,100,000","1,421,000","321,000","1,100,000",
"=""05583P""",臺股指群益45售30,0,0,0,"1,077,000","7,000","1,070,000","1,077,000","7,000","1,070,000",
"=""04949P""",臺股指法興44售13,0,0,0,"1,415,000","351,000","1,064,000","1,415,000","351,000","1,064,000",
"=""061875""",鴻海元大46購17  ,0,0,0,"1,063,000",0,"1,063,000","1,063,000",0,"1,063,000",
"=""04704P""",萬海群益45售02  ,0,0,0,"2,302,000","1,274,000","1,028,000","2,302,000","1,274,000","1,028,000",
"=""062431""",神達永豐46購03  ,0,0,0,"1,026,000",0,"1,026,000","1,026,000",0,"1,026,000",
"=""05585P""",電子類群益45售06,0,0,0,"1,023,000",0,"1,023,000","1,023,000",0,"1,023,000",
"=""068863""",微星永豐49購01  ,0,0,0,"1,394,000","385,000","1,009,000","1,394,000","385,000","1,009,000",
"=""062677""",群創國票47購01  ,0,0,0,"998,000",0,"998,000","998,000",0,"998,000",
"=""065311""",國建統一51購01  ,0,0,0,"1,096,000","100,000","996,000","1,096,000","100,000","996,000",
"=""061479""",貿聯元大46購07  ,0,0,0,"990,000",0,"990,000","990,000",0,"990,000",
"=""03977P""",T50正2元大43售13,0,0,0,"1,021,000","43,000","978,000","1,021,000","43,000","978,000",
"=""061258""",台光電凱基46購04,0,0,0,"978,000",0,"978,000","978,000",0,"978,000",
"=""04904P""",聯發科元富44售18,0,0,0,"1,234,000","259,000","975,000","1,234,000","259,000","975,000",
"=""062799""",堤維西元大46購03,0,0,0,"1,000,000","27,000","973,000","1,000,000","27,000","973,000",
"=""04029P""",臺股指元大43售61,0,0,0,"2,119,000","1,153,000","966,000","2,119,000","1,153,000","966,000",
"=""069265""",奇鋐國泰49購01  ,0,0,0,"991,000","26,000","965,000","991,000","26,000","965,000",
"=""00635U""",期元大S&P黃金   ,0,0,0,"1,041,000","77,000","964,000","1,041,000","77,000","964,000",
"=""065007""",漢翔國票48購01  ,0,0,0,"1,102,000","150,000","952,000","1,102,000","150,000","952,000",
1718  ,中纖            ,"2,000","1,000","1,000","1,263,000","318,000","945,000","1,265,000","319,000","946,000",
"=""067051""",保瑞永豐49購01  ,0,0,0,"1,077,000","132,000","945,000","1,077,000","132,000","945,000",
"=""04023P""",臺股指元富43售14,0,0,0,"1,963,000","1,020,000","943,000","1,963,000","1,020,000","943,000",
"=""05289P""",世芯凱基45售11  ,0,0,0,"1,730,000","787,000","943,000","1,730,000","787,000","943,000",
"=""067544""",國泰金群益47購03,0,0,0,"973,000","35,000","938,000","973,000","35,000","938,000",
"=""069523""",台玻國票49購01  ,0,0,0,"2,867,000","1,935,000","932,000","2,867,000","1,935,000","932,000",
"=""04622P""",國企2X永豐43售01,0,0,0,"1,000,000","70,000","930,000","1,000,000","70,000","930,000",
"=""064628""",神達凱基46購09  ,0,0,0,"1,699,000","771,000","928,000","1,699,000","771,000","928,000",
"=""070164""",精成科富邦4B購01,0,0,0,"1,439,000","512,000","927,000","1,439,000","512,000","927,000",
"=""070093""",世芯凱基49購05  ,0,0,0,"1,363,000","446,000","917,000","1,363,000","446,000","917,000",
"=""04888P""",緯創中信44售04  ,0,0,0,"936,000","20,000","916,000","936,000","20,000","916,000",
"=""04680P""",金像電凱基44售05,0,0,0,"908,000",0,"908,000","908,000",0,"908,000",
"=""064421""",慧洋凱基46購01  ,0,0,0,"900,000",0,"900,000","900,000",0,"900,000",
"=""070320""",大成鋼元大4B購01,0,0,0,"910,000","15,000","895,000","910,000","15,000","895,000",
"=""069113""",亞翔元大48購03  ,0,0,0,"920,000","26,000","894,000","920,000","26,000","894,000",
"=""05003P""",道瓊2X國票46售01,0,0,0,"962,000","69,000","893,000","962,000","69,000","893,000",
"=""0050  """,元大台灣50      ,"2,000",0,"2,000","997,000","107,000","890,000","999,000","107,000","892,000",
"=""05880P""",臺股指元大4C售02,0,0,0,"1,194,000","302,000","892,000","1,194,000","302,000","892,000",
"=""065921""",聯發科元富47購11,0,0,0,"1,010,000","120,000","890,000","1,010,000","120,000","890,000",
"=""05154P""",一詮國票46售02  ,0,0,0,"1,088,000","199,000","889,000","1,088,000","199,000","889,000",
"=""069942""",滬深2X群益4A購12,0,0,0,"877,000",0,"877,000","877,000",0,"877,000",
"=""05280P""",佳必琪國票45售02,0,0,0,"1,050,000","175,000","875,000","1,050,000","175,000","875,000",
"=""067209""",奇鋐凱基48購03  ,0,0,0,"952,000","77,000","875,000","952,000","77,000","875,000",
"=""062531""",漢唐國票47購03  ,0,0,0,"924,000","51,000","873,000","924,000","51,000","873,000",
"=""063019""",世芯群益46購16  ,0,0,0,"870,000",0,"870,000","870,000",0,"870,000",
"=""00639 """,富邦深100       ,"90,000","110,000","-20,000","1,071,000","194,000","877,000","1,161,000","304,000","857,000",
"=""06015P""",世芯國票46售13  ,0,0,0,"1,017,000","164,000","853,000","1,017,000","164,000","853,000",
"=""062582""",陽明元大47購08  ,0,0,0,"856,000","10,000","846,000","856,000","10,000","846,000",
"=""064208""",聯電永豐4C購01  ,0,0,0,"849,000","8,000","841,000","849,000","8,000","841,000",
2014  ,中鴻            ,"841,000",0,"841,000",0,0,0,"841,000",0,"841,000",
"=""064147""",元大金富邦48購01,0,0,0,"840,000",0,"840,000","840,000",0,"840,000",
"=""04862P""",迅得群益45售01  ,0,0,0,"887,000","50,000","837,000","887,000","50,000","837,000",
"=""070149""",聯發科富邦4A購04,0,0,0,"1,058,000","224,000","834,000","1,058,000","224,000","834,000",
"=""04877P""",台灣50元富44售05,0,0,0,"871,000","39,000","832,000","871,000","39,000","832,000",
"=""05145P""",滬深2X元大47售04,0,0,0,"1,682,000","852,000","830,000","1,682,000","852,000","830,000",
"=""064972""",亞翔國泰48購02  ,0,0,0,"1,049,000","219,000","830,000","1,049,000","219,000","830,000",
"=""069116""",訊芯元大49購06  ,0,0,0,"883,000","55,000","828,000","883,000","55,000","828,000",
"=""05885P""",緯穎永豐46售06  ,0,0,0,"2,284,000","1,460,000","824,000","2,284,000","1,460,000","824,000",
"=""03860P""",台積電元大43售39,0,0,0,"823,000",0,"823,000","823,000",0,"823,000",
"=""05878P""",全新元大46售03  ,0,0,0,"1,144,000","327,000","817,000","1,144,000","327,000","817,000",
"=""069416""",泓德統一58購01  ,0,0,0,"1,692,000","875,000","817,000","1,692,000","875,000","817,000",
"=""05122P""",上証2X元大45售05,0,0,0,"1,149,000","336,000","813,000","1,149,000","336,000","813,000",
"=""069132""",瑞昱群益4A購01  ,0,0,0,"1,856,000","1,045,000","811,000","1,856,000","1,045,000","811,000",
"=""069184""",台積電富邦3C購03,0,0,0,"2,927,000","2,118,000","809,000","2,927,000","2,118,000","809,000",
3037  ,欣興            ,"148,000","162,000","-14,000","1,505,000","685,000","820,000","1,653,000","847,000","806,000",
"=""067469""",世芯凱基47購13  ,0,0,0,"805,000",0,"805,000","805,000",0,"805,000",
"=""061365""",新日興國票47購01,0,0,0,"810,000","10,000","800,000","810,000","10,000","800,000",
1326  ,台化            ,"754,000","254,000","500,000","297,000",0,"297,000","1,051,000","254,000","797,000",
"=""063295""",世芯中信48購03  ,0,0,0,"1,128,000","334,000","794,000","1,128,000","334,000","794,000",
"=""065611""",志強國票49購01  ,0,0,0,"1,315,000","525,000","790,000","1,315,000","525,000","790,000",
"=""066208""",台積電群益47購32,0,0,0,"800,000","10,000","790,000","800,000","10,000","790,000",
"=""069446""",世芯群益49購07  ,0,0,0,"942,000","152,000","790,000","942,000","152,000","790,000",
"=""05740P""",裕民群益48售01  ,0,0,0,"786,000",0,"786,000","786,000",0,"786,000",
"=""069847""",嘉澤群益48購03  ,0,0,0,"784,000",0,"784,000","784,000",0,"784,000",
"=""064344""",凌華凱基48購01  ,0,0,0,"776,000",0,"776,000","776,000",0,"776,000",
"=""065231""",凌陽凱基48購01  ,0,0,0,"2,176,000","1,406,000","770,000","2,176,000","1,406,000","770,000",
"=""05123P""",京元電元富44售03,0,0,0,"1,208,000","444,000","764,000","1,208,000","444,000","764,000",
"=""05240P""",中砂群益45售03  ,0,0,0,"1,523,000","759,000","764,000","1,523,000","759,000","764,000",
"=""067160""",大立光元大47購12,0,0,0,"1,295,000","536,000","759,000","1,295,000","536,000","759,000",
"=""04779P""",華城永豐45售01  ,0,0,0,"906,000","156,000","750,000","906,000","156,000","750,000",
"=""064459""",世芯元大46購37  ,0,0,0,"780,000","35,000","745,000","780,000","35,000","745,000",
"=""064359""",和大永豐48購01  ,0,0,0,"742,000",0,"742,000","742,000",0,"742,000",
"=""065389""",精成科統一41購01,0,0,0,"991,000","250,000","741,000","991,000","250,000","741,000",
"=""069541""",新日興兆豐49購01,0,0,0,"982,000","242,000","740,000","982,000","242,000","740,000",
"=""063855""",鈞興群益47購02  ,0,0,0,"739,000",0,"739,000","739,000",0,"739,000",
"=""069732""",大立光富邦4A購01,0,0,0,"1,202,000","467,000","735,000","1,202,000","467,000","735,000",
"=""04960P""",臺股指中信44售03,0,0,0,"1,132,000","398,000","734,000","1,132,000","398,000","734,000",
"=""05417P""",T50正2國票46售02,0,0,0,"783,000","51,000","732,000","783,000","51,000","732,000",
"=""065194""",大立光凱基47購07,0,0,0,"1,127,000","397,000","730,000","1,127,000","397,000","730,000",
"=""067150""",威盛元大47購10  ,0,0,0,"982,000","252,000","730,000","982,000","252,000","730,000",
"=""068721""",台灣50群益48購04,0,0,0,"880,000","150,000","730,000","880,000","150,000","730,000",
"=""066967""",陽明元大47購15  ,0,0,0,"855,000","130,000","725,000","855,000","130,000","725,000",
"=""064565""",晟銘電國票49購01,0,0,0,"777,000","54,000","723,000","777,000","54,000","723,000",
"=""069538""",矽力國泰49購01  ,0,0,0,"722,000",0,"722,000","722,000",0,"722,000",
"=""05615P""",萬海元富45售02  ,0,0,0,"1,019,000","301,000","718,000","1,019,000","301,000","718,000",
"=""05309P""",台積電台新45售02,0,0,0,"1,345,000","630,000","715,000","1,345,000","630,000","715,000",
"=""05753P""",聯詠凱基46售01  ,0,0,0,"765,000","50,000","715,000","765,000","50,000","715,000",
"=""04458P""",奇鋐凱基43售10  ,0,0,0,"753,000","40,000","713,000","753,000","40,000","713,000",
"=""04898P""",台灣50元富44售07,0,0,0,"992,000","282,000","710,000","992,000","282,000","710,000",
"=""063517""",美費半國票46購02,0,0,0,"724,000","14,000","710,000","724,000","14,000","710,000",
"=""068094""",台積電元富48購08,0,0,0,"897,000","194,000","703,000","897,000","194,000","703,000",
"=""069594""",台積電元富43購01,0,0,0,"703,000",0,"703,000","703,000",0,"703,000",
"=""065327""",世芯統一51購01  ,0,0,0,"1,066,000","365,000","701,000","1,066,000","365,000","701,000",
"=""069516""",迅得永豐4B購01  ,0,0,0,"1,782,000","1,091,000","691,000","1,782,000","1,091,000","691,000",
"=""063825""",臺股指凱基49購25,0,0,0,"2,673,000","1,983,000","690,000","2,673,000","1,983,000","690,000",
"=""067586""",南亞科國票48購01,0,0,0,"728,000","42,000","686,000","728,000","42,000","686,000",
"=""067025""",奇鋐統一51購01  ,0,0,0,"1,285,000","615,000","670,000","1,285,000","615,000","670,000",
"=""06033P""",精誠群益46售01  ,0,0,0,"666,000",0,"666,000","666,000",0,"666,000",
"=""068448""",立隆電凱基48購03,0,0,0,"885,000","224,000","661,000","885,000","224,000","661,000",
"=""065944""",臺股指元富47購02,0,0,0,"958,000","299,000","659,000","958,000","299,000","659,000",
"=""069401""",欣興統一52購03  ,0,0,0,"940,000","284,000","656,000","940,000","284,000","656,000",
"=""067951""",佳能永豐4A購01  ,0,0,0,"738,000","83,000","655,000","738,000","83,000","655,000",
"=""068193""",科妍元富48購01  ,0,0,0,"655,000",0,"655,000","655,000",0,"655,000",
"=""070114""",長榮航元大48購03,0,0,0,"1,118,000","463,000","655,000","1,118,000","463,000","655,000",
"=""04914P""",台積電元大44售49,0,0,0,"887,000","234,000","653,000","887,000","234,000","653,000",
1714  ,和桐            ,0,"3,000","-3,000","688,000","32,000","656,000","688,000","35,000","653,000",
"=""05820P""",創意國票47售02  ,0,0,0,"1,179,000","528,000","651,000","1,179,000","528,000","651,000",
"=""067868""",滬深2X群益47購09,0,0,0,"1,073,000","424,000","649,000","1,073,000","424,000","649,000",
"=""064244""",全新群益46購12  ,0,0,0,"662,000","14,000","648,000","662,000","14,000","648,000",
6257  ,矽格            ,"86,000",0,"86,000","658,000","97,000","561,000","744,000","97,000","647,000",
"=""060317""",華擎群益46購02  ,0,0,0,"917,000","271,000","646,000","917,000","271,000","646,000",
"=""05002P""",臺股指元大44售38,0,0,0,"1,102,000","458,000","644,000","1,102,000","458,000","644,000",
"=""065369""",川湖統一3B購03  ,0,0,0,"639,000",0,"639,000","639,000",0,"639,000",
"=""068513""",景碩元大48購01  ,0,0,0,"632,000","1,000","631,000","632,000","1,000","631,000",
"=""069894""",百和凱基49購01  ,0,0,0,"630,000",0,"630,000","630,000",0,"630,000",
"=""03995P""",台積電群益42售31,0,0,0,"731,000","104,000","627,000","731,000","104,000","627,000",
"=""04053P""",T50正2元富42售07,0,0,0,"1,148,000","525,000","623,000","1,148,000","525,000","623,000",
"=""05814P""",滬深2X元大48售02,0,0,0,"1,117,000","495,000","622,000","1,117,000","495,000","622,000",
"=""069508""",台積電永豐49購14,0,0,0,"1,195,000","574,000","621,000","1,195,000","574,000","621,000",
"=""069521""",仲琦統一43購01  ,0,0,0,"837,000","217,000","620,000","837,000","217,000","620,000",
"=""05619P""",臺股指元富49售08,0,0,0,"610,000",0,"610,000","610,000",0,"610,000",
"=""05542P""",臺股指元富45售04,0,0,0,"695,000","86,000","609,000","695,000","86,000","609,000",
"=""067775""",健策國泰48購01  ,0,0,0,"728,000","124,000","604,000","728,000","124,000","604,000",
"=""00634R""",富邦上証反1     ,0,0,0,"875,000","273,000","602,000","875,000","273,000","602,000",
"=""05419P""",聯電國票46售02  ,0,0,0,"892,000","292,000","600,000","892,000","292,000","600,000",
"=""067791""",昆盈元富48購01  ,0,0,0,"2,408,000","1,808,000","600,000","2,408,000","1,808,000","600,000",
"=""057939""",世芯元大45購18  ,0,0,0,"599,000",0,"599,000","599,000",0,"599,000",
"=""04722P""",上証2X國票47售01,0,0,0,"624,000","26,000","598,000","624,000","26,000","598,000",
"=""05457P""",臺股指凱基45售49,0,0,0,"886,000","290,000","596,000","886,000","290,000","596,000",
"=""069558""",大立光群益48購06,0,0,0,"596,000",0,"596,000","596,000",0,"596,000",
"=""064947""",立隆電永豐4A購02,0,0,0,"794,000","200,000","594,000","794,000","200,000","594,000",
"=""062033""",威盛國泰48購02  ,0,0,0,"741,000","149,000","592,000","741,000","149,000","592,000",
"=""068857""",鴻海永豐48購10  ,0,0,0,"928,000","340,000","588,000","928,000","340,000","588,000",
4938  ,和碩            ,"210,000","15,000","195,000","502,000","109,000","393,000","712,000","124,000","588,000",
"=""04397P""",臺股指群益44售13,0,0,0,"602,000","15,000","587,000","602,000","15,000","587,000",
"=""04237P""",皇昌元大43售05  ,0,0,0,"803,000","217,000","586,000","803,000","217,000","586,000",
"=""069153""",穎崴群益4C購01  ,0,0,0,"599,000","16,000","583,000","599,000","16,000","583,000",
"=""063832""",上銀群益48購03  ,0,0,0,"665,000","83,000","582,000","665,000","83,000","582,000",
"=""066618""",華城富邦48購01  ,0,0,0,"734,000","153,000","581,000","734,000","153,000","581,000",
"=""04555P""",矽力元富43售01  ,0,0,0,"649,000","69,000","580,000","649,000","69,000","580,000",
"=""04911P""",皇昌群益44售02  ,0,0,0,"1,676,000","1,097,000","579,000","1,676,000","1,097,000","579,000",
"=""05855P""",台積電凱基46售21,0,0,0,"1,451,000","873,000","578,000","1,451,000","873,000","578,000",
"=""069490""",神達元大48購08  ,0,0,0,"578,000",0,"578,000","578,000",0,"578,000",
"=""067451""",鈺齊國票47購02  ,0,0,0,"581,000","4,000","577,000","581,000","4,000","577,000",
"=""065802""",泰金寶國泰48購02,0,0,0,"730,000","154,000","576,000","730,000","154,000","576,000",
"=""04513P""",辛耘元大43售07  ,0,0,0,"874,000","299,000","575,000","874,000","299,000","575,000",
"=""069979""",世芯統一52購03  ,0,0,0,"591,000","20,000","571,000","591,000","20,000","571,000",
"=""04785P""",訊芯凱基44售04  ,0,0,0,"570,000",0,"570,000","570,000",0,"570,000",
"=""05342P""",創意凱基45售05  ,0,0,0,"664,000","98,000","566,000","664,000","98,000","566,000",
"=""068899""",台積電元大48購30,0,0,0,"935,000","369,000","566,000","935,000","369,000","566,000",
"=""05988P""",陽明統一4C售03  ,0,0,0,"693,000","130,000","563,000","693,000","130,000","563,000",
"=""068242""",億光國票48購01  ,0,0,0,"997,000","436,000","561,000","997,000","436,000","561,000",
"=""070165""",百和富邦4A購01  ,0,0,0,"800,000","240,000","560,000","800,000","240,000","560,000",
"=""061580""",波力凱基46購01  ,0,0,0,"919,000","360,000","559,000","919,000","360,000","559,000",
"=""066731""",jpp群益48購04   ,0,0,0,"770,000","213,000","557,000","770,000","213,000","557,000",
"=""065672""",德律凱基47購01  ,0,0,0,"556,000",0,"556,000","556,000",0,"556,000",
"=""067322""",華新元大47購03  ,0,0,0,"555,000",0,"555,000","555,000",0,"555,000",
"=""03971P""",台積電凱基43售49,0,0,0,"1,030,000","477,000","553,000","1,030,000","477,000","553,000",
"=""05489P""",欣興國票45售02  ,0,0,0,"563,000","12,000","551,000","563,000","12,000","551,000",
"=""069488""",世芯元大48購21  ,0,0,0,"1,467,000","916,000","551,000","1,467,000","916,000","551,000",
"=""064548""",緯穎富邦4A購01  ,0,0,0,"580,000","30,000","550,000","580,000","30,000","550,000",
"=""065644""",jpp群益48購03   ,0,0,0,"1,316,000","766,000","550,000","1,316,000","766,000","550,000",
"=""069106""",材料元大48購07  ,0,0,0,"570,000","20,000","550,000","570,000","20,000","550,000",
"=""069320""",精銳國票49購02  ,0,0,0,"600,000","50,000","550,000","600,000","50,000","550,000",
"=""04723P""",滬深2X國票45售06,0,0,0,"669,000","120,000","549,000","669,000","120,000","549,000",
"=""059936""",大同國票46購01  ,0,0,0,"549,000",0,"549,000","549,000",0,"549,000",
"=""04001P""",電子類群益42售09,0,0,0,"664,000","117,000","547,000","664,000","117,000","547,000",
"=""069186""",大立光富邦3C購01,0,0,0,"1,421,000","874,000","547,000","1,421,000","874,000","547,000",
"=""065816""",乙盛國票48購03  ,0,0,0,"565,000","20,000","545,000","565,000","20,000","545,000",
1605  ,華新            ,"96,000","110,000","-14,000","1,037,000","478,000","559,000","1,133,000","588,000","545,000",
"=""05421P""",神達國票47售02  ,0,0,0,"1,351,000","808,000","543,000","1,351,000","808,000","543,000",
"=""05721P""",中華凱基47售01  ,0,0,0,"1,944,000","1,401,000","543,000","1,944,000","1,401,000","543,000",
"=""05882P""",長榮中信46售04  ,0,0,0,"542,000","1,000","541,000","542,000","1,000","541,000",
3596  ,智易            ,0,"2,000","-2,000","559,000","17,000","542,000","559,000","19,000","540,000",
"=""05713P""",景碩元大45售07  ,0,0,0,"539,000",0,"539,000","539,000",0,"539,000",
"=""070049""",中砂國泰49購01  ,0,0,0,"1,154,000","616,000","538,000","1,154,000","616,000","538,000",
"=""063240""",全新元大46購05  ,0,0,0,"537,000",0,"537,000","537,000",0,"537,000",
"=""070281""",材料元富48購03  ,0,0,0,"745,000","213,000","532,000","745,000","213,000","532,000",
"=""069858""",啟�硌s益4A購02  ,0,0,0,"869,000","338,000","531,000","869,000","338,000","531,000",
"=""063233""",鴻準元大46購25  ,0,0,0,"530,000",0,"530,000","530,000",0,"530,000",
"=""066502""",台積電群益47購33,0,0,0,"538,000","10,000","528,000","538,000","10,000","528,000",
"=""04014P""",臺股指富邦42售24,0,0,0,"527,000",0,"527,000","527,000",0,"527,000",
"=""04729P""",滬深2X元富44售05,0,0,0,"532,000","6,000","526,000","532,000","6,000","526,000",
"=""006205""",富邦上証        ,"127,000",0,"127,000","1,603,000","1,205,000","398,000","1,730,000","1,205,000","525,000",
"=""058499""",仁寶凱基45購02  ,0,0,0,"1,419,000","896,000","523,000","1,419,000","896,000","523,000",
"=""04829P""",滬深2X元富44售16,0,0,0,"977,000","455,000","522,000","977,000","455,000","522,000",
"=""067370""",鴻海國泰48購04  ,0,0,0,"522,000",0,"522,000","522,000",0,"522,000",
"=""067380""",台積電富邦49購06,0,0,0,"520,000",0,"520,000","520,000",0,"520,000",
"=""069134""",陽明群益48購03  ,0,0,0,"598,000","78,000","520,000","598,000","78,000","520,000",
"=""068463""",台化群益48購03  ,0,0,0,"627,000","110,000","517,000","627,000","110,000","517,000",
"=""066966""",長榮元大47購07  ,0,0,0,"635,000","119,000","516,000","635,000","119,000","516,000",
"=""03996P""",台積電群益42售32,0,0,0,"597,000","82,000","515,000","597,000","82,000","515,000",
"=""064782""",FBNQ2X元大4A購01,0,0,0,"558,000","43,000","515,000","558,000","43,000","515,000",
"=""05905P""",台積電凱基4A售12,0,0,0,"800,000","286,000","514,000","800,000","286,000","514,000",
"=""064636""",晟銘電統一4C購02,0,0,0,"931,000","417,000","514,000","931,000","417,000","514,000",
"=""069221""",大成鋼元富52購02,0,0,0,"698,000","184,000","514,000","698,000","184,000","514,000",
"=""070208""",羅昇中信49購01  ,0,0,0,"522,000","10,000","512,000","522,000","10,000","512,000",
"=""05973P""",臺股指凱基46售27,0,0,0,"601,000","90,000","511,000","601,000","90,000","511,000",
"=""069741""",上銀元富48購02  ,0,0,0,"520,000","10,000","510,000","520,000","10,000","510,000",
"=""04834P""",臺股指元富46售04,0,0,0,"588,000","79,000","509,000","588,000","79,000","509,000",
"=""063922""",美債2X國票46購02,0,0,0,"758,000","249,000","509,000","758,000","249,000","509,000",
"=""05479P""",臺股指群益46售14,0,0,0,"892,000","384,000","508,000","892,000","384,000","508,000",
"=""05674P""",大同永豐45售03  ,0,0,0,"805,000","300,000","505,000","805,000","300,000","505,000",
"=""067980""",佳能統一51購01  ,0,0,0,"536,000","32,000","504,000","536,000","32,000","504,000",
"=""060783""",保瑞元大46購07  ,0,0,0,"500,000",0,"500,000","500,000",0,"500,000",
"=""064325""",台積電凱基46購27,0,0,0,"500,000",0,"500,000","500,000",0,"500,000",
"=""065539""",玉晶光富邦4A購01,0,0,0,"500,000",0,"500,000","500,000",0,"500,000",
