證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數.1,賣出股數.1,買賣超股數.1,買進股數.2,賣出股數.2,買賣超股數.2,Unnamed: 11
"=""0056  """,元大高股息      ,"150,000",0,"150,000","20,750,716",0,"20,750,716","20,900,716",0,"20,900,716",
2303  ,聯電            ,"7,555,515","2,266,000","5,289,515","4,513,267","408,000","4,105,267","12,068,782","2,674,000","9,394,782",
"=""00878 """,國泰永續高股息  ,0,0,0,"9,767,993","481,582","9,286,411","9,767,993","481,582","9,286,411",
2882  ,國泰金          ,"3,150,792","33,000","3,117,792","4,559,000","31,000","4,528,000","7,709,792","64,000","7,645,792",
2609  ,陽明            ,"700,000","1,983,606","-1,283,606","8,428,000","110,000","8,318,000","9,128,000","2,093,606","7,034,394",
2603  ,長榮            ,"3,975,000","6,284,000","-2,309,000","9,881,586","690,383","9,191,203","13,856,586","6,974,383","6,882,203",
"=""00642U""",期元大S&P石油   ,0,0,0,"7,752,000","1,701,000","6,051,000","7,752,000","1,701,000","6,051,000",
2344  ,華邦電          ,"3,356,000","1,323,473","2,032,527","4,177,000","408,000","3,769,000","7,533,000","1,731,473","5,801,527",
"=""00664R""",國泰臺灣加權反1 ,0,0,0,"6,694,000","1,492,000","5,202,000","6,694,000","1,492,000","5,202,000",
"=""08744P""",長榮航台新4B售01,0,0,0,"5,037,000",0,"5,037,000","5,037,000",0,"5,037,000",
"=""066887""",長榮元富47購04  ,0,0,0,"5,200,000","385,000","4,815,000","5,200,000","385,000","4,815,000",
"=""00669R""",國泰美國道瓊反1 ,0,0,0,"5,812,000","1,067,000","4,745,000","5,812,000","1,067,000","4,745,000",
2881  ,富邦金          ,"234,052","34,000","200,052","3,707,000","204,000","3,503,000","3,941,052","238,000","3,703,052",
"=""080303""",萬海元富55購01  ,0,0,0,"3,674,000","827,000","2,847,000","3,674,000","827,000","2,847,000",
"=""079207""",臺股指元大4A購50,0,0,0,"2,620,000","50,000","2,570,000","2,620,000","50,000","2,570,000",
"=""071800""",華城國票49購03  ,0,0,0,"2,567,000","20,000","2,547,000","2,567,000","20,000","2,547,000",
"=""068536""",台積電富邦4C購05,0,0,0,"5,229,000","2,749,000","2,480,000","5,229,000","2,749,000","2,480,000",
"=""080821""",南亞科永豐4B購02,0,0,0,"2,489,000","146,000","2,343,000","2,489,000","146,000","2,343,000",
"=""05257P""",滬深2X元大47售06,0,0,0,"2,722,000","657,000","2,065,000","2,722,000","657,000","2,065,000",
"=""066923""",材料群益47購08  ,0,0,0,"2,096,000","65,000","2,031,000","2,096,000","65,000","2,031,000",
"=""074292""",台灣50元富49購15,0,0,0,"2,024,000","2,000","2,022,000","2,024,000","2,000","2,022,000",
"=""078749""",香港2X凱基4B購01,0,0,0,"1,977,000","16,000","1,961,000","1,977,000","16,000","1,961,000",
"=""00701 """,國泰股利精選30  ,"80,000",0,"80,000","1,937,610","99,094","1,838,516","2,017,610","99,094","1,918,516",
"=""073678""",世紀鋼元大4A購02,0,0,0,"3,575,000","1,663,000","1,912,000","3,575,000","1,663,000","1,912,000",
"=""072373""",華通元富49購02  ,0,0,0,"1,899,000",0,"1,899,000","1,899,000",0,"1,899,000",
"=""064763""",迅得國票49購01  ,0,0,0,"2,133,000","272,000","1,861,000","2,133,000","272,000","1,861,000",
"=""080389""",華航台新4B購03  ,0,0,0,"2,199,000","543,000","1,656,000","2,199,000","543,000","1,656,000",
6153  ,嘉聯益          ,"309,000","16,000","293,000","1,426,756","73,453","1,353,303","1,735,756","89,453","1,646,303",
"=""078886""",亞翔元富4A購04  ,0,0,0,"1,632,000","63,000","1,569,000","1,632,000","63,000","1,569,000",
"=""079069""",漢唐元大4A購06  ,0,0,0,"1,561,000",0,"1,561,000","1,561,000",0,"1,561,000",
2888  ,新光金          ,"34,000","233,000","-199,000","1,925,627","190,000","1,735,627","1,959,627","423,000","1,536,627",
"=""078066""",世紀鋼元富4A購01,0,0,0,"1,510,000",0,"1,510,000","1,510,000",0,"1,510,000",
"=""071164""",中502X永豐49購01,0,0,0,"1,473,000","5,000","1,468,000","1,473,000","5,000","1,468,000",
"=""080149""",世芯永豐4B購08  ,0,0,0,"1,450,000",0,"1,450,000","1,450,000",0,"1,450,000",
2353  ,宏��            ,"571,549","208,000","363,549","1,322,000","248,000","1,074,000","1,893,549","456,000","1,437,549",
"=""0050  """,元大台灣50      ,"766,532","275,551","490,981","1,721,000","782,768","938,232","2,487,532","1,058,319","1,429,213",
"=""00850 """,元大臺灣ESG永續 ,0,0,0,"2,806,956","1,401,459","1,405,497","2,806,956","1,401,459","1,405,497",
"=""078146""",滬深2X國票58購01,0,0,0,"1,567,000","165,000","1,402,000","1,567,000","165,000","1,402,000",
"=""079030""",T50反1台新4A購05,0,0,0,"1,352,000","57,000","1,295,000","1,352,000","57,000","1,295,000",
"=""069069""",鈺齊凱基4A購01  ,0,0,0,"1,266,000",0,"1,266,000","1,266,000",0,"1,266,000",
"=""077260""",鴻海元大52購01  ,0,0,0,"1,229,000","27,000","1,202,000","1,229,000","27,000","1,202,000",
"=""080412""",中砂統一59購01  ,0,0,0,"1,229,000","28,000","1,201,000","1,229,000","28,000","1,201,000",
"=""00752 """,中信中國50      ,0,0,0,"1,612,198","414,160","1,198,038","1,612,198","414,160","1,198,038",
"=""077694""",晶睿凱基4B購01  ,0,0,0,"1,198,000",0,"1,198,000","1,198,000",0,"1,198,000",
"=""065463""",金像電國票48購01,0,0,0,"1,193,000",0,"1,193,000","1,193,000",0,"1,193,000",
2330  ,台積電          ,"873,000","315,862","557,138","720,000","101,257","618,743","1,593,000","417,119","1,175,881",
"=""070156""",長榮航富邦4A購01,0,0,0,"1,150,000",0,"1,150,000","1,150,000",0,"1,150,000",
"=""075886""",欣興國票4A購04  ,0,0,0,"1,466,000","317,000","1,149,000","1,466,000","317,000","1,149,000",
"=""079233""",嘉澤群益4B購04  ,0,0,0,"1,184,000","36,000","1,148,000","1,184,000","36,000","1,148,000",
"=""063057""",華擎國泰48購01  ,0,0,0,"1,450,000","356,000","1,094,000","1,450,000","356,000","1,094,000",
"=""066947""",美債2X元大48購02,0,0,0,"1,071,000",0,"1,071,000","1,071,000",0,"1,071,000",
"=""078998""",緯穎永豐4A購04  ,0,0,0,"1,319,000","253,000","1,066,000","1,319,000","253,000","1,066,000",
"=""068511""",大立光元大52購01,0,0,0,"1,668,000","603,000","1,065,000","1,668,000","603,000","1,065,000",
"=""062392""",神達凱基48購02  ,0,0,0,"1,349,000","286,000","1,063,000","1,349,000","286,000","1,063,000",
"=""070244""",健策群益52購02  ,0,0,0,"1,040,000",0,"1,040,000","1,040,000",0,"1,040,000",
"=""06604P""",精成科國票48售02,0,0,0,"1,032,000",0,"1,032,000","1,032,000",0,"1,032,000",
"=""080963""",晶心科群益4C購01,0,0,0,"1,418,000","386,000","1,032,000","1,418,000","386,000","1,032,000",
"=""067266""",亞翔國票48購02  ,0,0,0,"1,115,000","92,000","1,023,000","1,115,000","92,000","1,023,000",
"=""081357""",緯創統一52購04  ,0,0,0,"1,128,000","107,000","1,021,000","1,128,000","107,000","1,021,000",
"=""068835""",聯發科統一52購01,0,0,0,"1,017,000",0,"1,017,000","1,017,000",0,"1,017,000",
"=""081293""",世紀鋼富邦4C購02,0,0,0,"1,090,000","75,000","1,015,000","1,090,000","75,000","1,015,000",
"=""00646 """,元大S&P500      ,0,0,0,"1,012,905",0,"1,012,905","1,012,905",0,"1,012,905",
"=""05083P""",國企2X凱基45售08,0,0,0,"1,003,000",0,"1,003,000","1,003,000",0,"1,003,000",
"=""075182""",台泥群益4B購01  ,0,0,0,"1,001,000",0,"1,001,000","1,001,000",0,"1,001,000",
"=""070999""",中鋼統一52購03  ,0,0,0,"1,012,000","12,000","1,000,000","1,012,000","12,000","1,000,000",
"=""074480""",台積電元富49購33,0,0,0,"1,000,000",0,"1,000,000","1,000,000",0,"1,000,000",
"=""05141P""",一詮凱基46售02  ,0,0,0,"999,000",0,"999,000","999,000",0,"999,000",
