102年01月22日 個股日本益比、殖利率及股價淨值比,102年01月22日 個股日本益比、殖利率及股價淨值比,102年01月22日 個股日本益比、殖利率及股價淨值比,102年01月22日 個股日本益比、殖利率及股價淨值比,102年01月22日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,17.97,4.87,1.5
1102,亞泥,17.55,7.12,1.43
1103,嘉泥,-,3.61,0.8
1104,環泥,13.92,3.59,0.77
1108,幸福,15.30,0.0,0.64
1109,信大,50.00,3.33,0.77
1110,東泥,64.76,0.74,0.93
1201,味全,26.09,1.47,2.58
1203,味王,510.00,2.45,1.24
1210,大成,15.70,6.22,1.33
1213,大飲,62.42,0.0,1.65
1215,卜蜂,13.86,1.97,0.76
1216,統一,22.14,3.23,3.28
1217,愛之味,102.50,0.0,0.97
1218,泰山,66.04,3.15,1.44
1219,福壽,-,6.58,1.2
1220,台榮,12.74,0.0,0.87
1225,福懋油,33.21,2.32,1.05
1227,佳格,21.78,5.94,5.01
1229,聯華,11.31,5.14,0.77
1231,聯華食,12.29,4.11,1.92
1232,大統益,15.31,5.78,2.87
1233,天仁,19.24,5.02,2.63
1234,黑松,52.33,1.57,1.59
1235,興泰,80.32,0.0,1.43
1236,宏亞,20.98,7.01,1.67
1301,台塑,38.83,5.0,2.19
1303,南亞,655.56,3.56,1.88
1304,台聚,12.74,10.55,1.54
1305,華夏,13.47,0.0,1.23
1307,三芳,11.66,6.28,1.32
1308,亞聚,15.34,11.11,1.29
1309,台達化,-,7.0,0.81
1312,國喬,8.98,4.53,1.0
1313,聯成,17.66,6.02,1.03
1314,中石化,15.67,18.77,1.21
1315,達新,12.25,5.57,1.13
1316,上曜,-,0.0,1.06
1319,東陽,16.68,2.66,1.0
1321,大洋,-,0.0,1.11
1323,永裕,9.64,5.53,1.39
1324,地球,32.79,5.38,0.83
1325,恆大,21.59,3.67,1.02
1326,台化,320.00,5.0,2.02
1337,再生-KY,9.90,5.8,2.51
1338,廣華-KY,10.41,1.93,1.54
1339,昭輝,11.05,5.26,1.25
1402,遠東新,20.56,6.01,1.55
1409,新纖,21.16,3.26,0.73
1410,南染,18.64,3.86,1.61
1413,宏洲,-,0.0,0.65
1414,東和,48.63,3.25,0.64
1416,廣豐,7.24,0.0,1.05
1417,嘉裕,15.57,0.0,0.8
1418,東華,-,0.0,0.7
1419,新紡,63.23,1.53,2.05
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,0.69
1434,福懋,17.10,4.33,0.9
1435,中福,-,0.0,0.95
1436,華友聯,2.80,0.0,1.59
1437,勤益控,-,0.0,0.91
1438,三地開發,22.53,0.0,0.68
1439,雋揚,-,3.5,0.62
1440,南紡,30.11,1.41,0.93
1441,大東,-,7.16,0.81
1442,名軒,12.16,8.9,1.72
1443,立益物流,-,0.0,0.46
1444,力麗,28.55,7.37,0.91
1445,大宇,26.37,7.02,0.51
1446,宏和,-,1.54,1.35
1447,力鵬,-,0.0,0.92
1449,佳和,-,0.0,1.17
1451,年興,18.85,4.87,0.87
1452,宏益,15.44,5.14,0.64
1453,大將,14.79,3.81,0.93
1454,台富,-,6.86,0.64
1455,集盛,-,2.1,0.8
1456,怡華,-,0.0,9.13
1457,宜進,-,0.0,0.71
1459,聯發,-,5.49,0.84
1460,宏遠,4.93,0.0,0.78
1463,強盛新,238.00,0.0,1.21
1464,得力,34.19,2.25,0.81
1465,偉全,21.38,8.87,0.66
1466,聚隆,50.92,5.17,1.19
1467,南緯,11.46,3.92,0.9
1468,昶和,21.52,0.0,1.43
1469,理隆,36.04,0.0,0.72
1470,大統新創,99.23,1.55,1.26
1471,首利,-,0.0,0.72
1472,三洋實業,-,0.0,2.41
1473,台南,26.82,7.27,1.19
1474,弘裕,-,4.33,0.54
1475,業旺,-,0.0,1.0
1476,儒鴻,18.98,3.11,4.91
1477,聚陽,12.79,6.28,3.57
1503,士電,20.87,3.34,0.95
1504,東元,15.53,3.81,1.15
1506,正道,-,0.0,2.67
1507,永大,15.28,4.0,2.04
1512,瑞利,15.41,6.36,0.7
1513,中興電,14.32,6.29,1.04
1514,亞力,12.46,4.01,0.73
1515,力山,-,0.0,0.82
1516,川飛,-,0.0,2.25
1517,利奇,13.43,5.86,0.89
1519,華城,-,4.2,1.09
1521,大億,11.87,8.45,2.29
1522,堤維西,-,1.89,0.67
1524,耿鼎,-,0.0,0.53
1525,江申,9.06,3.79,1.27
1526,日馳,-,0.0,0.79
1527,鑽全,45.51,10.25,1.15
1528,恩德,32.27,9.67,0.75
1529,樂事綠能,-,0.0,0.67
1530,亞崴,9.25,4.87,1.29
1531,高林股,18.27,11.17,0.83
1532,勤美,21.27,2.81,1.13
1533,車王電,8.67,2.37,0.87
1535,中宇,12.54,5.09,3.04
1536,和大,11.99,0.0,1.44
1537,廣隆,10.20,3.99,2.23
1538,正峰,-,0.0,1.38
1539,巨庭,-,0.0,0.7
1540,喬福,9.39,8.11,1.18
1541,錩泰,-,0.0,0.87
1560,中砂,15.19,6.19,1.73
1582,信錦,9.37,6.12,1.69
1583,程泰,8.67,5.92,1.59
1589,永冠-KY,12.14,4.19,0.64
1590,亞德客-KY,22.13,3.19,4.58
1603,華電,11.10,0.0,0.8
1604,聲寶,67.33,2.97,0.75
1605,華新,-,0.0,0.62
1608,華榮,17.35,0.0,0.99
1609,大亞,59.00,3.53,0.58
1611,中電,41.40,6.74,1.21
1612,宏泰,14.10,2.96,0.65
1613,台一,-,0.0,0.63
1614,三洋電,39.69,3.75,1.88
1615,大山,34.70,4.37,0.9
1616,億泰,-,0.0,0.7
1617,榮星,-,0.0,0.89
1618,合機,11.83,4.55,0.54
1701,中化,19.42,2.5,1.23
1702,南僑,20.21,1.93,2.13
1704,榮化,55.87,6.74,1.57
1707,葡萄王,16.60,4.02,4.28
1708,東鹼,11.49,4.57,1.46
1709,和益,11.42,11.18,1.16
1710,東聯,24.79,8.65,1.99
1711,永光,20.34,4.82,1.42
1712,興農,13.01,5.69,0.95
1713,國化,27.34,2.41,0.87
1714,和桐,14.84,8.6,1.15
1715,萬洲,16.06,9.07,0.92
1717,長興,19.84,3.91,1.39
1718,中纖,56.84,0.0,0.86
1720,生達,16.02,3.76,1.52
1721,三晃,-,0.0,0.79
1722,台肥,30.50,3.14,1.4
1723,中碳,16.39,5.71,5.61
1724,台硝,8.65,9.48,1.44
1725,元禎,-,0.0,1.34
1726,永記,10.37,4.22,1.43
1727,中華化,14.88,7.22,1.38
1729,必翔,-,0.0,2.08
1730,花仙子,9.94,5.56,1.25
1731,美吾華,62.92,2.32,1.2
1732,毛寶,-,2.8,1.27
1733,五鼎,13.73,6.61,3.95
1734,杏輝,35.69,1.13,1.79
1735,日勝化,16.25,2.15,1.09
1736,喬山,21.79,2.69,2.81
