103年10月09日 個股日本益比、殖利率及股價淨值比,103年10月09日 個股日本益比、殖利率及股價淨值比,103年10月09日 個股日本益比、殖利率及股價淨值比,103年10月09日 個股日本益比、殖利率及股價淨值比,103年10月09日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.38,5.0,1.57
1102,亞泥,15.54,5.13,0.98
1103,嘉泥,7.78,6.8,0.56
1104,環泥,12.39,4.17,1.09
1108,幸福,13.89,4.56,0.9
1109,信大,16.15,8.54,1.02
1110,東泥,52.83,1.26,1.02
1201,味全,21.14,1.9,1.9
1203,味王,22.01,4.25,1.36
1210,大成,6.94,13.86,1.15
1213,大飲,58.91,0.0,1.48
1215,卜蜂,7.97,5.05,1.26
1216,統一,19.50,4.11,3.12
1217,愛之味,-,0.0,0.75
1218,泰山,-,0.0,1.23
1219,福壽,38.50,0.97,1.3
1220,台榮,25.64,3.5,0.85
1225,福懋油,81.35,1.13,1.78
1227,佳格,27.78,3.5,4.46
1229,聯華,9.10,4.9,0.81
1231,聯華食,20.12,6.43,1.87
1232,大統益,15.66,5.18,3.93
1233,天仁,17.81,4.78,3.27
1234,黑松,16.66,5.69,0.83
1235,興泰,21.88,0.0,1.24
1236,宏亞,13.35,5.18,1.4
1262,綠悅-KY,19.57,2.13,2.86
1301,台塑,19.56,2.68,1.62
1303,南亞,15.22,2.92,1.69
1304,台聚,23.23,3.97,0.93
1305,華夏,12.56,10.62,0.87
1307,三芳,11.48,5.76,1.54
1308,亞聚,18.36,4.95,1.07
1309,台達化,-,0.0,0.79
1310,台苯,5.82,7.43,1.13
1312,國喬,9.25,7.07,0.86
1313,聯成,39.82,3.5,0.71
1314,中石化,-,0.0,0.72
1315,達新,44.92,3.53,0.81
1316,上曜,-,0.0,1.65
1319,東陽,14.91,3.4,1.17
1321,大洋,-,0.0,1.66
1323,永裕,11.95,4.62,1.85
1324,地球,25.54,9.09,1.14
1325,恆大,42.35,3.13,1.19
1326,台化,18.42,3.64,1.44
1337,再生-KY,6.56,8.09,0.95
1338,廣華-KY,13.65,2.34,1.74
1339,昭輝,24.55,1.6,3.58
1340,勝悅-KY,10.63,4.57,2.05
1402,遠東新,16.74,4.15,0.85
1409,新纖,13.26,3.07,0.74
1413,宏洲,-,0.0,0.78
1414,東和,24.47,5.68,0.61
1416,廣豐,25.54,13.86,0.99
1417,嘉裕,19.73,2.47,0.7
1418,東華,-,0.0,1.06
1419,新紡,102.89,1.15,1.59
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,1.78
1434,福懋,21.65,3.47,0.97
1435,中福,-,0.0,0.79
1436,華友聯,13.58,0.0,1.31
1437,勤益控,-,0.0,1.03
1438,三地開發,58.18,0.0,1.23
1439,雋揚,-,3.61,0.63
1440,南紡,38.70,3.37,1.14
1441,大東,-,0.0,0.81
1442,名軒,11.13,14.49,1.48
1443,立益物流,-,0.0,0.65
1444,力麗,20.95,2.17,0.73
1445,大宇,28.78,5.43,0.68
1446,宏和,-,0.96,2.29
1447,力鵬,13.18,8.93,0.8
1449,佳和,-,0.0,0.5
1451,年興,12.85,7.78,1.03
1452,宏益,9.60,6.67,0.77
1453,大將,-,5.07,0.83
1454,台富,28.43,3.14,0.65
1455,集盛,35.24,2.27,0.73
1456,怡華,-,0.0,1.75
1457,宜進,8.86,5.88,0.58
1459,聯發,13.01,3.63,0.79
1460,宏遠,27.02,1.3,1.49
1463,強盛新,33.75,1.85,1.4
1464,得力,-,0.0,1.07
1465,偉全,12.28,15.2,0.81
1466,聚隆,23.15,2.28,1.26
1467,南緯,30.00,1.39,1.28
1468,昶和,-,0.0,1.5
1469,理隆,625.00,0.0,0.91
1470,大統新創,28.96,1.55,1.82
1471,首利,-,0.0,0.73
1472,三洋實業,-,0.0,7.72
1473,台南,42.66,9.12,1.02
1474,弘裕,15.93,3.49,0.65
1475,業旺,-,0.0,2.65
1476,儒鴻,23.23,2.93,8.37
1477,聚陽,17.88,4.88,5.46
1503,士電,16.37,3.45,1.05
1504,東元,15.02,3.42,1.41
1506,正道,-,0.0,2.13
1507,永大,13.88,3.78,2.69
1512,瑞利,-,0.0,0.68
1513,中興電,16.03,3.96,1.27
1514,亞力,51.94,3.4,0.68
1515,力山,20.19,4.76,0.88
1516,川飛,48.39,0.0,2.13
1517,利奇,10.33,3.56,0.96
1519,華城,30.00,2.01,1.41
1521,大億,14.75,4.97,3.77
1522,堤維西,58.67,0.0,1.07
1524,耿鼎,-,0.0,0.7
1525,江申,14.35,2.32,1.71
1526,日馳,15.48,0.0,1.28
1527,鑽全,13.49,11.46,2.55
1528,恩德,26.85,4.86,0.9
1529,樂事綠能,-,0.0,2.24
1530,亞崴,18.43,4.48,1.76
1531,高林股,19.82,4.5,1.04
1532,勤美,4.28,10.19,1.08
1533,車王電,25.09,2.22,3.13
