103年07月30日 個股日本益比、殖利率及股價淨值比,103年07月30日 個股日本益比、殖利率及股價淨值比,103年07月30日 個股日本益比、殖利率及股價淨值比,103年07月30日 個股日本益比、殖利率及股價淨值比,103年07月30日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,16.15,5.03,1.44
1102,亞泥,19.91,4.72,1.03
1103,嘉泥,8.57,6.56,0.51
1104,環泥,15.00,3.78,1.19
1108,幸福,19.27,5.19,0.78
1109,信大,18.38,8.48,0.96
1110,東泥,60.19,1.23,1.05
1201,味全,29.27,1.24,2.86
1203,味王,22.50,3.97,1.41
1210,大成,9.78,11.24,1.42
1213,大飲,104.09,0.0,1.8
1215,卜蜂,11.23,4.59,1.36
1216,統一,22.64,3.6,3.34
1217,愛之味,-,0.0,0.97
1218,泰山,-,0.0,1.45
1219,福壽,51.97,0.87,1.42
1220,台榮,32.81,3.33,0.87
1225,福懋油,59.72,1.16,1.77
1227,佳格,33.55,2.88,5.05
1229,聯華,10.65,4.49,0.87
1231,聯華食,22.50,5.04,2.28
1232,大統益,15.25,5.07,3.49
1233,天仁,18.63,4.55,3.02
1234,黑松,48.09,6.12,0.74
1235,興泰,155.97,0.0,2.58
1236,宏亞,28.88,5.06,1.46
1262,綠悅-KY,23.99,1.74,3.44
1301,台塑,22.36,2.41,1.89
1303,南亞,20.60,2.65,1.95
1304,台聚,29.46,3.13,1.15
1305,華夏,11.43,8.14,1.07
1307,三芳,13.32,5.5,1.53
1308,亞聚,22.20,4.13,1.24
1309,台達化,-,0.0,0.95
1310,台苯,8.34,5.6,1.53
1312,國喬,8.52,5.62,1.02
1313,聯成,56.96,3.05,0.8
1314,中石化,-,0.0,0.92
1315,達新,37.18,3.45,0.83
1316,上曜,-,0.0,1.55
1319,東陽,15.63,2.93,1.31
1321,大洋,707.50,0.0,1.84
1323,永裕,12.00,4.43,1.86
1324,地球,29.07,7.58,1.25
1325,恆大,27.54,3.52,1.01
1326,台化,19.43,3.35,1.62
1337,再生-KY,6.28,8.17,0.94
1338,廣華-KY,19.01,1.92,2.07
1339,昭輝,27.50,1.55,3.63
1340,勝悅-KY,13.86,4.13,2.18
1402,遠東新,24.61,3.77,0.91
1409,新纖,12.17,3.13,0.73
1410,南染,25.29,3.42,1.77
1413,宏洲,-,0.0,0.89
1414,東和,15.95,5.5,0.61
1416,廣豐,148.46,11.4,1.02
1417,嘉裕,28.33,2.35,0.72
1418,東華,-,0.0,1.15
1419,新紡,73.64,1.11,1.66
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,1.77
1434,福懋,26.36,2.94,1.14
1435,中福,-,0.0,0.91
1436,華友聯,-,0.0,1.34
1437,勤益控,-,0.0,0.97
1438,三地開發,27.92,0.0,1.34
1439,雋揚,-,3.5,0.63
1440,南紡,31.83,2.99,1.24
1441,大東,-,0.0,0.84
1442,名軒,5.91,12.86,1.4
1443,立益物流,-,0.0,0.75
1444,力麗,17.26,1.87,0.84
1445,大宇,22.93,5.19,0.69
1446,宏和,-,0.99,2.17
1447,力鵬,10.65,7.63,0.91
1449,佳和,-,0.0,4.72
1451,年興,11.97,7.39,1.03
1452,宏益,10.18,7.08,0.7
1453,大將,48.57,4.9,0.86
1454,台富,26.90,3.0,0.67
1455,集盛,19.49,2.18,0.74
1456,怡華,-,0.0,1.9
1457,宜進,11.00,5.79,0.6
1459,聯發,19.21,2.89,1.0
1460,宏遠,29.53,1.28,1.5
1463,強盛新,44.05,1.84,1.38
1464,得力,-,0.0,1.06
1465,偉全,15.87,11.01,1.11
1466,聚隆,25.86,1.95,1.53
1467,南緯,17.09,1.48,1.18
1468,昶和,-,0.0,1.43
1469,理隆,-,0.0,0.99
1470,大統新創,43.98,1.39,2.0
1471,首利,-,0.0,0.82
1472,三洋實業,-,0.0,7.45
1473,台南,26.27,8.31,1.0
1474,弘裕,16.83,3.3,0.67
