105年07月07日 個股日本益比、殖利率及股價淨值比,105年07月07日 個股日本益比、殖利率及股價淨值比,105年07月07日 個股日本益比、殖利率及股價淨值比,105年07月07日 個股日本益比、殖利率及股價淨值比,105年07月07日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,24.18,3.9,1.17
1102,亞泥,25.93,3.96,0.73
1103,嘉泥,25.76,1.14,0.46
1104,環泥,9.38,4.99,0.85
1108,幸福,10.05,8.21,0.85
1109,信大,-,1.98,0.71
1110,東泥,37.88,1.32,0.98
1201,味全,-,0.0,1.83
1203,味王,21.85,4.58,1.21
1210,大成,21.62,2.38,1.42
1213,大飲,92.25,5.42,1.39
1215,卜蜂,13.08,5.33,1.78
1216,統一,25.54,3.14,3.61
1217,愛之味,51.06,0.0,0.75
1218,泰山,24.09,0.0,1.3
1219,福壽,42.36,1.64,1.26
1220,台榮,12.82,4.48,0.91
1225,福懋油,16.11,2.19,3.12
1227,佳格,23.04,3.43,4.41
1229,聯華,12.80,6.82,0.91
1231,聯華食,12.14,5.25,1.6
1232,大統益,14.89,6.36,3.28
1233,天仁,17.32,5.25,2.34
1234,黑松,22.50,4.57,0.75
1235,興泰,10.45,0.0,0.77
1236,宏亞,34.82,3.53,1.12
1256,鮮活果汁-KY,14.21,3.77,3.17
1262,綠悅-KY,14.40,3.22,2.23
1301,台塑,15.08,4.61,1.68
1303,南亞,14.57,5.42,1.46
1304,台聚,13.40,3.97,0.75
1305,華夏,9.04,7.95,1.06
1307,三芳,12.20,5.27,1.68
1308,亞聚,16.70,4.65,0.96
1309,台達化,65.82,0.0,0.7
1310,台苯,7.67,6.39,1.25
1312,國喬,8.13,5.13,0.84
1313,聯成,-,2.19,0.58
1314,中石化,-,0.0,0.33
1315,達新,17.18,4.36,0.67
1316,上曜,-,0.0,1.58
1319,東陽,15.51,2.81,1.58
1321,大洋,146.18,0.0,1.11
1323,永裕,11.70,4.85,1.63
1324,地球,12.47,3.52,0.85
1325,恆大,17.24,3.5,1.06
1326,台化,13.84,4.5,1.56
1337,再生-KY,11.01,2.7,0.46
1338,廣華-KY,12.90,3.83,1.5
