101年07月31日 個股日本益比、殖利率及股價淨值比,101年07月31日 個股日本益比、殖利率及股價淨值比,101年07月31日 個股日本益比、殖利率及股價淨值比,101年07月31日 個股日本益比、殖利率及股價淨值比,101年07月31日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.73,5.44,1.3
1102,亞泥,12.64,6.83,1.36
1103,嘉泥,451.67,3.69,0.63
1104,環泥,19.71,4.48,0.62
1108,幸福,46.43,0.0,0.62
1109,信大,35.69,3.38,0.74
1110,東泥,74.38,0.84,0.82
1201,味全,22.06,1.93,1.99
1203,味王,-,2.44,1.23
1210,大成,16.24,5.78,1.39
1213,大飲,101.15,0.0,2.14
1215,卜蜂,31.28,2.04,0.72
1216,統一,22.40,3.37,2.99
1217,愛之味,-,0.0,0.99
1218,泰山,48.33,3.13,1.46
1219,福壽,9.09,6.67,1.16
1220,台榮,13.89,0.0,0.87
1225,福懋油,-,2.19,1.1
1227,佳格,20.83,5.99,4.88
1229,聯華,10.34,5.46,0.72
1231,聯華食,13.86,3.85,2.05
1232,大統益,14.90,5.98,2.61
1233,天仁,19.34,4.89,2.49
1234,黑松,53.33,1.56,1.6
1235,興泰,156.56,0.0,1.53
1236,宏亞,17.18,7.04,1.62
1301,台塑,19.95,4.82,2.0
1303,南亞,42.70,3.59,1.72
1304,台聚,10.23,8.79,1.65
1305,華夏,27.21,0.0,0.97
1307,三芳,12.86,6.41,1.27
1308,亞聚,10.84,8.31,1.46
1309,台達化,27.16,5.86,0.87
1310,台苯,-,0.0,0.87
1312,國喬,19.49,5.28,0.9
1313,聯成,19.38,5.8,1.01
1314,中石化,4.89,14.14,1.24
1315,達新,9.00,6.54,0.89
1316,上曜,-,0.0,2.3
1319,東陽,14.60,2.37,1.08
1321,大洋,-,0.0,0.95
1323,永裕,10.10,5.74,1.32
1324,地球,13.99,5.43,0.8
1325,恆大,17.89,4.04,0.91
1326,台化,25.13,5.04,1.75
1337,再生-KY,10.01,6.0,2.32
1339,昭輝,10.42,5.54,1.31
1402,遠東新,17.80,5.94,1.46
1409,新纖,16.13,3.49,0.69
1410,南染,14.70,6.12,1.01
1413,宏洲,-,0.0,0.5
1414,東和,2.52,3.49,0.59
1416,廣豐,18.55,0.0,1.03
1417,嘉裕,12.30,0.0,0.92
1418,東華,18.53,0.0,0.66
1419,新紡,48.93,1.46,2.16
1423,利華,19.29,0.0,0.48
1432,大魯閣,150.00,0.0,0.63
1434,福懋,24.49,4.58,0.81
1435,中福,-,0.0,0.48
1437,勤益控,-,0.0,0.73
1438,三地開發,-,0.0,0.46
1439,雋揚,-,3.38,0.63
1440,南紡,-,1.62,0.82
1441,大東,-,8.68,0.6
1442,名軒,9.03,9.54,1.45
1443,立益物流,-,0.0,0.35
1444,力麗,17.18,7.51,0.85
1445,大宇,10.84,7.44,0.47
1446,宏和,4.31,2.34,0.86
1447,力鵬,-,0.0,0.69
1449,佳和,-,0.0,1.04
1451,年興,13.09,5.31,0.82
1452,宏益,25.97,5.83,0.56
1453,大將,-,4.59,0.79
1454,台富,-,7.37,0.57
1455,集盛,-,2.1,0.85
1456,怡華,-,0.0,2.32
1457,宜進,-,0.0,0.57
1459,聯發,-,5.41,0.8
1460,宏遠,5.64,0.0,0.94
1463,強盛新,123.13,0.0,1.02
1464,得力,24.91,2.29,0.78
1465,偉全,13.35,8.0,0.71
1466,聚隆,19.88,5.99,0.99
1467,南緯,12.91,4.77,0.74
1468,昶和,9.25,0.0,1.08
1469,理隆,70.83,0.0,0.7
1470,大統新創,30.26,1.69,1.13
1471,首利,-,0.0,0.7
1472,三洋實業,-,0.0,1.43
1473,台南,11.06,8.16,0.98
1474,弘裕,29.17,4.29,0.52
1475,業旺,-,0.0,0.73
1476,儒鴻,12.96,4.56,3.55
1477,聚陽,11.25,7.31,2.85
1503,士電,16.76,3.46,0.9
1504,東元,13.17,4.71,0.93
1506,正道,45.08,0.0,1.83
1507,永大,14.24,4.49,1.8
1512,瑞利,67.64,6.72,0.65
1513,中興電,12.69,5.88,1.08
1514,亞力,18.24,4.26,0.69
1515,力山,-,0.0,0.56
1516,川飛,-,0.0,0.81
1517,利奇,13.01,5.22,0.98
1519,華城,-,3.89,1.13
1521,大億,13.68,7.69,2.27
1522,堤維西,-,1.69,0.72
1524,耿鼎,-,0.0,0.43
1525,江申,9.80,3.78,1.28
1526,日馳,18.44,0.0,0.93
1527,鑽全,20.24,8.65,1.28
1528,恩德,9.38,9.07,0.75
1529,樂事綠能,-,0.0,0.39
1530,亞崴,10.26,4.72,1.35
1531,高林股,11.67,9.22,0.94
1532,勤美,17.42,4.64,0.7
1533,車王電,16.04,2.47,0.85
1535,中宇,12.45,5.55,2.78
1536,和大,10.26,0.0,1.23
1537,廣隆,13.98,4.74,1.98
1538,正峰,-,0.0,1.12
1539,巨庭,-,0.0,0.57
1540,喬福,11.57,7.28,1.28
1541,錩泰,-,0.0,0.88
1560,中砂,13.72,6.6,1.55
1582,信錦,11.03,6.51,1.57
1583,程泰,8.24,5.38,1.74
1589,永冠-KY,12.78,3.88,0.76
1590,亞德客-KY,18.20,3.49,4.05
1603,華電,12.78,0.0,0.61
1604,聲寶,-,3.31,0.7
1605,華新,-,0.0,0.53
1608,華榮,65.17,0.0,0.67
1609,大亞,18.70,3.34,0.6
1611,中電,13.96,6.42,1.15
1612,宏泰,12.80,3.17,0.6
1613,台一,-,0.0,0.56
1614,三洋電,24.49,4.5,1.5
1615,大山,16.56,4.72,0.83
1616,億泰,-,0.0,0.46
1617,榮星,-,0.0,0.82
1618,合機,21.85,4.98,0.51
1701,中化,16.82,2.7,1.14
1702,南僑,29.08,1.74,2.42
1704,榮化,18.66,6.42,1.42
1707,葡萄王,16.13,4.93,3.34
1708,東鹼,10.77,4.13,1.57
1709,和益,10.32,8.67,1.35
1710,東聯,13.06,8.67,1.82
1711,永光,18.04,5.71,1.18
1712,興農,12.87,5.76,0.92
1713,國化,31.62,2.88,0.73
1714,和桐,11.51,7.0,1.28
1715,萬洲,13.54,8.56,0.9
1717,長興,19.32,4.39,1.23
1718,中纖,24.05,0.0,0.81
1720,生達,15.24,3.95,1.42
1721,三晃,-,0.0,0.68
1722,台肥,25.61,3.23,1.33
1723,中碳,14.31,6.08,4.57
1724,台硝,7.01,8.55,1.51
1725,元禎,29.31,0.0,1.39
1726,永記,10.12,4.82,1.25
1727,中華化,12.79,6.91,1.35
1729,必翔,-,0.0,2.18
1730,花仙子,9.89,5.46,1.24
1731,美吾華,92.86,2.69,1.02
1732,毛寶,141.50,2.83,1.21
1733,五鼎,13.17,6.29,3.99
1734,杏輝,54.38,1.34,1.54
1735,日勝化,38.70,2.68,0.8
1736,喬山,22.79,2.5,2.84
1737,臺鹽,73.33,3.09,0.92
1762,中化生,22.36,3.19,2.2
1773,勝一,10.33,6.95,1.5
1789,神隆,38.03,2.25,4.14
1802,台玻,54.81,3.16,1.45
1805,寶徠,6.48,0.0,1.26
1806,冠軍,6.72,4.65,0.6
1808,潤隆,5.26,13.55,1.66
1809,中釉,11.69,3.62,0.8
1810,和成,59.23,5.84,0.52
1902,台紙,102.44,5.42,0.6
1903,士紙,-,0.0,2.61
1904,正隆,14.14,2.79,0.65
1905,華紙,-,0.0,0.7
1906,寶隆,18.79,0.0,0.47
1907,永豐餘,12.24,6.67,0.74
1909,榮成,9.22,0.0,0.51
2002,中鋼,33.73,4.35,1.42
2006,東和鋼鐵,11.09,5.94,1.17
2007,燁興,-,0.0,0.46
2008,高興昌,-,0.0,2.44
2009,第一銅,-,0.0,0.68
2010,春源,15.60,6.84,0.7
2012,春雨,21.41,0.0,0.75
2013,中鋼構,8.02,6.97,1.04
2014,中鴻,-,0.0,0.87
2015,豐興,11.55,6.28,1.64
2017,官田鋼,340.50,3.67,0.6
2020,美亞,-,0.0,0.9
2022,聚亨,-,0.0,0.44
2023,燁輝,-,5.49,0.57
2024,志聯,13.18,2.59,0.57
2025,千興,-,0.0,0.41
2027,大成鋼,22.08,8.36,0.93
2028,威致,-,0.0,0.59
2029,盛餘,12.17,5.95,0.74
