101年12月04日 個股日本益比、殖利率及股價淨值比,101年12月04日 個股日本益比、殖利率及股價淨值比,101年12月04日 個股日本益比、殖利率及股價淨值比,101年12月04日 個股日本益比、殖利率及股價淨值比,101年12月04日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,17.37,5.04,1.45
1102,亞泥,17.84,7.01,1.45
1103,嘉泥,-,3.69,0.78
1104,環泥,12.75,3.92,0.7
1108,幸福,14.55,0.0,0.61
1109,信大,50.48,3.3,0.78
1110,東泥,61.67,0.77,0.88
1201,味全,22.15,1.74,2.19
1203,味王,495.00,2.53,1.21
1210,大成,15.41,6.34,1.3
1213,大飲,60.15,0.0,1.59
1215,卜蜂,13.64,2.0,0.75
1216,統一,21.64,3.3,3.2
1217,愛之味,92.40,0.0,0.87
1218,泰山,65.83,3.16,1.44
1219,福壽,-,6.56,1.21
1220,台榮,12.68,0.0,0.87
1225,福懋油,32.82,2.34,1.04
1227,佳格,21.81,5.93,5.02
1229,聯華,11.19,5.19,0.77
1231,聯華食,11.99,4.21,1.87
1232,大統益,15.10,5.86,2.83
1233,天仁,18.45,5.24,2.52
1234,黑松,51.30,1.6,1.56
1235,興泰,78.06,0.0,1.39
1236,宏亞,20.44,7.19,1.63
1301,台塑,36.21,5.36,2.04
1303,南亞,566.67,4.12,1.62
1304,台聚,12.20,11.01,1.48
1305,華夏,11.86,0.0,1.09
1307,三芳,11.32,6.47,1.28
1308,亞聚,14.20,12.0,1.2
1309,台達化,-,7.39,0.76
1310,台苯,-,0.0,0.92
1312,國喬,8.72,4.67,0.97
1313,聯成,16.86,6.31,0.99
1314,中石化,14.54,20.23,1.12
1315,達新,11.71,5.83,1.08
1316,上曜,-,0.0,0.97
1319,東陽,15.70,2.82,0.94
1321,大洋,-,0.0,1.07
1323,永裕,9.07,5.88,1.31
1324,地球,32.94,5.36,0.83
1325,恆大,20.37,3.89,0.96
1326,台化,270.40,5.92,1.71
1337,再生-KY,9.90,5.8,2.51
1339,昭輝,10.70,5.43,1.21
1402,遠東新,20.90,5.91,1.57
1409,新纖,20.64,3.34,0.72
1410,南染,21.52,3.35,1.86
1413,宏洲,-,0.0,0.62
1414,東和,47.58,3.32,0.62
1416,廣豐,7.49,0.0,1.09
1417,嘉裕,15.30,0.0,0.79
1418,東華,-,0.0,0.71
1419,新紡,60.89,1.59,1.97
1423,利華,-,0.0,0.52
1432,大魯閣,-,0.0,0.58
1434,福懋,16.94,4.37,0.89
1435,中福,-,0.0,1.08
1436,華友聯,2.82,0.0,1.6
1437,勤益控,-,0.0,0.88
1438,三地開發,21.33,0.0,0.64
1439,雋揚,-,3.42,0.63
1440,南紡,28.30,1.5,0.88
1441,大東,-,7.5,0.77
1442,名軒,10.39,10.42,1.47
1443,立益物流,-,0.0,0.45
1444,力麗,28.16,7.48,0.9
1445,大宇,26.48,6.99,0.51
1446,宏和,-,1.76,1.19
1447,力鵬,-,0.0,0.8
1449,佳和,-,0.0,1.24
1451,年興,18.94,4.84,0.88
1452,宏益,14.92,5.32,0.62
1453,大將,14.15,3.98,0.89
1454,台富,-,6.91,0.63
1455,集盛,-,2.22,0.76
1456,怡華,-,0.0,9.48
1457,宜進,-,0.0,0.76
1459,聯發,-,5.96,0.77
1460,宏遠,5.03,0.0,0.8
1463,強盛新,208.00,0.0,1.06
1464,得力,33.85,2.27,0.81
1465,偉全,21.64,8.76,0.67
1466,聚隆,43.03,6.12,1.0
1467,南緯,10.63,4.23,0.83
1468,昶和,18.13,0.0,1.21
1469,理隆,36.68,0.0,0.73
1470,大統新創,98.85,1.56,1.25
1471,首利,-,0.0,0.71
1472,三洋實業,-,0.0,2.42
1473,台南,24.75,7.88,1.1
1474,弘裕,-,4.26,0.55
1475,業旺,-,0.0,0.82
1476,儒鴻,16.11,3.66,4.17
1477,聚陽,11.80,6.79,3.3
1503,士電,20.93,3.33,0.96
1504,東元,13.88,4.27,1.03
1506,正道,-,0.0,2.25
1507,永大,14.92,4.1,1.99
1512,瑞利,14.31,6.85,0.65
1513,中興電,14.14,6.37,1.02
1514,亞力,11.80,4.24,0.69
1516,川飛,-,0.0,1.54
1517,利奇,13.31,5.91,0.88
1519,華城,-,4.2,1.09
1521,大億,10.59,9.47,2.05
1522,堤維西,-,1.92,0.65
1524,耿鼎,-,0.0,0.5
1525,江申,9.30,3.69,1.3
1526,日馳,-,0.0,0.81
1527,鑽全,48.08,9.71,1.22
1528,恩德,30.61,10.2,0.71
1529,樂事綠能,-,0.0,0.58
1530,亞崴,9.16,4.92,1.28
1531,高林股,17.76,11.49,0.8
1532,勤美,20.15,2.96,1.07
1533,車王電,8.51,2.41,0.85
1535,中宇,11.43,5.46,2.77
1536,和大,10.61,0.0,1.27
1537,廣隆,9.30,4.37,2.03
1538,正峰,-,0.0,1.02
1539,巨庭,-,0.0,0.76
1540,喬福,9.49,8.02,1.2
1541,錩泰,-,0.0,0.88
1560,中砂,14.74,6.38,1.67
1582,信錦,9.34,6.09,1.69
1583,程泰,8.30,6.19,1.53
1589,永冠-KY,11.61,4.38,0.62
1590,亞德客-KY,21.20,3.33,4.39
1603,華電,10.60,0.0,0.77
1604,聲寶,68.67,2.91,0.77
1605,華新,-,0.0,0.57
1608,華榮,16.59,0.0,0.95
1609,大亞,60.00,3.47,0.59
1611,中電,41.16,6.78,1.2
1612,宏泰,14.03,2.97,0.64
1613,台一,-,0.0,0.56
1614,三洋電,37.81,3.93,1.8
1615,大山,32.12,4.72,0.84
1616,億泰,-,0.0,0.58
1617,榮星,-,0.0,0.88
1618,合機,11.61,4.63,0.53
1701,中化,19.08,2.54,1.21
1702,南僑,20.32,1.92,2.14
1704,榮化,51.88,7.26,1.46
1707,葡萄王,17.11,3.9,4.41
1708,東鹼,11.43,4.59,1.46
1709,和益,11.67,10.94,1.18
1710,東聯,24.79,8.65,1.99
1711,永光,18.68,5.25,1.3
1712,興農,12.55,5.9,0.92
1713,國化,26.17,2.52,0.84
1714,和桐,14.15,9.02,1.1
1715,萬洲,15.16,9.39,0.86
1717,長興,19.15,4.05,1.34
1718,中纖,53.16,0.0,0.8
1720,生達,15.69,3.84,1.49
1721,三晃,-,0.0,0.74
1722,台肥,31.25,3.07,1.43
1723,中碳,15.11,6.2,5.17
1724,台硝,8.79,9.32,1.46
1725,元禎,-,0.0,1.34
1726,永記,10.16,4.3,1.41
1727,中華化,14.96,7.18,1.39
1729,必翔,-,0.0,2.32
1730,花仙子,9.64,5.73,1.22
1731,美吾華,62.71,2.33,1.19
1732,毛寶,-,2.86,1.24
1733,五鼎,13.58,6.68,3.9
1734,杏輝,34.66,1.16,1.74
1735,日勝化,12.30,2.56,0.82
1736,喬山,20.94,2.8,2.7
1737,臺鹽,87.61,3.37,0.86
1762,中化生,18.53,2.98,2.34
1773,勝一,10.63,6.44,1.66
1789,神隆,37.44,2.12,4.61
1802,台玻,-,3.36,1.45
