100年03月07日 個股日本益比、殖利率及股價淨值比,100年03月07日 個股日本益比、殖利率及股價淨值比,100年03月07日 個股日本益比、殖利率及股價淨值比,100年03月07日 個股日本益比、殖利率及股價淨值比,100年03月07日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.51,5.77,1.41
1102,亞泥,14.60,6.79,1.26
1103,嘉泥,68.13,2.45,0.76
1104,環泥,7.38,2.8,0.84
1108,幸福,-,2.34,0.71
1109,信大,-,3.54,0.70
1110,東泥,-,1.73,0.80
1201,味全,22.27,1.88,2.84
1203,味王,336.43,6.37,1.35
1210,大成,17.04,5.9,1.45
1213,大飲,-,0.0,2.15
1215,卜蜂,11.32,5.56,1.00
1216,統一,15.28,4.79,2.25
1217,愛之味,81.88,0.0,1.23
1218,泰山,28.16,3.74,1.41
1219,福壽,22.23,4.64,1.12
1220,台榮,29.55,0.0,1.44
1225,福懋油,16.90,2.24,1.16
1227,佳格,14.29,4.79,4.00
1229,聯華,8.69,3.97,0.85
1231,聯華食,12.49,2.82,1.54
1232,大統益,12.07,5.92,2.87
1233,天仁,21.60,3.7,3.49
1234,黑松,37.82,1.92,1.30
1235,興泰,39.45,0.93,1.96
1236,宏亞,12.35,7.79,1.67
1301,台塑,14.52,4.12,2.45
1303,南亞,16.46,2.27,2.43
1304,台聚,14.44,5.7,2.20
1305,華夏,-,2.45,1.09
1307,三芳,11.61,5.78,2.05
1308,亞聚,11.17,6.36,1.69
1309,台達化,9.44,0.0,0.95
1310,台苯,-,4.38,1.28
1312,國喬,9.42,1.17,1.30
1313,聯成,8.71,4.64,1.22
1314,中石化,14.18,0.0,2.40
1315,達新,37.29,3.83,0.95
1316,上曜,-,0.0,1.69
1319,東陽,12.92,3.68,1.47
1321,大洋,-,0.0,1.72
1323,永裕,10.80,5.79,1.67
1324,地球,16.45,3.31,1.37
1325,恆大,11.97,3.29,1.45
1326,台化,13.66,4.43,2.35
1402,遠東新,18.57,3.51,2.13
1409,新纖,14.18,1.61,1.06
1410,南染,34.07,0.0,1.39
1413,宏洲,111.00,0.0,1.22
1414,東和,13.66,0.0,1.98
1416,廣豐,21.44,0.0,0.95
1417,嘉裕,43.48,0.0,0.89
