101年10月16日 個股日本益比、殖利率及股價淨值比,101年10月16日 個股日本益比、殖利率及股價淨值比,101年10月16日 個股日本益比、殖利率及股價淨值比,101年10月16日 個股日本益比、殖利率及股價淨值比,101年10月16日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.93,5.18,1.46
1102,亞泥,14.45,7.11,1.46
1103,嘉泥,-,3.47,0.78
1104,環泥,12.25,4.15,0.67
1108,幸福,21.52,0.0,0.6
1109,信大,41.80,3.35,0.76
1110,東泥,130.50,0.77,0.9
1201,味全,23.27,1.75,2.21
1203,味王,354.17,2.35,1.31
1210,大成,18.21,6.36,1.39
1213,大飲,100.25,0.0,1.65
1215,卜蜂,36.58,2.16,0.68
1216,統一,23.01,3.27,3.37
1217,愛之味,324.33,0.0,0.92
1218,泰山,128.85,2.99,1.59
1219,福壽,-,6.6,1.21
1220,台榮,18.36,0.0,0.92
1225,福懋油,-,2.3,1.1
1227,佳格,21.30,6.09,5.18
1229,聯華,10.80,5.26,0.77
1231,聯華食,14.15,4.11,2.02
1232,大統益,14.19,5.79,3.0
1233,天仁,17.76,5.08,2.69
1234,黑松,56.81,1.47,1.73
1235,興泰,-,0.0,1.59
1236,宏亞,27.63,7.14,1.7
1301,台塑,37.04,5.0,2.28
1303,南亞,347.50,3.78,1.79
1304,台聚,10.90,10.37,1.62
1305,華夏,50.40,0.0,1.02
1307,三芳,12.06,6.48,1.29
1308,亞聚,12.27,11.81,1.29
1309,台達化,-,7.19,0.8
1310,台苯,-,0.0,1.19
1312,國喬,8.18,4.65,0.99
1313,聯成,23.79,6.37,1.02
1314,中石化,7.11,15.28,1.25
1315,達新,10.11,5.96,1.12
1316,上曜,-,0.0,1.07
1319,東陽,15.66,2.55,1.05
1321,大洋,-,0.0,1.2
1323,永裕,9.78,5.31,1.48
1324,地球,20.36,5.26,0.86
1325,恆大,22.31,3.64,1.04
1326,台化,206.11,5.39,1.95
1337,再生-KY,11.05,5.46,2.84
1339,昭輝,10.79,5.39,1.26
1402,遠東新,17.41,6.21,1.51
1409,新纖,22.88,3.15,0.77
1410,南染,21.38,3.63,1.76
1413,宏洲,-,0.0,0.64
1414,東和,2.87,3.37,0.62
1416,廣豐,7.96,0.0,1.08
1417,嘉裕,16.25,0.0,0.88
1418,東華,-,0.0,0.79
1419,新紡,51.45,1.53,2.14
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,0.6
1434,福懋,32.62,4.38,0.95
1435,中福,132.80,0.0,0.96
1436,華友聯,3.26,0.0,1.59
1437,勤益控,-,0.0,0.93
1438,三地開發,54.00,0.0,0.55
1439,雋揚,392.50,3.18,0.68
1440,南紡,-,1.43,0.93
1441,大東,-,6.9,0.83
1442,名軒,8.42,10.2,1.52
1443,立益物流,-,0.0,0.5
1444,力麗,-,7.02,1.02
1445,大宇,18.00,6.94,0.52
1446,宏和,-,1.75,1.18
1447,力鵬,-,0.0,0.88
1449,佳和,-,0.0,1.66
1451,年興,13.94,4.75,0.85
1452,宏益,28.44,5.49,0.61
1453,大將,-,3.42,1.1
1454,台富,-,7.04,0.63
1455,集盛,-,1.86,0.91
1456,怡華,-,0.0,7.7
1457,宜進,-,0.0,0.66
