104年01月12日 個股日本益比、殖利率及股價淨值比,104年01月12日 個股日本益比、殖利率及股價淨值比,104年01月12日 個股日本益比、殖利率及股價淨值比,104年01月12日 個股日本益比、殖利率及股價淨值比,104年01月12日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.10,5.64,1.35
1102,亞泥,13.82,5.26,0.95
1103,嘉泥,7.72,7.04,0.53
1104,環泥,11.40,4.23,1.07
1108,幸福,13.21,4.37,0.93
1109,信大,14.94,8.92,0.96
1110,東泥,74.32,1.22,1.05
1201,味全,30.12,2.43,1.49
1203,味王,28.21,4.22,1.34
1210,大成,7.76,14.98,1.35
1213,大飲,106.00,0.0,1.63
1215,卜蜂,7.90,5.31,1.17
1216,統一,24.50,4.26,3.06
1217,愛之味,-,0.0,0.73
1218,泰山,-,0.0,1.2
1219,福壽,39.87,0.99,1.27
1220,台榮,35.17,3.32,0.89
1225,福懋油,2030.00,1.18,1.75
1227,佳格,23.88,3.77,4.22
1229,聯華,9.24,4.78,0.85
1231,聯華食,21.05,7.11,1.85
1232,大統益,14.35,5.34,3.64
1233,天仁,18.46,4.9,3.08
1234,黑松,19.25,5.19,0.9
1235,興泰,10.04,0.0,0.81
1236,宏亞,12.35,5.37,1.39
1262,綠悅-KY,16.89,2.27,2.79
1301,台塑,19.53,2.57,1.72
1303,南亞,14.40,2.98,1.65
1304,台聚,26.79,3.2,1.14
1305,華夏,19.78,8.92,1.07
1307,三芳,11.69,5.64,1.55
1308,亞聚,20.78,4.18,1.29
1309,台達化,-,0.0,0.88
1310,台苯,13.75,7.27,1.29
1312,國喬,16.57,5.92,1.0
1313,聯成,67.65,3.39,0.73
1314,中石化,-,0.0,0.9
1315,達新,30.16,3.49,0.76
1316,上曜,-,0.0,1.8
1319,東陽,18.88,2.91,1.33
1321,大洋,-,0.0,1.58
1323,永裕,13.48,3.99,2.11
1324,地球,24.58,8.81,1.16
1325,恆大,43.70,2.97,1.24
1326,台化,19.44,3.79,1.41
1337,再生-KY,7.96,9.03,0.95
1338,廣華-KY,12.65,2.65,1.38
1339,昭輝,24.07,1.45,3.81
1340,勝悅-KY,10.79,4.72,2.02
1402,遠東新,14.90,4.19,0.83
1409,新纖,13.21,3.15,0.71
1410,南染,18.76,3.5,1.63
1413,宏洲,-,0.0,0.85
1414,東和,43.16,6.1,0.57
1416,廣豐,12.67,12.6,1.04
1417,嘉裕,25.84,2.5,0.64
1418,東華,-,0.0,1.12
1419,新紡,89.89,1.14,1.6
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,1.43
1434,福懋,15.58,3.23,1.05
1435,中福,-,0.0,0.8
1436,華友聯,9.59,0.0,1.2
1437,勤益控,-,0.0,0.9
1438,三地開發,165.00,0.0,1.27
1439,雋揚,-,3.44,0.66
1440,南紡,52.65,3.35,1.18
1441,大東,-,0.0,0.85
1442,名軒,16.20,16.91,1.25
1443,立益物流,-,0.0,0.66
1444,力麗,43.33,2.2,0.76
1445,大宇,43.24,5.51,0.67
1446,宏和,2970.00,1.01,2.18
1447,力鵬,16.74,8.3,0.94
1449,佳和,-,0.0,0.54
1451,年興,14.51,7.58,1.07
1452,宏益,9.64,5.97,0.84
1453,大將,-,5.36,0.83
1454,台富,20.08,3.11,0.65
1455,集盛,43.05,2.21,0.74
1456,怡華,-,0.0,1.71
1457,宜進,11.73,5.97,0.59
1459,聯發,10.80,3.56,0.83
1460,宏遠,21.50,1.33,1.43
1463,強盛新,28.51,1.85,1.39
1464,得力,145.00,0.0,1.3
1465,偉全,15.90,14.84,0.98
1466,聚隆,35.96,2.51,1.12
1467,南緯,27.45,1.49,1.16
1468,昶和,-,0.0,1.34
1469,理隆,307.50,0.0,0.87
1470,大統新創,27.39,1.63,1.71
1471,首利,-,0.0,0.7
1472,三洋實業,-,0.0,4.63
1473,台南,36.25,9.54,0.96
1474,弘裕,16.63,3.47,0.65
1475,業旺,-,0.0,2.54
1476,儒鴻,27.86,2.41,9.43
1477,聚陽,20.99,4.38,4.37
1503,士電,15.72,3.56,0.99
1504,東元,13.76,3.75,1.26
1506,正道,-,0.0,2.31
1507,永大,14.37,3.29,2.84
1512,瑞利,-,0.0,0.67
1513,中興電,13.23,3.9,1.19
1514,亞力,28.59,3.09,0.74
1515,力山,14.46,4.67,0.88
1516,川飛,21.21,0.0,1.53
1517,利奇,11.29,3.46,0.95
1519,華城,28.48,2.01,1.39
1521,大億,13.00,5.4,3.25
1522,堤維西,31.39,0.0,1.33
1524,耿鼎,-,0.0,0.68
1525,江申,13.20,2.64,1.43
1526,日馳,15.05,0.0,1.39
1527,鑽全,9.52,10.23,2.52
1528,恩德,53.81,5.31,0.83
1529,樂事綠能,-,0.0,2.17
1530,亞崴,14.18,5.04,1.51
1531,高林股,24.49,4.12,1.11
1532,勤美,4.51,10.32,1.06
1533,車王電,25.52,2.44,2.8
1535,中宇,13.88,5.07,2.55
1536,和大,20.56,2.33,4.24
1537,廣隆,12.71,5.86,2.76
1538,正峰,-,0.0,0.99
1539,巨庭,11.02,0.0,1.55
1540,喬福,11.91,5.57,1.38
1541,錩泰,18.58,0.0,1.43
1558,伸興,12.97,5.64,2.55
1560,中砂,14.00,5.24,2.41
1568,倉佑,19.78,2.26,1.66
1582,信錦,12.74,5.45,1.9
1583,程泰,15.01,3.82,2.52
1589,永冠-KY,15.67,2.66,1.89
1590,亞德客-KY,25.31,2.37,4.91
1592,英瑞-KY,6.45,6.97,1.05
1603,華電,15.80,0.0,0.64
1604,聲寶,12.60,5.63,0.84
1605,華新,-,0.0,0.56
1608,華榮,9.44,6.93,0.53
1609,大亞,21.63,3.08,0.52
1611,中電,-,0.0,0.79
1612,宏泰,14.86,7.32,0.68
1613,台一,-,0.0,0.53
1614,三洋電,30.30,2.97,1.59
1615,大山,14.06,2.67,0.86
1616,億泰,-,0.0,0.63
1617,榮星,38.67,0.0,0.72
1618,合機,-,0.0,0.49
1626,艾美特-KY,-,8.43,1.25
1701,中化,25.00,2.35,1.21
1702,南僑,14.32,3.64,2.89
1704,榮化,-,2.97,1.02
1707,葡萄王,18.97,3.79,6.2
1708,東鹼,11.38,2.52,1.56
1709,和益,23.21,4.88,0.86
1710,東聯,38.75,4.3,1.48
1711,永光,18.61,3.63,1.85
1712,興農,10.71,4.79,1.09
1713,國化,28.56,2.85,1.14
1714,和桐,79.29,4.5,0.93
1715,萬洲,10.75,5.96,1.13
1717,長興,14.00,5.52,1.56
1718,中纖,24.24,0.0,0.64
1720,生達,20.21,6.61,2.13
1721,三晃,-,0.0,1.17
1722,台肥,201.11,3.68,1.08
1723,中碳,15.21,5.41,5.04
1724,台硝,15.46,1.19,1.22
1725,元禎,15.32,2.43,1.04
1726,永記,12.69,5.12,1.79
1727,中華化,19.85,5.04,1.56
1729,必翔,-,0.0,4.93
1730,花仙子,7.90,8.85,1.84
1731,美吾華,23.28,2.68,1.17
1732,毛寶,-,0.0,1.39
1733,五鼎,24.75,5.98,3.05
1734,杏輝,47.61,3.82,2.25
1735,日勝化,26.74,4.35,0.86
1736,喬山,14.86,9.66,3.13
1737,臺鹽,23.48,2.03,0.85
1762,中化生,154.55,2.94,1.67
1773,勝一,12.64,7.34,1.8
1783,和康生,1975.00,0.0,3.11
1786,科妍,898.18,1.22,5.04
1789,神隆,50.47,2.99,4.03
1802,台玻,77.17,0.43,1.19
1805,寶徠,3.11,0.0,1.05
1806,冠軍,-,1.03,0.56
1808,潤隆,15.42,1.02,1.51
1809,中釉,17.35,2.43,0.78
1810,和成,15.22,3.19,0.67
1817,凱撒衛,12.81,5.02,1.75
1902,台紙,103.18,0.0,0.78
1903,士紙,-,0.0,2.66
1904,正隆,19.18,4.67,0.76
1905,華紙,-,0.0,0.63
1906,寶隆,9.09,0.0,0.59
1907,永豐餘,46.38,2.97,0.58
1909,榮成,10.85,5.71,0.79
2002,中鋼,21.68,3.4,1.39
2006,東和鋼鐵,13.68,6.68,1.05
2007,燁興,-,0.0,0.81
2008,高興昌,-,0.0,0.83
2009,第一銅,83.08,5.02,0.87
2010,春源,13.92,10.39,0.73
2012,春雨,27.12,3.55,1.05
2013,中鋼構,18.71,5.45,1.21
2014,中鴻,19.55,0.0,1.17
2015,豐興,13.97,7.75,1.48
2017,官田鋼,-,0.0,0.59
2020,美亞,13.46,3.57,0.99
2022,聚亨,-,0.0,0.65
2023,燁輝,15.22,4.38,0.58
2024,志聯,7.21,0.0,0.81
2025,千興,-,0.0,0.86
2027,大成鋼,9.01,2.81,1.41
2028,威致,-,0.0,0.78
2029,盛餘,18.06,5.74,0.8
2030,彰源,10.38,0.0,1.03
2031,新光鋼,16.14,5.63,0.92
2032,新鋼,19.91,6.85,0.88
2033,佳大,-,0.0,0.84
2034,允強,9.11,6.1,1.28
2038,海光,-,0.0,0.49
2049,上銀,28.28,1.17,5.53
2059,川湖,25.74,1.77,6.34
2062,橋椿,15.53,7.63,2.08
2101,南港,56.44,3.15,2.53
2102,泰豐,20.77,5.29,0.88
2103,台橡,25.59,5.71,1.74
2104,國際中橡,6.58,3.58,0.88
2105,正新,14.34,4.07,2.94
2106,建大,14.71,4.0,2.77
2107,厚生,5.02,6.15,1.3
2108,南帝,35.11,4.85,1.2
2109,華豐,21.44,1.35,1.77
2114,鑫永銓,15.42,5.58,3.64
2115,六暉-KY,21.14,1.63,2.58
2201,裕隆,32.08,1.52,1.04
2204,中華,12.73,4.04,0.79
2206,三陽工業,-,0.0,1.79
2207,和泰車,26.59,2.85,7.23
2208,台船,41.25,3.03,0.91
2227,裕日車,14.94,6.32,3.95
2228,劍麟,19.53,2.88,3.63
2231,為升,33.72,2.55,12.69
2301,光寶科,11.48,7.4,1.2
2302,麗正,51.94,1.2,0.83
2303,聯電,23.51,3.17,0.93
2305,全友,19.81,0.0,1.62
2308,台達電,21.33,3.25,4.57
2311,日月光,13.86,3.42,2.21
2312,金寶,10.63,0.0,1.32
2313,華通,11.43,2.79,1.21
2314,台揚,-,0.0,2.37
2316,楠梓電,15.11,5.63,0.74
2317,鴻海,10.89,3.5,1.47
2321,東訊,-,0.0,7.11
2323,中環,-,0.0,0.42
2324,仁寶,19.45,4.28,1.06
2325,矽品,13.52,3.78,2.18
2327,國巨*,9.21,0.21,1.32
2328,廣宇,26.44,1.81,1.0
2329,華泰,26.42,0.0,2.31
2330,台積電,14.97,2.27,3.58
2331,精英,4.00,11.24,0.96
2332,友訊,35.88,6.56,0.9
2337,旺宏,-,0.0,0.96
2338,光罩,32.23,6.01,0.71
2340,台亞,13.70,4.56,0.97
2342,茂矽,-,0.0,1.23
2344,華邦電,19.02,0.0,1.06
2345,智邦,14.91,5.76,1.18
2347,聯強,14.70,6.07,1.73
2348,海悅,5.81,0.0,3.12
2349,錸德,-,0.0,0.54
2351,順德,11.21,4.11,1.59
2352,佳世達,10.46,0.0,1.18
2353,宏碁,-,0.0,0.98
2354,鴻準,16.10,1.78,1.58
2355,敬鵬,12.41,4.95,1.55
2356,英業達,10.92,7.51,1.4
2357,華碩,11.97,5.86,1.68
2358,廷鑫,-,0.0,1.53
2359,所羅門,13.51,0.0,0.84
2360,致茂,24.21,3.04,3.52
2361,鴻友,-,0.0,2.35
2362,藍天,15.71,6.62,0.65
2363,矽統,-,0.0,0.78
2364,倫飛,-,0.0,0.83
2365,昆盈,295.00,5.42,0.8
2367,燿華,30.93,3.01,0.8
2368,金像電,-,0.0,1.57
2369,菱生,22.72,4.6,0.91
2371,大同,16.43,0.0,0.58
2373,震旦行,14.44,6.08,2.4
2374,佳能,64.81,12.4,0.8
2375,凱美,2.07,0.81,0.61
2376,技嘉,10.22,8.0,1.08
2377,微星,9.60,5.88,1.21
2379,瑞昱,12.77,4.9,2.49
2380,虹光,-,0.0,0.61
2382,廣達,15.77,4.9,2.41
2383,台光電,10.78,4.39,1.73
2385,群光,15.36,5.39,2.8
2387,精元,15.90,0.68,1.04
2388,威盛,-,0.0,2.47
2390,云辰,-,1.36,3.17
2392,正崴,16.13,5.83,1.05
2393,億光,15.25,4.21,1.85
2395,研華,30.79,2.73,7.08
2397,友通,14.05,4.99,1.45
2399,映泰,17.24,5.19,0.8
2401,凌陽,22.59,0.0,0.84
2402,毅嘉,10.61,1.92,1.43
2404,漢唐,10.05,7.86,1.59
2405,輔信,-,7.94,0.78
2406,國碩,-,0.0,1.43
2408,南亞科,8.02,0.0,5.88
2409,友達,14.01,0.82,1.01
2412,中華電,18.27,4.82,2.04
2413,環科,65.91,0.0,0.96
2414,精技,11.55,5.59,1.19
2415,錩新,10.13,3.46,1.38
2417,圓剛,-,0.88,0.67
2419,仲琦,61.92,2.61,1.23
2420,新巨,11.47,6.76,2.53
2421,建準,12.59,5.03,1.33
2423,固緯,19.42,4.56,1.49
2424,隴華,7.32,0.0,2.44
2425,承啟,10.67,6.7,1.95
2426,鼎元,-,0.0,1.16
2427,三商電,74.17,0.0,0.8
2428,興勤,9.58,4.41,1.47
2429,銘旺科,-,0.0,1.15
2430,燦坤,13.26,6.11,1.21
2431,聯昌,17.52,0.0,1.65
2433,互盛電,13.31,9.08,1.82
2434,統懋,19.25,0.0,1.08
2436,偉詮電,34.00,0.56,2.42
2437,旺詮,9.42,7.08,1.2
2438,翔耀,22.61,0.0,1.81
2439,美律,14.46,3.8,3.61
2440,太空梭,-,0.0,1.3
2441,超豐,9.81,5.17,1.71
2442,新美齊,12.64,5.38,0.8
2443,昶虹,2.59,0.0,0.68
2444,兆勁,-,0.0,1.54
2448,晶電,33.96,0.69,1.24
2449,京元電子,13.34,4.82,1.45
2450,神腦,23.52,7.87,2.4
2451,創見,12.49,6.77,2.17
2453,凌群,15.31,4.0,0.88
2454,聯發科,17.10,3.07,3.31
2455,全新,20.84,6.23,2.37
2456,奇力新,14.23,0.59,1.35
2457,飛宏,40.57,2.75,0.82
2458,義隆,13.06,7.24,2.71
2459,敦吉,10.10,3.75,0.99
2460,建通,24.69,0.0,0.69
2461,光群雷,17.02,3.86,0.98
2462,良得電,13.04,7.67,1.21
2464,盟立,14.87,5.34,1.59
2465,麗臺,-,0.0,2.03
2466,冠西電,-,0.0,3.25
2467,志聖,16.32,6.38,1.35
2468,華經,20.31,2.31,0.85
2471,資通,22.71,6.12,1.12
2472,立隆電,10.91,5.28,1.98
2474,可成,13.02,1.94,2.28
2475,華映,-,0.0,0.6
2476,鉅祥,11.69,4.87,1.1
2477,美隆電,-,24.19,0.9
2478,大毅,38.56,1.33,0.89
2480,敦陽科,19.42,7.01,1.39
2481,強茂,81.11,0.0,0.79
2482,連宇,-,0.0,1.5
2483,百容,14.48,6.02,1.23
2484,希華,15.70,2.63,1.32
2485,兆赫,18.27,4.73,1.56
2486,一詮,16.03,3.81,0.96
2488,漢平,7.43,9.15,1.09
2489,瑞軒,15.13,12.59,1.05
2491,吉祥全,2.47,0.0,1.72
2492,華新科,31.76,0.0,0.58
2493,揚博,10.68,6.84,1.58
2495,普安,57.19,0.82,1.28
2496,卓越,-,0.0,6.19
2497,怡利電,15.51,3.14,3.79
2498,宏達電,93.83,0.0,1.59
2499,東貝,18.55,1.25,1.55
2501,國建,32.65,6.01,1.21
2504,國產,15.50,0.0,0.68
