102年06月25日 個股日本益比、殖利率及股價淨值比,102年06月25日 個股日本益比、殖利率及股價淨值比,102年06月25日 個股日本益比、殖利率及股價淨值比,102年06月25日 個股日本益比、殖利率及股價淨值比,102年06月25日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,16.23,5.63,1.16
1102,亞泥,19.53,5.44,1.3
1103,嘉泥,-,0.0,0.62
1104,環泥,13.63,4.44,0.75
1108,幸福,22.84,0.0,0.67
1109,信大,40.19,3.64,0.73
1110,東泥,215.00,0.66,1.0
1201,味全,30.60,1.23,3.07
1203,味王,25.48,1.4,1.28
1210,大成,18.35,4.71,1.14
1213,大飲,87.40,0.0,1.75
1215,卜蜂,9.72,5.14,0.74
1216,統一,21.31,3.5,3.29
1217,愛之味,68.36,0.0,0.9
1218,泰山,-,0.0,1.4
1219,福壽,-,2.01,1.24
1220,台榮,14.14,3.72,0.9
1225,福懋油,32.13,3.11,1.06
1227,佳格,22.27,3.87,4.85
1229,聯華,10.29,5.19,0.81
1231,聯華食,12.54,4.88,2.07
1232,大統益,16.65,5.04,2.84
1233,天仁,18.76,4.75,2.89
1234,黑松,2.42,6.78,0.97
1235,興泰,-,0.0,1.43
1236,宏亞,12.71,2.9,1.71
1301,台塑,27.28,2.35,1.77
1303,南亞,45.00,0.68,1.83
1304,台聚,16.43,4.72,1.25
1305,華夏,9.21,5.68,1.29
1307,三芳,12.35,6.46,1.35
1308,亞聚,20.61,4.54,1.1
1309,台達化,-,0.0,0.91
1310,台苯,-,0.0,1.52
1312,國喬,9.29,5.63,1.1
1313,聯成,17.86,6.67,0.91
1314,中石化,-,3.39,1.0
1315,達新,39.05,3.46,0.86
1316,上曜,-,0.0,1.3
1319,東陽,22.82,1.76,1.26
1321,大洋,-,0.0,1.58
1323,永裕,10.47,4.9,1.48
1324,地球,21.19,3.0,0.99
1325,恆大,22.99,2.54,0.99
1326,台化,32.01,1.42,1.59
1337,再生-KY,9.59,6.46,1.65
1338,廣華-KY,16.03,3.52,1.15
1339,昭輝,12.30,4.0,1.52
1402,遠東新,20.79,4.78,1.4
1409,新纖,19.08,3.42,0.67
1410,南染,15.86,5.69,1.41
1413,宏洲,-,0.0,0.62
1414,東和,19.77,4.37,0.59
1416,廣豐,5.39,6.06,0.92
1417,嘉裕,70.23,5.48,0.76
1418,東華,-,0.0,0.67
1419,新紡,73.53,1.33,1.62
1423,利華,-,0.0,0.46
1432,大魯閣,5.37,11.61,2.04
1434,福懋,18.94,3.62,0.94
1435,中福,571.00,0.0,0.83
1436,華友聯,-,0.0,1.49
1437,勤益控,-,0.0,0.63
1438,三地開發,28.82,0.0,0.99
1439,雋揚,-,3.28,0.66
1440,南紡,20.15,2.19,0.87
1441,大東,26.14,2.19,0.73
1442,名軒,13.62,3.69,1.8
1443,立益物流,-,0.0,0.42
1444,力麗,19.81,5.61,0.86
1445,大宇,32.00,4.08,0.53
1446,宏和,-,1.09,1.91
1447,力鵬,51.74,0.0,0.89
1449,佳和,-,0.0,4.09
1451,年興,19.74,4.81,1.15
1452,宏益,15.70,4.98,0.66
1453,大將,6.47,5.36,0.89
1454,台富,-,2.82,0.6
1455,集盛,-,0.0,0.75
1456,怡華,-,0.0,8.75
1457,宜進,-,0.0,0.54
1459,聯發,-,1.25,0.69
1460,宏遠,31.54,0.0,0.83
1463,強盛新,-,0.0,1.17
1464,得力,34.31,2.01,0.89
1465,偉全,15.85,7.17,0.71
1466,聚隆,17.62,5.62,1.07
1467,南緯,10.58,3.35,0.99
1468,昶和,-,0.0,1.3
1469,理隆,36.08,0.0,0.75
1470,大統新創,92.00,0.0,1.33
1471,首利,-,0.0,0.74
1472,三洋實業,-,0.0,2.47
1473,台南,17.31,3.11,1.1
1474,弘裕,-,0.0,0.56
1475,業旺,-,0.0,1.25
1476,儒鴻,28.02,2.29,7.79
1477,聚陽,20.69,4.16,4.8
1503,士電,20.06,2.85,0.94
1504,東元,15.86,3.62,1.29
1506,正道,-,0.0,1.31
1507,永大,14.09,4.12,2.37
1512,瑞利,27.54,0.0,0.64
1513,中興電,15.00,6.01,1.04
1514,亞力,17.76,5.21,0.71
1515,力山,22.00,0.0,0.79
1516,川飛,-,0.0,1.88
1517,利奇,10.99,5.05,0.98
1519,華城,23.57,1.89,1.18
1521,大億,13.43,7.6,2.15
1522,堤維西,-,0.0,0.75
1524,耿鼎,-,0.0,0.58
1525,江申,9.77,4.18,1.02
1526,日馳,16.13,0.0,0.82
1527,鑽全,10.59,2.15,1.4
1528,恩德,19.05,3.9,1.0
1529,樂事綠能,-,0.0,1.18
1530,亞崴,10.20,5.0,1.16
1531,高林股,11.26,5.83,0.92
1532,勤美,18.60,3.34,1.39
1533,車王電,15.99,1.86,0.83
1535,中宇,14.67,4.97,3.05
1536,和大,16.00,3.02,2.2
1537,廣隆,8.32,6.2,2.23
1538,正峰,-,0.0,1.79
1539,巨庭,21.37,0.0,1.01
1540,喬福,15.63,5.76,1.04
1541,錩泰,-,0.0,0.91
1560,中砂,15.27,5.33,1.96
1582,信錦,10.87,7.81,1.53
1583,程泰,9.94,4.98,1.34
1589,永冠-KY,10.77,6.65,0.66
1590,亞德客-KY,18.50,3.23,3.53
1603,華電,10.91,0.0,0.74
1604,聲寶,12.23,5.91,0.73
1605,華新,-,0.0,0.48
1608,華榮,9.62,6.17,0.64
1609,大亞,97.43,2.93,0.53
1611,中電,145.00,1.38,0.92
1612,宏泰,-,2.34,0.61
1613,台一,-,0.0,0.46
1614,三洋電,46.10,2.39,1.97
1615,大山,18.04,3.96,0.78
1616,億泰,18.77,0.0,0.59
1617,榮星,-,0.0,0.92
1618,合機,8.59,4.69,0.54
1626,艾美特-KY,17.28,3.57,2.62
1701,中化,22.33,2.54,1.22
1702,南僑,14.88,3.22,1.87
1704,榮化,41.09,2.1,1.29
1707,葡萄王,21.54,3.49,5.34
1708,東鹼,11.00,3.14,1.33
1709,和益,15.78,2.11,1.0
1710,東聯,28.85,4.16,1.5
1711,永光,18.67,4.91,1.4
1712,興農,11.09,5.42,1.03
1713,國化,28.33,2.94,1.04
1714,和桐,23.27,5.47,1.01
