101年04月19日 個股日本益比、殖利率及股價淨值比,101年04月19日 個股日本益比、殖利率及股價淨值比,101年04月19日 個股日本益比、殖利率及股價淨值比,101年04月19日 個股日本益比、殖利率及股價淨值比,101年04月19日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.45,5.56,1.37
1102,亞泥,11.47,7.1,1.33
1103,嘉泥,63.57,3.75,0.64
1104,環泥,21.23,4.35,0.65
1108,幸福,-,0.0,0.58
1109,信大,63.53,3.24,0.77
1110,東泥,315.00,0.79,0.88
1201,味全,24.41,1.82,2.15
1203,味王,129.12,2.28,1.32
1210,大成,14.24,5.78,1.4
1213,大飲,508.00,0.0,2.09
1215,卜蜂,24.58,6.9,0.75
1216,統一,20.29,4.03,2.61
1217,愛之味,481.00,0.0,0.9
1218,泰山,26.21,3.29,1.36
1219,福壽,8.47,4.69,1.17
1220,台榮,12.35,0.0,0.89
1225,福懋油,53.75,2.33,1.03
1227,佳格,17.25,5.47,4.77
1229,聯華,10.31,8.09,0.75
1231,聯華食,11.62,4.27,1.91
1232,大統益,13.71,5.96,2.73
1233,天仁,19.03,4.67,2.95
1234,黑松,50.62,1.62,1.54
1235,興泰,76.06,1.2,1.56
1236,宏亞,13.39,6.12,1.68
1301,台塑,14.55,4.71,2.16
1303,南亞,20.58,3.46,1.8
1304,台聚,8.87,8.73,1.75
1305,華夏,-,0.0,1.05
1307,三芳,12.60,6.07,1.31
1308,亞聚,8.78,8.25,1.6
1309,台達化,13.33,6.03,0.87
1310,台苯,-,0.0,0.88
1312,國喬,11.03,5.24,0.92
1313,聯成,16.57,12.07,1.0
1314,中石化,5.77,6.27,1.64
1315,達新,11.06,5.41,1.12
1316,上曜,-,0.0,2.1
1319,東陽,13.97,2.35,1.1
1321,大洋,-,0.0,0.96
1323,永裕,10.65,5.63,1.38
1324,地球,13.37,4.72,0.91
1325,恆大,14.21,3.78,1.02
1326,台化,14.63,4.72,1.95
1337,再生-KY,9.25,6.22,2.01
1402,遠東新,14.82,5.97,1.47
1409,新纖,13.33,9.78,0.74
1410,南染,15.09,1.0,1.12
1413,宏洲,-,0.0,0.57
1414,東和,2.21,0.0,0.84
1416,廣豐,21.77,0.0,0.98
1417,嘉裕,13.58,0.0,0.78
1418,東華,20.71,0.0,0.78
1419,新紡,50.18,1.2,2.37
1423,利華,25.33,0.0,0.55
1432,大魯閣,15.96,0.0,0.44
1434,福懋,22.44,4.35,0.86
1435,中福,-,0.0,0.55
1436,華友聯,5.12,0.0,1.11
1437,勤益控,-,0.0,0.76
1438,三地開發,5.50,0.0,0.46
1439,雋揚,-,2.82,0.75
1440,南紡,35.00,1.63,0.82
1441,大東,7.04,0.0,0.82
1442,名軒,8.09,7.14,1.61
1443,立益物流,-,0.0,0.4
1444,力麗,12.59,16.44,0.91
1445,大宇,10.21,6.53,0.55
1446,宏和,4.35,2.37,0.85
1447,力鵬,-,5.56,0.78
1449,佳和,-,0.0,1.38
1451,年興,12.83,4.96,0.87
1452,宏益,13.57,5.5,0.6
1453,大將,85.80,4.66,0.77
1454,台富,6.47,6.54,0.65
1455,集盛,-,11.71,0.91
1456,怡華,-,0.0,2.16
1457,宜進,-,0.0,0.64
1459,聯發,12.40,4.74,0.91
1460,宏遠,20.23,0.0,1.1
1463,強盛新,69.33,0.0,1.07
1464,得力,39.30,2.21,0.82
1465,偉全,11.52,7.64,0.74
1466,聚隆,8.15,5.6,1.08
1467,南緯,9.25,0.0,0.75
1468,昶和,8.21,0.0,1.07
1469,理隆,42.14,0.0,0.72
1470,大統新創,25.31,1.61,1.2
1471,首利,-,0.0,0.83
1472,三洋實業,-,0.0,0.98
1473,台南,11.20,6.3,1.26
1474,弘裕,15.10,2.7,0.55
1475,業旺,-,0.0,0.74
1476,儒鴻,12.68,5.21,3.36
1477,聚陽,12.46,7.18,3.14
1503,士電,16.85,3.38,0.97
1504,東元,13.58,4.39,1.02
1506,正道,44.26,0.0,1.87
1507,永大,13.33,4.6,1.77
1512,瑞利,20.20,6.19,0.68
1513,中興電,14.12,5.95,1.08
1514,亞力,20.90,4.29,0.69
1515,力山,-,0.0,0.6
1516,川飛,-,0.0,0.97
1517,利奇,13.09,4.65,1.12
1519,華城,32.56,3.57,1.2
1521,大億,13.23,7.08,2.56
1522,堤維西,80.63,1.55,0.78
1524,耿鼎,164.75,0.0,0.52
1525,江申,9.36,4.09,1.2
1526,日馳,16.15,0.0,0.98
1527,鑽全,9.24,8.18,1.31
1528,恩德,8.89,7.77,0.87
1529,樂事綠能,-,0.0,0.49
1530,亞崴,12.53,4.59,1.43
1531,高林股,8.15,9.05,0.95
1532,勤美,16.23,10.1,0.77
1533,車王電,13.91,2.25,0.91
1535,中宇,12.78,5.11,2.99
1536,和大,11.89,0.0,1.3
1537,廣隆,13.19,8.11,1.97
1538,正峰,-,0.0,1.45
1539,巨庭,-,0.0,0.61
1540,喬福,13.30,7.09,1.35
1541,錩泰,-,0.0,0.98
1560,中砂,13.78,6.3,1.67
1582,信錦,10.76,7.54,1.38
1583,程泰,10.30,4.91,1.99
1590,亞德客-KY,19.78,2.98,4.84
1603,華電,18.98,0.0,0.65
1604,聲寶,23.38,3.77,0.63
1605,華新,-,0.0,0.51
1608,華榮,-,0.0,0.74
1609,大亞,15.24,5.79,0.63
1611,中電,17.29,5.22,1.45
1612,宏泰,19.85,6.3,0.61
1613,台一,8.09,0.0,0.75
1614,三洋電,22.44,3.99,1.72
1615,大山,22.88,14.29,0.96
1616,億泰,-,0.0,0.45
1617,榮星,-,0.0,1.09
1618,合機,13.87,5.77,0.54
1701,中化,18.93,2.56,1.22
1702,南僑,25.30,1.84,2.29
1704,榮化,14.45,7.5,1.57
1707,葡萄王,12.82,6.44,2.73
1708,東鹼,10.67,4.49,1.52
1709,和益,9.72,8.53,1.4
1710,東聯,10.29,8.14,1.82
1711,永光,17.66,5.29,1.33
1712,興農,12.62,5.93,0.91
1713,國化,33.68,2.71,0.78
1714,和桐,11.50,6.96,1.32
1715,萬洲,14.95,8.51,0.91
1717,長興,19.02,4.27,1.25
1718,中纖,16.03,0.0,0.82
1720,生達,16.16,5.05,1.38
1721,三晃,-,0.0,0.72
1722,台肥,23.42,3.06,1.36
1723,中碳,14.40,5.86,5.17
1724,台硝,6.93,0.97,1.73
1725,元禎,21.11,0.0,1.47
1726,永記,10.84,5.35,1.16
1727,中華化,13.54,6.67,1.43
1729,必翔,1231.67,0.0,2.13
1730,花仙子,9.81,5.67,1.22
1731,美吾華,36.41,3.0,0.93
1732,毛寶,42.58,3.56,1.19
1733,五鼎,14.28,6.34,4.3
1734,杏輝,49.69,2.68,1.41
1735,日勝化,33.55,4.81,0.78
1736,喬山,22.12,0.88,3.05
1737,臺鹽,30.36,3.2,0.89
1762,中化生,22.91,2.98,2.45
1773,勝一,10.41,6.88,1.58
1789,神隆,34.08,2.51,3.8
1802,台玻,27.79,2.92,1.45
1805,寶徠,13.71,0.0,1.58
1806,冠軍,6.12,8.84,0.72
1808,潤隆,7.64,11.71,2.22
1809,中釉,13.91,2.81,1.02
1810,和成,76.83,0.0,0.63
1902,台紙,19.52,4.93,0.65
1903,士紙,-,0.0,2.8
1904,正隆,14.06,8.37,0.72
1905,華紙,520.00,0.0,0.78
1906,寶隆,20.23,0.0,0.64
1907,永豐餘,10.87,6.08,0.84
1909,榮成,10.28,0.0,0.59
2002,中鋼,22.44,4.01,1.51
2006,東和鋼鐵,10.66,4.12,1.3
2007,燁興,508.00,0.0,0.5
2008,高興昌,-,0.0,2.38
2009,第一銅,-,0.0,0.83
2010,春源,13.63,6.45,0.75
2012,春雨,10.98,0.0,0.74
2013,中鋼構,8.87,6.56,1.14
2014,中鴻,-,0.0,1.07
2015,豐興,11.29,5.31,1.83
2017,官田鋼,19.68,3.72,0.62
2020,美亞,-,13.39,0.93
2022,聚亨,27.95,0.0,0.52
2023,燁輝,29.56,7.96,0.61
2024,志聯,5.40,0.0,0.57
2025,千興,-,0.0,0.54
2027,大成鋼,24.46,5.16,1.05
2028,威致,36.71,0.0,0.61
2029,盛餘,13.27,5.53,0.81
2030,彰源,-,0.0,0.88
2031,新光鋼,28.73,4.9,0.98
2032,新鋼,83.75,1.99,0.78
2033,佳大,13.08,7.11,0.92
2034,允強,13.97,6.82,0.99
2038,海光,10.00,7.86,0.77
2049,上銀,17.93,2.06,7.39
2059,川湖,17.03,3.31,3.85
2062,橋椿,12.82,6.19,1.22
2101,南港,22.22,5.45,2.8
2102,泰豐,11.88,3.29,0.7
2103,台橡,8.72,8.57,2.92
2104,國際中橡,14.45,5.57,0.98
2105,正新,20.43,5.67,3.36
2106,建大,7.65,5.97,1.74
2107,厚生,8.08,13.13,1.1
2108,南帝,9.48,8.15,1.53
2109,華豐,-,0.0,0.64
2114,鑫永銓,10.02,6.61,2.32
2201,裕隆,21.62,2.05,1.19
2204,中華,12.05,4.53,0.85
2206,三陽工業,13.08,3.88,1.1
