102年01月23日 個股日本益比、殖利率及股價淨值比,102年01月23日 個股日本益比、殖利率及股價淨值比,102年01月23日 個股日本益比、殖利率及股價淨值比,102年01月23日 個股日本益比、殖利率及股價淨值比,102年01月23日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,17.95,4.88,1.5
1102,亞泥,17.50,7.14,1.42
1103,嘉泥,-,3.61,0.8
1104,環泥,13.96,3.58,0.77
1108,幸福,15.14,0.0,0.64
1109,信大,50.24,3.32,0.77
1110,東泥,65.24,0.73,0.93
1201,味全,26.28,1.46,2.6
1203,味王,512.50,2.44,1.25
1210,大成,15.78,6.19,1.33
1213,大飲,62.42,0.0,1.65
1215,卜蜂,14.00,1.95,0.77
1216,統一,21.72,3.29,3.21
1217,愛之味,102.00,0.0,0.96
1218,泰山,66.04,3.15,1.44
1219,福壽,-,6.58,1.2
1220,台榮,12.74,0.0,0.87
1225,福懋油,32.95,2.33,1.04
1227,佳格,21.94,5.9,5.05
1229,聯華,11.45,5.08,0.78
1231,聯華食,12.26,4.12,1.91
1232,大統益,15.31,5.78,2.87
1233,天仁,19.01,5.08,2.6
1234,黑松,52.53,1.56,1.6
1235,興泰,80.48,0.0,1.43
1236,宏亞,21.13,6.96,1.68
1301,台塑,38.74,5.01,2.19
1303,南亞,658.89,3.54,1.89
1304,台聚,12.61,10.66,1.53
1305,華夏,13.43,0.0,1.23
1307,三芳,11.54,6.34,1.3
1308,亞聚,15.20,11.21,1.28
1309,台達化,-,7.02,0.81
1312,國喬,8.98,4.53,1.0
1313,聯成,17.66,6.02,1.03
1314,中石化,15.55,18.92,1.2
1315,達新,12.21,5.59,1.12
1316,上曜,-,0.0,1.09
1319,東陽,16.65,2.66,1.0
1321,大洋,-,0.0,1.09
1323,永裕,9.67,5.52,1.4
1324,地球,32.79,5.38,0.83
1325,恆大,21.65,3.66,1.02
1326,台化,316.00,5.06,2.0
1337,再生-KY,9.84,5.83,2.49
1338,廣華-KY,10.40,1.93,1.53
1339,昭輝,10.95,5.31,1.24
1402,遠東新,20.52,6.02,1.55
1409,新纖,21.29,3.24,0.74
1410,南染,18.52,3.89,1.6
1413,宏洲,-,0.0,0.64
1414,東和,48.68,3.24,0.64
1416,廣豐,7.26,0.0,1.06
1417,嘉裕,15.46,0.0,0.8
1418,東華,-,0.0,0.7
1419,新紡,62.66,1.54,2.03
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,0.69
1434,福懋,17.13,4.32,0.9
1435,中福,-,0.0,0.94
1436,華友聯,2.81,0.0,1.6
1437,勤益控,-,0.0,0.91
1438,三地開發,22.53,0.0,0.68
1439,雋揚,-,3.51,0.62
1440,南紡,30.00,1.42,0.93
1441,大東,-,7.19,0.81
1442,名軒,12.19,8.88,1.73
1443,立益物流,-,0.0,0.46
