100年03月11日 個股日本益比、殖利率及股價淨值比,100年03月11日 個股日本益比、殖利率及股價淨值比,100年03月11日 個股日本益比、殖利率及股價淨值比,100年03月11日 個股日本益比、殖利率及股價淨值比,100年03月11日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.40,5.82,1.40
1102,亞泥,14.74,6.72,1.27
1103,嘉泥,67.50,2.47,0.75
1104,環泥,7.50,2.75,0.86
1108,幸福,-,2.36,0.71
1109,信大,-,3.54,0.70
1110,東泥,-,1.75,0.80
1201,味全,23.15,1.81,2.95
1203,味王,332.14,6.45,1.33
1210,大成,17.10,5.88,1.46
1213,大飲,-,0.0,2.21
1215,卜蜂,11.19,5.62,0.99
1216,統一,15.47,4.73,2.28
1217,愛之味,80.63,0.0,1.21
1218,泰山,28.42,3.7,1.43
1219,福壽,22.54,4.57,1.13
1220,台榮,29.32,0.0,1.43
1225,福懋油,16.90,2.24,1.16
1227,佳格,14.77,4.64,4.14
1229,聯華,8.81,3.91,0.86
1231,聯華食,12.44,2.83,1.53
1232,大統益,12.05,5.93,2.86
1233,天仁,21.60,3.7,3.49
1234,黑松,38.55,1.88,1.33
1235,興泰,37.44,0.98,1.86
1236,宏亞,12.35,7.79,1.67
1301,台塑,13.89,4.31,2.34
1303,南亞,15.94,2.35,2.35
1304,台聚,14.90,5.52,2.27
1305,華夏,-,2.46,1.09
1307,三芳,11.58,5.8,2.04
1308,亞聚,11.69,6.07,1.77
1309,台達化,9.29,0.0,0.93
1310,台苯,-,4.46,1.26
1312,國喬,9.23,1.2,1.27
1313,聯成,8.55,4.73,1.20
1314,中石化,13.05,0.0,2.21
1315,達新,37.21,3.84,0.95
1316,上曜,-,0.0,1.77
1319,東陽,14.05,3.38,1.59
1321,大洋,-,0.0,1.73
1323,永裕,10.65,5.87,1.64
1324,地球,16.05,3.4,1.34
1325,恆大,11.87,3.32,1.43
1326,台化,13.31,4.55,2.29
1402,遠東新,18.30,3.56,2.10
1409,新纖,14.02,1.63,1.05
1410,南染,33.89,0.0,1.38
1413,宏洲,109.67,0.0,1.21
1414,東和,14.83,0.0,2.15
1416,廣豐,21.44,0.0,0.95
1417,嘉裕,43.48,0.0,0.89
1418,東華,13.26,0.0,1.26
1419,新紡,42.10,0.59,2.05
1423,利華,-,0.0,0.63
1432,大魯閣,1.54,0.0,1.09
1434,福懋,11.21,2.99,0.88
1435,中福,2.60,0.0,0.94
1436,華友聯,-,0.0,0.89
1437,勤益控,22.83,0.0,1.20
1438,三地開發,20.62,0.0,14.89
1439,雋揚,1.60,0.0,1.01
1440,南紡,12.64,3.3,1.19
1441,大東,-,0.0,1.04
1442,名軒,7.49,6.12,1.75
1443,立益物流,-,0.0,0.64
1444,力麗,8.25,6.41,1.32
1445,大宇,10.30,2.23,0.65
1446,宏和,-,0.0,1.32
1447,力鵬,12.23,0.0,1.20
1449,佳和,-,0.0,0.98
1451,年興,7.58,4.37,1.06
1452,宏益,9.67,7.43,1.05
1453,大將,17.46,0.0,1.42
1454,台富,225.00,0.0,0.78
1455,集盛,12.30,1.26,1.52
1456,怡華,-,0.0,0.98
1457,宜進,18.92,0.0,1.22
1459,聯發,15.22,8.57,1.63
1460,宏遠,-,0.0,1.09
1463,強盛新,16.00,0.0,1.16
1464,得力,66.88,1.87,0.94
1465,偉全,5.24,3.0,0.82
1466,聚隆,18.17,0.0,4.59
1467,南緯,7.79,0.0,0.94
1468,昶和,-,0.0,1.66
1469,理隆,24.49,0.0,0.98
1470,大統新創,20.88,0.0,1.18
1471,首利,54.03,1.34,1.27
1472,三洋實業,-,0.0,0.91
1473,台南,11.77,3.76,1.44
1474,弘裕,16.19,1.84,0.84
1475,業旺,-,0.0,1.65
1476,儒鴻,10.22,3.75,1.94
1477,聚陽,10.13,7.56,2.87
1503,士電,33.29,3.34,1.11
1504,東元,11.86,3.13,0.89
1506,正道,-,0.0,1.80
1507,永大,13.62,3.41,1.81
1512,瑞利,15.29,0.0,0.76
1513,中興電,14.70,5.92,1.11
1514,亞力,77.86,1.38,0.94
1515,力山,9.90,0.0,0.80
1516,川飛,-,0.0,1.85
1517,利奇,8.52,4.1,1.13
1519,華城,48.64,7.01,1.83
1521,大億,14.35,4.1,3.80
1522,堤維西,18.33,8.26,1.06
1524,耿鼎,109.67,0.0,0.76
1525,江申,10.74,2.82,1.76
1526,日馳,27.04,0.0,0.90
1527,鑽全,16.53,5.19,1.68
1528,恩德,11.20,1.42,1.09
1529,樂事綠能,-,0.0,0.85
1530,亞崴,20.06,1.39,1.63
1531,高林股,10.58,2.27,1.40
1532,勤美,29.31,15.02,1.16
1533,車王電,215.00,1.94,1.38
1535,中宇,11.09,5.42,2.65
1536,和大,25.00,0.0,1.35
1537,廣隆,8.97,5.82,2.40
1538,正峰,-,0.0,3.94
1539,巨庭,-,0.0,0.76
1540,喬福,11.76,11.19,1.47
1541,錩泰,12.92,12.07,1.26
1560,中砂,41.76,0.7,2.98
1582,信錦,11.90,8.36,2.00
1583,程泰,19.18,1.34,1.69
1590,亞德客-KY,5866.67,1.97,8.37
1603,華電,13.10,0.0,0.89
1604,聲寶,82.82,0.0,0.69
1605,華新,16.28,0.0,0.96
1608,華榮,13.90,4.39,0.95
1609,大亞,19.09,1.55,0.69
1611,中電,16.95,4.6,1.81
1612,宏泰,12.82,3.61,0.88
1613,台一,20.43,0.0,1.12
1614,三洋電,36.08,3.43,1.97
1615,大山,8.25,13.7,1.11
1616,億泰,-,0.0,0.74
1617,榮星,9.13,0.0,0.98
1618,合機,6.53,0.0,0.58
1701,中化,19.89,2.61,1.82
1702,南僑,25.85,0.0,3.66
1704,榮化,23.23,3.39,3.85
1707,葡萄王,13.32,4.59,2.91
1708,東鹼,13.48,4.33,1.66
1709,和益,10.54,6.04,1.17
1710,東聯,16.92,4.1,2.38
1711,永光,14.78,2.36,1.98
1712,興農,12.95,5.88,1.02
1713,國化,44.38,0.92,0.98
1714,和桐,11.05,7.38,1.35
1715,萬洲,9.29,1.64,1.02
1717,長興,11.45,8.36,1.67
1718,中纖,7.37,0.0,1.33
1720,生達,16.44,5.2,1.81
1721,三晃,-,0.0,0.97
1722,台肥,65.03,1.51,1.84
1723,中碳,18.91,3.94,6.37
1724,台硝,110.00,1.33,1.25
1725,元禎,19.04,9.13,1.67
1726,永記,10.73,5.43,1.25
1727,中華化,19.06,2.82,2.10
1729,必翔,139.19,0.0,2.93
1730,花仙子,11.27,5.38,1.41
1731,美吾華,29.66,1.45,1.36
1732,毛寶,32.74,3.46,1.52
1733,五鼎,13.39,4.7,4.10
1734,杏輝,36.30,2.66,2.09
1735,日勝化,20.91,7.97,1.04
1736,喬山,85.10,0.68,1.87
1737,臺鹽,37.10,2.61,0.97
1762,中化生,32.75,3.62,4.75
1773,勝一,9.91,5.53,1.97
1802,台玻,14.56,4.43,1.68
1805,寶徠,-,0.0,2.33
1806,冠軍,12.30,4.02,1.63
1808,潤隆,11.61,8.31,1.99
1809,中釉,22.50,2.1,1.66
1810,和成,-,0.0,0.79
1902,台紙,7.08,0.0,1.02
1903,士紙,-,0.0,3.60
1904,正隆,9.68,5.17,0.82
1905,華紙,9.21,8.25,1.08
1906,寶隆,16.44,0.0,0.69
1907,永豐餘,9.44,6.27,0.86
1909,榮成,21.02,4.49,0.80
2002,中鋼,9.30,7.46,1.73
2006,東和鋼鐵,30.40,3.32,1.49
2007,燁興,7.63,0.0,0.76
2008,高興昌,-,0.0,1.60
2009,第一銅,8.02,4.48,1.08
2010,春源,8.55,3.72,0.87
2012,春雨,-,0.0,0.90
2013,中鋼構,12.93,3.77,1.06
2014,中鴻,5.77,0.0,1.40
2015,豐興,13.44,4.03,1.92
2017,官田鋼,12.07,0.0,0.89
2020,美亞,16.70,2.0,1.49
2022,聚亨,-,0.0,0.88
2023,燁輝,14.60,7.31,0.63
2024,志聯,7.45,0.0,0.74
2025,千興,6.12,0.0,0.88
2027,大成鋼,22.25,1.48,1.38
2028,威致,7.48,0.0,1.13
2029,盛餘,11.61,1.2,0.88
2030,彰源,11.56,0.0,1.32
2031,新光鋼,24.17,1.95,1.39
2032,新鋼,22.29,1.08,1.42
2033,佳大,16.02,0.0,1.37
2034,允強,13.41,2.12,1.33
2038,海光,42.63,0.0,0.95
2049,上銀,33.93,0.26,7.71
2059,川湖,19.37,3.49,4.20
2062,橋椿,9.81,5.67,1.52
2101,南港,40.99,0.0,3.21
2102,泰豐,22.72,4.89,0.97
2103,台橡,15.81,4.63,3.68
2104,國際中橡,12.58,4.95,0.98
2105,正新,11.68,6.83,2.98
2106,建大,12.38,6.4,2.08
2107,厚生,9.59,4.47,1.52
2108,南帝,18.04,6.34,1.75
2109,華豐,-,0.0,0.83
2114,鑫永銓,12.41,6.94,1.70
2201,裕隆,31.28,0.58,1.49
2204,中華,15.24,1.2,0.84
2206,三陽工業,16.23,0.0,1.04
2207,和泰車,9.89,4.61,2.05
2208,台船,11.24,6.84,1.52
2227,裕日車,19.38,0.0,2.19
2231,為升,15.94,2.74,4.58
2301,光寶科,8.95,6.24,1.25
2302,麗正,30.91,0.0,0.61
2303,聯電,8.84,3.37,0.89
2305,全友,-,0.0,0.90
2308,台達電,19.39,3.39,3.85
2311,日月光,11.37,3.72,2.17
2312,金寶,25.00,0.0,0.66
2313,華通,-,0.0,1.51
2314,台揚,104.06,0.0,1.43
2315,神達,20.47,1.15,0.63
2316,楠梓電,18.43,0.0,1.15
2317,鴻海,12.88,2.83,2.27
2321,東訊,-,0.0,1.72
2323,中環,-,0.0,0.50
2324,仁寶,5.35,7.26,1.30
2325,矽品,12.83,7.11,1.87
2327,國巨*,7.90,1.01,0.94
2328,廣宇,45.12,1.58,1.48
2329,華泰,-,0.0,1.11
2330,台積電,11.80,4.29,3.38
2331,精英,45.00,4.83,0.59
2332,友訊,14.14,3.82,1.14
2337,旺宏,8.08,7.27,1.56
2338,光罩,12.45,2.3,0.86
2340,台亞,16.11,1.14,1.60
2342,茂矽,17.62,0.0,1.40
2344,華邦電,8.51,0.0,0.88
2345,智邦,7.33,5.88,1.30
2347,聯強,18.02,5.11,2.86
2348,海悅,-,0.0,2.21
2349,錸德,-,0.0,0.76
2351,順德,9.26,3.26,1.70
2352,佳世達,11.38,0.0,1.35
2353,宏碁,13.04,4.37,2.06
2354,鴻準,17.22,1.93,2.50
2355,敬鵬,8.34,6.1,0.94
2356,英業達,10.41,9.93,1.10
2357,華碩,8.75,0.83,1.56
2358,廷鑫,8.24,0.0,1.28
2359,所羅門,11.22,0.0,0.64
2360,致茂,16.56,4.92,4.18
2362,藍天,61.47,2.57,4.74
2363,矽統,35.30,4.31,1.05
2364,倫飛,-,0.0,0.96
2365,昆盈,11.11,12.95,1.48
2367,燿華,-,0.0,1.11
2368,金像電,82.19,0.0,0.81
2369,菱生,11.34,2.83,1.44
2371,大同,-,0.0,1.23
2373,震旦行,22.62,4.0,2.81
2374,佳能,7.52,7.88,2.03
2375,凱美,-,0.0,0.73
2376,技嘉,8.25,8.27,0.94
2377,微星,15.10,3.09,0.66
2379,瑞昱,13.48,6.8,1.65
2380,虹光,47.31,0.81,1.30
2382,廣達,9.04,6.73,1.93
2383,台光電,8.23,3.78,1.87
2384,勝華,2870.00,0.0,3.03
2385,群光,9.73,7.27,2.47
2387,精元,6.61,4.34,1.61
2388,威盛,-,0.0,2.55
2390,云辰,-,0.0,0.81
2392,正崴,16.17,4.11,1.46
2393,億光,13.58,4.58,2.41
2395,研華,15.35,4.79,3.30
2397,友通,13.42,9.66,1.14
2399,映泰,8.71,10.27,1.09
2401,凌陽,9.41,0.0,0.87
2402,毅嘉,48.02,3.73,1.18
2404,漢唐,11.91,3.64,2.24
2405,輔信,-,0.0,0.86
2406,國碩,25.88,1.83,4.11
2408,南亞科,-,0.0,1.91
2409,友達,20.87,0.0,0.83
2412,中華電,14.40,4.6,1.84
2413,環科,15.96,0.0,0.96
2414,精技,13.25,8.1,1.13
2415,錩新,27.75,0.0,1.03
2417,圓剛,7.42,7.63,1.73
2419,仲琦,20.61,3.66,1.65
2420,新巨,9.59,4.06,1.71
2421,建準,8.85,3.85,1.62
2423,固緯,12.00,4.27,1.58
2424,隴華,-,0.0,1.83
2425,承啟,-,0.0,1.10
2426,鼎元,21.93,1.24,1.93
2427,三商電,-,0.0,1.41
2428,興勤,12.66,3.97,2.17
2429,銘旺科,-,0.0,0.47
2430,燦坤,14.18,7.5,3.47
2431,聯昌,8.56,6.45,0.96
2433,互盛電,13.52,4.63,1.13
2434,統懋,-,0.0,1.16
2436,偉詮電,25.51,3.52,1.82
2437,旺詮,8.61,7.31,1.54
2438,翔耀,-,0.0,1.17
2439,美律,9.79,6.86,1.70
2440,太空梭,27.30,8.18,0.79
2441,超豐,7.97,7.13,1.43
2442,新美齊,5.02,0.0,0.85
2443,昶虹,-,0.0,0.46
2444,兆勁,-,0.0,1.21
2448,晶電,16.97,1.61,2.07
2449,京元電子,12.46,0.0,0.98
2450,神腦,17.85,5.03,4.57
2451,創見,12.77,7.73,1.96
2453,凌群,16.58,2.78,0.81
2454,聯發科,10.58,7.54,3.42
2455,全新,33.56,2.51,4.60
2456,奇力新,10.24,1.94,1.56
2457,飛宏,8.03,5.37,2.35
2458,義隆,20.74,2.15,2.84
2459,敦吉,9.57,4.85,1.17
2460,建通,8.56,7.56,1.19
2461,光群雷,23.13,2.04,0.90
2462,良得電,10.08,8.26,2.05
2463,研揚,12.93,5.88,3.14
2464,盟立,10.58,4.85,1.91
2465,麗臺,1050.00,0.0,1.56
2466,冠西電,53.18,1.03,2.50
2467,志聖,10.02,4.78,1.57
2468,華經,13.92,4.75,0.95
2471,資通,70.83,0.0,1.79
2472,立隆電,13.62,0.0,1.26
2473,思源,16.12,2.95,1.50
2474,可成,25.78,1.52,2.67
2475,華映,-,0.0,0.46
2476,鉅祥,11.12,4.39,1.25
2477,美隆電,11.95,1.63,1.10
2478,大毅,13.10,3.77,1.53
2480,敦陽科,12.70,6.59,1.36
2481,強茂,13.21,0.0,1.86
2482,連宇,42.82,2.99,1.24
2483,百容,10.19,2.78,0.90
2484,希華,-,0.0,1.06
2485,兆赫,15.24,4.55,2.68
2486,一詮,14.11,7.18,1.60
2488,漢平,10.55,4.31,0.88
2489,瑞軒,10.78,9.63,1.41
2491,吉祥全,-,0.0,0.49
2492,華新科,12.67,0.0,0.76
2493,揚博,16.01,0.0,1.01
2495,普安,17.80,6.24,2.67
2496,卓越,-,0.0,1.57
2497,怡利電,253.33,0.0,2.79
2498,宏達電,27.96,2.56,13.13
2499,東貝,18.50,3.87,2.77
2501,國建,18.31,3.41,1.20
2504,國產,17.88,2.3,0.90
2505,國揚,188.75,0.0,1.78
2506,太設,6.68,0.0,0.67
2509,全坤建,23.57,8.08,1.22
2511,太子,8.08,2.38,1.46
2514,龍邦,5.24,4.5,1.03
2515,中工,21.69,1.43,0.72
2516,新建,6.39,0.0,1.09
2520,冠德,7.26,4.32,1.27
2524,京城,13.46,3.36,1.67
2527,宏璟,11.80,1.69,1.04
2528,皇普,13.67,0.0,1.97
2530,華建,6.62,5.3,1.21
2534,宏盛,5.91,7.88,0.89
2535,達欣工,15.94,7.1,1.22
2536,宏普,18.71,8.73,1.22
2537,聯上發,203.75,0.0,0.60
2538,基泰,15.69,3.51,1.23
2539,櫻花建,77.96,1.47,1.82
2540,愛山林,-,0.0,1.01
2542,興富發,6.24,8.53,2.81
2543,皇昌,-,0.0,0.80
2545,皇翔,115.81,3.48,3.51
2546,根基,9.40,10.28,1.60
2547,日勝生,6.20,4.56,1.47
2548,華固,8.83,7.18,2.32
2597,潤弘,8.48,11.54,1.29
2601,益航,17.10,1.54,2.72
2603,長榮,8.53,0.0,1.18
2605,新興,9.12,9.09,1.38
2606,裕民,7.57,8.22,1.82
2607,榮運,21.38,2.02,1.26
2608,嘉里大榮,24.78,1.86,2.10
2609,陽明,12.49,0.0,1.59
2610,華航,6.67,0.0,1.44
2611,志信,27.20,1.47,1.16
2612,中航,8.30,9.52,1.69
2613,中櫃,37.34,0.0,0.93
2614,東森,9.68,0.0,0.68
2615,萬海,7.69,0.0,1.36
2616,山隆,10.33,5.43,0.95
2617,台航,9.23,6.55,1.49
2618,長榮航,6.41,0.0,1.81
2637,慧洋-KY,10.07,5.91,2.29
2701,萬企,24.05,3.89,0.86
2702,華園,31.40,2.78,2.21
2704,國賓,79.04,0.44,2.03
2705,六福,490.00,0.0,1.47
2706,第一店,29.62,3.7,1.39
2707,晶華,50.35,1.72,15.13
2723,美食-KY,41.39,3.36,12.45
2801,彰銀,18.17,1.34,1.29
2809,京城銀,13.29,0.0,1.42
2812,台中銀,17.67,0.0,1.41
2816,旺旺保,-,0.0,1.71
2820,華票,12.41,8.15,0.78
2823,中壽,15.28,7.39,1.89
2832,台產,18.54,10.24,1.81
2833,台壽保,9.49,6.8,2.15
2834,臺企銀,29.63,3.38,1.11
2836,高雄銀,19.85,0.0,0.70
2837,萬泰銀,-,0.0,0.91
2838,聯邦銀,9.00,0.0,0.87
2841,台開,23.50,2.84,1.23
2845,遠東銀,11.73,3.41,1.15
2847,大眾銀,27.56,0.0,0.98
2849,安泰銀,30.00,0.0,1.18
2850,新產,4.06,11.1,1.40
2851,中再保,9.48,8.75,1.20
2852,第一保,6.20,3.55,1.31
2854,寶來證,21.78,2.64,1.46
2855,統一證,13.61,6.74,1.13
2856,元富證,11.51,5.18,0.98
2880,華南金,21.09,3.52,1.44
2881,富邦金,12.90,6.48,1.45
2882,國泰金,68.21,2.09,2.20
2883,凱基金,17.24,5.19,1.01
2884,玉山金,19.25,3.3,1.25
2885,元大金,25.89,4.4,1.45
2886,兆豐金,16.64,4.48,1.25
2887,台新新光金,5.24,6.79,0.64
2888,新光金,24.80,0.0,1.09
2889,國票金,18.56,5.09,1.31
2890,永豐金,22.86,0.86,1.04
2891,中信金,19.40,4.21,1.55
2892,第一金,48.80,3.07,1.51
2901,欣欣,84.84,1.18,2.32
2903,遠百,25.00,2.25,2.22
2904,匯僑,11.03,6.26,1.13
2905,三商,15.69,4.62,1.41
2906,高林,28.02,5.58,1.03
2908,特力,35.16,1.16,1.85
2910,統領,28.52,0.0,2.44
2911,麗嬰房,26.60,3.25,2.98
2912,統一超,23.93,2.8,6.78
2913,農林,58.67,0.68,0.99
2915,潤泰全,70.83,1.68,6.43
3002,歐格,12.90,11.25,1.20
3003,健和興,12.07,3.18,1.61
3004,豐達科,5.37,0.0,1.22
3005,神基,10.03,7.0,0.83
3006,晶豪科,13.00,2.02,1.98
3008,大立光,27.25,1.29,6.81
3010,華立,9.75,3.9,1.84
3011,今皓,-,0.0,0.78
3013,晟銘電,42.35,0.69,3.55
3014,聯陽,30.06,2.9,1.69
3015,全漢,8.29,7.66,1.53
3016,嘉晶,58.47,0.0,2.45
3017,奇鋐,9.63,5.61,1.85
3018,隆銘綠能,17.96,0.0,1.81
3019,亞光,-,0.0,1.45
3021,鴻名,5.71,0.0,0.49
3022,威強電,16.18,3.69,2.42
3023,信邦,13.13,4.59,1.25
3024,憶聲,252.50,0.0,0.78
3025,星通,20.55,3.93,1.26
3026,禾伸堂,13.07,8.6,1.21
3027,盛達,20.80,4.92,1.15
3028,增你強,10.67,5.78,1.03
3029,零壹,36.74,1.89,1.88
3030,德律,10.95,1.96,2.67
3031,佰鴻,13.31,2.86,2.11
3032,偉訓,9.75,8.0,0.87
3033,威健,8.78,6.68,1.65
3034,聯詠,11.12,5.63,2.50
3035,智原,19.75,4.22,2.79
3036,文曄,9.34,4.24,1.71
3037,欣興,11.22,2.72,1.84
3038,全台,-,0.0,2.10
3040,遠見,42.66,2.2,0.81
3041,揚智,11.19,5.12,1.96
3042,晶技,13.53,4.05,2.51
3043,科風,23.26,0.0,3.54
3044,健鼎,12.00,2.16,2.96
3045,台灣大,18.06,7.47,5.35
3046,建碁,149.38,0.0,1.44
3047,訊舟,19.95,1.21,1.57
3048,益登,8.22,6.76,1.07
3049,精金,-,0.0,3.07
3050,鈺德,-,0.0,0.74
3051,力特,-,0.0,0.74
3052,夆典,7.11,9.64,1.09
3054,立萬利,9.30,1.21,1.50
3055,蔚華科,7.02,5.43,0.99
3056,富華新,-,0.0,2.14
3057,喬鼎,56.04,2.59,2.70
3058,立德,9.03,9.63,1.26
3059,華晶科,8.47,7.11,1.47
3060,銘異,16.92,2.64,3.70
3061,璨圓,14.22,1.12,1.88
3062,建漢,31.12,4.74,2.19
3080,威力盟,10.18,4.91,1.14
3090,日電貿,9.87,7.76,1.61
3094,聯傑,17.16,3.5,2.04
3130,一零四,16.01,4.15,3.25
3164,景岳,30.75,1.83,6.66
3189,景碩,18.01,3.18,2.13
3209,全科,10.78,5.08,2.31
3229,晟鈦,20.66,2.85,1.14
3231,緯創,7.83,6.71,1.69
3296,勝德,18.14,5.01,2.50
3305,昇貿,13.68,4.92,1.83
3308,聯德,17.69,4.18,1.16
3311,閎暉,9.35,5.77,2.44
3312,弘憶股,8.54,12.46,1.01
3315,宣昶,11.34,6.16,1.64
3356,奇偶,14.73,7.11,4.87
3367,英華達,21.13,5.13,1.01
3376,新日興,13.74,8.15,1.54
3380,明泰,10.38,5.16,1.31
3383,新世紀,41.67,0.0,5.46
3406,玉晶光,-,0.0,9.50
3419,譁裕,-,0.0,1.17
3432,台端,13.58,1.32,1.70
3443,創意,26.91,2.84,4.63
3450,聯鈞,17.63,4.68,4.24
3474,華亞科,-,0.0,1.15
3481,群創,21.82,0.0,0.75
3494,誠研,28.13,3.56,2.78
3501,維熹,8.77,7.2,1.31
3504,揚明光,30.34,2.44,4.12
3514,昱晶,6.68,0.53,1.80
3515,華擎,9.84,9.41,1.93
3518,柏騰,7.58,10.7,1.18
3519,綠能,35.77,0.91,2.74
3532,台勝科,92.42,0.0,2.36
3533,嘉澤,8.74,2.88,2.44
3534,雷凌,16.72,2.16,3.17
3535,晶彩科,18.64,0.0,1.76
3536,誠創,-,0.0,0.74
3545,敦泰,16.93,3.04,3.12
3550,聯穎,8.46,7.02,1.13
3557,嘉威,-,5.0,1.12
3559,全智科,8.97,3.73,1.44
3561,昇陽光電,16.00,1.07,3.62
3573,穎台,17.89,5.73,3.04
3576,聯合再生,15.36,6.5,1.87
3579,尚志,18.56,1.51,2.40
3584,介面,55.06,1.15,4.03
3588,通嘉,16.84,3.5,4.37
3591,艾笛森,29.52,2.53,6.77
3593,力銘,12.84,11.48,1.35
3596,智易,10.38,4.24,1.57
3598,奕力,22.29,0.0,3.32
3605,宏致,11.07,10.64,2.01
3607,谷崧,15.05,7.14,1.12
3617,碩天,15.93,4.41,1.95
3622,洋華,10.80,4.18,4.24
3638,F-IML,24.08,0.0,2.07
3653,健策,17.17,2.91,3.13
3673,TPK-KY,77.40,1.05,26.24
3686,達能,-,0.0,3.40
3697,F-晨星,25.75,1.95,5.25
3701,大眾控,-,0.0,0.94
3702,大聯大,15.24,7.49,3.38
3703,欣陸,25.10,0.0,0.62
3704,合勤控,-,0.0,1.45
3705,永信,19.40,0.0,-
4104,佳醫,26.95,2.16,2.12
4106,雃博,12.78,5.84,2.19
4108,懷特,-,0.0,3.36
4119,旭富,18.14,5.47,2.72
4133,亞諾法,32.87,1.8,3.98
4306,炎洲,13.06,7.06,1.79
4414,如興,-,0.0,1.29
4526,東台,15.85,2.06,2.18
4532,瑞智,16.61,0.0,1.28
4725,信昌化,9.45,1.29,3.00
4733,上緯,20.37,6.19,2.44
4737,華廣,26.58,3.05,6.59
4746,台耀,26.82,0.0,4.51
4904,遠傳,15.74,6.54,2.02
4906,正文,18.84,5.25,1.43
4919,新唐,24.95,3.7,3.66
4930,燦星網,29.71,0.0,1.38
4938,和碩,11.19,5.23,0.80
5203,訊連,12.08,6.68,2.28
5305,敦南,17.23,0.0,1.14
5388,中磊,16.85,3.28,2.12
5434,崇越,11.72,3.89,1.61
5469,瀚宇博,9.13,11.53,0.84
5471,松翰,10.62,7.03,2.88
5484,慧友,14.58,9.22,1.35
5515,建國,9.77,9.9,1.11
5522,遠雄,5.30,9.68,1.91
5525,順天,9.46,5.71,1.22
