102年06月21日 個股日本益比、殖利率及股價淨值比,102年06月21日 個股日本益比、殖利率及股價淨值比,102年06月21日 個股日本益比、殖利率及股價淨值比,102年06月21日 個股日本益比、殖利率及股價淨值比,102年06月21日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,16.90,5.41,1.2
1102,亞泥,19.58,5.42,1.3
1103,嘉泥,-,0.0,0.64
1104,環泥,13.59,4.45,0.75
1108,幸福,23.16,0.0,0.68
1109,信大,40.77,3.58,0.74
1110,東泥,215.71,0.66,1.01
1201,味全,31.45,1.2,3.15
1203,味王,26.85,1.33,1.35
1210,大成,18.74,4.61,1.16
1213,大飲,90.80,0.0,1.82
1215,卜蜂,9.66,5.18,0.74
1216,統一,21.72,3.44,3.35
1217,愛之味,69.29,0.0,0.91
1218,泰山,-,0.0,1.41
1219,福壽,-,2.01,1.23
1220,台榮,14.08,3.74,0.89
1225,福懋油,32.50,3.08,1.07
1227,佳格,22.41,3.85,4.89
1229,聯華,10.37,5.15,0.81
1231,聯華食,12.39,4.94,2.04
1232,大統益,16.65,5.04,2.84
1233,天仁,18.84,4.73,2.91
1234,黑松,2.48,6.63,0.99
1235,興泰,-,0.0,1.45
1236,宏亞,12.76,2.89,1.72
1301,台塑,27.12,2.36,1.76
1303,南亞,44.23,0.7,1.8
1304,台聚,16.59,4.67,1.26
1305,華夏,9.29,5.63,1.3
1307,三芳,12.42,6.43,1.36
1308,亞聚,20.93,4.46,1.11
1309,台達化,-,0.0,0.97
1310,台苯,-,0.0,1.6
1312,國喬,9.50,5.51,1.12
1313,聯成,18.27,6.51,0.93
1314,中石化,-,3.15,1.08
1315,達新,39.26,3.44,0.87
1316,上曜,-,0.0,1.31
1319,東陽,21.98,1.83,1.22
1321,大洋,-,0.0,1.65
1323,永裕,10.47,4.9,1.48
1324,地球,21.59,2.94,1.01
1325,恆大,24.55,2.38,1.06
1326,台化,31.67,1.44,1.58
1337,再生-KY,9.54,6.49,1.64
1338,廣華-KY,16.68,3.38,1.2
1339,昭輝,12.41,3.96,1.54
1402,遠東新,20.43,4.86,1.38
1409,新纖,19.22,3.4,0.67
1410,南染,16.09,5.61,1.43
1413,宏洲,-,0.0,0.61
1414,東和,19.84,4.35,0.59
1416,廣豐,5.42,6.02,0.92
1417,嘉裕,70.69,5.44,0.77
1418,東華,-,0.0,0.68
1419,新紡,72.35,1.36,1.59
1423,利華,-,0.0,0.47
1432,大魯閣,5.21,11.98,1.98
1434,福懋,19.49,3.51,0.97
1435,中福,591.00,0.0,0.86
1436,華友聯,-,0.0,1.56
1437,勤益控,-,0.0,0.64
1438,三地開發,31.29,0.0,1.07
1439,雋揚,-,3.25,0.67
1440,南紡,20.00,2.21,0.87
1441,大東,26.46,2.16,0.74
1442,名軒,14.50,3.46,1.92
1443,立益物流,-,0.0,0.43
1444,力麗,20.65,5.38,0.89
1445,大宇,32.74,3.98,0.55
1446,宏和,-,1.08,1.94
1447,力鵬,53.04,0.0,0.92
1449,佳和,-,0.0,4.14
1451,年興,19.34,4.91,1.13
1452,宏益,15.94,4.9,0.67
1453,大將,6.33,5.48,0.87
1454,台富,-,2.83,0.59
1455,集盛,-,0.0,0.78
1456,怡華,-,0.0,9.35
1457,宜進,-,0.0,0.54
1459,聯發,-,1.23,0.7
1460,宏遠,30.23,0.0,0.79
1463,強盛新,-,0.0,1.19
1464,得力,34.83,1.98,0.9
1465,偉全,15.74,7.22,0.7
1466,聚隆,17.77,5.57,1.08
1467,南緯,10.75,3.29,1.0
1468,昶和,-,0.0,1.29
1469,理隆,36.77,0.0,0.77
1470,大統新創,93.33,0.0,1.35
1471,首利,-,0.0,0.77
1472,三洋實業,-,0.0,2.47
1473,台南,18.12,2.97,1.16
1474,弘裕,-,0.0,0.56
1475,業旺,-,0.0,1.32
1476,儒鴻,29.50,2.17,8.2
1477,聚陽,19.93,4.32,4.62
1503,士電,20.23,2.82,0.95
1504,東元,16.38,3.51,1.33
1506,正道,-,0.0,1.31
1507,永大,15.03,3.87,2.53
1512,瑞利,28.12,0.0,0.66
1513,中興電,15.05,5.99,1.05
1514,亞力,17.87,5.18,0.71
1515,力山,22.15,0.0,0.8
1516,川飛,-,0.0,1.92
1517,利奇,11.07,5.02,0.99
1519,華城,24.82,1.8,1.24
1521,大億,13.53,7.54,2.17
1522,堤維西,-,0.0,0.76
1524,耿鼎,-,0.0,0.63
1525,江申,9.52,4.29,0.99
1526,日馳,16.72,0.0,0.85
1527,鑽全,11.52,1.97,1.52
1528,恩德,19.53,3.81,1.02
1529,樂事綠能,-,0.0,1.16
1530,亞崴,10.24,4.98,1.16
1531,高林股,11.45,5.73,0.93
1532,勤美,20.88,2.98,1.56
1533,車王電,16.14,1.84,0.84
1535,中宇,14.77,5.08,3.07
1536,和大,16.26,2.98,2.23
1537,廣隆,8.59,6.0,2.3
1538,正峰,-,0.0,1.92
1539,巨庭,20.65,0.0,0.98
1540,喬福,15.63,5.76,1.04
1541,錩泰,-,0.0,0.96
1560,中砂,15.15,5.37,1.95
1582,信錦,10.98,7.74,1.55
1583,程泰,9.90,5.0,1.34
1589,永冠-KY,10.84,6.61,0.67
1590,亞德客-KY,19.23,3.1,3.66
1603,華電,10.91,0.0,0.74
1604,聲寶,12.41,5.83,0.74
1605,華新,-,0.0,0.5
1608,華榮,9.66,6.14,0.64
1609,大亞,98.57,2.9,0.54
1611,中電,151.00,1.32,0.96
1612,宏泰,-,2.34,0.61
1613,台一,-,0.0,0.48
1614,三洋電,46.88,2.35,2.0
