104年12月14日 個股日本益比、殖利率及股價淨值比,104年12月14日 個股日本益比、殖利率及股價淨值比,104年12月14日 個股日本益比、殖利率及股價淨值比,104年12月14日 個股日本益比、殖利率及股價淨值比,104年12月14日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.25,9.17,0.92
1102,亞泥,13.78,8.15,0.64
1103,嘉泥,-,3.13,0.5
1104,環泥,11.47,5.21,0.92
1108,幸福,8.40,6.0,0.85
1109,信大,250.00,2.0,0.7
1110,東泥,81.47,1.44,0.92
1201,味全,-,0.0,1.29
1203,味王,13.77,4.45,1.24
1210,大成,21.95,5.24,0.95
1213,大飲,34.43,0.0,1.13
1215,卜蜂,8.55,8.93,1.2
1216,統一,20.75,3.4,3.1
1217,愛之味,77.78,0.0,0.62
1218,泰山,54.05,0.0,1.13
1219,福壽,37.44,2.47,1.23
1220,台榮,22.34,2.86,0.88
1225,福懋油,32.93,1.01,2.02
1227,佳格,22.86,3.39,4.69
1229,聯華,11.11,9.7,0.83
1231,聯華食,10.79,3.31,1.49
1232,大統益,10.93,6.68,3.49
1233,天仁,17.45,5.9,2.34
1234,黑松,19.44,3.83,0.72
1235,興泰,-,4.37,0.76
1236,宏亞,22.58,6.47,1.32
1262,綠悅-KY,10.22,2.17,1.72
1301,台塑,18.52,2.38,1.67
1303,南亞,13.25,4.09,1.42
1304,台聚,17.36,3.29,0.74
1305,華夏,14.10,1.51,1.0
1307,三芳,13.26,5.1,1.75
1308,亞聚,16.92,4.78,0.95
1309,台達化,-,0.0,0.65
1310,台苯,21.46,0.0,1.25
1312,國喬,9.66,2.32,0.71
1313,聯成,448.50,2.23,0.56
1314,中石化,11.35,0.0,0.31
1315,達新,15.23,4.81,0.64
1316,上曜,-,0.0,1.27
1319,東陽,19.66,2.11,1.17
1321,大洋,308.75,0.0,1.08
1323,永裕,9.20,7.61,1.26
1324,地球,16.67,2.73,0.84
1325,恆大,20.79,2.14,1.15
1326,台化,25.34,1.79,1.46
1337,再生-KY,10.15,2.55,0.42
1338,廣華-KY,14.09,2.96,1.64
1339,昭輝,12.45,3.68,1.42
1340,勝悅-KY,7.93,7.94,1.29
1402,遠東新,14.76,4.87,0.66
1409,新纖,14.80,5.19,0.54
1410,南染,14.31,5.05,1.46
1413,宏洲,-,0.0,1.19
1414,東和,77.63,4.83,0.45
1416,廣豐,16.22,1.67,0.92
1417,嘉裕,-,0.0,0.42
1418,東華,-,0.0,1.01
1419,新紡,100.63,0.96,1.38
1423,利華,-,0.0,0.46
1432,大魯閣,-,0.0,1.45
1434,福懋,16.73,4.9,0.93
1435,中福,-,0.0,0.59
1436,華友聯,-,7.28,1.27
1437,勤益控,28.90,0.0,0.5
1438,三地開發,21.95,0.0,0.89
1439,雋揚,443.33,3.76,0.62
1440,南紡,20.68,1.98,0.89
1441,大東,-,0.0,0.73
1442,名軒,7.17,10.76,0.87
1443,立益物流,26.58,0.0,0.55
1444,力麗,20.72,5.61,0.75
1445,大宇,16.07,3.33,0.64
1446,宏和,-,1.35,1.67
1447,力鵬,133.33,6.25,0.66
1449,佳和,-,0.0,0.8
1451,年興,14.57,8.89,0.84
1452,宏益,7.64,4.55,1.2
1453,大將,14.84,0.0,0.72
1454,台富,10.90,4.53,0.69
1455,集盛,32.78,2.65,0.62
1456,怡華,-,0.0,0.8
1457,宜進,6.41,2.69,0.73
1459,聯發,10.26,6.09,0.86
1460,宏遠,15.21,4.75,1.37
1463,強盛新,22.57,3.35,1.33
1464,得力,6.86,4.61,2.11
1465,偉全,13.12,6.64,0.81
1466,聚隆,50.78,3.08,0.97
1467,南緯,51.54,3.73,1.2
1468,昶和,-,0.0,1.28
1469,理隆,-,0.0,0.94
1470,大統新創,24.39,3.32,1.65
1471,首利,-,0.0,0.35
1472,三洋實業,-,0.0,2.68
1473,台南,23.11,6.24,0.93
1474,弘裕,10.08,3.38,0.63
1475,業旺,-,0.0,1.79
1476,儒鴻,27.91,1.92,10.4
1477,聚陽,20.13,3.6,4.94
1503,士電,17.14,3.79,0.97
1504,東元,15.06,4.37,1.07
1506,正道,51.38,0.0,1.44
1507,永大,9.99,6.42,1.6
1512,瑞利,-,0.0,0.64
1513,中興電,8.35,7.08,0.94
1514,亞力,9.64,5.56,0.6
1515,力山,8.49,0.0,0.74
