99年05月13日 個股日本益比、殖利率及股價淨值比,99年05月13日 個股日本益比、殖利率及股價淨值比,99年05月13日 個股日本益比、殖利率及股價淨值比,99年05月13日 個股日本益比、殖利率及股價淨值比,99年05月13日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,10.85,6.69,1.10
1102,亞泥,10.77,7.36,1.15
1103,嘉泥,28.88,2.83,0.64
1104,環泥,13.73,3.44,0.72
1108,幸福,53.86,2.25,0.71
1109,信大,52.58,3.5,0.69
1110,東泥,87.69,1.75,0.79
1201,味全,23.45,1.84,2.91
1203,味王,24.79,6.3,1.22
1210,大成,14.49,5.92,1.39
1213,大飲,51.09,0.0,1.01
1215,卜蜂,15.26,6.76,0.99
1216,統一,14.85,5.32,1.97
1217,愛之味,51.82,0.0,1.10
1218,泰山,15.26,5.04,1.03
1219,福壽,14.63,5.65,0.89
1220,台榮,-,0.0,1.15
1225,福懋油,13.83,2.58,1.07
1227,佳格,18.73,4.67,4.16
1229,聯華,9.01,4.91,0.81
1231,聯華食,10.99,4.22,1.06
1232,大統益,11.23,7.38,2.22
1233,天仁,19.91,4.19,2.93
1234,黑松,42.13,1.75,1.43
1235,興泰,71.91,0.89,2.07
1236,宏亞,10.66,7.0,1.62
1301,台塑,12.59,5.93,1.72
1303,南亞,16.96,3.04,1.88
1304,台聚,7.82,9.01,1.30
1305,華夏,14.61,2.7,0.94
1307,三芳,11.99,5.49,2.03
1308,亞聚,7.30,9.0,1.12
1309,台達化,6.46,0.0,0.97
1310,台苯,23.28,4.44,1.03
1312,國喬,5.45,1.5,1.04
1313,聯成,7.71,0.0,0.91
1314,中石化,9.22,0.0,1.26
1315,達新,54.05,4.41,0.83
1316,上曜,-,0.0,0.97
1319,東陽,13.96,2.85,2.22
1321,大洋,49.53,0.0,1.81
1323,永裕,10.53,7.07,1.33
1324,地球,16.62,3.17,1.43
1325,恆大,12.30,3.48,1.39
1326,台化,10.14,5.82,1.79
1402,遠東新,18.26,4.46,1.67
1409,新纖,25.42,1.8,0.92
1410,南染,388.75,0.0,1.23
1413,宏洲,-,0.0,0.73
1414,東和,-,0.0,0.75
1416,廣豐,131.33,0.0,0.87
1417,嘉裕,27.00,0.0,0.86
1418,東華,4.44,0.0,1.30
1419,新紡,86.19,0.69,1.82
1423,利華,27.57,0.0,0.61
1432,大魯閣,-,0.0,1.15
1434,福懋,81.55,3.38,0.77
1435,中福,-,0.0,1.22
1436,華友聯,-,0.0,0.86
1437,勤益控,33.67,0.0,1.20
1438,三地開發,-,0.0,214.00
1439,雋揚,220.00,0.0,2.55
1440,南紡,15.82,4.46,0.89
1441,大東,-,0.0,0.87
1442,名軒,6.72,7.61,1.37
1443,立益物流,-,0.0,0.55
1444,力麗,10.43,0.0,1.08
1445,大宇,36.96,2.25,0.69
1446,宏和,78.26,0.0,1.29
1447,力鵬,8.82,0.0,1.39
1449,佳和,-,0.0,0.72
1451,年興,8.60,5.62,0.86
1452,宏益,12.29,4.33,0.80
1453,大將,18.87,0.0,0.80
1454,台富,-,0.0,0.64
1455,集盛,7.42,1.57,1.27
1456,怡華,-,0.0,0.47
1457,宜進,30.45,0.0,0.75
1459,聯發,35.00,0.0,1.02
1460,宏遠,-,0.0,0.80
1463,強盛新,12.68,0.0,1.00
1464,得力,159.00,1.26,1.43
1465,偉全,20.73,4.39,0.62
1466,聚隆,7.53,0.0,1.40
