99年06月01日 個股日本益比、殖利率及股價淨值比,99年06月01日 個股日本益比、殖利率及股價淨值比,99年06月01日 個股日本益比、殖利率及股價淨值比,99年06月01日 個股日本益比、殖利率及股價淨值比,99年06月01日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,11.03,6.58,1.12
1102,亞泥,10.30,7.69,1.10
1103,嘉泥,26.94,3.03,0.60
1104,環泥,13.21,3.57,0.69
1108,幸福,50.43,2.41,0.66
1109,信大,50.53,3.65,0.66
1110,東泥,81.54,1.89,0.73
1201,味全,24.39,1.77,3.02
1203,味王,24.06,6.49,1.19
1210,大成,13.08,6.56,1.25
1213,大飲,49.35,0.0,0.97
1215,卜蜂,15.36,6.71,1.00
1216,統一,14.45,5.46,1.92
1217,愛之味,50.45,0.0,1.07
1218,泰山,17.63,4.36,1.19
1219,福壽,14.07,5.88,0.85
1220,台榮,-,0.0,1.08
1225,福懋油,13.27,2.69,1.03
1227,佳格,18.88,4.64,4.19
1229,聯華,8.62,5.13,0.77
1231,聯華食,10.13,4.58,0.98
1232,大統益,11.08,7.48,2.19
1233,天仁,19.96,4.18,2.93
1234,黑松,37.13,1.99,1.26
1235,興泰,70.43,0.91,2.02
1236,宏亞,9.98,7.48,1.52
1301,台塑,11.79,6.33,1.61
1303,南亞,14.02,3.68,1.55
1304,台聚,6.97,10.1,1.16
1305,華夏,12.63,3.13,0.81
1307,三芳,11.32,5.81,1.92
1308,亞聚,6.76,9.72,1.04
1309,台達化,5.54,0.0,0.84
1310,台苯,21.29,4.86,0.94
1312,國喬,4.84,1.69,0.92
1313,聯成,6.81,5.85,0.80
1314,中石化,8.62,0.0,1.17
1315,達新,52.98,4.49,0.81
1316,上曜,-,0.0,0.93
1319,東陽,13.13,3.03,2.09
1321,大洋,45.70,0.0,1.67
1323,永裕,9.95,7.49,1.26
1324,地球,14.87,3.54,1.28
1325,恆大,11.76,3.64,1.33
1326,台化,9.15,6.46,1.61
1402,遠東新,16.79,4.85,1.54
1409,新纖,21.15,2.17,0.77
1410,南染,366.25,0.0,1.16
1413,宏洲,-,0.0,0.67
1414,東和,-,0.0,0.78
1416,廣豐,134.67,0.0,0.89
1417,嘉裕,29.00,0.0,0.93
1418,東華,3.71,0.0,1.09
1419,新紡,80.00,0.74,1.69
1423,利華,25.60,0.0,0.57
1432,大魯閣,-,0.0,1.23
1434,福懋,76.21,3.62,0.72
1435,中福,-,0.0,1.38
1436,華友聯,-,0.0,0.84
1437,勤益控,33.08,0.0,1.17
1438,三地開發,-,0.0,195.00
1439,雋揚,193.24,0.0,2.24
1440,南紡,14.94,4.72,0.84
1441,大東,-,0.0,0.80
1442,名軒,6.35,8.06,1.29
1443,立益物流,-,0.0,0.52
1444,力麗,9.57,0.0,0.99
1445,大宇,32.75,2.54,0.61
1446,宏和,68.48,0.0,1.13
1447,力鵬,7.55,0.0,1.19
1449,佳和,-,0.0,0.66
1451,年興,8.31,5.81,0.83
1452,宏益,10.96,4.85,0.71
1453,大將,18.77,0.0,0.80
1454,台富,-,0.0,0.65
1455,集盛,6.40,1.82,1.09
1456,怡華,-,0.0,0.47
1457,宜進,28.83,0.0,0.71
1459,聯發,30.81,0.0,0.90
1460,宏遠,-,0.0,0.76
1463,強盛新,11.73,0.0,0.92
1464,得力,131.50,1.52,1.18
1465,偉全,19.73,4.61,0.59
1466,聚隆,7.71,0.0,1.43
1467,南緯,16.25,0.0,0.91
1468,昶和,-,0.0,2.00
1469,理隆,24.23,0.0,1.06
1470,大統新創,15.31,0.0,1.02
1471,首利,22.65,1.02,1.69
1472,三洋實業,-,0.0,0.65
1473,台南,13.20,4.82,1.12
1474,弘裕,39.29,2.42,0.64
1475,業旺,-,0.0,2.37
1476,儒鴻,10.24,6.75,1.19
1477,聚陽,11.29,7.26,2.82
1503,士電,5.93,3.36,1.19
1504,東元,10.08,4.26,0.66
1506,正道,-,0.0,2.15
1507,永大,10.60,5.28,1.18
1512,瑞利,-,0.0,0.69
1513,中興電,16.60,5.68,1.13
1514,亞力,-,1.37,0.94
1515,力山,14.58,0.0,1.22
1516,川飛,-,0.0,1.34
1517,利奇,9.74,4.63,1.01
1519,華城,13.82,7.09,1.59
1521,大億,12.32,5.6,2.68
1522,堤維西,13.22,7.61,1.04
1523,開億,24.46,3.24,1.26
1524,耿鼎,-,0.0,0.91
1525,江申,9.74,3.71,1.37
1526,日馳,-,0.0,1.12
1527,鑽全,57.20,4.55,1.80
1528,恩德,42.90,1.65,0.98
1529,樂事綠能,-,0.0,1.44
1530,亞崴,46.69,1.45,1.62
1531,高林股,28.38,3.08,1.09
1532,勤美,4.11,10.9,1.25
1533,車王電,-,2.22,1.20
1535,中宇,11.27,5.79,2.42
1536,和大,-,0.0,1.25
1537,廣隆,7.49,6.47,1.94
1538,正峰,-,0.0,3.04
1539,巨庭,-,0.0,0.86
1540,喬福,12.96,9.38,1.87
1541,錩泰,8.85,9.75,1.40
1560,中砂,55.24,1.44,1.49
1582,信錦,12.10,6.56,2.34
1583,程泰,49.93,1.41,1.68
1603,華電,7.06,0.0,0.82
1604,聲寶,-,0.0,0.48
1605,華新,13.67,0.0,0.62
1608,華榮,6.56,4.85,0.85
1609,大亞,14.58,1.62,0.66
1611,中電,25.92,4.49,1.81
1612,宏泰,15.61,3.91,0.81
1613,台一,12.43,0.0,0.81
1614,三洋電,37.44,3.84,1.73
1615,大山,7.60,11.2,1.23
1616,億泰,-,0.0,0.65
1617,榮星,78.58,0.0,0.80
1618,合機,8.90,0.0,0.50
1701,中化,13.59,3.63,1.30
1702,南僑,19.29,0.0,3.20
1704,榮化,8.42,8.02,1.51
1707,葡萄王,13.16,4.85,2.68
1708,東鹼,15.42,5.12,1.37
1709,和益,10.41,7.12,0.97
1710,東聯,10.70,7.39,1.35
1711,永光,21.18,2.36,2.05
1712,興農,13.51,6.3,0.94
1713,國化,45.42,1.19,0.75
1714,和桐,8.74,8.03,1.19
1715,萬洲,14.89,2.71,0.93
1716,永信,15.48,4.46,1.59
1717,長興,10.57,9.09,1.45
1718,中纖,12.93,0.0,0.86
1720,生達,15.19,5.82,1.57
1721,三晃,-,0.0,1.51
1722,台肥,53.56,1.6,1.69
1723,中碳,15.11,5.86,4.07
1724,台硝,34.41,1.62,1.01
1725,元禎,17.74,8.47,1.72
1726,永記,8.66,5.68,1.16
1727,中華化,19.63,3.33,1.75
1729,必翔,478.50,0.0,2.79
1730,花仙子,9.94,6.25,1.19
1731,美吾華,28.21,1.58,1.03
1732,毛寶,21.29,4.03,1.26
1733,五鼎,17.64,4.78,3.92
1734,杏輝,29.13,2.83,1.91
1735,日勝化,12.11,6.49,1.19
1736,喬山,237.06,0.74,1.69
1737,臺鹽,24.29,3.21,0.78
1773,勝一,10.02,6.14,1.77
1802,台玻,22.22,1.69,1.42
1805,寶徠,-,0.0,0.66
1806,冠軍,10.11,4.42,1.42
1808,潤隆,9.88,8.92,1.68
1809,中釉,16.13,1.95,1.64
1810,和成,-,0.0,0.69
1902,台紙,17.31,0.0,0.68
1903,士紙,-,0.0,3.96
1904,正隆,10.32,6.17,0.69
1905,華紙,39.26,0.0,0.98
1906,寶隆,30.00,0.0,0.66
1907,永豐餘,7.70,6.84,0.79
1909,榮成,160.00,5.21,0.68
2002,中鋼,10.45,4.45,1.56
2006,東和鋼鐵,30.00,3.81,1.26
2007,燁興,14.10,0.0,0.70
2008,高興昌,-,0.0,1.89
2009,第一銅,5.00,4.69,1.00
2010,春源,8.03,4.37,0.75
2012,春雨,-,0.0,0.92
2013,中鋼構,16.00,4.46,1.10
2014,中鴻,4.64,0.0,1.41
2015,豐興,16.55,4.52,1.73
2017,官田鋼,11.72,0.0,0.86
2020,美亞,59.50,1.89,1.52
2022,聚亨,-,0.0,0.69
2023,燁輝,18.92,7.05,0.61
2024,志聯,-,0.0,0.59
2025,千興,9.18,0.0,0.80
2027,大成鋼,24.04,1.55,0.99
2028,威致,7.09,0.0,0.98
2029,盛餘,19.68,1.17,0.90
2030,彰源,18.88,0.0,1.15
2031,新光鋼,11.58,2.33,1.21
2032,新鋼,17.12,1.12,1.38
2033,佳大,-,0.0,1.47
2034,允強,11.99,2.37,1.23
2038,海光,-,0.0,0.94
2049,上銀,29.44,0.73,3.19
2059,川湖,20.76,3.14,4.38
2062,橋椿,12.53,5.9,1.49
2101,南港,17.70,0.0,2.74
2102,泰豐,8.84,5.36,0.83
2103,台橡,11.28,7.24,2.26
2104,國際中橡,14.54,4.26,1.16
2105,正新,7.46,6.77,2.54
2106,建大,6.75,7.74,1.56
2107,厚生,9.24,5.32,1.29
2108,南帝,12.64,7.67,1.34
2109,華豐,18.59,0.0,0.94
2201,裕隆,21.14,1.05,0.84
2204,中華,22.06,1.6,0.65
2206,三陽工業,15.13,0.0,0.71
2207,和泰車,9.92,5.18,1.83
2208,台船,12.02,7.15,1.40
2227,裕日車,22.58,0.0,1.63
2301,光寶科,9.56,6.42,1.24
2302,麗正,92.22,0.0,0.72
2303,聯電,12.44,3.38,0.93
2305,全友,-,0.0,0.91
2308,台達電,18.54,4.18,3.09
2311,日月光,12.70,4.44,1.85
2312,金寶,-,0.0,0.57
2313,華通,-,0.0,0.65
2314,台揚,-,0.0,1.42
2315,神達,37.21,1.19,0.62
2316,楠梓電,14.70,0.0,0.97
2317,鴻海,13.30,2.57,2.34
2321,東訊,-,0.0,1.66
2323,中環,-,0.0,0.57
2324,仁寶,6.69,6.12,1.53
2325,矽品,10.82,7.4,1.69
2327,國巨*,14.18,1.08,1.00
2328,廣宇,34.30,1.36,1.60
2329,華泰,-,0.0,1.27
2330,台積電,12.78,5.02,2.93
2331,精英,19.30,4.55,0.61
2332,友訊,14.67,4.03,1.07
2337,旺宏,10.15,7.28,1.56
2338,光罩,16.40,2.51,0.84
2340,台亞,31.94,1.04,1.82
2341,英群,-,0.0,30.00
2342,茂矽,-,0.0,1.26
2344,華邦電,-,0.0,0.88
2345,智邦,9.13,7.01,1.08
2347,聯強,17.45,4.9,2.80
2348,海悅,-,0.0,1.24
2349,錸德,-,0.0,0.69
2350,環電,11.25,6.91,1.35
2351,順德,16.67,2.77,2.23
2352,佳世達,15.23,0.0,1.30
2353,宏碁,16.78,3.95,2.24
2354,鴻準,16.45,1.91,2.28
2355,敬鵬,8.81,6.65,0.88
2356,英業達,11.20,8.7,1.17
2358,廷鑫,12.50,0.0,1.75
2359,所羅門,11.47,0.0,0.64
2360,致茂,19.31,3.75,3.16
2361,鴻友,-,0.0,1.02
2362,藍天,34.29,2.5,4.43
2363,矽統,23.81,3.8,1.07
2364,倫飛,-,0.0,0.99
2365,昆盈,13.82,9.0,1.88
2367,燿華,-,0.0,0.64
2368,金像電,-,0.0,0.65
2369,菱生,12.48,4.09,1.04
2371,大同,-,0.0,0.99
2373,震旦行,20.73,4.71,2.41
2374,佳能,8.49,7.44,2.11
2375,凱美,-,0.0,1.21
2376,技嘉,8.70,7.35,1.01
2377,微星,16.22,2.78,0.75
2379,瑞昱,14.90,5.2,2.04
2380,虹光,241.50,0.83,1.29
2382,廣達,9.48,6.35,1.97
2383,台光電,8.15,4.26,1.76
2384,勝華,-,0.0,1.35
2385,群光,12.14,5.17,3.36
2387,精元,8.49,4.14,1.73
2388,威盛,-,0.0,3.72
2390,云辰,-,0.0,0.88
2391,合勤,-,0.0,1.23
2392,正崴,18.94,5.0,1.23
2393,億光,16.99,4.63,2.35
2395,研華,18.32,6.0,2.62
2397,友通,14.06,8.05,1.28
2399,映泰,10.48,7.83,1.36
2401,凌陽,12.25,0.0,1.16
2402,毅嘉,25.09,5.8,0.78
2403,友尚,11.86,5.64,2.11
2404,漢唐,16.76,5.28,1.69
2405,輔信,-,0.0,1.33
2406,國碩,26.01,2.63,2.65
2408,南亞科,-,0.0,2.43
2409,友達,386.88,0.0,1.02
2412,中華電,13.30,6.58,1.55
2413,環科,-,0.0,1.08
2414,精技,12.40,7.19,1.21
2415,錩新,-,1.35,1.34
2417,圓剛,8.17,6.31,1.98
2419,仲琦,17.29,4.77,1.37
2420,新巨,16.00,4.03,1.77
2421,建準,13.19,7.06,1.84
2423,固緯,13.19,4.74,1.41
2424,隴華,-,0.0,1.90
2425,承啟,14.21,0.0,1.38
2426,鼎元,34.29,1.16,1.74
2427,三商電,-,0.0,0.93
2428,興勤,11.21,4.08,2.18
2429,銘旺科,-,0.0,0.56
2430,燦坤,9.51,7.44,2.67
2431,聯昌,9.44,5.43,1.12
2433,互盛電,13.39,6.68,0.98
2434,統懋,-,0.0,1.20
2436,偉詮電,34.70,3.44,1.82
2437,旺詮,10.48,7.13,1.56
2438,翔耀,-,0.0,1.21
2439,美律,12.25,6.31,1.79
2440,太空梭,16.98,6.26,0.98
2441,超豐,9.26,6.19,1.61
2442,新美齊,6.99,0.0,1.05
2443,昶虹,-,0.0,0.65
2444,兆勁,-,0.0,1.55
2448,晶電,24.54,1.98,1.91
2449,京元電子,35.92,0.0,0.84
2450,神腦,12.10,7.06,2.70
2451,創見,9.07,7.09,1.93
2453,凌群,23.46,2.3,0.98
2454,聯發科,13.77,5.04,4.70
2455,全新,24.11,2.73,3.56
2456,奇力新,21.32,1.72,1.92
2457,飛宏,9.03,8.9,1.65
2458,義隆,32.84,1.94,3.24
2459,敦吉,9.57,6.82,0.87
2460,建通,9.26,5.59,1.56
2461,光群雷,24.07,1.69,1.14
2462,良得電,10.60,6.89,2.36
2463,研揚,15.82,6.7,2.74
2464,盟立,13.38,5.69,1.67
2465,麗臺,-,0.0,2.50
2466,冠西電,47.38,1.01,2.49
2467,志聖,13.69,6.4,1.15
2468,華經,23.40,3.99,1.11
2471,資通,206.39,0.0,2.69
2472,立隆電,-,0.0,1.15
2473,思源,20.28,3.5,1.28
2474,可成,16.08,2.56,1.60
2475,華映,-,0.0,0.41
2476,鉅祥,12.98,3.99,1.42
2477,美隆電,32.16,2.1,0.89
2478,大毅,16.90,3.46,1.67
2480,敦陽科,15.56,5.84,1.49
2481,強茂,25.54,0.0,1.72
2482,連宇,28.21,2.53,1.44
2483,百容,22.36,3.02,0.85
2484,希華,-,0.0,0.76
2485,兆赫,15.25,5.09,2.32
2486,一詮,13.30,5.59,2.05
2488,漢平,12.55,5.07,0.82
2489,瑞軒,12.01,7.97,1.58
2491,吉祥全,-,0.0,0.66
2492,華新科,33.15,0.0,0.78
2493,揚博,-,0.0,0.92
2495,普安,20.37,5.63,2.68
2496,卓越,-,0.0,2.77
2497,怡利電,-,0.0,2.99
2498,宏達電,14.59,6.18,5.04
2499,東貝,16.50,3.91,2.06
2501,國建,31.53,4.41,0.94
2504,國產,20.71,2.3,0.91
2505,國揚,-,0.0,1.59
