102年07月18日 個股日本益比、殖利率及股價淨值比,102年07月18日 個股日本益比、殖利率及股價淨值比,102年07月18日 個股日本益比、殖利率及股價淨值比,102年07月18日 個股日本益比、殖利率及股價淨值比,102年07月18日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,18.44,4.95,1.31
1102,亞泥,21.09,5.03,1.4
1103,嘉泥,-,0.0,0.65
1104,環泥,14.03,4.31,0.78
1108,幸福,24.84,0.0,0.72
1109,信大,40.00,3.65,0.72
1110,東泥,221.43,0.65,1.03
1201,味全,36.54,1.03,3.66
1203,味王,28.21,1.27,1.42
1210,大成,19.21,4.49,1.19
1213,大飲,92.00,0.0,1.84
1215,卜蜂,9.63,5.19,0.74
1216,統一,24.55,3.04,3.79
1217,愛之味,72.14,0.0,0.95
1218,泰山,-,0.0,1.47
1219,福壽,-,2.0,1.24
1220,台榮,13.88,3.79,0.88
1225,福懋油,32.63,3.07,1.08
1227,佳格,22.78,3.78,4.97
1229,聯華,10.70,5.0,0.84
1231,聯華食,17.19,3.56,2.84
1232,大統益,16.89,4.96,2.88
1233,天仁,18.29,4.87,2.82
1234,黑松,2.54,6.46,1.02
1235,興泰,-,0.0,1.45
1236,宏亞,15.26,2.41,2.05
1301,台塑,29.96,2.14,1.95
1303,南亞,50.77,0.61,2.07
1304,台聚,17.67,4.39,1.34
1305,華夏,10.63,4.93,1.49
1307,三芳,12.72,6.27,1.39
1308,亞聚,23.32,4.01,1.24
1309,台達化,-,0.0,1.07
1310,台苯,-,0.0,2.11
1312,國喬,10.52,4.98,1.24
1313,聯成,18.75,6.35,0.96
1314,中石化,-,3.16,1.07
1315,達新,38.92,3.47,0.86
1316,上曜,-,0.0,1.37
1319,東陽,28.15,1.43,1.56
1321,大洋,-,0.0,1.71
1323,永裕,13.93,3.68,1.96
1324,地球,23.41,2.71,1.1
1325,恆大,22.79,2.56,0.98
1326,台化,37.80,1.2,1.88
1337,再生-KY,9.01,6.88,1.55
1338,廣華-KY,15.60,3.62,1.12
1339,昭輝,12.85,3.83,1.59
1402,遠東新,22.09,4.5,1.49
1409,新纖,19.92,3.28,0.7
1410,南染,15.79,5.71,1.4
1413,宏洲,-,0.0,0.61
1414,東和,19.68,4.39,0.59
1416,廣豐,5.39,6.06,0.92
1417,嘉裕,69.62,5.52,0.75
1418,東華,-,0.0,0.74
1419,新紡,77.06,1.27,1.69
1423,利華,-,0.0,0.48
1432,大魯閣,5.35,11.66,2.04
1434,福懋,19.59,3.5,0.97
1435,中福,601.00,0.0,0.88
1436,華友聯,-,0.0,1.6
1437,勤益控,-,0.0,0.63
1438,三地開發,28.82,0.0,0.99
1439,雋揚,-,3.32,0.65
1440,南紡,21.69,2.03,0.94
1441,大東,27.20,2.1,0.76
1442,名軒,15.36,3.27,2.03
1443,立益物流,-,0.0,0.49
1444,力麗,20.74,5.36,0.9
1445,大宇,32.43,4.02,0.54
1446,宏和,-,1.0,2.09
1447,力鵬,54.35,0.0,0.94
1449,佳和,-,0.0,3.86
1451,年興,19.93,4.76,1.16
1452,宏益,15.47,5.05,0.65
1453,大將,6.13,5.66,0.84
1454,台富,-,2.74,0.61
1455,集盛,-,0.0,0.87
