103年09月18日 個股日本益比、殖利率及股價淨值比,103年09月18日 個股日本益比、殖利率及股價淨值比,103年09月18日 個股日本益比、殖利率及股價淨值比,103年09月18日 個股日本益比、殖利率及股價淨值比,103年09月18日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.62,4.93,1.6
1102,亞泥,15.86,5.03,1.0
1103,嘉泥,7.91,6.69,0.57
1104,環泥,13.08,3.95,1.15
1108,幸福,14.51,4.37,0.94
1109,信大,15.92,8.66,1.01
1110,東泥,51.67,1.29,1.0
1201,味全,25.64,1.57,2.31
1203,味王,22.38,4.18,1.38
1210,大成,7.28,13.2,1.21
1213,大飲,58.75,0.0,1.48
1215,卜蜂,8.05,5.0,1.28
1216,統一,20.42,3.93,3.26
1217,愛之味,-,0.0,0.79
1218,泰山,-,0.0,1.32
1219,福壽,42.00,0.89,1.41
1220,台榮,25.77,3.48,0.85
1225,福懋油,103.85,0.89,2.27
1227,佳格,29.57,3.29,4.75
1229,聯華,9.10,4.9,0.81
1231,聯華食,21.24,6.09,1.97
1232,大統益,15.28,5.31,3.84
1233,天仁,18.07,4.71,3.32
1234,黑松,15.95,5.94,0.79
1235,興泰,26.16,0.0,1.48
1236,宏亞,13.24,5.22,1.39
1262,綠悅-KY,19.51,2.14,2.86
1301,台塑,20.69,2.53,1.71
1303,南亞,16.07,2.77,1.78
1304,台聚,23.54,3.92,0.94
1305,華夏,13.28,10.04,0.92
1307,三芳,11.44,5.78,1.54
1308,亞聚,19.18,4.74,1.11
1309,台達化,-,0.0,0.79
1310,台苯,5.87,7.38,1.14
1312,國喬,9.51,6.87,0.88
1313,聯成,41.96,3.32,0.74
1314,中石化,-,0.0,0.78
1315,達新,44.68,3.55,0.81
1316,上曜,-,0.0,1.66
1319,東陽,15.76,3.22,1.23
1321,大洋,-,0.0,1.73
1323,永裕,12.28,4.49,1.9
1324,地球,26.25,8.84,1.18
1325,恆大,38.27,3.47,1.07
1326,台化,19.20,3.49,1.5
1337,再生-KY,6.81,7.8,0.99
1338,廣華-KY,13.52,2.36,1.73
1339,昭輝,24.82,1.58,3.62
1340,勝悅-KY,11.07,4.39,2.14
1402,遠東新,16.87,4.12,0.85
1409,新纖,12.38,3.29,0.69
1410,南染,24.50,3.67,1.72
1413,宏洲,-,0.0,0.79
1414,東和,24.39,5.69,0.61
1416,廣豐,25.23,14.02,0.98
1417,嘉裕,19.85,2.46,0.7
1418,東華,-,0.0,1.06
1419,新紡,103.03,1.15,1.59
1423,利華,-,0.0,0.51
1432,大魯閣,-,0.0,1.83
1434,福懋,22.82,3.29,1.02
1435,中福,-,0.0,0.82
1436,華友聯,13.39,0.0,1.29
1437,勤益控,-,0.0,0.95
1438,三地開發,61.36,0.0,1.3
1439,雋揚,-,3.64,0.62
1440,南紡,39.24,3.32,1.15
1441,大東,-,0.0,0.82
1442,名軒,11.59,13.91,1.54
1443,立益物流,-,0.0,0.65
1444,力麗,20.68,2.2,0.72
1445,大宇,29.03,5.38,0.69
1446,宏和,-,0.97,2.27
1447,力鵬,11.62,10.12,0.7
1449,佳和,-,0.0,0.51
1451,年興,12.93,7.74,1.04
1452,宏益,9.60,6.67,0.77
1453,大將,-,4.96,0.85
1454,台富,28.86,3.09,0.66
1455,集盛,34.36,2.33,0.71
1456,怡華,-,0.0,1.85
1457,宜進,9.43,5.53,0.62
1459,聯發,13.47,3.51,0.82
1460,宏遠,26.67,1.32,1.47
1463,強盛新,31.15,2.01,1.29
1464,得力,-,0.0,1.1
1465,偉全,12.99,14.37,0.86
1466,聚隆,27.19,1.94,1.48
1467,南緯,27.71,1.5,1.18
1468,昶和,-,0.0,1.51
1469,理隆,615.00,0.0,0.9
1470,大統新創,26.94,1.66,1.69
1471,首利,-,0.0,0.78
1472,三洋實業,-,0.0,7.86
1473,台南,42.97,9.05,1.02
1474,弘裕,16.56,3.36,0.68
1475,業旺,-,0.0,2.89
1476,儒鴻,22.08,3.08,7.96
1477,聚陽,16.91,5.15,5.17
1503,士電,16.49,3.42,1.06
1504,東元,17.34,2.96,1.62
1506,正道,-,0.0,2.09
1507,永大,13.98,3.75,2.71
1512,瑞利,-,0.0,0.72
1513,中興電,16.51,3.85,1.3
1514,亞力,52.71,3.35,0.69
1515,力山,18.33,5.25,0.8
1516,川飛,48.06,0.0,2.11
1517,利奇,10.74,3.42,0.99
1519,華城,29.81,2.03,1.4
1521,大億,14.55,5.03,3.72
1522,堤維西,60.33,0.0,1.1
1524,耿鼎,-,0.0,0.68
1525,江申,14.21,2.35,1.7
1526,日馳,16.07,0.0,1.33
1527,鑽全,12.78,12.1,2.41
1528,恩德,27.72,4.71,0.93
1529,樂事綠能,-,0.0,2.18
1530,亞崴,17.81,4.64,1.7
1531,高林股,20.00,4.46,1.05
1532,勤美,4.28,10.19,1.08
1533,車王電,24.31,2.29,3.03
1535,中宇,14.90,5.16,2.69
1536,和大,23.44,2.23,4.6
1537,廣隆,15.40,5.34,3.28
1538,正峰,-,0.0,1.59
1539,巨庭,15.07,0.0,1.78
1540,喬福,13.92,5.46,1.46
1541,錩泰,114.64,0.0,1.37
1560,中砂,16.29,4.58,2.87
1568,倉佑,22.43,2.08,1.85
1582,信錦,13.88,5.21,2.13
1583,程泰,17.61,3.73,2.67
1589,永冠-KY,17.23,2.44,2.24
1590,亞德客-KY,23.75,2.38,5.21
1603,華電,14.27,0.0,0.69
1604,聲寶,13.32,5.61,0.88
1605,華新,-,0.0,0.6
1608,華榮,7.98,6.7,0.54
1609,大亞,16.69,2.85,0.55
1611,中電,-,0.0,0.82
1612,宏泰,16.56,7.08,0.72
1613,台一,-,0.0,0.53
1614,三洋電,36.33,2.64,1.82
1615,大山,15.86,2.49,0.92
1616,億泰,-,0.0,0.72
1617,榮星,44.50,0.0,0.81
1618,合機,-,0.0,0.54
1626,艾美特-KY,-,5.41,2.05
1701,中化,24.77,2.32,1.25
1702,南僑,15.48,3.28,3.46
1704,榮化,-,3.09,1.0
1707,葡萄王,18.99,3.95,6.52
1708,東鹼,12.98,2.39,1.64
1709,和益,22.46,4.38,0.96
1710,東聯,23.10,4.48,1.43
1711,永光,18.88,3.21,1.98
1712,興農,10.18,4.57,1.16
1713,國化,28.82,3.03,1.09
1714,和桐,31.47,4.67,0.87
1715,萬洲,16.94,5.9,1.22
1717,長興,14.61,5.39,1.65
1718,中纖,32.46,0.0,0.52
1720,生達,23.63,6.45,2.24
1721,三晃,148.75,0.0,1.31
1722,台肥,140.26,3.75,1.07
1723,中碳,17.88,4.57,6.68
1724,台硝,-,1.32,1.12
1725,元禎,21.10,2.27,1.17
1726,永記,13.10,4.9,1.95
1727,中華化,14.83,5.62,1.35
1729,必翔,-,0.0,3.76
1730,花仙子,6.88,10.27,1.66
1731,美吾華,29.59,2.76,1.16
1732,毛寶,-,0.0,1.15
1733,五鼎,26.18,5.95,3.18
1734,杏輝,25.50,3.71,2.13
1735,日勝化,31.89,4.24,0.9
1736,喬山,11.18,9.23,2.28
1737,臺鹽,28.44,1.95,0.89
1762,中化生,61.27,2.77,1.74
1773,勝一,12.30,6.89,1.79
1783,和康生,1260.00,0.0,3.96
1786,科妍,200.00,1.16,4.79
1789,神隆,44.96,2.76,4.28
1802,台玻,-,0.39,1.38
1805,寶徠,3.23,0.0,1.1
1806,冠軍,17.05,0.96,0.58
1808,潤隆,54.61,1.08,1.57
1809,中釉,16.91,2.33,0.84
1810,和成,13.76,2.82,0.77
1817,凱撒衛,13.37,5.34,1.74
1902,台紙,-,0.0,0.87
1903,士紙,-,0.0,3.11
1904,正隆,21.25,4.71,0.77
1905,華紙,-,0.0,0.64
1906,寶隆,10.43,0.0,0.7
1907,永豐餘,112.08,2.97,0.58
1909,榮成,15.34,5.02,0.94
2002,中鋼,25.09,3.38,1.4
2006,東和鋼鐵,12.76,6.36,1.12
2007,燁興,-,0.0,0.94
2008,高興昌,-,0.0,0.81
2009,第一銅,18.45,4.67,0.9
2010,春源,15.26,10.08,0.77
2012,春雨,35.26,3.73,1.01
2013,中鋼構,17.44,5.24,1.29
2014,中鴻,49.75,0.0,1.29
2015,豐興,15.58,7.19,1.63
2017,官田鋼,-,0.0,0.64
2020,美亞,17.28,3.22,1.11
2022,聚亨,-,0.0,0.72
