102年12月19日 個股日本益比、殖利率及股價淨值比,102年12月19日 個股日本益比、殖利率及股價淨值比,102年12月19日 個股日本益比、殖利率及股價淨值比,102年12月19日 個股日本益比、殖利率及股價淨值比,102年12月19日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,17.96,4.18,1.57
1102,亞泥,20.52,5.03,1.47
1103,嘉泥,53.00,0.0,0.67
1104,環泥,20.00,2.59,1.29
1108,幸福,18.28,0.0,0.78
1109,信大,24.90,3.18,0.84
1110,東泥,106.56,0.59,1.13
1201,味全,27.32,1.2,3.05
1203,味王,20.49,1.2,1.47
1210,大成,21.89,4.61,1.18
1213,大飲,65.00,0.0,1.57
1215,卜蜂,10.79,5.08,0.88
1216,統一,19.81,3.84,3.23
1217,愛之味,-,0.0,0.86
1218,泰山,-,0.0,1.3
1219,福壽,-,2.03,1.26
1220,台榮,20.50,4.07,0.83
1225,福懋油,-,3.58,0.9
1227,佳格,28.14,3.91,5.73
1229,聯華,11.45,5.21,0.82
1231,聯華食,16.40,5.42,2.04
1232,大統益,19.07,4.55,3.32
1233,天仁,19.89,4.92,3.01
1234,黑松,1.87,7.09,0.81
1235,興泰,-,0.0,1.44
1236,宏亞,15.32,2.67,1.92
1301,台塑,27.70,2.05,1.98
1303,南亞,27.09,0.58,2.03
1304,台聚,35.98,4.96,1.25
1305,華夏,10.15,5.97,1.27
1307,三芳,14.07,5.89,1.57
1308,亞聚,30.83,3.86,1.35
1309,台達化,38.28,0.0,0.96
1310,台苯,15.43,0.0,1.95
1312,國喬,14.51,4.2,1.43
1313,聯成,29.90,6.97,0.9
1314,中石化,-,3.72,0.98
1315,達新,47.22,3.36,0.86
1316,上曜,-,0.0,1.39
1319,東陽,22.67,1.3,1.7
1321,大洋,-,0.0,1.49
1323,永裕,14.96,3.02,2.38
1324,地球,24.63,2.39,1.26
1325,恆大,27.53,2.24,1.14
1326,台化,19.63,1.12,1.93
1337,再生-KY,12.57,5.68,2.09
1338,廣華-KY,26.61,2.68,1.61
1339,昭輝,15.42,3.14,1.96
1402,遠東新,25.45,4.43,1.58
1409,新纖,15.30,3.12,0.7
1410,南染,21.73,5.02,1.65
1413,宏洲,-,0.0,0.78
1414,東和,15.68,3.85,0.67
1416,廣豐,76.80,5.21,1.05
1417,嘉裕,-,5.79,0.76
1418,東華,-,0.0,0.85
1419,新紡,64.02,1.28,1.64
1423,利華,-,0.0,0.53
1432,大魯閣,5.13,17.09,1.97
1434,福懋,32.69,2.83,1.21
1435,中福,-,0.0,0.85
1436,華友聯,-,0.0,1.56
1437,勤益控,-,0.0,0.83
1438,三地開發,26.89,0.0,0.99
1439,雋揚,-,3.3,0.67
1440,南紡,24.88,1.44,1.32
1441,大東,41.04,2.03,0.83
1442,名軒,5.89,3.2,1.73
1443,立益物流,-,0.0,0.68
1444,力麗,12.36,5.58,0.86
1445,大宇,21.14,3.38,0.64
1446,宏和,-,0.92,2.33
1447,力鵬,9.42,0.0,1.07
1449,佳和,-,0.0,3.38
1451,年興,18.67,4.19,1.29
1452,宏益,17.58,4.74,0.69
1453,大將,9.73,8.83,0.77
1454,台富,45.06,2.61,0.63
1455,集盛,19.62,0.0,0.84
1456,怡華,-,0.0,16.23
1457,宜進,30.85,0.0,0.59
