99年11月08日 個股日本益比、殖利率及股價淨值比,99年11月08日 個股日本益比、殖利率及股價淨值比,99年11月08日 個股日本益比、殖利率及股價淨值比,99年11月08日 個股日本益比、殖利率及股價淨值比,99年11月08日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.23,5.25,1.38
1102,亞泥,14.81,6.69,1.28
1103,嘉泥,70.21,2.37,0.78
1104,環泥,8.35,2.48,0.95
1108,幸福,-,2.23,0.75
1109,信大,-,3.47,0.71
1110,東泥,-,1.55,0.90
1201,味全,25.31,1.66,3.22
1203,味王,357.14,6.0,1.43
1210,大成,19.32,5.21,1.65
1213,大飲,-,0.0,2.38
1215,卜蜂,12.80,4.91,1.13
1216,統一,17.28,4.24,2.54
1217,愛之味,86.88,0.0,1.31
1218,泰山,32.46,3.24,1.63
1219,福壽,22.31,4.62,1.12
1220,台榮,31.59,0.0,1.54
1225,福懋油,18.10,2.1,1.24
1227,佳格,16.78,4.33,4.74
1229,聯華,10.71,3.19,1.04
1231,聯華食,13.72,2.56,1.69
1232,大統益,12.19,5.86,2.90
1233,天仁,21.39,3.73,3.45
1234,黑松,43.06,1.69,1.48
1235,興泰,50.12,0.73,2.49
1236,宏亞,12.81,7.52,1.73
1301,台塑,14.15,4.23,2.38
1303,南亞,14.51,2.58,2.14
1304,台聚,12.30,6.69,1.88
1305,華夏,-,2.45,1.09
1307,三芳,12.45,5.39,2.20
1308,亞聚,10.90,6.52,1.65
1309,台達化,10.11,0.0,1.02
1310,台苯,-,3.99,1.41
1312,國喬,10.28,1.08,1.42
1313,聯成,10.14,3.98,1.42
1314,中石化,12.26,0.0,2.07
1315,達新,37.86,3.77,0.96
1316,上曜,-,0.0,0.89
1319,東陽,15.57,3.05,1.77
1321,大洋,-,0.0,2.04
1323,永裕,11.74,5.32,1.81
1324,地球,18.59,2.93,1.55
1325,恆大,12.54,3.14,1.51
1326,台化,12.76,4.75,2.19
1402,遠東新,21.74,3.0,2.49
1409,新纖,17.30,1.21,1.29
1410,南染,45.83,0.0,1.87
1413,宏洲,127.78,0.0,1.41
1414,東和,11.21,0.0,1.63
1416,廣豐,25.76,0.0,1.14
1417,嘉裕,50.87,0.0,1.04
1418,東華,11.69,0.0,1.11
1419,新紡,45.10,0.55,2.20
1423,利華,-,0.0,0.68
1432,大魯閣,1.47,0.0,1.04
1434,福懋,12.07,2.77,0.95
1435,中福,3.17,0.0,1.14
1436,華友聯,-,0.0,0.94
1437,勤益控,27.12,0.0,1.43
1438,三地開發,23.23,0.0,16.78
1439,雋揚,1.99,0.0,1.26
1440,南紡,16.60,2.51,1.57
1441,大東,-,0.0,1.16
1442,名軒,6.97,6.58,1.63
1443,立益物流,-,0.0,0.71
1444,力麗,9.89,5.35,1.58
1445,大宇,12.18,1.89,0.77
1446,宏和,-,0.0,1.41
1447,力鵬,12.85,0.0,1.26
1449,佳和,-,0.0,0.91
1451,年興,7.95,4.17,1.11
1452,宏益,10.33,2.9,1.12
1453,大將,11.27,0.0,0.92
1454,台富,230.50,0.0,0.80
1455,集盛,10.28,1.51,1.27
1456,怡華,-,0.0,0.76
1457,宜進,20.08,0.0,1.29
1459,聯發,15.00,0.0,1.61
1460,宏遠,-,0.0,0.99
1463,強盛新,14.64,0.0,1.06
1464,得力,78.13,1.6,1.09
1465,偉全,6.02,2.61,0.95
1466,聚隆,12.82,0.0,3.24
1467,南緯,9.25,0.0,1.12
1468,昶和,-,0.0,1.78
1469,理隆,26.73,0.0,1.07
1470,大統新創,19.30,0.0,1.09
1471,首利,49.72,1.45,1.17
1472,三洋實業,-,0.0,1.11
1473,台南,12.27,3.61,1.50
1474,弘裕,16.34,1.83,0.84
1475,業旺,-,0.0,2.20
1476,儒鴻,11.65,3.29,2.21
1477,聚陽,10.29,7.31,2.92
1503,士電,35.23,3.15,1.18
1504,東元,13.11,2.84,0.98
1506,正道,-,0.0,1.59
1507,永大,12.89,3.6,1.71
1512,瑞利,14.93,0.0,0.74
1513,中興電,15.87,5.48,1.20
1514,亞力,78.57,1.36,0.95
1515,力山,12.17,0.0,0.98
1516,川飛,-,0.0,1.97
1517,利奇,8.52,4.1,1.13
1519,華城,48.52,7.03,1.83
1521,大億,12.75,4.62,3.38
1522,堤維西,18.13,8.36,1.05
1524,耿鼎,110.67,0.0,0.77
1525,江申,10.43,2.9,1.70
1526,日馳,28.15,0.0,0.94
1527,鑽全,15.91,5.39,1.62
1528,恩德,11.43,1.35,1.12
1529,樂事綠能,-,0.0,1.02
1530,亞崴,18.11,1.53,1.47
1531,高林股,8.99,2.67,1.19
1532,勤美,33.28,13.23,1.31
1533,車王電,183.33,2.27,1.17
1535,中宇,11.12,5.41,2.66
1536,和大,25.00,0.0,1.35
1537,廣隆,9.24,5.56,2.47
1538,正峰,-,0.0,2.55
1539,巨庭,-,0.0,0.79
1540,喬福,11.47,11.47,1.43
1541,錩泰,11.40,13.68,1.11
1560,中砂,29.41,1.0,2.10
1582,信錦,10.44,9.51,1.76
1583,程泰,17.95,1.43,1.58
1603,華電,14.08,0.0,0.96
