103年04月08日 個股日本益比、殖利率及股價淨值比,103年04月08日 個股日本益比、殖利率及股價淨值比,103年04月08日 個股日本益比、殖利率及股價淨值比,103年04月08日 個股日本益比、殖利率及股價淨值比,103年04月08日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,17.24,4.9,1.53
1102,亞泥,18.50,5.22,1.42
1103,嘉泥,8.15,3.12,0.54
1104,環泥,16.36,3.65,1.27
1108,幸福,21.09,4.85,0.86
1109,信大,19.92,2.93,0.89
1110,東泥,63.85,1.2,1.09
1201,味全,26.22,1.33,2.75
1203,味王,21.44,4.2,1.37
1210,大成,8.68,6.76,1.23
1213,大飲,70.47,0.0,1.78
1215,卜蜂,10.31,3.98,0.97
1216,統一,20.56,4.12,3.05
1217,愛之味,-,0.0,0.96
1218,泰山,-,0.0,1.46
1219,福壽,177.78,0.94,1.34
1220,台榮,32.03,3.41,0.86
1225,福懋油,46.29,1.74,1.2
1227,佳格,29.36,4.21,5.1
1229,聯華,12.40,5.12,0.79
1231,聯華食,15.33,5.54,2.09
1232,大統益,15.43,5.57,3.46
1233,天仁,19.06,4.73,3.01
1234,黑松,42.05,4.57,0.74
1235,興泰,-,0.0,2.33
1236,宏亞,20.87,4.94,1.83
1262,綠悅-KY,25.19,0.0,5.09
1301,台塑,23.85,2.45,1.88
1303,南亞,20.22,2.95,1.81
1304,台聚,25.13,3.02,1.21
1305,華夏,9.55,7.52,1.19
1307,三芳,13.65,5.69,1.56
1308,亞聚,20.96,4.18,1.22
1309,台達化,225.00,0.0,0.9
1310,台苯,8.80,5.26,1.61
1312,國喬,9.20,5.13,1.11
1313,聯成,26.25,7.33,0.83
1314,中石化,-,3.95,0.93
1315,達新,35.55,3.43,0.82
1316,上曜,-,0.0,1.64
1319,東陽,20.24,2.38,1.65
1321,大洋,762.50,0.0,1.98
1323,永裕,14.04,3.86,2.24
1324,地球,28.97,7.74,1.24
1325,恆大,26.25,2.38,1.05
1326,台化,17.20,3.42,1.6
1337,再生-KY,13.70,5.67,1.99
1338,廣華-KY,21.89,1.95,2.09
1339,昭輝,14.98,3.01,1.97
1340,勝悅-KY,16.48,0.0,3.61
1402,遠東新,23.07,4.02,1.47
1409,新纖,15.00,3.18,0.67
1410,南染,22.87,3.64,1.68
1413,宏洲,-,0.0,0.8
1414,東和,16.37,3.74,0.69
1416,廣豐,91.82,9.9,1.06
1417,嘉裕,210.25,2.38,0.73
1418,東華,-,0.0,0.88
1419,新紡,70.91,1.15,1.6
1423,利華,-,0.0,0.53
1432,大魯閣,-,16.99,1.74
1434,福懋,26.26,3.0,1.09
1435,中福,-,0.0,0.88
1436,華友聯,-,0.0,1.39
1437,勤益控,-,0.0,0.97
1438,三地開發,23.41,0.0,1.3
1439,雋揚,740.00,3.38,0.66
1440,南紡,29.21,2.7,1.38
1441,大東,-,1.96,0.85
1442,名軒,5.65,3.39,1.62
1443,立益物流,-,0.0,0.65
1444,力麗,15.42,5.48,0.87
1445,大宇,22.02,4.83,0.74
1446,宏和,-,0.99,2.2
1447,力鵬,10.61,0.0,1.06
1449,佳和,-,0.0,2.8
1451,年興,15.53,6.47,1.2
1452,宏益,12.23,6.35,0.8
1453,大將,40.88,5.1,0.82
1454,台富,29.29,3.05,0.65
1455,集盛,16.57,0.0,0.81
1456,怡華,-,0.0,25.06
1457,宜進,12.65,5.49,0.65
1459,聯發,17.48,3.58,0.8
1460,宏遠,24.25,1.56,1.25
1463,強盛新,50.30,1.81,1.41
1464,得力,-,1.57,1.16
1465,偉全,17.11,12.08,1.03
1466,聚隆,18.54,2.72,1.11
1467,南緯,15.50,2.58,1.39
1468,昶和,-,0.0,1.29
1469,理隆,207.50,0.0,1.0
1470,大統新創,50.29,1.75,1.62
1471,首利,78.33,0.0,0.89
1472,三洋實業,-,0.0,9.04
1473,台南,20.68,7.46,1.15
1474,弘裕,16.98,2.14,0.69
1475,業旺,-,0.0,3.42
1476,儒鴻,32.72,2.07,11.05
1477,聚陽,20.37,4.46,5.15
1503,士電,16.36,3.8,0.94
1504,東元,18.05,3.21,1.58
1506,正道,-,0.0,2.25
1507,永大,20.72,2.88,3.46
1512,瑞利,-,0.0,0.98
1513,中興電,16.96,4.72,1.28
1514,亞力,27.69,3.01,0.75
1515,力山,10.26,4.27,0.89
1516,川飛,65.00,0.0,1.7
1517,利奇,12.24,3.76,1.25
1519,華城,38.52,1.89,1.49
1521,大億,18.41,5.0,3.53
1522,堤維西,104.25,0.0,1.32
1524,耿鼎,-,0.0,0.74
1525,江申,18.33,2.03,1.95
1526,日馳,15.14,0.0,1.1
1527,鑽全,11.40,6.39,2.23
1528,恩德,20.62,3.99,1.06
1529,樂事綠能,-,0.0,1.78
1530,亞崴,24.36,2.4,2.38
1531,高林股,19.59,3.47,1.32
1532,勤美,4.70,3.08,1.21
1533,車王電,21.73,3.27,2.16
1535,中宇,15.69,4.49,2.95
1536,和大,28.13,2.41,4.31
1537,廣隆,13.93,5.62,2.95
1538,正峰,-,0.0,1.95
1539,巨庭,14.96,0.0,1.94
1540,喬福,16.18,5.43,1.43
1541,錩泰,-,0.0,1.63
1560,中砂,24.83,3.56,3.57
1582,信錦,12.33,6.49,1.64
1583,程泰,25.06,1.98,3.29
1589,永冠-KY,27.80,2.35,2.39
1590,亞德客-KY,31.70,1.98,6.09
1603,華電,15.23,0.0,0.73
1604,聲寶,15.36,5.49,0.89
1605,華新,-,0.0,0.6
1608,華榮,11.77,6.01,0.62
1609,大亞,29.08,2.75,0.57
1611,中電,-,1.52,0.94
1612,宏泰,63.75,7.35,0.67
1613,台一,-,0.0,0.6
1614,三洋電,41.08,2.36,1.97
1615,大山,38.70,3.83,0.82
1616,億泰,336.00,0.0,0.73
1617,榮星,75.58,0.0,0.83
1618,合機,-,4.95,0.58
1626,艾美特-KY,15.93,3.21,2.91
1701,中化,28.52,2.16,1.36
1702,南僑,17.09,3.4,3.26
1704,榮化,-,2.14,1.35
1707,葡萄王,21.18,3.68,6.39
1708,東鹼,12.29,3.11,1.34
1709,和益,21.74,4.0,1.04
1710,東聯,20.97,3.95,1.54
1711,永光,24.96,3.23,2.09
1712,興農,12.30,4.75,1.14
1713,國化,36.08,2.61,1.24
1714,和桐,28.11,3.36,1.2
1715,萬洲,20.16,4.84,1.44
1717,長興,16.34,5.36,1.59
1718,中纖,13.65,0.0,0.69
1720,生達,24.61,3.65,2.23
1721,三晃,200.83,0.0,1.34
1722,台肥,24.05,3.21,1.2
1723,中碳,18.13,4.77,5.73
1724,台硝,64.83,5.32,1.35
1725,元禎,21.62,2.38,1.14
1726,永記,12.24,4.9,1.72
1727,中華化,15.83,5.8,1.31
1729,必翔,-,0.0,2.51
1730,花仙子,7.77,9.34,1.63
1731,美吾華,31.56,2.64,1.19
1732,毛寶,-,0.0,1.09
1733,五鼎,18.01,4.86,3.49
1734,杏輝,24.68,3.23,2.46
1735,日勝化,19.03,3.92,0.94
1736,喬山,16.92,2.16,2.16
1737,臺鹽,43.81,1.81,0.96
1762,中化生,40.00,2.0,2.35
1773,勝一,13.78,5.79,2.11
1783,和康生,1277.50,0.0,4.03
1786,科妍,79.01,1.89,2.95
1789,神隆,44.47,1.91,5.86
1802,台玻,-,0.35,1.48
1805,寶徠,5.08,0.0,1.36
1806,冠軍,19.06,0.0,0.67
1808,潤隆,96.56,0.97,1.73
1809,中釉,22.53,2.07,0.94
1810,和成,21.63,0.0,0.71
1817,凱撒衛,16.75,4.19,2.13
1902,台紙,310.00,0.0,0.86
1903,士紙,-,0.0,3.1
1904,正隆,12.50,4.29,0.81
1905,華紙,-,0.0,0.66
1906,寶隆,-,0.0,0.59
1907,永豐餘,37.57,2.88,0.69
1909,榮成,13.70,5.41,0.85
2002,中鋼,24.48,3.5,1.34
2006,東和鋼鐵,12.12,6.23,1.11
2007,燁興,-,0.0,0.83
2008,高興昌,0.74,0.0,0.95
2009,第一銅,90.83,4.59,0.89
2010,春源,17.22,7.26,0.76
2012,春雨,23.98,3.86,0.93
2013,中鋼構,15.02,4.44,1.45
2014,中鴻,81.70,0.0,1.31
2015,豐興,20.68,4.27,1.89
2017,官田鋼,-,0.0,0.65
2020,美亞,19.93,1.48,0.98
2022,聚亨,-,0.0,0.63
2023,燁輝,21.28,0.0,0.63
2024,志聯,15.66,0.0,0.73
2025,千興,-,0.0,0.68
2027,大成鋼,50.17,4.12,1.1
2028,威致,-,0.0,0.68
2029,盛餘,14.81,4.88,0.93
2030,彰源,69.33,0.0,0.87
2031,新光鋼,16.33,5.1,1.0
2032,新鋼,37.81,2.89,0.95
2033,佳大,-,6.8,0.91
2034,允強,15.71,5.42,1.5
2038,海光,-,3.03,0.55
2049,上銀,37.94,0.99,6.82
2059,川湖,29.67,1.37,7.03
2062,橋椿,15.24,5.32,2.82
2101,南港,67.36,2.7,2.69
2102,泰豐,14.90,4.33,1.02
2103,台橡,23.61,4.17,2.26
2104,國際中橡,19.40,3.95,0.89
2105,正新,15.51,3.38,3.65
2106,建大,17.43,3.38,3.35
2107,厚生,7.57,6.83,1.36
2108,南帝,23.46,4.21,1.32
2109,華豐,24.23,1.19,2.1
2114,鑫永銓,13.25,5.31,2.97
2115,六暉-KY,28.29,2.24,1.96
2201,裕隆,32.66,1.41,1.14
2204,中華,15.08,3.99,0.82
2206,三陽工業,-,0.94,2.96
2207,和泰車,26.41,2.57,6.12
2208,台船,31.27,2.71,1.01
2227,裕日車,16.44,3.33,4.79
2228,劍麟,23.76,3.17,3.46
2231,為升,43.27,2.14,11.35
2301,光寶科,12.14,5.97,1.46
2302,麗正,50.00,0.0,0.79
2303,聯電,12.92,3.83,0.78
2305,全友,-,0.0,0.84
2308,台達電,25.24,3.15,4.79
2311,日月光,16.32,3.11,2.08
2312,金寶,-,0.9,1.1
2313,華通,11.67,2.75,1.27
2314,台揚,-,0.0,2.43
2316,楠梓電,18.37,5.06,0.82
2317,鴻海,10.63,2.89,1.48
2321,東訊,300.00,0.0,6.12
2323,中環,-,0.0,0.44
2324,仁寶,38.86,4.51,1.0
2325,矽品,22.43,4.25,2.11
2327,國巨*,14.79,0.0,0.73
2328,廣宇,36.35,1.75,1.18
2329,華泰,-,0.0,1.64
2330,台積電,16.39,2.52,3.64
2331,精英,4.80,12.66,0.96
2332,友訊,20.28,5.58,0.98
2337,旺宏,-,0.0,0.78
2338,光罩,59.41,5.94,0.7
2340,台亞,20.65,3.77,1.19
2342,茂矽,-,0.0,0.91
2344,華邦電,134.00,0.0,0.85
2345,智邦,16.75,8.39,1.32
2347,聯強,14.13,4.26,1.75
2348,海悅,15.19,0.0,7.47
2349,錸德,-,0.0,0.6
2351,順德,16.34,3.64,1.91
2352,佳世達,27.78,0.0,0.96
2353,宏碁,-,0.0,0.9
2354,鴻準,13.75,2.03,1.4
2355,敬鵬,12.98,4.56,1.72
2356,英業達,14.85,2.74,1.91
2357,華碩,10.79,6.26,1.71
2358,廷鑫,-,0.0,1.56
2359,所羅門,41.98,0.0,0.89
2360,致茂,22.43,3.47,3.15
2361,鴻友,-,0.0,1.33
2362,藍天,13.58,5.12,3.08
2363,矽統,-,0.0,0.78
2364,倫飛,-,0.0,1.28
2365,昆盈,1475.00,4.27,0.98
2367,燿華,28.07,0.0,0.74
2368,金像電,-,0.0,0.72
2369,菱生,21.34,3.43,1.22
2371,大同,-,0.0,0.64
2373,震旦行,14.65,5.85,2.5
2374,佳能,18.01,11.31,0.89
2375,凱美,3.35,0.0,0.89
2376,技嘉,12.07,4.38,1.3
2377,微星,13.08,3.59,1.13
2379,瑞昱,15.01,3.88,2.33
2380,虹光,-,0.0,0.65
