101年07月13日 個股日本益比、殖利率及股價淨值比,101年07月13日 個股日本益比、殖利率及股價淨值比,101年07月13日 個股日本益比、殖利率及股價淨值比,101年07月13日 個股日本益比、殖利率及股價淨值比,101年07月13日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.30,5.24,1.35
1102,亞泥,12.59,6.86,1.35
1103,嘉泥,441.67,3.77,0.61
1104,環泥,19.63,4.49,0.62
1108,幸福,43.86,0.0,0.59
1109,信大,35.69,3.38,0.74
1110,東泥,74.38,0.84,0.82
1201,味全,22.02,1.93,1.98
1203,味王,-,2.51,1.2
1210,大成,16.19,5.8,1.39
1213,大飲,103.46,0.0,2.19
1215,卜蜂,29.36,2.17,0.68
1216,統一,21.87,3.46,2.92
1217,愛之味,-,0.0,0.99
1218,泰山,47.27,3.21,1.43
1219,福壽,9.10,6.35,1.16
1220,台榮,14.03,0.0,0.88
1225,福懋油,-,2.27,1.06
1227,佳格,18.93,5.3,4.44
1229,聯華,10.90,5.18,0.76
1231,聯華食,13.31,4.01,1.97
1232,大統益,14.69,6.06,2.58
1233,天仁,19.53,4.85,2.52
1234,黑松,51.81,1.61,1.55
1235,興泰,155.31,0.0,1.52
1236,宏亞,17.24,6.4,1.62
1301,台塑,18.03,5.33,1.8
1303,南亞,37.59,4.08,1.51
1304,台聚,9.98,9.01,1.61
1305,華夏,23.49,0.0,0.84
1307,三芳,12.46,6.44,1.22
1308,亞聚,9.88,9.12,1.33
1309,台達化,24.20,6.57,0.78
1310,台苯,-,0.0,0.76
1312,國喬,19.12,5.38,0.88
1313,聯成,18.09,6.21,0.95
1314,中石化,4.69,14.74,1.19
1315,達新,9.31,6.32,0.92
1316,上曜,-,0.0,2.39
1319,東陽,13.76,2.52,1.02
1321,大洋,-,0.0,0.87
1323,永裕,9.86,5.88,1.29
1324,地球,13.61,5.58,0.78
1325,恆大,17.89,4.04,0.91
1326,台化,23.35,5.42,1.62
1337,再生-KY,9.77,6.15,2.27
1339,昭輝,10.31,5.6,1.3
1402,遠東新,17.01,6.22,1.39
1409,新纖,16.25,3.36,0.69
1410,南染,14.00,6.43,0.96
1413,宏洲,-,0.0,0.5
1414,東和,2.49,3.53,0.58
1416,廣豐,17.04,0.0,0.94
1417,嘉裕,11.46,0.0,0.86
1418,東華,18.35,0.0,0.65
1419,新紡,47.26,1.51,2.09
1423,利華,19.63,0.0,0.49
1432,大魯閣,142.50,0.0,0.6
1434,福懋,25.23,4.44,0.84
1435,中福,-,0.0,0.49
1436,華友聯,4.46,0.0,1.08
1437,勤益控,-,0.0,0.69
1438,三地開發,-,0.0,0.45
1439,雋揚,-,3.26,0.65
1440,南紡,-,1.7,0.78
1441,大東,-,8.38,0.62
1442,名軒,8.97,9.62,1.43
1443,立益物流,-,0.0,0.34
1444,力麗,17.02,7.58,0.84
1445,大宇,11.79,6.84,0.51
1446,宏和,4.28,2.36,0.85
1447,力鵬,-,0.0,0.69
1449,佳和,-,0.0,1.22
1451,年興,12.88,5.39,0.81
1452,宏益,25.73,5.89,0.55
1453,大將,-,4.45,0.82
1454,台富,-,7.63,0.55
1455,集盛,-,2.07,0.86
1456,怡華,-,0.0,2.28
1457,宜進,-,0.0,0.55
1459,聯發,-,5.47,0.79
1460,宏遠,5.43,0.0,0.91
1463,強盛新,124.75,0.0,1.04
1464,得力,24.83,2.3,0.78
1465,偉全,13.25,8.06,0.7
1466,聚隆,21.55,5.52,1.08
1467,南緯,12.92,4.76,0.74
1468,昶和,8.80,0.0,1.03
1469,理隆,70.75,0.0,0.69
1470,大統新創,30.51,1.68,1.14
1471,首利,-,0.0,0.74
1472,三洋實業,-,0.0,1.2
1473,台南,11.96,7.54,1.06
1474,弘裕,29.17,2.86,0.52
1475,業旺,-,0.0,0.85
1476,儒鴻,12.17,4.86,3.34
1477,聚陽,11.98,6.92,3.04
1503,士電,17.10,3.39,0.92
1504,東元,12.69,4.89,0.9
1506,正道,45.76,0.0,1.86
1507,永大,13.69,4.67,1.73
1512,瑞利,67.09,6.78,0.64
1513,中興電,12.50,5.97,1.06
1514,亞力,17.44,4.46,0.66
1515,力山,-,0.0,0.56
1516,川飛,-,0.0,0.77
1517,利奇,12.52,5.43,0.95
1519,華城,-,3.73,1.18
1521,大億,13.42,7.84,2.23
1522,堤維西,-,1.71,0.72
1524,耿鼎,-,0.0,0.44
1525,江申,9.67,3.83,1.26
1526,日馳,18.65,0.0,0.94
1527,鑽全,21.73,7.96,1.37
1528,恩德,9.67,8.8,0.77
1529,樂事綠能,-,0.0,0.37
1530,亞崴,10.13,4.78,1.33
1531,高林股,11.61,9.26,0.93
1532,勤美,17.33,4.48,0.69
1533,車王電,16.24,2.44,0.86
1535,中宇,13.35,5.17,2.98
1536,和大,10.03,0.0,1.2
1537,廣隆,12.86,5.15,1.82
1538,正峰,-,0.0,1.09
1539,巨庭,-,0.0,0.57
1540,喬福,12.28,6.86,1.36
1541,錩泰,-,0.0,0.88
1560,中砂,13.66,6.63,1.54
1582,信錦,10.94,6.56,1.56
1583,程泰,7.96,5.57,1.68
1589,永冠-KY,16.12,3.07,0.96
1590,亞德客-KY,18.32,3.46,4.07
1603,華電,12.30,0.0,0.59
1604,聲寶,-,3.33,0.7
1605,華新,-,0.0,0.5
1608,華榮,63.25,0.0,0.65
1609,大亞,18.33,3.41,0.59
1611,中電,15.04,5.96,1.24
1612,宏泰,12.66,3.2,0.59
1613,台一,-,0.0,0.58
1614,三洋電,25.00,4.41,1.54
1615,大山,16.41,4.76,0.82
1616,億泰,-,0.0,0.45
1617,榮星,-,0.0,0.82
1618,合機,21.74,5.0,0.5
1701,中化,16.00,2.84,1.08
1702,南僑,27.39,1.84,2.28
1704,榮化,19.63,6.1,1.49
1707,葡萄王,15.04,5.29,3.12
1708,東鹼,9.82,4.53,1.43
1709,和益,10.10,8.87,1.32
1710,東聯,12.84,8.0,1.8
1711,永光,17.94,5.75,1.17
1712,興農,11.76,6.3,0.84
1713,國化,32.06,2.84,0.74
1714,和桐,11.01,7.32,1.22
1715,萬洲,13.41,8.65,0.89
