102年03月01日 個股日本益比、殖利率及股價淨值比,102年03月01日 個股日本益比、殖利率及股價淨值比,102年03月01日 個股日本益比、殖利率及股價淨值比,102年03月01日 個股日本益比、殖利率及股價淨值比,102年03月01日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,17.90,4.89,1.49
1102,亞泥,17.72,7.06,1.44
1103,嘉泥,-,3.61,0.8
1104,環泥,15.21,3.29,0.84
1108,幸福,16.23,0.0,0.68
1109,信大,50.00,3.33,0.77
1110,東泥,66.90,0.71,0.96
1201,味全,29.49,1.3,2.92
1203,味王,517.50,2.42,1.26
1210,大成,15.86,6.27,1.34
1213,大飲,68.94,0.0,1.82
1215,卜蜂,14.09,1.94,0.78
1216,統一,24.08,2.97,3.56
1217,愛之味,106.00,0.0,1.0
1218,泰山,65.00,3.21,1.42
1219,福壽,-,6.56,1.21
1220,台榮,12.99,0.0,0.89
1225,福懋油,33.46,2.3,1.06
1227,佳格,23.18,5.58,5.33
1229,聯華,11.25,5.17,0.77
1231,聯華食,12.37,4.08,1.93
1232,大統益,15.72,5.63,2.95
1233,天仁,20.15,4.8,2.76
1234,黑松,51.99,1.58,1.58
1235,興泰,80.97,0.0,1.44
1236,宏亞,21.32,6.9,1.7
1301,台塑,37.28,5.21,2.1
1303,南亞,638.89,3.65,1.83
1304,台聚,12.55,10.71,1.52
1305,華夏,13.14,0.0,1.2
1307,三芳,12.00,6.1,1.35
1308,亞聚,14.40,11.83,1.21
1309,台達化,-,7.16,0.79
1310,台苯,-,0.0,0.93
1312,國喬,8.98,4.53,1.0
1313,聯成,17.61,6.04,1.03
1314,中石化,15.59,18.87,1.2
1315,達新,12.07,5.66,1.11
1316,上曜,-,0.0,1.16
1319,東陽,17.15,2.58,1.03
1321,大洋,-,0.0,1.13
1323,永裕,10.02,5.32,1.45
1324,地球,33.09,5.33,0.84
1325,恆大,20.98,3.78,0.99
1326,台化,304.40,5.26,1.93
1337,再生-KY,9.60,5.98,2.43
1338,廣華-KY,11.34,1.77,1.67
1339,昭輝,11.57,5.03,1.31
1402,遠東新,20.52,6.02,1.55
1409,新纖,21.16,3.26,0.73
1410,南染,18.88,3.81,1.63
1413,宏洲,-,0.0,0.59
1414,東和,48.05,3.29,0.63
1416,廣豐,7.49,0.0,1.09
1417,嘉裕,15.10,0.0,0.78
1418,東華,-,0.0,0.71
1419,新紡,61.53,1.57,1.99
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,0.91
1434,福懋,17.81,4.16,0.93
1435,中福,-,0.0,0.93
1436,華友聯,2.68,0.0,1.52
1437,勤益控,-,0.0,0.95
1438,三地開發,27.40,0.0,0.83
1439,雋揚,-,3.36,0.65
1440,南紡,30.96,1.37,0.96
1441,大東,-,7.57,0.77
1442,名軒,13.05,8.29,1.85
1443,立益物流,-,0.0,0.47
1444,力麗,28.82,7.31,0.92
1445,大宇,26.48,6.99,0.51
1446,宏和,-,1.5,1.39
1447,力鵬,-,0.0,0.93
1449,佳和,-,0.0,1.2
1451,年興,19.45,4.72,0.9
1452,宏益,15.60,5.09,0.64
1453,大將,14.15,3.98,0.89
1454,台富,-,6.73,0.65
1455,集盛,-,2.0,0.85
1456,怡華,-,0.0,12.17
1457,宜進,-,0.0,0.68
1459,聯發,-,5.48,0.84
1460,宏遠,4.93,0.0,0.78
1463,強盛新,250.00,0.0,1.27
1464,得力,35.23,2.18,0.84
1465,偉全,21.90,8.66,0.67
1466,聚隆,50.79,5.18,1.18
1467,南緯,14.10,3.19,1.1
1468,昶和,19.11,0.0,1.27
1469,理隆,36.76,0.0,0.74
1470,大統新創,91.15,1.69,1.15
1471,首利,-,0.0,0.69
1472,三洋實業,-,0.0,1.98
1473,台南,25.51,7.64,1.13
1474,弘裕,-,4.3,0.54
1475,業旺,-,0.0,0.88
1476,儒鴻,20.81,2.84,5.39
1477,聚陽,13.46,5.96,3.76
1503,士電,20.84,3.35,0.95
1504,東元,15.82,3.74,1.18
1506,正道,-,0.0,2.49
1507,永大,15.83,3.86,2.11
1512,瑞利,15.76,6.22,0.72
1513,中興電,14.37,6.27,1.04
1514,亞力,12.77,3.91,0.75
1515,力山,-,0.0,0.81
1516,川飛,-,0.0,2.19
1517,利奇,14.10,5.58,0.93
1519,華城,-,3.79,1.21
1521,大億,12.17,8.24,2.35
1522,堤維西,-,1.85,0.68
1524,耿鼎,-,0.0,0.54
1525,江申,9.60,3.58,1.34
1526,日馳,-,0.0,0.81
1527,鑽全,47.82,9.76,1.21
1528,恩德,36.06,8.66,0.84
1529,樂事綠能,-,0.0,0.7
1530,亞崴,9.49,4.75,1.32
1531,高林股,18.47,11.05,0.84
1532,勤美,26.94,2.22,1.43
1533,車王電,8.97,2.29,0.9
1535,中宇,15.20,4.2,3.69
1536,和大,13.40,0.0,1.61
1537,廣隆,11.02,3.69,2.41
1538,正峰,-,0.0,1.77
1539,巨庭,-,0.0,0.73
1540,喬福,9.47,8.04,1.19
1541,錩泰,-,0.0,0.87
1560,中砂,19.02,4.95,2.11
1582,信錦,10.54,5.44,1.91
1583,程泰,8.79,5.86,1.62
1589,永冠-KY,13.73,3.7,0.73
1590,亞德客-KY,23.00,3.07,4.76
1603,華電,11.10,0.0,0.8
1604,聲寶,66.67,3.0,0.75
1605,華新,-,0.0,0.65
1608,華榮,17.42,0.0,0.99
1609,大亞,59.83,3.48,0.58
1611,中電,41.63,6.7,1.21
1612,宏泰,15.14,2.75,0.7
1613,台一,-,0.0,0.64
1614,三洋電,38.88,3.83,1.85
1615,大山,33.33,4.55,0.87
1616,億泰,-,0.0,0.67
1617,榮星,-,0.0,0.86
1618,合機,12.04,4.46,0.55
1701,中化,20.92,2.32,1.32
1702,南僑,20.46,1.91,2.16
1704,榮化,54.49,6.91,1.53
1707,葡萄王,17.24,3.87,4.45
1708,東鹼,11.64,4.5,1.48
1709,和益,11.52,11.08,1.17
1710,東聯,23.57,9.09,1.89
1711,永光,21.42,4.58,1.5
1712,興農,13.19,5.61,0.96
1713,國化,29.36,2.25,0.94
1714,和桐,14.47,8.82,1.12
1715,萬洲,16.52,8.91,0.93
1717,長興,20.27,3.82,1.42
1718,中纖,53.16,0.0,0.8
1720,生達,16.93,3.56,1.61
1721,三晃,-,0.0,0.88
1722,台肥,29.79,3.22,1.36
1723,中碳,16.45,5.69,5.63
1724,台硝,9.12,8.99,1.52
1725,元禎,-,0.0,1.32
1726,永記,12.36,3.54,1.71
1727,中華化,14.88,7.22,1.38
1729,必翔,-,0.0,2.25
1730,花仙子,10.11,5.46,1.28
1731,美吾華,67.50,2.16,1.29
1732,毛寶,-,2.8,1.27
1733,五鼎,14.35,6.32,4.12
1734,杏輝,42.41,0.95,2.13
1735,日勝化,16.19,2.16,1.08
1736,喬山,22.46,2.61,2.89
1737,臺鹽,91.52,3.23,0.9
1762,中化生,19.38,2.85,2.45
1773,勝一,11.82,5.79,1.84
1789,神隆,44.57,1.78,5.48
1802,台玻,-,3.16,1.54
1805,寶徠,20.58,0.0,1.97
1806,冠軍,-,4.63,0.63
1808,潤隆,5.47,13.71,1.79
1809,中釉,17.27,3.37,0.87
1810,和成,61.13,4.91,0.62
1902,台紙,-,5.31,0.64
1903,士紙,-,0.0,3.15
1904,正隆,13.40,2.38,0.75
1905,華紙,-,0.0,1.6
1906,寶隆,-,0.0,0.65
1907,永豐餘,26.75,5.25,0.93
1909,榮成,14.91,0.0,0.56
2002,中鋼,131.67,4.2,1.53
2006,東和鋼鐵,17.29,5.51,1.31
2007,燁興,-,0.0,0.76
2008,高興昌,-,0.0,4.9
2009,第一銅,-,0.0,0.83
2010,春源,20.91,6.96,0.72
2012,春雨,-,0.0,0.94
2013,中鋼構,9.41,6.02,1.24
2014,中鴻,-,0.0,1.57
2015,豐興,18.89,5.67,1.97
2017,官田鋼,-,3.23,0.69
2020,美亞,-,0.0,0.97
2022,聚亨,-,0.0,0.57
2023,燁輝,-,5.41,0.61
2024,志聯,-,2.11,0.73
2025,千興,-,0.0,0.72
2027,大成鋼,-,8.11,1.07
2028,威致,-,0.0,0.66
2029,盛餘,46.10,5.82,0.79
2030,彰源,-,0.0,0.9
2031,新光鋼,-,4.68,1.11
2032,新鋼,281.25,1.78,0.89
2033,佳大,21.34,5.86,0.98
2034,允強,20.17,6.92,1.0
2038,海光,-,10.33,0.62
2049,上銀,22.79,2.4,6.42
2059,川湖,17.98,2.33,4.15
2062,橋椿,13.26,7.21,1.21
2101,南港,55.32,7.46,2.79
2102,泰豐,19.13,3.18,1.05
2103,台橡,16.29,9.9,3.12
2104,國際中橡,11.17,4.92,1.07
2105,正新,17.75,3.45,3.94
2106,建大,15.98,4.36,2.47
2107,厚生,8.65,7.34,1.16
2108,南帝,19.61,10.0,1.41
2109,華豐,-,0.0,0.79
2114,鑫永銓,12.46,4.76,3.05
2201,裕隆,26.29,1.86,1.3
2204,中華,13.46,4.29,0.89
2206,三陽工業,55.67,0.0,1.51
2207,和泰車,18.03,3.43,4.42
2208,台船,16.70,7.34,0.94
2227,裕日車,15.53,3.94,3.92
2231,為升,21.16,2.79,3.82
2301,光寶科,15.55,5.09,1.55
2302,麗正,-,0.0,0.39
2303,聯電,18.42,4.52,0.69
2305,全友,-,0.0,0.54
2308,台達電,18.22,3.13,3.35
2311,日月光,16.88,8.15,1.81
2312,金寶,-,1.43,0.56
2313,華通,15.14,4.52,0.87
2315,神達,20.18,1.35,0.57
2316,楠梓電,9.44,0.0,0.71
2317,鴻海,10.41,3.06,1.6
2321,東訊,-,0.0,3.21
2323,中環,64.75,0.0,0.42
2324,仁寶,12.82,6.7,0.88
2325,矽品,19.29,4.38,1.71
2327,國巨*,17.75,0.0,0.59
2328,廣宇,43.53,0.0,1.38
2329,華泰,-,0.0,0.69
2330,台積電,16.38,2.86,3.76
2331,精英,23.37,24.58,0.62
2332,友訊,16.15,6.03,0.87
2337,旺宏,-,8.75,0.83
2338,光罩,30.44,9.66,0.75
2340,台亞,19.44,4.9,0.91
2342,茂矽,-,0.0,0.67
2344,華邦電,-,0.0,0.61
2345,智邦,8.50,9.25,1.2
2347,聯強,15.85,6.68,2.34
2348,海悅,-,0.0,55.07
2349,錸德,-,0.0,0.39
2351,順德,21.89,1.12,1.23
2352,佳世達,-,0.0,0.79
2353,宏碁,136.84,0.0,0.94
2354,鴻準,14.10,1.84,1.78
2355,敬鵬,8.03,4.83,1.12
2356,英業達,11.89,5.58,0.85
2357,華碩,12.88,3.96,2.32
2358,廷鑫,-,0.0,0.82
2359,所羅門,14.44,0.0,0.57
2360,致茂,27.42,2.94,3.36
2361,鴻友,-,0.0,0.67
2362,藍天,26.15,3.56,3.6
2363,矽統,-,0.0,0.78
2364,倫飛,-,0.0,0.45
2365,昆盈,26.41,0.0,0.63
2367,燿華,-,7.0,0.6
2368,金像電,-,0.0,0.44
2369,菱生,18.75,3.77,1.03
2371,大同,20.49,0.0,0.59
2373,震旦行,15.52,5.89,2.65
2374,佳能,9.05,6.44,1.25
2375,凱美,-,0.0,0.66
2376,技嘉,11.35,7.53,0.81
2377,微星,12.31,7.22,0.57
2379,瑞昱,18.11,3.22,2.1
2380,虹光,-,2.91,0.49
2382,廣達,10.21,6.26,2.09
2383,台光電,8.80,6.0,1.53
2384,勝華,-,0.0,0.76
2385,群光,16.22,5.56,3.25
2387,精元,-,2.39,0.71
2388,威盛,-,0.0,2.49
2390,云辰,-,0.0,2.27
2392,正崴,28.67,4.65,1.29
2393,億光,27.83,5.72,1.3
2395,研華,20.83,3.94,4.26
2397,友通,14.75,5.75,1.09
2399,映泰,58.16,13.57,0.77
2401,凌陽,-,0.0,0.61
2402,毅嘉,15.30,0.0,0.83
2404,漢唐,10.56,11.41,1.38
2405,輔信,8.89,0.0,0.5
2406,國碩,23.06,2.11,1.32
2408,南亞科,-,0.0,5.26
2409,友達,-,0.0,0.77
2412,中華電,17.50,5.91,2.0
2413,環科,-,0.0,0.59
2414,精技,11.25,9.38,0.97
2415,錩新,6.95,7.78,0.92
2417,圓剛,-,14.08,0.76
2419,仲琦,11.14,8.17,1.28
2420,新巨,12.66,8.4,1.59
2421,建準,18.07,8.04,1.36
2423,固緯,15.83,8.31,1.22
2424,隴華,-,0.0,2.48
2425,承啟,438.00,0.0,4.02
2426,鼎元,-,0.0,0.82
2427,三商電,-,3.88,0.85
2428,興勤,9.39,4.95,1.26
2430,燦坤,11.13,7.48,2.21
2431,聯昌,-,0.0,0.54
2433,互盛電,9.68,14.45,1.29
2434,統懋,-,0.0,0.47
2436,偉詮電,153.00,0.0,1.38
2437,旺詮,16.45,4.49,0.86
2438,翔耀,3.98,0.0,0.37
2439,美律,17.97,4.35,1.77
2440,太空梭,-,0.0,0.74
2441,超豐,12.00,4.95,1.21
2442,新美齊,15.28,0.0,0.7
