103年05月19日 個股日本益比、殖利率及股價淨值比,103年05月19日 個股日本益比、殖利率及股價淨值比,103年05月19日 個股日本益比、殖利率及股價淨值比,103年05月19日 個股日本益比、殖利率及股價淨值比,103年05月19日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.72,5.17,1.4
1102,亞泥,18.78,5.0,0.97
1103,嘉泥,8.79,3.19,0.52
1104,環泥,14.72,3.85,1.17
1108,幸福,19.71,5.07,0.8
1109,信大,18.70,8.33,0.97
1110,東泥,59.26,1.25,1.03
1201,味全,25.52,1.43,2.49
1203,味王,20.63,4.33,1.29
1210,大成,8.26,6.66,1.2
1213,大飲,96.82,0.0,1.67
1215,卜蜂,9.98,5.17,1.21
1216,統一,20.00,4.07,2.95
1217,愛之味,-,0.0,0.93
1218,泰山,-,0.0,1.3
1219,福壽,46.52,0.98,1.27
1220,台榮,31.56,3.47,0.83
1225,福懋油,37.36,1.86,1.11
1227,佳格,32.20,3.0,4.84
1229,聯華,10.05,4.81,0.82
1231,聯華食,20.21,5.61,2.04
1232,大統益,15.85,4.88,3.62
1233,天仁,17.90,4.74,2.9
1234,黑松,47.06,4.69,0.72
1235,興泰,105.81,0.0,1.75
1236,宏亞,28.26,5.17,1.43
1262,綠悅-KY,25.18,1.66,3.61
1301,台塑,21.93,2.46,1.86
1303,南亞,18.71,2.92,1.77
1304,台聚,30.15,3.06,1.18
1305,華夏,11.90,7.82,1.11
1307,三芳,12.89,5.69,1.48
1308,亞聚,21.56,4.26,1.2
1309,台達化,-,0.0,0.84
1310,台苯,8.01,5.83,1.47
1312,國喬,9.11,5.25,1.09
1313,聯成,55.43,3.14,0.78
1314,中石化,-,4.55,0.81
1315,達新,36.47,3.51,0.82
1316,上曜,-,0.0,1.6
1319,東陽,17.19,2.67,1.44
1321,大洋,705.00,0.0,1.83
1323,永裕,12.98,4.1,2.01
1324,地球,27.46,8.02,1.18
1325,恆大,27.99,3.47,1.03
1326,台化,18.75,3.47,1.57
1337,再生-KY,9.90,7.41,1.48
1338,廣華-KY,16.37,2.23,1.78
1339,昭輝,18.24,2.34,2.41
1340,勝悅-KY,15.23,3.76,2.4
1402,遠東新,22.25,4.17,0.82
1409,新纖,10.83,3.51,0.65
1410,南染,22.45,3.85,1.57
1413,宏洲,-,0.0,0.79
1414,東和,16.82,5.01,0.64
1416,廣豐,152.69,10.08,1.05
1417,嘉裕,27.73,2.4,0.7
