105年08月15日 個股日本益比、殖利率及股價淨值比,105年08月15日 個股日本益比、殖利率及股價淨值比,105年08月15日 個股日本益比、殖利率及股價淨值比,105年08月15日 個股日本益比、殖利率及股價淨值比,105年08月15日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,26.12,3.8,1.26
1102,亞泥,51.58,3.74,0.81
1103,嘉泥,127.57,1.12,0.49
1104,環泥,9.31,4.55,0.95
1108,幸福,10.70,9.24,0.8
1109,信大,50.75,1.97,0.72
1110,東泥,40.66,1.29,1.02
1201,味全,-,0.0,1.92
1203,味王,20.66,4.57,1.25
1210,大成,14.27,2.46,1.39
1213,大飲,48.68,6.04,1.23
1215,卜蜂,11.01,5.1,1.85
1216,統一,24.39,3.22,3.85
1217,愛之味,47.47,0.0,0.75
1218,泰山,16.42,0.0,1.28
1219,福壽,29.90,1.64,1.28
1220,台榮,10.85,4.61,0.9
1225,福懋油,15.75,1.97,3.61
1227,佳格,23.89,3.26,4.99
1229,聯華,14.47,6.59,0.97
1231,聯華食,11.35,5.03,1.74
1232,大統益,13.82,6.17,3.92
1233,天仁,16.24,5.35,2.54
1234,黑松,12.03,4.52,0.76
1235,興泰,6.40,0.0,0.63
1236,宏亞,46.31,3.6,1.12
1256,鮮活果汁-KY,17.70,3.17,4.03
1262,綠悅-KY,12.88,3.47,2.18
1301,台塑,15.75,4.5,1.85
1303,南亞,17.21,5.25,1.62
1304,台聚,12.64,3.73,0.8
1305,華夏,9.02,6.69,1.28
1307,三芳,11.75,5.32,1.75
1308,亞聚,17.38,4.3,1.05
1309,台達化,-,0.0,0.73
1310,台苯,10.57,6.31,1.35
1312,國喬,12.50,4.85,0.92
1313,聯成,-,2.03,0.64
1314,中石化,-,0.0,0.35
1315,達新,17.59,4.5,0.69
1316,上曜,-,0.0,1.55
1319,東陽,15.75,2.3,1.98
1321,大洋,200.77,0.0,1.16
1323,永裕,11.16,4.59,1.83
1324,地球,12.80,3.13,0.97
1325,恆大,15.23,3.54,1.08
1326,台化,14.68,4.1,1.79
1337,再生-KY,9.10,2.62,0.49
1338,廣華-KY,14.05,3.75,1.64
1339,昭輝,10.90,4.17,1.24
1340,勝悅-KY,7.76,1.59,1.25
1402,遠東新,31.06,4.02,0.7
