99年09月08日 個股日本益比、殖利率及股價淨值比,99年09月08日 個股日本益比、殖利率及股價淨值比,99年09月08日 個股日本益比、殖利率及股價淨值比,99年09月08日 個股日本益比、殖利率及股價淨值比,99年09月08日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,12.61,5.78,1.36
1102,亞泥,13.13,6.95,1.32
1103,嘉泥,257.50,2.59,0.81
1104,環泥,12.10,2.99,0.81
1108,幸福,-,2.21,0.74
1109,信大,108.78,3.58,0.69
1110,東泥,305.00,1.64,0.85
1201,味全,24.50,1.75,3.12
1203,味王,68.29,5.78,1.38
1210,大成,19.90,5.81,1.52
1213,大飲,140.53,0.0,2.38
1215,卜蜂,16.60,5.68,1.11
1216,統一,18.09,4.76,2.44
1217,愛之味,662.50,0.0,1.28
1218,泰山,32.35,3.79,1.46
1219,福壽,23.04,5.19,1.01
1220,台榮,213.33,0.0,1.48
1225,福懋油,22.90,2.32,1.14
1227,佳格,17.97,4.59,4.40
1229,聯華,9.65,4.15,0.84
1231,聯華食,14.51,2.79,1.64
1232,大統益,12.07,7.46,2.47
1233,天仁,21.32,3.67,3.69
1234,黑松,38.03,1.94,1.32
1235,興泰,146.84,0.54,3.59
1236,宏亞,11.83,7.73,1.73
1301,台塑,11.92,5.56,2.04
1303,南亞,14.42,2.97,1.95
1304,台聚,10.72,7.91,1.72
1305,華夏,69.41,2.54,1.04
1307,三芳,11.74,5.71,2.12
1308,亞聚,8.94,8.81,1.38
1309,台達化,10.93,0.0,0.97
1310,台苯,-,4.36,1.29
1312,國喬,8.44,1.32,1.17
1313,聯成,8.48,5.08,1.21
1314,中石化,9.07,0.0,1.48
1315,達新,47.34,4.49,0.91
1316,上曜,-,0.0,0.89
1319,東陽,14.71,3.02,2.47
1321,大洋,-,0.0,1.87
1323,永裕,11.14,6.25,1.60
1324,地球,19.66,2.59,1.79
1325,恆大,13.81,2.93,1.69
1326,台化,9.67,6.15,1.87
1402,遠東新,19.60,4.05,1.95
1409,新纖,18.73,1.75,0.99
1410,南染,37.80,0.0,1.21
1413,宏洲,-,0.0,1.01
1414,東和,-,0.0,0.82
1416,廣豐,24.87,0.0,1.01
1417,嘉裕,68.13,0.0,0.98
1418,東華,4.74,0.0,1.05
1419,新紡,84.88,0.68,1.85
1423,利華,115.29,0.0,0.60
1432,大魯閣,1.00,0.0,0.72
1434,福懋,14.97,3.2,0.87
1435,中福,3.81,0.0,1.37
1436,華友聯,-,0.0,0.82
1437,勤益控,21.53,0.0,1.18
1438,三地開發,-,0.0,46.50
1439,雋揚,1.93,0.0,1.23
1440,南紡,13.97,3.83,1.05
1441,大東,-,0.0,0.89
1442,名軒,5.89,7.11,1.53
1443,立益物流,-,0.0,0.61
1444,力麗,9.70,6.83,1.32
1445,大宇,46.05,2.29,0.68
1446,宏和,-,0.0,1.22
1447,力鵬,9.36,0.0,1.21
1449,佳和,-,0.0,1.02
1452,宏益,10.40,3.85,0.90
1453,大將,19.18,0.0,1.04
1454,台富,425.00,0.0,0.76
1455,集盛,7.79,1.63,1.18
1456,怡華,-,0.0,0.78
1457,宜進,18.75,0.0,0.75
1459,聯發,19.33,0.0,1.14
1460,宏遠,-,0.0,0.87
1463,強盛新,12.28,0.0,1.00
1464,得力,100.36,1.42,1.23
