100年04月01日 個股日本益比、殖利率及股價淨值比,100年04月01日 個股日本益比、殖利率及股價淨值比,100年04月01日 個股日本益比、殖利率及股價淨值比,100年04月01日 個股日本益比、殖利率及股價淨值比,100年04月01日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,16.88,4.96,1.64
1102,亞泥,15.80,6.27,1.36
1103,嘉泥,70.21,2.37,0.78
1104,環泥,7.71,2.68,0.88
1108,幸福,-,0.0,0.73
1109,信大,-,3.4,0.73
1110,東泥,-,1.4,0.99
1201,味全,22.76,1.84,2.90
1203,味王,324.29,6.61,1.30
1210,大成,18.37,5.48,1.57
1213,大飲,-,0.0,2.29
1215,卜蜂,11.86,5.31,1.05
1216,統一,16.38,4.47,2.41
1217,愛之味,79.06,0.0,1.19
1218,泰山,30.26,3.48,1.52
1219,福壽,22.69,4.54,1.14
1220,台榮,31.14,0.0,1.52
1225,福懋油,16.78,0.0,1.15
1227,佳格,15.62,4.39,4.38
1229,聯華,8.86,3.89,0.86
1231,聯華食,12.61,5.58,1.56
1232,大統益,12.33,6.76,2.93
1233,天仁,23.71,3.64,3.67
1234,黑松,37.66,1.93,1.30
1235,興泰,32.87,1.11,1.64
1236,宏亞,14.72,6.02,1.63
1301,台塑,13.98,6.54,2.44
1303,南亞,16.67,2.18,2.41
1304,台聚,16.52,6.23,2.52
1305,華夏,-,0.0,1.20
1307,三芳,11.74,5.71,2.07
1308,亞聚,13.96,7.83,2.12
1309,台達化,12.59,10.15,1.26
1310,台苯,-,4.41,1.27
1312,國喬,9.94,1.11,1.37
1313,聯成,8.98,4.5,1.26
1314,中石化,10.75,0.0,2.36
1315,達新,39.36,3.63,1.00
1316,上曜,-,0.0,1.97
1319,東陽,13.77,3.45,1.56
1321,大洋,-,0.0,1.70
1323,永裕,10.49,6.38,1.62
1324,地球,15.55,3.51,1.29
1325,恆大,12.32,3.2,1.49
1326,台化,13.42,6.73,2.34
1402,遠東新,20.13,3.24,2.31
1409,新纖,14.29,0.0,1.07
1410,南染,31.94,0.93,1.30
1413,宏洲,97.78,0.0,1.08
1414,東和,8.21,0.0,1.94
1416,廣豐,20.17,0.0,0.89
1417,嘉裕,25.38,0.0,0.91
1418,東華,13.78,0.0,1.31
1419,新紡,52.99,0.61,1.85
1423,利華,-,0.0,0.61
1432,大魯閣,1.43,0.0,1.01
1434,福懋,12.43,0.0,0.98
1435,中福,2.32,0.0,0.84
1436,華友聯,-,1.97,0.89
1437,勤益控,22.07,0.0,1.16
1438,三地開發,19.54,0.0,14.11
1439,雋揚,1.75,0.0,1.10
1440,南紡,13.47,5.67,1.27
1441,大東,-,0.0,1.03
1442,名軒,6.94,6.61,1.62
1443,立益物流,-,0.0,0.59
1444,力麗,8.39,6.31,1.34
1445,大宇,10.41,5.52,0.65
1446,宏和,-,0.0,1.36
1447,力鵬,11.56,0.0,1.13
1449,佳和,-,0.0,0.91
1451,年興,8.84,5.4,1.04
1452,宏益,8.66,7.57,0.97
1453,大將,16.56,4.95,1.35
1454,台富,213.75,0.0,0.74
1455,集盛,10.52,5.97,1.47
1456,怡華,-,0.0,0.81
1457,宜進,18.54,0.0,1.19
1459,聯發,15.35,8.5,1.64
1460,宏遠,-,0.0,1.03
1463,強盛新,16.14,0.0,1.17
1464,得力,67.19,1.86,0.94
1465,偉全,5.97,2.63,0.94
1466,聚隆,13.42,0.0,2.93
1467,南緯,7.36,0.0,0.89
1468,昶和,-,0.0,1.49
1469,理隆,22.86,0.0,0.92
1470,大統新創,18.11,0.0,1.15
1471,首利,47.92,1.51,1.13
1472,三洋實業,-,0.0,0.87
1473,台南,12.15,3.64,1.49
1474,弘裕,15.22,1.96,0.79
1475,業旺,-,0.0,1.75
1476,儒鴻,10.10,6.72,2.12
1477,聚陽,10.19,7.51,2.89
1503,士電,33.70,3.3,1.13
1504,東元,15.15,3.88,1.06
1506,正道,-,0.0,1.76
1507,永大,14.27,3.25,1.90
1512,瑞利,16.03,0.0,0.80
1513,中興電,15.97,5.54,1.20
1514,亞力,84.29,1.27,1.02
1515,力山,9.67,0.0,0.78
1516,川飛,-,0.0,2.20
1517,利奇,8.46,4.12,1.13
1519,華城,24.14,3.94,2.06
1521,大億,13.33,4.41,3.53
1522,堤維西,17.37,8.72,1.01
1524,耿鼎,102.22,0.0,0.71
1525,江申,11.22,2.95,1.68
1526,日馳,26.41,0.0,0.88
1527,鑽全,16.20,5.29,1.64
1528,恩德,11.30,1.41,1.10
