104年04月23日 個股日本益比、殖利率及股價淨值比,104年04月23日 個股日本益比、殖利率及股價淨值比,104年04月23日 個股日本益比、殖利率及股價淨值比,104年04月23日 個股日本益比、殖利率及股價淨值比,104年04月23日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,15.39,5.52,1.41
1102,亞泥,14.08,5.62,0.93
1103,嘉泥,470.00,7.09,0.52
1104,環泥,13.12,4.05,1.17
1108,幸福,11.70,5.45,0.97
1109,信大,20.52,8.73,0.97
1110,東泥,66.80,1.2,1.08
1201,味全,-,2.47,1.57
1203,味王,21.29,4.19,1.32
1210,大成,14.59,4.03,1.23
1213,大飲,101.82,0.0,1.74
1215,卜蜂,8.93,4.54,1.33
1216,統一,24.85,3.55,3.01
1217,愛之味,-,0.0,0.74
1218,泰山,63.75,0.0,1.29
1219,福壽,34.88,1.0,1.24
1220,台榮,36.00,2.78,0.91
1225,福懋油,96.43,1.23,1.68
1227,佳格,25.79,3.34,4.48
1229,聯華,10.35,4.76,0.82
1231,聯華食,24.07,2.49,2.06
1232,大統益,12.53,6.47,3.5
1233,天仁,18.35,4.51,2.94
1234,黑松,37.55,3.26,0.85
1235,興泰,24.53,0.0,1.01
1236,宏亞,16.26,5.16,1.48
1262,綠悅-KY,12.84,2.63,2.16
1301,台塑,27.95,2.15,1.76
1303,南亞,19.15,2.99,1.91
1304,台聚,26.13,2.47,0.96
1305,華夏,54.60,1.47,1.1
1307,三芳,18.11,4.05,2.25
1308,亞聚,20.47,3.69,1.13
1309,台達化,-,0.0,0.86
1310,台苯,-,6.49,1.52
1312,國喬,63.44,4.93,1.2
1313,聯成,-,1.75,0.7
1314,中石化,90.77,0.0,0.51
1315,達新,22.36,4.0,0.73
1316,上曜,-,0.0,1.45
1319,東陽,23.70,2.03,1.28
1321,大洋,-,0.0,1.63
1323,永裕,11.96,4.95,1.91
1324,地球,23.42,2.25,1.05
1325,恆大,34.66,2.2,1.13
1326,台化,43.50,1.53,1.65
1337,再生-KY,6.74,1.41,0.76
1338,廣華-KY,14.57,3.36,1.52
1339,昭輝,19.47,2.25,3.13
1340,勝悅-KY,9.84,4.81,1.81
1402,遠東新,15.48,3.69,0.85
1409,新纖,12.83,3.29,0.68
1410,南染,17.59,4.71,1.57
1413,宏洲,-,0.0,1.03
1414,東和,39.05,6.1,0.57
1416,廣豐,10.54,12.99,0.95
1417,嘉裕,103.25,2.42,0.65
1418,東華,-,0.0,1.21
1419,新紡,111.43,0.79,1.59
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,1.44
1434,福懋,16.65,4.02,1.19
1435,中福,-,0.0,0.82
1436,華友聯,8.65,6.48,1.17
1437,勤益控,15.90,0.0,0.73
1438,三地開發,159.50,0.0,1.21
1439,雋揚,1630.00,3.07,0.74
1440,南紡,56.72,1.64,1.07
1441,大東,-,0.0,0.95
1442,名軒,12.55,16.43,1.24
1443,立益物流,-,0.0,0.68
1444,力麗,44.13,1.97,0.84
1445,大宇,47.24,3.02,0.73
