105年01月27日 個股日本益比、殖利率及股價淨值比,105年01月27日 個股日本益比、殖利率及股價淨值比,105年01月27日 個股日本益比、殖利率及股價淨值比,105年01月27日 個股日本益比、殖利率及股價淨值比,105年01月27日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.33,9.76,0.86
1102,亞泥,12.78,8.78,0.6
1103,嘉泥,-,3.34,0.47
1104,環泥,10.15,5.88,0.81
1108,幸福,7.94,6.35,0.81
1109,信大,241.25,2.07,0.67
1110,東泥,81.47,1.44,0.92
1201,味全,-,0.0,1.32
1203,味王,13.74,4.46,1.23
1210,大成,22.82,5.04,0.99
1213,大飲,33.52,0.0,1.1
1215,卜蜂,8.28,9.22,1.16
1216,統一,21.18,3.33,3.16
1217,愛之味,87.22,0.0,0.7
1218,泰山,55.95,0.0,1.17
1219,福壽,37.95,2.43,1.25
1220,台榮,22.45,2.84,0.88
1225,福懋油,34.60,0.96,2.12
1227,佳格,23.15,3.34,4.75
1229,聯華,11.02,9.78,0.82
1231,聯華食,11.75,3.04,1.62
1232,大統益,10.74,6.79,3.43
1233,天仁,17.40,5.92,2.33
1234,黑松,20.31,3.67,0.75
1235,興泰,-,4.17,0.8
1236,宏亞,23.26,6.28,1.36
1262,綠悅-KY,9.64,2.3,1.63
1301,台塑,19.45,2.27,1.75
1303,南亞,13.09,4.14,1.4
1304,台聚,18.14,3.15,0.78
1305,華夏,14.52,1.47,1.03
1307,三芳,12.26,5.52,1.62
1308,亞聚,17.88,4.52,1.01
1309,台達化,-,0.0,0.69
1310,台苯,26.62,0.0,1.56
1312,國喬,11.16,2.01,0.82
1313,聯成,426.50,2.34,0.53
1314,中石化,12.39,0.0,0.33
1315,達新,15.17,4.84,0.64
1316,上曜,-,0.0,1.29
1319,東陽,25.34,1.64,1.51
1321,大洋,305.00,0.0,1.07
1323,永裕,9.09,7.71,1.24
1324,地球,16.44,2.76,0.83
1325,恆大,20.45,2.18,1.13
1326,台化,26.55,1.71,1.53
1337,再生-KY,10.06,2.57,0.41
1338,廣華-KY,13.92,3.0,1.62
1339,昭輝,12.56,3.64,1.43
1340,勝悅-KY,7.57,8.32,1.23
1402,遠東新,13.74,5.23,0.61
1409,新纖,15.21,5.05,0.55
1410,南染,14.07,5.14,1.44
1413,宏洲,-,0.0,1.15
